,Price
2019-01-01 00:00:00,43.63
2019-01-01 00:15:00,38.9
2019-01-01 00:30:00,38.57
2019-01-01 00:45:00,38.3768
2019-01-01 01:00:00,38.27679012345679
2019-01-01 01:15:00,33.5
2019-01-01 01:30:00,32.378571428571426
2019-01-01 01:45:00,31.49857142857143
2019-01-01 02:00:00,33.59
2019-01-01 02:15:00,33.5
2019-01-01 02:30:00,48.532
2019-01-01 02:45:00,47.33
2019-01-01 03:00:00,46.76
2019-01-01 03:15:00,42.92
2019-01-01 03:30:00,39.75333333333334
2019-01-01 03:45:00,39.4064
2019-01-01 04:00:00,38.068799999999996
2019-01-01 04:15:00,36.2648
2019-01-01 04:30:00,29.8232
2019-01-01 04:45:00,29.95
2019-01-01 05:00:00,31.0376
2019-01-01 05:15:00,31.196
2019-01-01 05:30:00,30.79
2019-01-01 05:45:00,30.9584
2019-01-01 06:00:00,34.3288
2019-01-01 06:15:00,38.4032
2019-01-01 06:30:00,47.282399999999996
2019-01-01 06:45:00,47.6
2019-01-01 07:00:00,50.3536
2019-01-01 07:15:00,47.08428571428571
2019-01-01 07:30:00,40.8144
2019-01-01 07:45:00,40.8584
2019-01-01 08:00:00,43.3752
2019-01-01 08:15:00,42.870000000000005
2019-01-01 08:30:00,42.9704
2019-01-01 08:45:00,40.5328
2019-01-01 09:00:00,34.76
2019-01-01 09:15:00,35.816
2019-01-01 09:30:00,37.796
2019-01-01 09:45:00,38.4296
2019-01-01 10:00:00,38.464800000000004
2019-01-01 10:15:00,38.772800000000004
2019-01-01 10:30:00,38.772800000000004
2019-01-01 10:45:00,38.772800000000004
2019-01-01 11:00:00,38.676
2019-01-01 11:15:00,38.77
2019-01-01 11:30:00,38.230000000000004
2019-01-01 11:45:00,38.230000000000004
2019-01-01 12:00:00,38.1216
2019-01-01 12:15:00,38.24
2019-01-01 12:30:00,38.394400000000005
2019-01-01 12:45:00,38.447199999999995
2019-01-01 13:00:00,38.447199999999995
2019-01-01 13:15:00,38.1304
2019-01-01 13:30:00,38.1304
2019-01-01 13:45:00,38.06
2019-01-01 14:00:00,39.105
2019-01-01 14:15:00,39.1248
2019-01-01 14:30:00,38.3328
2019-01-01 14:45:00,38.456
2019-01-01 15:00:00,40.85
2019-01-01 15:15:00,38.3152
2019-01-01 15:30:00,38.456
2019-01-01 15:45:00,38.1392
2019-01-01 16:00:00,39.1336
2019-01-01 16:15:00,41.85
2019-01-01 16:30:00,45.115
2019-01-01 16:45:00,46.205
2019-01-01 17:00:00,43.01
2019-01-01 17:15:00,43.7536
2019-01-01 17:30:00,46.215
2019-01-01 17:45:00,46.5
2019-01-01 18:00:00,31.448571428571427
2019-01-01 18:15:00,32.47
2019-01-01 18:30:00,46.87
2019-01-01 18:45:00,51.9992
2019-01-01 19:00:00,31.03857142857143
2019-01-01 19:15:00,30.89
2019-01-01 19:30:00,52.008
2019-01-01 19:45:00,52.449656084656084
2019-01-01 20:00:00,52.47
2019-01-01 20:15:00,50.2656
2019-01-01 20:30:00,49.93
2019-01-01 20:45:00,48.93
2019-01-01 21:00:00,47.75
2019-01-01 21:15:00,47.7224
2019-01-01 21:30:00,47.7224
2019-01-01 21:45:00,47.7312
2019-01-01 22:00:00,48.94
2019-01-01 22:15:00,47.7312
2019-01-01 22:30:00,47.7312
2019-01-01 22:45:00,43.27
2019-01-01 23:00:00,43.27
2019-01-01 23:15:00,40.13679012345679
2019-01-01 23:30:00,40.7968
2019-01-01 23:45:00,38.852
2019-01-02 00:00:00,47.45
2019-01-02 00:15:00,47.71
2019-01-02 00:30:00,47.12
2019-01-02 00:45:00,47.1328
2019-01-02 01:00:00,40.89
2019-01-02 01:15:00,38.1216
2019-01-02 01:30:00,36.1152
2019-01-02 01:45:00,36.0976
2019-01-02 02:00:00,37.769600000000004
2019-01-02 02:15:00,38.06
2019-01-02 02:30:00,38.0512
2019-01-02 02:45:00,38.3504
2019-01-02 03:00:00,38.77
2019-01-02 03:15:00,39.595
2019-01-02 03:30:00,39.575
2019-01-02 03:45:00,40.085
2019-01-02 04:00:00,35.050399999999996
2019-01-02 04:15:00,35.9304
2019-01-02 04:30:00,43.545
2019-01-02 04:45:00,35.8
2019-01-02 05:00:00,35.8864
2019-01-02 05:15:00,37.576
2019-01-02 05:30:00,43.19
2019-01-02 05:45:00,45.24
2019-01-02 06:00:00,46.12
2019-01-02 06:15:00,47.27
2019-01-02 06:30:00,48.25
2019-01-02 06:45:00,49.48
2019-01-02 07:00:00,50.1512
2019-01-02 07:15:00,51.8936
2019-01-02 07:30:00,52.53142857142857
2019-01-02 07:45:00,54.18845238095238
2019-01-02 08:00:00,53.66
2019-01-02 08:15:00,54.537142857142854
2019-01-02 08:30:00,54.24
2019-01-02 08:45:00,54.65367965367965
2019-01-02 09:00:00,54.22
2019-01-02 09:15:00,54.22
2019-01-02 09:30:00,54.60898617511521
2019-01-02 09:45:00,54.2
2019-01-02 10:00:00,53.98074074074074
2019-01-02 10:15:00,51.8144
2019-01-02 10:30:00,51.5
2019-01-02 10:45:00,51.48
2019-01-02 11:00:00,50.0544
2019-01-02 11:15:00,50.0456
2019-01-02 11:30:00,50.0456
2019-01-02 11:45:00,50.0368
2019-01-02 12:00:00,50.028
2019-01-02 12:15:00,49.332314814814815
2019-01-02 12:30:00,50.019200000000005
2019-01-02 12:45:00,51.31
2019-01-02 13:00:00,51.744
2019-01-02 13:15:00,51.744
2019-01-02 13:30:00,51.4
2019-01-02 13:45:00,53.1168
2019-01-02 14:00:00,51.7264
2019-01-02 14:15:00,53.49
2019-01-02 14:30:00,54.47107142857143
2019-01-02 14:45:00,54.95
2019-01-02 15:00:00,54.07
