,timestamp,bidQuantity
129,2016-01-02 08:15:00,63.826950000000004
130,2016-01-02 08:30:00,64.69353
131,2016-01-02 08:45:00,66.12672
132,2016-01-02 09:00:00,67.9932
133,2016-01-02 09:15:00,69.09309
134,2016-01-02 09:30:00,70.39296
135,2016-01-02 09:45:00,71.29287000000001
136,2016-01-02 10:00:00,72.45942000000001
137,2016-01-02 10:15:00,72.89271
138,2016-01-02 10:30:00,73.42599
139,2016-01-02 10:45:00,73.82595
140,2016-01-02 11:00:00,74.69253
141,2016-01-02 11:15:00,75.49245
142,2016-01-02 11:30:00,76.29237
143,2016-01-02 11:45:00,39.29072999999998
144,2016-01-02 12:00:00,100.08427600360037
145,2016-01-02 12:15:00,10.0
146,2016-01-02 12:30:00,100.08367600360036
147,2016-01-02 12:45:00,10.0
148,2016-01-02 13:00:00,100.08655600360036
149,2016-01-02 13:15:00,100.08835600360035
150,2016-01-02 13:30:00,100.08919600360036
151,2016-01-02 13:45:00,100.09027600360037
152,2016-01-02 14:00:00,100.09015600360036
153,2016-01-02 14:15:00,49.48505
154,2016-01-02 14:30:00,100.09147600360036
155,2016-01-02 14:45:00,74.39256
156,2016-01-02 15:00:00,74.79252
157,2016-01-02 15:15:00,74.79252
158,2016-01-02 15:30:00,74.92584000000001
159,2016-01-02 15:45:00,75.09249
160,2016-01-02 16:00:00,76.02573
161,2016-01-02 16:15:00,76.69233
162,2016-01-02 16:30:00,77.79222
163,2016-01-02 16:45:00,79.25874
164,2016-01-02 17:00:00,80.62527
165,2016-01-02 17:15:00,0.0
166,2016-01-02 17:30:00,0.0
167,2016-01-02 17:45:00,0.0
168,2016-01-02 18:00:00,0.0
169,2016-01-02 18:15:00,0.0
170,2016-01-02 18:30:00,0.0
171,2016-01-02 18:45:00,0.0
172,2016-01-02 19:00:00,35.81308500000005
173,2016-01-02 19:15:00,57.73589250000002
174,2016-01-02 19:30:00,68.61397125
175,2016-01-02 19:45:00,73.51973062500001
176,2016-01-02 20:00:00,74.7727303125
177,2016-01-02 20:15:00,74.56598015625
178,2016-01-02 20:30:00,73.979320078125
179,2016-01-02 20:45:00,73.0693850390625
180,2016-01-02 21:00:00,72.54775751953126
181,2016-01-02 21:15:00,72.33693875976563
182,2016-01-02 21:30:00,71.58159437988282
183,2016-01-02 21:45:00,71.4039021899414
184,2016-01-02 22:00:00,72.08164609497071
185,2016-01-02 22:15:00,71.45394804748535
186,2016-01-02 22:30:00,70.59015402374267
187,2016-01-02 22:45:00,69.62497701187135
188,2016-01-02 23:00:00,68.62577350593567
189,2016-01-02 23:15:00,67.69288175296784
190,2016-01-02 23:30:00,66.42651587648392
191,2016-01-02 23:45:00,65.16006293824196
192,2016-01-03 00:00:00,64.12692
193,2016-01-03 00:15:00,62.927040000000005
194,2016-01-03 00:30:00,61.59384000000001
