Unnamed: 0,Wind Onshore [MW],Wind Offshore [MW],Solar [MW],Water [MW],Biomass [MW]
9044,12031.87,6432.54,0.0,1974.0,4901.01
9045,11759.45,6658.73,0.0,2053.0,4885.9
9046,11634.05,7265.87,39.6,2082.0,4898.99
9047,11283.79,7876.98,220.02,2076.0,4895.97
9048,10879.49,8599.21,739.26,1896.0,4923.17
9049,10388.7,9043.65,1570.92,2066.0,4933.24
9050,9982.23,9345.24,3018.62,2264.0,4928.2
9051,9495.77,9813.49,4976.77,2287.0,4924.17
9052,8892.55,10416.67,6684.1,2140.0,4918.13
9053,8146.64,10507.94,8901.86,2146.0,4922.16
9054,7426.68,10428.57,11427.65,2235.0,4955.4
9055,6793.19,10936.51,14287.86,2149.0,4940.29
9056,6468.89,11087.3,16972.06,2179.0,4928.2
9057,6172.68,10686.51,19687.07,2170.0,4910.07
9058,5787.84,10384.92,22754.09,2212.0,4946.33
9059,7519.65,10519.84,25275.48,2169.0,4977.55
9060,4942.47,10797.62,27361.24,2287.0,4961.44
9061,4866.8,10603.17,30445.87,2257.0,4955.4
9062,4737.07,10853.17,32822.04,2226.0,4957.41
9063,4631.13,10861.11,35361.03,2195.0,4963.45
9064,4248.45,11087.3,37609.6,2299.0,4952.37
9065,3867.93,11099.21,38982.5,2255.0,4964.46
9066,3684.15,10845.24,39985.78,2110.0,4970.5
9067,3558.75,10996.03,41213.47,2105.0,4948.35
9068,3519.83,10908.73,42925.19,1996.0,4948.35
9069,3608.48,10408.73,43963.67,1965.0,4943.31
9070,3608.48,9992.06,44746.93,1968.0,4925.18
9071,3723.07,10059.52,45904.22,1964.0,4937.27
9072,3833.33,10297.62,46735.88,2159.0,4921.15
9073,3999.81,10238.1,47118.71,2053.0,4925.18
9074,4062.51,10023.81,47149.51,1992.0,4929.21
9075,4179.26,9920.63,47096.7,1951.0,4925.18
9076,4030.08,9408.73,46806.28,2052.0,4914.1
9077,3902.52,8992.06,46159.44,1993.0,4924.17
9078,3742.53,8416.67,45763.41,2021.0,4918.13
9079,3861.44,8341.27,44782.13,1907.0,4911.08
9080,3844.14,8357.14,43690.85,1924.0,4923.17
9081,3809.55,7797.62,42551.17,1959.0,4913.09
9082,3867.93,7115.08,41358.68,1925.0,4917.12
9083,4010.62,6742.06,39558.94,1916.0,4900.0
9084,4140.35,6531.75,38014.43,1964.0,4926.19
9085,4239.8,6666.67,35620.65,2087.0,4939.28
9086,4296.01,6369.05,32360.01,2171.0,4958.42
9087,4224.67,6150.79,29711.01,2164.0,4949.35
9088,4291.69,5888.89,27018.01,2038.0,4967.48
9089,4133.86,5817.46,23761.77,2044.0,4945.32
9090,4157.64,5769.84,20056.69,2011.0,4963.45
9091,4133.86,5623.02,16554.03,1996.0,4974.53
9092,3984.68,5595.24,13024.97,1895.0,4970.5
9093,3932.79,5678.57,9843.53,1959.0,4946.33
9094,3867.93,5690.48,7097.73,2057.0,4960.43
9095,3807.39,5809.52,4523.54,2069.0,4968.49
9096,3781.44,5841.27,2701.8,2070.0,4970.5
9097,4077.65,5750.0,1381.7,2000.0,4969.5
9098,4218.18,6091.27,466.43,2007.0,4975.54
9099,4408.44,5928.57,57.2,2050.0,4959.42
9100,4628.97,5496.03,8.8,2120.0,4957.41
9101,4968.42,5158.73,0.0,2121.0,4961.44
9102,5230.02,5075.4,0.0,2016.0,4959.42
9103,5545.69,5031.75,0.0,1931.0,4961.44
9104,6088.36,4253.97,0.0,2140.0,4960.43
9105,5928.37,4484.13,0.0,1964.0,4956.4
9106,6064.58,3880.95,0.0,2012.0,4949.35
9107,6133.77,3583.33,0.0,1954.0,4957.41
9108,6032.15,3809.52,0.0,2173.0,4938.27
9109,6391.05,3523.81,0.0,2090.0,4925.18
9110,6760.76,3444.44,0.0,2059.0,4924.17
9111,6583.47,3924.6,0.0,2011.0,4923.17
9112,6408.35,4615.08,0.0,2121.0,4927.19
9113,6726.17,4091.27,0.0,2143.0,4932.23
9114,6951.02,3476.19,0.0,2129.0,4905.04
9115,7067.78,3059.52,0.0,2025.0,4861.73
9116,7093.72,2825.4,0.0,2159.0,4839.57
9117,7303.44,2682.54,0.0,2188.0,4846.62
9118,7335.87,2595.24,0.0,2104.0,4871.8
9119,7372.63,2686.51,0.0,1985.0,4875.83
9120,7504.51,2952.38,0.0,2087.0,4849.64
9121,7882.87,3246.03,0.0,2051.0,4845.61
9122,7926.11,3333.33,0.0,2051.0,4853.67
9123,8014.76,3607.14,0.0,1954.0,4870.79
9124,8038.54,3825.4,0.0,1999.0,4879.86
9125,8006.11,3706.35,0.0,2028.0,4895.97
9126,7936.92,3646.83,0.0,2050.0,4887.91
9127,7722.88,3769.84,0.0,2017.0,4891.94
9128,7593.16,4047.62,0.0,2117.0,4881.87
9129,7392.08,4000.0,0.0,2087.0,4892.95
9130,7415.87,3757.94,0.0,1946.0,4897.99
9131,7571.54,3476.19,0.0,1999.0,4894.96
9132,7830.98,3079.37,0.0,2051.0,4893.96
9133,7781.26,2888.89,0.0,2057.0,4897.99
9134,7919.63,2960.32,0.0,2027.0,4891.94
9135,8060.16,2980.16,0.0,2014.0,4908.06
9136,8302.31,2968.25,0.0,1982.0,4908.06
9137,8672.02,2821.43,0.0,2011.0,4900.0
9138,8682.84,2821.43,0.0,1999.0,4908.06
9139,8717.43,2757.94,0.0,1989.0,4909.06
9140,8907.69,2686.51,0.0,1974.0,4923.17
9141,8994.17,2940.48,0.0,1947.0,4932.23
9142,9286.05,3222.22,79.21,1938.0,4921.15
9143,9439.56,3460.32,382.83,1937.0,4933.24
9144,9861.16,3496.03,1315.7,1916.0,4963.45
9145,9954.13,3468.25,3282.64,1894.0,4966.47
9146,9995.21,3492.06,6644.49,1922.0,4968.49
9147,10118.44,3571.43,10569.59,1976.0,4971.51
9148,9930.34,3634.92,14719.1,1957.0,4975.54
9149,9443.88,3527.78,19203.03,1859.0,4980.58
9150,8803.91,3531.75,23994.99,1851.0,4969.5
9151,8034.22,3285.71,28808.94,1882.0,4969.5
9152,7048.32,3107.14,34322.55,1921.0,4941.29
9153,6209.44,3083.33,40619.42,1899.0,4940.29
9154,5413.8,3123.02,47131.91,1969.0,4955.4
9155,4760.86,3198.41,53305.57,1947.0,4965.47
9156,4451.68,3301.59,60002.87,1971.0,4954.39
9157,4512.22,3376.98,66581.35,1860.0,4956.4
9158,4661.4,3174.6,73357.86,1814.0,4947.34
9159,4659.24,3031.75,79461.11,1812.0,4960.43
9160,4678.7,2996.03,85141.94,1868.0,4963.45
9161,4901.39,2809.52,90206.71,1917.0,4959.42
9162,5188.95,2646.83,94290.22,1884.0,4944.32
9163,5545.69,2690.48,97542.06,1851.0,4948.35
9164,5930.53,2682.54,100318.67,1977.0,4939.28
9165,6548.88,2825.4,102694.84,1853.0,4940.29
9166,7316.41,3341.27,104358.17,1843.0,4942.3
9167,7854.77,3964.29,106083.09,1790.0,4935.25
9168,8518.52,4460.32,107029.16,1889.0,4933.24
9169,9411.45,4932.54,107152.37,1833.0,4925.18
9170,10103.31,5531.75,107134.77,1878.0,4910.07
9171,10717.33,5992.06,106259.11,1850.0,4914.1
9172,11528.11,6055.56,105013.81,1880.0,4920.14
9173,12155.1,6087.3,102532.03,1861.0,4912.09
9174,12942.09,5750.0,99671.82,1905.0,4927.19
9175,13153.98,6412.7,96195.56,1876.0,4930.22
9176,13290.19,6404.76,92745.7,1954.0,4945.32
9177,13316.13,6242.06,88094.56,1933.0,4935.25
9178,13780.97,6218.25,84217.87,1991.0,4932.23
9179,14090.15,6547.62,79984.75,1916.0,4938.27
9180,14360.41,6833.33,74946.38,1863.0,4941.29
9181,14747.41,7103.17,69723.19,1860.0,4945.32
9182,14957.13,7190.48,64662.81,1865.0,4948.35
9183,15316.04,7420.63,59448.42,1877.0,4943.31
9184,15709.53,7444.44,53349.57,1804.0,4929.21
9185,16157.08,7599.21,47259.52,1842.0,4929.21
9186,16509.49,7654.76,40667.83,1951.0,4942.3
9187,16446.79,7757.94,33864.92,1959.0,4959.42
9188,16286.8,7904.76,27198.42,1901.0,4956.4
9189,15839.26,8059.52,20844.35,1880.0,4956.4
9190,15629.54,8349.21,15018.32,1870.0,4956.4
9191,15824.12,8420.63,10054.75,1922.0,4942.3
9192,15700.88,8488.1,5865.64,1833.0,4947.34
9193,16414.36,8761.9,3203.44,1835.0,4949.35
9194,17674.84,8908.73,1315.7,1839.0,4956.4
9195,19192.61,9246.03,303.62,1838.0,4946.33
9196,20753.62,9932.54,22.0,1832.0,4949.35
9197,22109.23,10448.41,0.0,1840.0,4947.34
9198,23847.53,10611.11,0.0,1820.0,4949.35
9199,25274.49,10849.21,0.0,1770.0,4941.29
9200,26831.17,11198.41,0.0,1913.0,4936.26
9201,28175.97,11702.38,0.0,1780.0,4944.32
9202,29032.15,11968.25,0.0,1759.0,4939.28
9203,29665.63,12047.62,0.0,1838.0,4941.29
9204,29964.0,12190.48,0.0,1931.0,4922.16
9205,30249.39,12519.84,0.0,1938.0,4915.11
9206,30342.36,12765.87,0.0,1908.0,4916.12
9207,30182.37,12500.0,0.0,1774.0,4915.11
9208,30080.75,12107.14,0.0,1796.0,4901.01
9209,29460.24,11535.71,0.0,1788.0,4873.81
9210,28934.86,11142.86,0.0,1773.0,4880.86
9211,28379.21,10460.32,0.0,1751.0,4880.86
9212,27425.74,9757.94,0.0,1903.0,4864.75
9213,26273.36,8944.44,0.0,1853.0,4851.65
9214,25291.78,8404.76,0.0,1793.0,4853.67
9215,24567.49,8039.68,0.0,1744.0,4854.68
9216,23774.02,7551.59,0.0,1815.0,4852.66
9217,22920.0,7023.81,0.0,1787.0,4838.56
9218,22347.06,6531.75,0.0,1783.0,4829.5
9219,21713.57,6242.06,0.0,1746.0,4835.54
9220,20917.94,6130.95,0.0,1806.0,4846.62
9221,20197.97,5781.75,0.0,1804.0,4856.69
9222,19622.86,5349.21,0.0,1772.0,4849.64
9223,18987.22,4829.37,0.0,1745.0,4850.65
9224,18247.79,4519.84,0.0,1766.0,4841.58
9225,17782.95,4361.11,0.0,1769.0,4849.64
9226,17443.5,4130.95,0.0,1783.0,4850.65
9227,17078.12,3960.32,0.0,1794.0,4841.58
9228,16544.09,3738.1,0.0,1784.0,4849.64
9229,16072.76,3658.73,0.0,1804.0,4863.74
9230,15469.54,3761.9,0.0,1794.0,4867.77
9231,15279.28,3809.52,0.0,1775.0,4874.82
9232,15006.86,3587.3,0.0,1741.0,4883.88
9233,14689.04,3321.43,0.0,1739.0,4873.81
9234,14278.25,3055.56,0.0,1775.0,4877.84
9235,14155.01,2980.16,0.0,1735.0,4876.83
9236,14113.93,2900.79,0.0,1744.0,4879.86
9237,14321.49,2734.13,0.0,1763.0,4877.84
9238,14338.79,2849.21,114.41,1787.0,4879.86
9239,14565.8,2686.51,620.45,1763.0,4890.94
9240,14622.02,2646.83,2182.56,1746.0,4916.12
9241,14230.68,2861.11,5355.2,1766.0,4915.11
9242,13800.43,2757.94,9993.14,1761.0,4901.01
9243,13409.1,2630.95,15339.54,1770.0,4911.08
9244,12970.2,2496.03,21389.99,1748.0,4918.13
9245,12010.25,2575.4,28034.49,1802.0,4925.18
9246,10905.43,2547.62,35035.41,1812.0,4917.12
9247,9448.2,2333.33,42414.76,1810.0,4907.05
9248,8120.7,2059.52,49736.9,1881.0,4902.01
9249,6814.81,1873.02,57393.47,1861.0,4892.95
9250,5813.78,1761.9,64266.78,1834.0,4904.03
9251,5111.11,1642.86,70744.06,1771.0,4921.15
9252,4773.83,1742.06,76886.92,1817.0,4912.09
9253,4804.1,1746.03,83386.21,1781.0,4903.02
9254,5258.13,1730.16,89031.83,1779.0,4891.94
9255,6025.66,1642.86,93445.35,1762.0,4893.96
9256,7020.21,1555.56,98276.91,1792.0,4898.99
9257,8211.51,1464.29,102210.81,1775.0,4887.91
9258,9664.41,1353.17,104846.6,1789.0,4898.99
9259,10799.49,1412.7,107337.19,1776.0,4891.94
9260,11677.29,1468.25,109752.97,1833.0,4882.88
9261,12511.84,1480.16,111134.67,1832.0,4860.72
9262,13359.37,1515.87,111992.73,1822.0,4880.86
9263,13623.14,1496.03,112327.16,1753.0,4881.87
9264,13899.89,1388.89,112256.75,1770.0,4895.97
9265,13897.73,1289.68,111829.92,1745.0,4886.91
9266,13867.46,1198.41,110523.02,1780.0,4895.97
9267,13677.19,1222.22,108595.68,1830.0,4890.94
9268,13216.68,1273.81,106531.93,1819.0,4895.97
9269,12872.91,1329.37,104767.4,1799.0,4884.89
9270,12468.6,1317.46,101695.97,1833.0,4886.91
9271,12291.31,1246.03,97247.24,1810.0,4849.64
9272,11923.76,1246.03,93234.14,1808.0,4887.91
9273,11739.99,1337.3,88569.79,1762.0,4908.06
9274,11517.3,1345.24,83971.45,1794.0,4903.02
9275,11428.65,1373.02,78858.27,1810.0,4906.04
9276,11227.58,1384.92,73291.85,1777.0,4909.06
9277,11130.29,1376.98,67685.84,1792.0,4912.09
9278,11037.32,1484.13,61956.61,1777.0,4911.08
9279,11205.96,1650.79,55232.91,1789.0,4913.09
9280,10953.0,1686.51,48702.82,1764.0,4904.03
9281,10851.38,1599.21,42568.77,1796.0,4896.98
9282,10870.84,1432.54,36153.09,1806.0,4928.2
9283,10738.95,1325.4,30063.04,1819.0,4923.17
9284,10793.01,1214.29,24082.99,1746.0,4924.17
9285,10555.18,1186.51,18094.15,1792.0,4919.14
9286,10475.18,1230.16,13178.98,1810.0,4921.15
9287,10386.54,1218.25,8809.46,1816.0,4925.18
9288,10034.12,1273.81,5443.21,1810.0,4934.24
9289,10124.93,1357.14,3089.03,1815.0,4919.14
9290,10408.16,1428.57,1342.1,1822.0,4929.21
9291,11471.89,1638.89,334.42,1824.0,4929.21
9292,12321.58,1932.54,39.6,1855.0,4924.17
9293,12961.55,2206.35,0.0,1812.0,4929.21
9294,14062.04,2507.94,0.0,1762.0,4924.17
9295,15231.72,2666.67,0.0,1756.0,4908.06
9296,16165.73,2813.49,0.0,1797.0,4896.98
9297,16822.99,3035.71,0.0,1721.0,4898.99
9298,17525.66,3202.38,0.0,1696.0,4870.79
9299,18163.47,3329.37,0.0,1758.0,4855.68
9300,18228.33,3349.21,0.0,1861.0,4836.55
9301,18468.32,3420.63,0.0,1893.0,4817.41
9302,18524.53,3365.08,0.0,1883.0,4785.18
9303,18172.12,3305.56,0.0,1840.0,4737.84
9304,18040.23,3476.19,0.0,1791.0,4580.72
9305,17893.21,3623.02,0.0,1672.0,4561.58
9306,17484.58,3853.17,0.0,1669.0,4554.53
9307,17231.62,4003.97,0.0,1666.0,4561.58
9308,16874.88,4134.92,0.0,1721.0,4551.51
9309,16068.43,4031.75,0.0,1714.0,4552.52
9310,15450.08,4063.49,0.0,1693.0,4548.49
9311,14881.46,4404.76,0.0,1690.0,4540.43
9312,14327.98,4428.57,0.0,1720.0,4544.46
9313,13828.54,4297.62,0.0,1690.0,4544.46
9314,13117.22,4182.54,0.0,1698.0,4537.41
9315,12421.04,4027.78,0.0,1709.0,4540.43
9316,11653.51,3869.05,0.0,1810.0,4538.42
9317,10965.97,3928.57,0.0,1802.0,4531.37
9318,10343.3,3769.84,0.0,1780.0,4529.35
9319,9804.94,3646.83,0.0,1764.0,4532.37
9320,9288.21,3380.95,0.0,1803.0,4530.36
9321,8687.16,3107.14,0.0,1796.0,4529.35
9322,8291.5,3154.76,0.0,1801.0,4525.32
9323,7988.81,3412.7,0.0,1799.0,4534.39
9324,7560.73,3654.76,0.0,1831.0,4527.34
9325,7264.52,3706.35,0.0,1819.0,4537.41
9326,7056.97,4011.9,0.0,1740.0,4527.34
9327,6819.14,4452.38,0.0,1756.0,4545.47
9328,6682.93,4896.83,0.0,1720.0,4544.46
9329,6734.82,5500.0,0.0,1713.0,4538.42
9330,6853.73,6198.41,0.0,1760.0,4534.39
9331,7111.02,7126.98,0.0,1740.0,4531.37
9332,7331.55,7924.6,0.0,1700.0,4542.45
9333,7472.08,7265.87,4.4,1879.0,4548.49
9334,7495.86,7547.62,149.61,1992.0,4543.45
9335,7632.07,7634.92,580.84,1985.0,4556.55
9336,7800.71,8119.05,1676.52,1780.0,4566.62
9337,7601.8,9103.17,4017.5,1823.0,4568.63
9338,7424.52,11325.4,7128.53,1765.0,4556.55
9339,7219.12,12206.35,10679.59,1765.0,4556.55
9340,7314.25,12301.59,14868.71,2011.0,4556.55
9341,7584.51,12277.78,19123.82,1971.0,4556.55
9342,7521.81,12444.44,23968.58,1836.0,4571.65
9343,7346.68,12876.98,28923.35,1781.0,4564.6
9344,7052.64,13015.87,34155.34,1935.0,4571.65
9345,6698.06,13650.79,39761.36,1814.0,4562.59
9346,6302.41,13031.75,45156.16,1786.0,4557.55
9347,5917.56,13250.0,50665.37,1775.0,4560.58
9348,5820.27,13400.79,55848.96,1829.0,4566.62
9349,6084.04,13726.19,60720.12,1803.0,4554.53
9350,5820.27,14309.52,65608.88,1789.0,4560.58
9351,5995.39,14992.06,69969.61,1786.0,4564.6
9352,5949.99,15615.08,73511.87,1779.0,4552.52
9353,6248.35,16190.48,76680.11,1747.0,4549.5
9354,6812.65,16305.56,79725.13,1748.0,4559.57
9355,7266.69,16055.56,82409.33,1761.0,4554.53
9356,7668.83,16023.81,84622.7,1856.0,4553.53
9357,8094.75,16126.98,86004.4,1846.0,4553.53
9358,8672.02,15710.32,87038.48,1853.0,4555.54
9359,9164.97,15091.27,87518.11,1823.0,4542.45
9360,9625.49,14722.22,88336.57,1897.0,4556.55
9361,10129.25,14646.83,88662.2,1872.0,4563.6
9362,10780.03,14821.43,87900.94,1861.0,4552.52
9363,10812.46,14964.29,86611.65,1850.0,4551.51
9364,10754.09,14865.08,85141.94,1874.0,4562.59
9365,10747.6,14579.37,83214.59,2047.0,4571.65
9366,11080.56,14440.48,80785.61,2075.0,4567.63
9367,11525.94,14396.83,78501.84,1998.0,4578.71
9368,12178.89,13980.16,75628.43,1979.0,4576.69
9369,12397.26,13432.54,72332.58,2018.0,4570.65
9370,12596.16,13190.48,68403.09,2083.0,4564.6
9371,13249.11,13047.62,64482.4,2006.0,4567.63
9372,13473.96,12912.7,60293.29,1891.0,4580.72
9373,13977.72,12865.08,55334.12,2004.0,4579.71
9374,15030.64,12730.16,50524.56,2066.0,4601.87
9375,15858.71,12730.16,45820.61,2076.0,4601.87
9376,16187.35,12821.43,40821.84,1876.0,4603.88
9377,16822.99,13198.41,36065.08,1980.0,4578.71
9378,17151.63,13428.57,30621.88,1889.0,4566.62
9379,17685.66,13166.67,25521.9,1918.0,4553.53
9380,18208.87,13023.81,20760.74,1908.0,4571.65
9381,19380.71,12841.27,16149.2,1863.0,4573.67
9382,20094.19,12646.83,11982.09,1964.0,4589.78
9383,20805.51,12607.14,8039.4,1871.0,4610.94
9384,21423.86,12599.21,5174.79,1933.0,4605.9
9385,21173.06,12551.59,2987.82,1993.0,4612.95
9386,21506.02,12857.14,1298.1,1979.0,4613.96
9387,22872.44,13178.57,365.23,1940.0,4596.83
9388,23516.73,13615.08,44.0,1970.0,4597.84
9389,23821.58,13674.6,0.0,1977.0,4604.89
9390,24554.52,13892.86,0.0,1891.0,4595.83
9391,25410.7,14107.14,0.0,1809.0,4582.73
9392,26147.96,14468.25,0.0,1777.0,4570.65
9393,26601.99,14777.78,0.0,1749.0,4586.76
9394,26357.68,14960.32,0.0,1742.0,4577.7
9395,25823.65,15091.27,0.0,1754.0,4557.55
9396,24971.8,15170.63,0.0,1832.0,4542.45
9397,24532.9,15134.92,0.0,1795.0,4546.47
9398,24018.33,15003.97,0.0,1845.0,4544.46
9399,23825.91,14932.54,0.0,1765.0,4545.47
9400,23531.87,14646.83,0.0,1750.0,4545.47
9401,23224.85,14424.6,0.0,1736.0,4536.4
9402,22907.03,14265.87,0.0,1735.0,4535.4
9403,22671.37,14115.08,0.0,1745.0,4537.41
9404,22468.13,13857.14,0.0,1776.0,4514.24
9405,22163.28,13480.16,0.0,1803.0,4527.34
9406,21871.4,13119.05,0.0,1769.0,4522.3
9407,21488.72,12714.29,0.0,1785.0,4519.28
9408,21188.19,12293.65,0.0,1894.0,4515.25
9409,20894.15,12091.27,0.0,1812.0,4516.26
9410,20649.84,11718.25,0.0,1825.0,4506.19
9411,20392.55,11527.78,0.0,1840.0,4508.2
9412,19988.25,11285.71,0.0,1904.0,4512.23
9413,19767.72,11214.29,0.0,1853.0,4528.35
9414,19698.53,10976.19,0.0,1849.0,4527.34
9415,19547.19,10559.52,0.0,1845.0,4522.3
9416,19244.5,10154.76,0.0,1845.0,4541.44
9417,19281.26,9865.08,0.0,1841.0,4545.47
9418,19365.58,9801.59,0.0,1838.0,4538.42
9419,19302.88,10055.56,0.0,1817.0,4541.44
9420,19250.99,9964.29,0.0,1839.0,4544.46
9421,19158.02,9761.9,0.0,1841.0,4551.51
9422,19382.87,9511.9,0.0,1836.0,4547.48
9423,19480.17,9369.05,0.0,1831.0,4553.53
9424,19527.73,9218.25,0.0,1804.0,4544.46
9425,19685.56,9150.79,0.0,1891.0,4551.51
9426,19707.18,8996.03,0.0,1900.0,4542.45
9427,19696.37,8789.68,0.0,1832.0,4523.31
9428,20593.63,8829.37,0.0,1788.0,4531.37
9429,20630.38,8857.14,13.2,1846.0,4519.28
9430,20559.03,8658.73,162.81,1816.0,4534.39
9431,20154.73,8357.14,607.25,1837.0,4550.5
9432,19785.02,7658.73,1817.34,1818.0,4548.49
9433,18760.2,7571.43,4118.71,1919.0,4537.41
9434,18226.17,7472.22,6728.1,1910.0,4546.47
9435,17460.8,7722.22,10314.37,1813.0,4544.46
9436,16639.22,7920.63,15027.12,1907.0,4538.42
9437,15547.38,8027.78,19383.44,1902.0,4527.34
9438,14704.17,7968.25,24096.19,1890.0,4521.29
9439,14436.08,8119.05,28742.94,1780.0,4523.31
9440,14315.0,8396.83,33697.71,1899.0,4543.45
9441,14228.52,8638.89,38485.26,1793.0,4537.41
9442,14129.07,8746.03,43092.41,1743.0,4534.39
9443,13889.08,8904.76,48245.19,1774.0,4525.32
9444,13774.49,9261.9,53089.95,1817.0,4510.22
9445,14090.15,9575.4,57965.51,1747.0,4504.17
9446,14224.2,9746.03,62330.64,1722.0,4511.22
9447,14546.34,9575.4,66497.75,1713.0,4512.23
9448,14442.56,9476.19,69864.0,1752.0,4524.32
9449,14286.9,9337.3,73419.46,1761.0,4527.34
9450,14407.97,9099.21,76552.5,1746.0,4527.34
9451,14736.6,9218.25,79373.11,1758.0,4515.25
9452,15080.37,9420.63,82990.18,1886.0,4511.22
9453,15404.68,9281.75,84737.11,1760.0,4494.1
9454,15841.42,9277.78,86158.41,1735.0,4491.08
9455,16200.32,9107.14,87830.54,1735.0,4492.09
9456,16455.44,9067.46,88252.97,1808.0,4492.09
9457,16682.46,9019.84,88710.6,1749.0,4491.08
9458,16913.8,9115.08,88649.0,1746.0,4489.06
9459,17082.44,9198.41,87733.73,1743.0,4501.15
9460,17186.22,9234.13,86880.07,1744.0,4494.1
9461,17210.0,9150.79,85102.33,1770.0,4493.09
9462,17376.48,9067.46,83364.2,1741.0,4496.12
9463,17512.69,8940.48,80754.81,1733.0,4497.12
9464,17631.6,8849.21,78180.62,1752.0,4489.06
9465,17992.67,8595.24,75034.38,1763.0,4487.05
9466,18148.34,8293.65,71478.92,1771.0,4498.13
9467,18301.84,8095.24,67113.79,1767.0,4517.27
9468,18732.09,8353.17,63197.5,1782.0,4521.29
9469,18918.03,8726.19,58585.96,1805.0,4533.38
9470,19322.34,9250.0,53208.76,1796.0,4528.35
9471,19895.28,9884.92,48346.4,1788.0,4519.28
9472,20418.5,10531.75,43250.82,1768.0,4538.42
9473,20796.86,11087.3,37275.17,1795.0,4547.48
9474,21240.08,11547.62,32034.38,1798.0,4515.25
9475,21923.29,11650.79,26415.17,1810.0,4529.35
9476,22587.05,11757.94,21323.99,1769.0,4532.37
9477,23220.53,12075.4,16567.23,1767.0,4556.55
9478,23495.11,12380.95,12356.12,1770.0,4540.43
9479,23639.97,12456.35,8475.03,1838.0,4526.33
9480,24083.19,12428.57,5434.4,1822.0,4527.34
9481,24342.64,12246.03,3177.04,1826.0,4524.32
9482,24349.13,12126.98,1425.71,1822.0,4527.34
9483,25393.4,12123.02,475.24,1823.0,4516.26
9484,26463.62,12134.92,79.21,1831.0,4534.39
9485,27250.61,12218.25,0.0,1833.0,4537.41
9486,28262.46,12111.11,0.0,1838.0,4554.53
9487,29289.43,12011.9,0.0,1783.0,4565.61
9488,30206.15,11884.92,0.0,1861.0,4568.63
9489,31099.08,11277.78,0.0,1794.0,4562.59
9490,31784.45,11154.76,0.0,1811.0,4559.57
9491,32227.67,10861.11,0.0,1765.0,4550.5
9492,31579.06,10341.27,0.0,1887.0,4548.49
9493,31665.54,9932.54,0.0,1854.0,4550.5
9494,31687.16,9357.14,0.0,1855.0,4547.48
9495,31544.46,8825.4,0.0,1785.0,4551.51
9496,31148.81,8301.59,0.0,1900.0,4554.53
9497,30610.45,7841.27,0.0,1868.0,4560.58
9498,30031.02,7507.94,0.0,1814.0,4560.58
9499,29445.1,7158.73,0.0,1828.0,4586.76
9500,28766.22,6841.27,0.0,1863.0,4563.6
9501,28000.85,6444.44,0.0,1889.0,4569.64
9502,27181.43,6003.97,0.0,1875.0,4570.65
9503,26478.76,5714.29,0.0,1793.0,4576.69
9504,25676.63,5488.1,0.0,1927.0,4568.63
9505,25058.28,5222.22,0.0,1865.0,4566.62
9506,24489.66,5333.33,0.0,1884.0,4561.58
9507,23957.79,5753.97,0.0,1794.0,4562.59
9508,23583.76,6492.06,0.0,1800.0,4556.55
9509,23479.98,6976.19,0.0,1782.0,4565.61
9510,23032.43,7242.06,0.0,1908.0,4555.54
9511,22705.96,7436.51,0.0,1940.0,4560.58
9512,22191.39,7456.35,0.0,1800.0,4558.56
9513,21624.93,7630.95,0.0,1796.0,4557.55
9514,21281.16,7523.81,0.0,1838.0,4546.47
9515,21160.09,7452.38,0.0,1821.0,4561.58
9516,21335.21,7460.32,0.0,1781.0,4553.53
9517,21369.81,7507.94,0.0,1841.0,4562.59
9518,21438.99,7623.02,0.0,1874.0,4556.55
9519,21678.98,7742.06,0.0,1829.0,4568.63
9520,21966.54,7809.52,0.0,1785.0,4569.64
9521,22204.36,7996.03,0.0,1785.0,4568.63
9522,22509.21,7956.35,0.0,1829.0,4564.6
9523,22816.22,8281.75,0.0,1892.0,4567.63
9524,23417.28,8900.79,0.0,1898.0,4565.61
9525,23508.08,9432.54,26.4,1787.0,4567.63
9526,23780.5,9734.13,224.42,1829.0,4576.69
9527,23992.39,10059.52,783.26,1798.0,4571.65
9528,23387.01,10329.37,2230.97,1760.0,4544.46
9529,22602.18,10710.32,4985.57,1765.0,4540.43
9530,21921.13,9686.51,8602.64,1774.0,4572.66
9531,20980.64,9738.1,12712.55,1798.0,4575.68
9532,19880.15,9956.35,17412.1,1822.0,4587.77
9533,18198.06,10023.81,22428.47,1817.0,4604.89
9534,16271.67,10087.3,27818.87,1790.0,4623.02
9535,15093.34,10007.94,33090.46,1760.0,4617.99
9536,14533.37,9821.43,38555.67,1808.0,4609.93
9537,14760.39,9686.51,44460.91,1762.0,4617.99
9538,15290.09,9722.22,50212.14,1751.0,4608.92
9539,16431.66,9785.71,55576.14,1759.0,4577.7
9540,17341.89,9698.41,60838.93,1799.0,4566.62
9541,18180.77,9555.56,65806.9,1767.0,4568.63
9542,18671.55,9134.92,70612.05,1775.0,4577.7
9543,18853.17,8785.71,74515.15,1789.0,4559.57
9544,19538.54,8519.84,78149.82,1842.0,4588.78
9545,19521.24,8404.76,81010.03,1781.0,4598.85
9546,19443.41,8218.25,83579.82,1809.0,4602.88
9547,19170.99,8047.62,85907.59,1816.0,4569.64
9548,19039.11,7734.13,87161.69,1822.0,4595.83
9549,19062.89,7448.41,87918.54,1825.0,4594.82
