Unnamed: 0,Wind Onshore [MW],Wind Offshore [MW],Solar [MW],Water [MW],Biomass [MW]
30632,8371.5,4380.95,0.0,1560.0,4681.44
30633,8483.93,4222.22,0.0,1556.0,4677.41
30634,8423.39,4095.24,0.0,1560.0,4693.53
30635,8535.82,3857.14,0.0,1568.0,4685.47
30636,8605.0,3396.83,0.0,1588.0,4677.41
30637,8726.08,3333.33,0.0,1588.0,4693.53
30638,8492.57,3301.59,0.0,1600.0,4681.44
30639,8501.22,3396.83,0.0,1660.0,4685.47
30640,8241.77,3555.56,0.0,1728.0,4689.5
30641,8241.77,3603.17,0.0,1716.0,4677.41
30642,8259.07,3380.95,0.0,1752.0,4673.38
30643,8708.78,3111.11,0.0,1780.0,4685.47
30644,8674.19,2920.63,0.0,1764.0,4689.5
30645,8890.39,2460.32,0.0,1660.0,4677.41
30646,9141.19,2031.75,0.0,1584.0,4677.41
30647,9141.19,2253.97,0.0,1600.0,4665.32
30648,9193.08,2571.43,0.0,1612.0,4673.38
30649,9141.19,2920.63,0.0,1632.0,4681.44
30650,9400.64,3380.95,0.0,1628.0,4681.44
30651,9824.4,3571.43,0.0,1648.0,4685.47
30652,10429.78,3682.54,0.0,1668.0,4705.61
30653,11225.42,3365.08,17.6,1640.0,4705.61
30654,11718.37,2793.65,158.41,1684.0,4729.78
30655,12436.17,2492.06,668.85,1652.0,4705.61
30656,12929.12,2587.3,1865.74,1656.0,4717.7
30657,13145.33,3126.98,3696.28,1688.0,4697.55
30658,13534.5,3571.43,5808.43,1676.0,4713.67
30659,14122.58,3841.27,7973.39,1712.0,4717.7
30660,14970.11,4158.73,10103.15,1708.0,4725.76
30661,15886.82,4238.1,11986.49,1716.0,4709.64
30662,16656.51,4301.59,14098.65,1716.0,4717.7
30663,17504.04,4253.97,16298.81,1700.0,4733.81
30664,18092.12,4746.03,17724.52,1772.0,4741.87
30665,19069.37,4968.25,19291.04,1732.0,4753.96
30666,20210.94,5380.95,20822.35,1724.0,4749.93
30667,21144.95,6396.83,21367.99,1700.0,4741.87
30668,21395.75,7444.44,22547.28,1740.0,4753.96
30669,22597.86,8714.29,23392.14,1708.0,4737.84
30670,23540.52,9492.06,24729.84,1704.0,4733.81
30671,24085.35,10825.4,26296.36,1668.0,4741.87
30672,25218.27,11809.52,27598.85,1724.0,4749.93
30673,25892.84,12238.1,27792.47,1672.0,4749.93
30674,27181.43,12507.94,28760.54,1640.0,4766.04
30675,28418.12,12730.16,28549.32,1624.0,4762.01
30676,28807.29,13000.0,27915.68,1704.0,4753.96
30677,29516.45,13380.95,27194.02,1644.0,4753.96
30678,30485.05,13476.19,25609.91,1620.0,4774.1
30679,31280.69,13412.7,24131.4,1612.0,4757.99
30680,31825.53,12809.52,22300.86,1660.0,4762.01
30681,31479.6,13158.73,19801.47,1640.0,4766.04
30682,31479.6,14158.73,17249.28,1656.0,4790.22
30683,30856.93,15174.6,14626.69,1620.0,4798.27
30684,30952.06,16031.75,12303.32,1620.0,4806.33
30685,31185.56,15984.13,9504.71,1608.0,4810.36
30686,31505.55,16158.73,6811.71,1656.0,4830.5
30687,31730.4,17523.81,4329.92,1616.0,4818.42
30688,31695.81,19031.75,1848.14,1632.0,4826.47
30689,31592.03,19873.02,598.44,1612.0,4834.53
30690,32128.22,20285.71,105.61,1616.0,4838.56
30691,32448.2,20444.44,17.6,1620.0,4826.47
30692,33036.29,20412.7,0.0,1604.0,4834.53
30693,33780.03,20714.29,0.0,1600.0,4826.47
30694,34394.06,21079.37,0.0,1596.0,4838.56
30695,34887.01,21476.19,0.0,1568.0,4854.68
30696,35846.96,22015.87,0.0,1584.0,4874.82
30697,36573.42,22603.17,0.0,1608.0,4890.94
30698,36720.44,23015.87,0.0,1612.0,4878.85
30699,37170.14,23063.49,0.0,1544.0,4886.91
30700,37827.41,23349.21,0.0,1620.0,4898.99
30701,38346.31,23730.16,0.0,1532.0,4911.08
30702,38380.9,24000.0,0.0,1540.0,4919.14
30703,37671.74,24126.98,0.0,1592.0,4911.08
30704,36910.7,24206.35,0.0,1576.0,4923.17
30705,36452.34,24238.1,0.0,1548.0,4939.28
30706,36460.99,24190.48,0.0,1544.0,4939.28
30707,35699.94,24174.6,0.0,1540.0,4923.17
30708,34826.47,24174.6,0.0,1572.0,4931.22
30709,33883.81,24349.21,0.0,1488.0,4923.17
30710,33261.14,24428.57,0.0,1516.0,4919.14
30711,32283.89,24539.68,0.0,1516.0,4915.11
30712,29810.49,24523.81,0.0,1632.0,4907.05
30713,28902.43,24444.44,0.0,1556.0,4903.02
30714,27734.91,24412.7,0.0,1556.0,4898.99
30715,26550.1,24492.06,0.0,1548.0,4894.96
30716,25434.48,24444.44,0.0,1568.0,4886.91
30717,24483.17,24460.32,0.0,1596.0,4890.94
30718,23860.5,24460.32,0.0,1540.0,4890.94
30719,23281.07,24444.44,0.0,1468.0,4874.82
30720,22623.8,24396.83,0.0,1508.0,4862.73
30721,22338.41,24269.84,0.0,1480.0,4854.68
30722,21784.92,24253.97,0.0,1456.0,4870.79
30723,21335.21,24253.97,0.0,1464.0,4850.65
30724,21231.43,24206.35,0.0,1464.0,4826.47
30725,21499.53,23984.13,0.0,1440.0,4826.47
30726,21447.64,23666.67,0.0,1436.0,4822.45
30727,21144.95,23111.11,0.0,1428.0,4826.47
30728,20816.32,22714.29,0.0,1520.0,4818.42
30729,20479.04,22619.05,0.0,1476.0,4810.36
30730,20012.03,22412.7,0.0,1452.0,4814.39
30731,19475.84,22349.21,0.0,1432.0,4806.33
30732,18809.93,21952.38,0.0,1464.0,4814.39
30733,18593.72,21634.92,0.0,1436.0,4810.36
30734,17789.43,21476.19,0.0,1460.0,4814.39
30735,16950.55,21142.86,0.0,1452.0,4810.36
30736,16898.67,20619.05,0.0,1440.0,4810.36
30737,16647.87,20301.59,0.0,1428.0,4790.22
30738,15722.5,19841.27,0.0,1484.0,4806.33
30739,15177.66,19476.19,0.0,1484.0,4814.39
30740,14615.53,19507.94,0.0,1560.0,4806.33
30741,14330.14,19269.84,0.0,1588.0,4806.33
30742,14373.38,18730.16,0.0,1608.0,4818.42
30743,14727.96,18365.08,0.0,1572.0,4806.33
30744,15160.37,17603.17,0.0,1512.0,4826.47
30745,15108.48,16650.79,0.0,1504.0,4826.47
30746,15220.91,15968.25,0.0,1476.0,4830.5
30747,15203.61,15571.43,0.0,1436.0,4838.56
30748,15489.0,15269.84,0.0,1412.0,4854.68
30749,15999.25,13825.4,17.6,1416.0,4842.59
30750,15904.12,12825.4,105.61,1420.0,4842.59
30751,15869.52,11603.17,404.83,1428.0,4850.65
30752,15471.71,10761.9,968.07,1428.0,4866.76
30753,15523.59,10047.62,1988.95,1468.0,4862.73
30754,15203.61,9761.9,3326.65,1556.0,4870.79
30755,14606.88,9809.52,4945.97,1480.0,4862.73
30756,14312.84,9650.79,6864.51,1420.0,4854.68
30757,14053.39,9031.75,8765.45,1420.0,4842.59
30758,14200.41,8746.03,10437.58,1432.0,4870.79
30759,14632.83,7984.13,12039.3,1452.0,4874.82
30760,14727.96,7031.75,13641.02,1420.0,4890.94
30761,14944.16,6428.57,14996.32,1428.0,4890.94
30762,15030.64,6142.86,16422.02,1424.0,4890.94
30763,15117.13,5968.25,17214.08,1428.0,4870.79
30764,15255.5,5904.76,17918.13,1432.0,4878.85
30765,15497.65,5396.83,18023.74,1456.0,4890.94
30766,15471.71,4809.52,17689.32,1492.0,4886.91
30767,15869.52,4253.97,17442.9,1500.0,4886.91
30768,16250.05,4000.0,17196.48,1604.0,4886.91
30769,16319.23,3698.41,16474.83,1652.0,4886.91
30770,16448.96,3238.1,16756.45,1616.0,4882.88
30771,16639.22,2682.54,16492.43,1592.0,4878.85
30772,16734.35,2317.46,16087.6,1696.0,4878.85
30773,17175.41,1984.13,15172.33,1560.0,4878.85
30774,17780.79,1587.3,14697.09,1524.0,4874.82
30775,18464.0,1301.59,13482.6,1556.0,4870.79
30776,19086.67,1174.6,12338.52,1672.0,4874.82
30777,19259.64,1158.73,10736.8,1596.0,4874.82
30778,19968.79,1079.37,8818.26,1576.0,4874.82
30779,20729.84,1031.75,6917.31,1596.0,4874.82
30780,21542.77,1047.62,4910.77,1644.0,4882.88
30781,22416.24,1206.35,3115.43,1660.0,4882.88
30782,23341.61,1428.57,1848.14,1688.0,4886.91
30783,24552.36,1523.81,1038.48,1668.0,4882.88
30784,25702.58,1730.16,387.23,1612.0,4890.94
30785,26697.12,1825.4,88.01,1620.0,4890.94
30786,27942.47,2047.62,0.0,1664.0,4890.94
30787,28807.29,2142.86,0.0,1724.0,4894.96
30788,29810.49,2206.35,0.0,1744.0,4903.02
30789,30208.31,2301.59,0.0,1812.0,4903.02
30790,30459.11,2603.17,0.0,1844.0,4907.05
30791,30666.67,2984.13,0.0,1836.0,4911.08
30792,30891.52,3285.71,0.0,1860.0,4919.14
30793,30796.39,3539.68,0.0,1896.0,4919.14
30794,30848.28,3619.05,0.0,1976.0,4919.14
30795,31029.89,3746.03,0.0,1948.0,4919.14
30796,31462.3,3952.38,0.0,1860.0,4923.17
30797,31687.16,4031.75,0.0,1916.0,4919.14
30798,31592.03,4111.11,0.0,1804.0,4923.17
30799,31566.08,4317.46,0.0,1784.0,4911.08
30800,31704.46,4571.43,0.0,1848.0,4907.05
30801,31825.53,4730.16,0.0,1812.0,4907.05
30802,31782.29,4841.27,0.0,1756.0,4907.05
30803,31790.94,5174.6,0.0,1788.0,4903.02
30804,31384.47,5412.7,0.0,1852.0,4898.99
30805,31531.49,5746.03,0.0,1828.0,4898.99
30806,31816.88,6000.0,0.0,1868.0,4890.94
30807,31799.59,6396.83,0.0,1840.0,4878.85
30808,30761.8,6857.14,0.0,1840.0,4870.79
30809,30787.74,7253.97,0.0,1844.0,4854.68
30810,30502.35,7603.17,0.0,1836.0,4842.59
30811,30182.37,8095.24,0.0,1832.0,4862.73
30812,30121.83,8301.59,0.0,1904.0,4858.71
30813,30052.64,8507.94,0.0,1900.0,4854.68
30814,30009.4,8984.13,0.0,1812.0,4850.65
30815,29464.56,9650.79,0.0,1796.0,4834.53
30816,29075.39,10460.32,0.0,1908.0,4822.45
30817,28608.39,11174.6,0.0,1824.0,4818.42
30818,27899.23,11825.4,0.0,1792.0,4818.42
30819,27492.76,12841.27,0.0,1828.0,4810.36
30820,27216.02,13746.03,0.0,1880.0,4798.27
30821,26852.79,14301.59,0.0,1856.0,4794.24
30822,26446.32,15476.19,0.0,1752.0,4790.22
30823,25987.97,17523.81,0.0,1748.0,4786.19
30824,25642.04,18746.03,0.0,1820.0,4786.19
30825,24950.18,19111.11,0.0,1860.0,4782.16
30826,24578.3,19444.44,0.0,1868.0,4774.1
30827,23912.39,20063.49,0.0,1824.0,4766.04
30828,22969.73,20111.11,0.0,1884.0,4770.07
30829,21983.83,20523.81,0.0,1840.0,4766.04
30830,21240.08,21365.08,0.0,1876.0,4770.07
30831,20565.52,21761.9,0.0,1760.0,4770.07
30832,19709.34,21888.89,0.0,1776.0,4774.1
30833,18827.22,21777.78,0.0,1884.0,4774.1
30834,17979.7,22158.73,0.0,1892.0,4770.07
30835,17331.08,22587.3,0.0,1824.0,4770.07
30836,17123.52,22634.92,0.0,1704.0,4774.1
30837,16647.87,22619.05,0.0,1768.0,4774.1
30838,16682.46,22587.3,0.0,1804.0,4774.1
30839,16656.51,22190.48,0.0,1944.0,4757.99
30840,16812.18,22349.21,0.0,1676.0,4786.19
30841,16699.76,23079.37,0.0,1748.0,4786.19
30842,16180.86,23428.57,0.0,1932.0,4794.24
30843,15514.95,23460.32,0.0,2036.0,4794.24
30844,15125.78,23063.49,0.0,1752.0,4810.36
30845,14373.38,22761.9,17.6,1952.0,4814.39
30846,14027.45,22619.05,52.8,1936.0,4818.42
30847,13655.57,22698.41,440.03,1980.0,4822.45
30848,13266.4,22666.67,1126.48,1780.0,4830.5
30849,13024.25,22460.32,2129.76,1792.0,4826.47
30850,12790.75,22206.35,3485.06,1800.0,4830.5
30851,12617.79,22015.87,5333.2,1768.0,4830.5
30852,12107.54,21809.52,7515.76,1752.0,4834.53
30853,11657.83,21634.92,9786.33,1744.0,4814.39
30854,11441.62,21523.81,12215.31,1752.0,4822.45
30855,11260.01,21126.98,14873.11,1676.0,4822.45
30856,11078.4,20555.56,17530.9,1704.0,4830.5
30857,11095.69,20238.1,19766.27,1688.0,4826.47
30858,10844.9,19746.03,21015.96,1720.0,4814.39
30859,10896.79,18984.13,21508.8,1740.0,4826.47
30860,10758.41,18126.98,22054.44,1712.0,4802.3
30861,10965.97,17174.6,23145.72,1712.0,4826.47
30862,11337.85,16396.83,23392.14,1776.0,4826.47
30863,11510.81,15936.51,23796.97,1740.0,4842.59
30864,11856.74,15873.02,24782.64,1896.0,4854.68
30865,12228.61,15269.84,24888.25,1824.0,4838.56
30866,12488.06,15349.21,25099.47,1884.0,4870.79
30867,12401.58,15841.27,25187.47,1852.0,4862.73
30868,12332.39,16492.06,24729.84,1876.0,4842.59
30869,12686.97,16857.14,24201.8,1848.0,4850.65
30870,13465.31,17015.87,22828.9,1880.0,4854.68
30871,14122.58,17079.37,21579.21,1868.0,4854.68
30872,14477.16,17301.59,19854.28,1876.0,4854.68
30873,14996.05,17476.19,17970.94,1920.0,4846.62
30874,15679.26,17476.19,15841.18,1916.0,4870.79
30875,16682.46,17936.51,13341.79,1884.0,4866.76
30876,17677.01,18158.73,10965.62,1964.0,4874.82
30877,18706.15,18365.08,8343.02,1960.0,4870.79
30878,19986.09,18285.71,5632.42,1992.0,4858.71
30879,20911.45,18079.37,3168.24,1996.0,4874.82
30880,21577.36,18015.87,1161.69,2004.0,4854.68
30881,22909.19,18015.87,281.62,2040.0,4858.71
30882,24111.3,18142.86,17.6,2036.0,4862.73
30883,25209.63,18539.68,0.0,2040.0,4874.82
30884,27103.59,18904.76,0.0,2028.0,4874.82
30885,29317.54,19222.22,0.0,2024.0,4894.96
30886,30978.0,19603.17,0.0,1888.0,4890.94
30887,32093.63,20111.11,0.0,1760.0,4870.79
30888,33226.55,20746.03,0.0,1852.0,4890.94
30889,34523.78,21206.35,0.0,1776.0,4911.08
30890,36201.54,21571.43,0.0,1816.0,4894.96
30891,36832.86,21888.89,0.0,1724.0,4886.91
30892,37611.21,21936.51,0.0,1780.0,4886.91
30893,39081.41,21555.56,0.0,1812.0,4882.88
30894,40214.33,21333.33,0.0,1776.0,4878.85
30895,41096.45,21412.7,0.0,1804.0,4878.85
30896,41580.75,21714.29,0.0,1924.0,4886.91
30897,42385.03,22380.95,0.0,1728.0,4886.91
30898,43128.78,22777.78,0.0,1716.0,4866.76
30899,43898.48,23523.81,0.0,1708.0,4862.73
30900,44166.57,23936.51,0.0,1840.0,4874.82
30901,44797.89,24142.86,0.0,1768.0,4870.79
30902,45446.51,24222.22,0.0,1696.0,4858.71
30903,46553.49,24238.1,0.0,1668.0,4862.73
30904,46717.8,24222.22,0.0,1708.0,4858.71
30905,48326.38,24126.98,0.0,1764.0,4874.82
30906,49753.34,24000.0,0.0,1752.0,4866.76
30907,50955.44,23380.95,0.0,1712.0,4874.82
30908,51958.64,22809.52,0.0,1784.0,4878.85
30909,52088.36,22603.17,0.0,1820.0,4874.82
30910,52589.96,22380.95,0.0,1768.0,4858.71
30911,53584.51,22396.83,0.0,1696.0,4862.73
30912,53645.05,23253.97,0.0,1784.0,4838.56
30913,53498.03,23777.78,0.0,1720.0,4834.53
30914,53610.45,23952.38,0.0,1688.0,4810.36
30915,53792.07,24063.49,0.0,1688.0,4814.39
30916,53627.75,24111.11,0.0,1720.0,4822.45
30917,54215.83,24365.08,0.0,1676.0,4798.27
30918,54682.84,24015.87,0.0,1700.0,4806.33
30919,54362.85,23460.32,0.0,1728.0,4818.42
30920,54267.72,23476.19,0.0,1732.0,4826.47
30921,53645.05,23492.06,0.0,1720.0,4826.47
30922,53610.45,23492.06,0.0,1724.0,4814.39
30923,53800.71,23507.94,0.0,1736.0,4822.45
30924,54086.11,23460.32,0.0,1748.0,4814.39
30925,53627.75,23460.32,0.0,1744.0,4814.39
30926,53307.76,23460.32,0.0,1744.0,4818.42
30927,53351.01,23412.7,0.0,1748.0,4818.42
30928,53255.88,23412.7,0.0,1752.0,4826.47
30929,52901.3,23412.7,0.0,1744.0,4822.45
30930,52399.7,23396.83,0.0,1804.0,4818.42
30931,51699.19,23428.57,0.0,1720.0,4810.36
30932,51396.5,23412.7,0.0,1764.0,4814.39
30933,50514.38,23634.92,0.0,1736.0,4806.33
30934,50073.32,23904.76,0.0,1692.0,4790.22
30935,49701.45,24349.21,0.0,1672.0,4778.13
30936,49986.84,24222.22,0.0,1648.0,4665.32
30937,48975.0,24238.1,0.0,1644.0,4669.35
30938,48110.17,24396.83,0.0,1752.0,4669.35
30939,46864.82,24428.57,0.0,1836.0,4669.35
30940,46138.37,24380.95,0.0,1708.0,4677.41
30941,44867.08,24238.1,0.0,1692.0,4669.35
30942,43699.57,24301.59,123.21,1688.0,4689.5
30943,42877.98,24206.35,827.26,1684.0,4697.55
30944,41269.41,23904.76,2164.96,1692.0,4721.73
30945,39928.93,24158.73,4611.54,1704.0,4705.61
30946,39055.46,24063.49,7357.35,1680.0,4697.55
30947,37498.78,23904.76,10543.18,1672.0,4685.47
30948,36132.36,23634.92,13359.39,1672.0,4685.47
30949,34324.87,21539.68,16386.82,1676.0,4657.27
30950,33027.64,21444.44,18991.81,1704.0,4649.21
30951,32102.27,21507.94,21720.02,1712.0,4661.29
30952,30692.61,20444.44,24166.6,1644.0,4669.35
30953,30035.34,20222.22,26225.95,1620.0,4657.27
30954,29352.13,19793.65,28197.3,1616.0,4641.15
30955,28080.84,19269.84,30151.04,1608.0,4673.38
30956,26818.2,19095.24,32210.4,1624.0,4693.53
30957,26264.71,19714.29,33759.31,1608.0,4685.47
30958,25728.52,19571.43,34533.77,1664.0,4709.64
30959,25157.74,19015.87,34551.37,1616.0,4705.61
30960,24612.9,18523.81,33917.72,1640.0,4713.67
30961,23808.61,17857.14,32632.83,1660.0,4689.5
30962,22822.71,17285.71,31682.36,1684.0,4737.84
30963,22122.2,17047.62,29816.62,1756.0,4709.64
30964,20954.69,17809.52,28056.49,1664.0,4737.84
30965,20185.0,17809.52,25961.93,1644.0,4733.81
30966,19423.95,17063.49,23867.38,1684.0,4745.9
30967,18438.05,16936.51,21367.99,1676.0,4745.9
30968,17702.95,17047.62,18710.19,1660.0,4737.84
30969,16379.77,16936.51,16105.2,1716.0,4757.99
30970,15445.76,16380.95,13605.81,1756.0,4753.96
30971,14987.4,14777.78,11106.43,1824.0,4774.1
30972,14070.69,14285.71,8853.46,1752.0,4778.13
30973,13499.91,15222.22,6582.89,1760.0,4774.1
30974,12617.79,15333.33,4699.55,1780.0,4802.3
30975,12375.63,14206.35,2604.99,1784.0,4790.22
30976,11995.11,13079.37,1161.69,1700.0,4814.39
30977,12202.67,12000.0,369.63,1752.0,4818.42
30978,11865.39,11285.71,52.8,1780.0,4830.5
30979,10533.56,11809.52,0.0,1820.0,4846.62
30980,10204.93,12174.6,0.0,1788.0,4826.47
30981,10533.56,11380.95,0.0,1756.0,4810.36
30982,10481.67,10523.81,0.0,1748.0,4854.68
30983,9971.42,9936.51,0.0,1744.0,4862.73
30984,9539.01,9619.05,0.0,1772.0,4866.76
30985,9461.18,9666.67,0.0,1760.0,4862.73
30986,9227.67,9317.46,0.0,1744.0,4878.85
30987,9270.92,8873.02,0.0,1756.0,4862.73
30988,8743.37,8603.17,0.0,1808.0,4870.79
30989,8406.09,8698.41,0.0,1736.0,4874.82
30990,7921.79,8523.81,0.0,1680.0,4886.91
30991,7394.25,8158.73,0.0,1696.0,4850.65
30992,7082.91,7793.65,0.0,1740.0,4862.73
30993,6589.96,7206.35,0.0,1736.0,4882.88
30994,6140.25,6873.02,0.0,1736.0,4886.91
30995,5785.67,6428.57,0.0,1700.0,4882.88
30996,5508.93,5857.14,0.0,1760.0,4894.96
30997,5232.19,5253.97,0.0,1772.0,4882.88
30998,4851.66,5079.37,0.0,1744.0,4903.02
30999,4574.92,4698.41,0.0,1704.0,4878.85
31000,4505.73,4047.62,0.0,1748.0,4890.94
31001,4384.66,3603.17,0.0,1748.0,4862.73
31002,4246.29,3222.22,0.0,1748.0,4874.82
31003,3995.49,2857.14,0.0,1728.0,4862.73
31004,3744.69,2587.3,0.0,1748.0,4870.79
31005,3632.26,2349.21,0.0,1760.0,4882.88
31006,3390.11,2190.48,0.0,1748.0,4878.85
31007,3173.9,1825.4,0.0,1720.0,4862.73
31008,2853.92,1428.57,0.0,1860.0,4850.65
31009,2724.2,1126.98,0.0,1804.0,4834.53
31010,2585.82,968.25,0.0,1740.0,4842.59
31011,2438.8,761.9,0.0,1716.0,4842.59
31012,2309.08,587.3,0.0,1724.0,4830.5
31013,2092.87,539.68,0.0,1764.0,4814.39
31014,2006.39,444.44,0.0,1740.0,4838.56
31015,2049.63,317.46,0.0,1756.0,4838.56
31016,2092.87,174.6,0.0,1660.0,4846.62
31017,2049.63,95.24,0.0,1648.0,4830.5
31018,1928.56,79.37,0.0,1660.0,4826.47
31019,1859.37,31.75,0.0,1672.0,4830.5
31020,1833.43,31.75,0.0,1676.0,4830.5
31021,1738.3,47.62,0.0,1668.0,4830.5
31022,1790.19,31.75,0.0,1688.0,4838.56
31023,1885.32,15.87,0.0,1688.0,4814.39
31024,2032.34,0.0,0.0,1636.0,4814.39
31025,2127.47,0.0,0.0,1628.0,4810.36
31026,2196.65,0.0,0.0,1708.0,4806.33
31027,2274.49,0.0,0.0,1636.0,4806.33
31028,2395.56,0.0,0.0,1640.0,4822.45
31029,2490.69,0.0,0.0,1648.0,4818.42
31030,2490.69,0.0,0.0,1652.0,4822.45
31031,2404.21,31.75,0.0,1636.0,4790.22
31032,2456.1,63.49,0.0,1608.0,4810.36
31033,2438.8,79.37,0.0,1656.0,4818.42
31034,2499.34,79.37,0.0,1760.0,4806.33
31035,2542.58,126.98,0.0,1716.0,4826.47
31036,2525.29,206.35,0.0,1660.0,4826.47
31037,2507.99,444.44,0.0,1736.0,4822.45
31038,2611.77,539.68,35.2,1760.0,4822.45
31039,2672.31,619.05,228.82,1876.0,4818.42
31040,2680.96,746.03,792.06,1804.0,4830.5
31041,2646.36,904.76,1760.13,1872.0,4826.47
31042,2655.01,857.14,3009.82,1920.0,4830.5
31043,2698.25,857.14,4699.55,1856.0,4826.47
31044,2620.42,841.27,6301.27,1840.0,4826.47
31045,2404.21,1000.0,8061.4,1868.0,4814.39
31046,2386.91,1253.97,9698.32,1920.0,4818.42
31047,2239.89,1555.56,11546.46,1852.0,4818.42
31048,2274.49,1428.57,13060.17,1852.0,4818.42
31049,2127.47,1523.81,14468.28,1840.0,4826.47
31050,1928.56,1666.67,15612.36,1848.0,4854.68
31051,1807.48,1714.29,16474.83,1844.0,4850.65
31052,1746.94,1698.41,17337.29,1920.0,4866.76
31053,1591.28,2047.62,18111.75,1848.0,4874.82
31054,1582.63,1857.14,18586.98,1848.0,4870.79
31055,1651.81,1730.16,19220.63,1864.0,4874.82
31056,1617.22,1682.54,19484.65,1896.0,4886.91
31057,1487.5,1825.4,19713.47,1840.0,4878.85
31058,1470.2,1761.9,19449.45,1916.0,4894.96
31059,1513.44,1460.32,19220.63,1884.0,4862.73
31060,1513.44,1396.83,18393.37,1864.0,4882.88
31061,1331.83,1396.83,17706.92,1860.0,4878.85
31062,1202.11,1476.19,16316.41,1868.0,4878.85
31063,1124.27,1936.51,14978.71,1832.0,4870.79
31064,1124.27,1746.03,13570.61,1832.0,4870.79
31065,1210.75,1492.06,11810.48,1836.0,4866.76
31066,1401.02,1396.83,10085.55,1832.0,4882.88
31067,1357.77,1380.95,8272.62,1868.0,4866.76
31068,1245.35,1555.56,6389.28,1976.0,4862.73
31069,1202.11,1730.16,4681.95,1764.0,4862.73
31070,1392.37,1730.16,3150.63,1852.0,4870.79
31071,1703.7,1539.68,1742.53,1852.0,4870.79
31072,1695.06,1650.79,721.65,1856.0,4870.79
31073,1842.08,1650.79,193.61,1920.0,4886.91
31074,2015.04,1619.05,17.6,1916.0,4886.91
31075,2162.06,1666.67,0.0,1928.0,4898.99
31076,2507.99,1634.92,0.0,1924.0,4903.02
31077,2879.86,1666.67,0.0,1912.0,4907.05
31078,3035.53,1730.16,0.0,1916.0,4890.94
31079,3173.9,2015.87,0.0,1828.0,4886.91
31080,3294.98,2333.33,0.0,1796.0,4907.05
31081,3476.59,2380.95,0.0,1728.0,4923.17
31082,3519.83,2634.92,0.0,1800.0,4911.08
31083,3545.78,2841.27,0.0,1752.0,4907.05
31084,3563.08,3174.6,0.0,1780.0,4907.05
31085,3658.21,3412.7,0.0,1692.0,4915.11
31086,3640.91,3587.3,0.0,1664.0,4919.14
31087,3589.02,3619.05,0.0,1676.0,4915.11
31088,3580.37,3619.05,0.0,1732.0,4903.02
31089,3502.54,3507.94,0.0,1768.0,4915.11
31090,3511.19,3444.44,0.0,1756.0,4923.17
31091,3442.0,3126.98,0.0,1736.0,4927.19
31092,3416.06,3222.22,0.0,1788.0,4931.22
31093,3493.89,3111.11,0.0,1824.0,4927.19
31094,3761.99,2888.89,0.0,1792.0,4927.19
31095,4021.43,2587.3,0.0,1736.0,4923.17
31096,4168.45,2253.97,0.0,1868.0,4911.08
31097,4203.05,2079.37,0.0,1876.0,4898.99
31098,4116.56,1873.02,0.0,1828.0,4907.05
31099,4099.27,1650.79,0.0,1772.0,4886.91
31100,4064.67,1587.3,0.0,1792.0,4874.82
31101,3986.84,1714.29,0.0,1764.0,4894.96
31102,4159.8,1507.94,0.0,1764.0,4894.96
31103,4289.53,1206.35,0.0,1692.0,4874.82
31104,4306.82,1063.49,0.0,1732.0,4842.59
31105,4228.99,1015.87,0.0,1740.0,4850.65
31106,4306.82,936.51,0.0,1704.0,4850.65
31107,4401.96,857.14,0.0,1648.0,4838.56
31108,4376.01,746.03,0.0,1700.0,4822.45
31109,4445.2,603.17,0.0,1644.0,4810.36
31110,4436.55,634.92,0.0,1656.0,4810.36
31111,4479.79,666.67,0.0,1636.0,4810.36
31112,4445.2,666.67,0.0,1636.0,4818.42
31113,4419.25,619.05,0.0,1644.0,4830.5
31114,4531.68,492.06,0.0,1656.0,4830.5
31115,4574.92,507.94,0.0,1628.0,4826.47
31116,4436.55,539.68,0.0,1648.0,4826.47
31117,4436.55,809.52,0.0,1624.0,4814.39
31118,4540.33,698.41,0.0,1628.0,4814.39
31119,4471.14,587.3,0.0,1628.0,4814.39
31120,4497.09,857.14,0.0,1628.0,4818.42
31121,4696.0,1174.6,0.0,1612.0,4814.39
31122,4747.88,1285.71,0.0,1632.0,4818.42
31123,4678.7,1301.59,0.0,1636.0,4826.47
31124,4782.48,1412.7,0.0,1628.0,4826.47
31125,4894.91,1523.81,0.0,1632.0,4826.47
31126,5076.52,1460.32,0.0,1660.0,4826.47
31127,5137.06,1841.27,0.0,1676.0,4830.5
31128,5171.65,2476.19,0.0,1636.0,4830.5
31129,5111.11,2952.38,0.0,1684.0,4826.47
31130,5310.02,3142.86,0.0,1776.0,4830.5
31131,5396.5,3190.48,0.0,1764.0,4822.45
31132,5595.41,3523.81,0.0,1688.0,4838.56
31133,5733.78,3761.9,0.0,1764.0,4806.33
31134,5759.73,4253.97,17.6,1760.0,4806.33
31135,5811.62,4777.78,176.01,1708.0,4838.56
31136,5768.38,5333.33,422.43,1652.0,4846.62
31137,5578.12,6031.75,1108.88,1652.0,4850.65
31138,5638.65,7000.0,1971.35,1648.0,4854.68
31139,5742.43,7698.41,3273.84,1648.0,4838.56
31140,5863.51,8063.49,4664.35,1636.0,4834.53
31141,5984.58,8523.81,6037.25,1628.0,4842.59
31142,6036.47,8126.98,7427.75,1628.0,4854.68
31143,6122.96,7349.21,8783.05,1632.0,4858.71
