Iron_steel,Olefin,Methanol,Ammonia
13708.49,12011.83,746.61,1138.77
13915.65,12131.0,754.02,1150.07
14092.28,12201.21,758.38,1156.73
14256.03,12272.02,762.78,1163.44
14410.15,12365.77,768.61,1172.33
14550.68,12422.73,772.15,1177.73
14630.13,12473.32,775.29,1182.52
14701.54,12516.39,777.97,1186.61
14763.42,12538.86,779.37,1188.74
14797.02,12571.95,781.42,1191.87
14811.23,12590.97,782.61,1193.68
14858.52,12605.49,783.51,1195.05
14821.12,12589.44,782.51,1193.53
14825.27,12582.01,782.05,1192.83
14821.39,12595.01,782.86,1194.06
14830.81,12582.38,782.07,1192.86
14832.16,12576.07,781.68,1192.26
14803.18,12576.91,781.73,1192.34
14863.01,12587.79,782.41,1193.38
14876.89,12609.2,783.74,1195.41
14865.52,12596.15,782.93,1194.17
14893.52,12612.19,783.93,1195.69
14917.09,12625.17,784.73,1196.92
14908.83,12621.38,784.5,1196.56
14901.25,12619.59,784.39,1196.39
14881.44,12604.31,783.44,1194.94
14872.15,12618.8,784.34,1196.32
14869.55,12610.15,783.8,1195.5
14845.59,12579.1,781.87,1192.55
14810.71,12577.95,781.8,1192.44
14764.43,12565.37,781.02,1191.25
14721.81,12514.81,777.87,1186.46
14638.42,12497.49,776.8,1184.82
14575.53,12443.25,773.43,1179.67
14517.05,12412.02,771.48,1176.71
14415.53,12403.92,770.98,1175.94
14334.18,12340.57,767.04,1169.94
14261.63,12294.11,764.16,1165.53
14162.64,12231.91,760.29,1159.64
14072.4,12204.49,758.59,1157.04
14028.34,12152.43,755.35,1152.1
13931.77,12113.43,752.92,1148.4
13873.68,12081.58,750.95,1145.38
13772.89,12053.15,749.18,1142.69
13754.7,12036.66,748.15,1141.13
13720.95,11992.15,745.39,1136.91
13658.67,11977.56,744.48,1135.52
13641.72,11973.49,744.23,1135.14
13597.88,11945.7,742.5,1132.5
13583.35,11962.11,743.52,1134.06
13596.04,11941.45,742.24,1132.1
13586.2,11932.79,741.7,1131.28
13563.9,11935.93,741.89,1131.58
13572.25,11919.68,740.88,1130.04
13557.35,11921.07,740.97,1130.17
13531.28,11896.2,739.42,1127.81
13534.35,11907.7,740.14,1128.9
13513.95,11920.34,740.92,1130.1
13495.08,11883.96,738.66,1126.65
13430.03,11858.76,737.1,1124.26
13370.61,11850.72,736.6,1123.5
13304.18,11813.6,734.29,1119.98
13192.6,11759.9,730.95,1114.89
13110.46,11742.43,729.87,1113.23
13005.44,11674.75,725.66,1106.82
12878.56,11585.93,720.14,1098.4
12647.64,11480.44,713.58,1088.39
12429.4,11364.5,706.37,1077.4
12299.12,11313.3,703.19,1072.55
12323.33,11259.72,699.86,1067.47
12298.22,11281.27,701.2,1069.51
12330.4,11274.34,700.77,1068.86
12299.94,11261.39,699.97,1067.63
12324.7,11275.54,700.84,1068.97
12151.9,10986.22,682.86,1041.54
11938.47,10714.43,665.97,1015.77
11742.26,10427.41,648.13,988.56
11591.53,10126.47,629.42,960.03
11448.16,9902.28,615.49,938.78
11354.23,9750.79,606.07,924.42
11296.13,9626.27,598.33,912.61
11225.17,9506.67,590.9,901.27
11131.9,9408.58,584.8,891.97
11099.66,9339.19,580.49,885.39
11085.74,9289.17,577.38,880.65
11064.57,9238.25,574.22,875.83
11047.69,9238.07,574.2,875.81
11046.47,9233.34,573.91,875.36
11032.0,9228.17,573.59,874.87
11040.84,9248.64,574.86,876.81
11090.99,9252.08,575.07,877.14
11083.37,9282.15,576.94,879.99
11093.91,9307.73,578.53,882.41
11075.65,9341.42,580.63,885.61
11134.4,9356.42,581.56,887.03
11157.88,9348.39,581.06,886.27
11147.52,9389.76,583.63,890.19
11182.72,9393.87,583.89,890.58
11151.65,9424.54,585.79,893.49
11195.58,9419.34,585.47,892.99
11204.31,9439.93,586.75,894.95
11190.22,9457.04,587.81,896.57
11176.98,9482.07,589.37,898.94
11224.52,9481.51,589.34,898.89
11220.38,9481.29,589.32,898.87
11264.8,9502.01,590.61,900.83
11214.76,9484.05,589.49,899.13
11205.24,9519.36,591.69,902.48
11278.89,9481.5,589.33,898.89
11253.52,9519.56,591.7,902.49
11233.51,9528.93,592.28,903.38
11232.74,9548.91,593.52,905.28
11262.43,9535.75,592.71,904.03
11250.45,9554.44,593.87,905.8
11218.66,9545.39,593.31,904.94
11264.35,9515.36,591.44,902.1
11219.42,9527.88,592.22,903.28
11241.01,9512.25,591.25,901.8
11205.85,9484.74,589.54,899.19
11206.62,9491.13,589.93,899.8
11223.95,9474.98,588.93,898.27
11179.13,9452.04,587.5,896.09
11174.55,9443.32,586.96,895.27
11183.05,9426.44,585.91,893.67
11135.22,9384.4,583.3,889.68
11151.81,9326.8,579.72,884.22
11086.97,9286.06,577.19,880.36
11060.16,9247.85,574.81,876.73
11035.06,9196.41,571.61,871.86
11012.53,9114.62,566.53,864.1
10942.52,9082.08,564.51,861.02
10892.35,8995.86,559.15,852.85
10873.89,8975.38,557.88,850.9
10886.25,8886.29,552.34,842.46
10855.9,8870.43,551.35,840.95
10793.74,8827.12,548.66,836.85
10799.31,8805.89,547.34,834.84
10791.0,8789.33,546.31,833.27
10766.2,8752.61,544.03,829.78
10724.25,8768.66,545.03,831.31
10756.8,8748.21,543.76,829.37
10740.6,8741.55,543.34,828.74
10767.01,8737.71,543.1,828.37
10741.77,8705.67,541.11,825.33
10760.64,8725.01,542.31,827.17
10706.83,8708.65,541.3,825.62
10732.4,8718.99,541.94,826.6
10744.88,8707.28,541.21,825.49
10736.44,8694.07,540.39,824.23
10776.67,8677.42,539.36,822.66
10717.65,8694.33,540.41,824.26
10730.38,8689.85,540.13,823.83
10756.43,8699.36,540.72,824.74
10729.43,8715.76,541.74,826.29
10724.58,8701.05,540.82,824.9
10755.68,8705.66,541.11,825.33
10738.85,8702.24,540.9,825.01
10699.22,8688.56,540.05,823.71
10765.41,8695.35,540.47,824.36
10710.7,8710.91,541.44,825.83
10707.7,8700.03,540.76,824.8
10750.54,8688.3,540.03,823.69
10737.17,8707.65,541.23,825.52
10753.67,8719.13,541.95,826.61
10750.45,8707.65,541.23,825.52
10739.57,8712.2,541.52,825.95
10723.15,8687.16,539.96,823.58
10746.14,8693.1,540.33,824.14
10735.58,8709.1,541.32,825.66
10733.12,8743.62,543.47,828.93
10744.61,8694.5,540.42,824.28
10732.82,8695.0,540.45,824.32
10718.81,8702.34,540.9,825.02
10731.99,8698.6,540.67,824.66
10712.82,8711.25,541.46,825.86
10728.5,8709.51,541.35,825.7
10725.02,8722.07,542.13,826.89
10736.47,8694.98,540.45,824.32
10721.42,8695.61,540.49,824.38
10756.58,8695.59,540.48,824.38
10751.2,8687.8,540.0,823.64
10752.32,8681.96,539.64,823.09
10763.71,8727.0,542.44,827.36
10735.05,8684.72,539.81,823.35
10729.82,8681.29,539.6,823.02
10736.52,8699.52,540.73,824.75
10702.77,8687.88,540.01,823.65
10712.16,8706.22,541.15,825.39
10710.51,8713.41,541.59,826.07
10752.69,8696.68,540.55,824.48
10734.27,8687.48,539.98,823.61
10712.76,8681.21,539.59,823.02
10708.14,8712.24,541.52,825.96
10753.5,8693.27,540.34,824.16
10715.93,8682.52,539.67,823.14
10738.21,8714.19,541.64,826.14
10766.38,8697.38,540.6,824.55
10733.63,8691.14,540.21,823.96
10754.15,8686.44,539.92,823.51
10698.77,8708.13,541.26,825.57
10708.67,8692.79,540.31,824.11
10707.19,8689.97,540.14,823.85
10733.7,8703.6,540.98,825.14
10742.2,8701.63,540.86,824.95
10719.47,8698.28,540.65,824.63
10750.93,8697.77,540.62,824.59
10723.23,8708.37,541.28,825.59
10744.02,8686.59,539.93,823.53
10738.8,8709.9,541.37,825.74
10736.47,8718.92,541.94,826.59
10735.41,8705.88,541.12,825.35
10694.39,8704.45,541.04,825.22
10728.06,8705.74,541.12,825.34
10720.58,8710.81,541.43,825.82
10717.32,8724.61,542.29,827.13
10752.68,8709.9,541.37,825.74
10742.86,8703.73,540.99,825.15
10743.39,8694.72,540.43,824.3
10731.68,8703.86,541.0,825.16
10740.48,8704.88,541.06,825.26
10713.87,8687.41,539.98,823.6
10732.69,8711.06,541.45,825.85
10737.73,8723.6,542.23,827.03
10724.53,8709.52,541.35,825.7
10734.71,8708.42,541.28,825.6
10746.04,8701.55,540.86,824.94
10725.59,8688.21,540.03,823.68
10747.69,8709.42,541.35,825.69
10744.28,8694.56,540.42,824.28
10730.14,8714.49,541.66,826.17
10722.43,8697.97,540.63,824.6
10729.33,8688.69,540.06,823.72
10719.68,8701.95,540.88,824.98
10758.11,8715.02,541.69,826.22
10745.29,8713.88,541.62,826.11
10766.39,8698.57,540.67,824.66
10741.15,8702.11,540.89,825.0
10757.29,8712.8,541.55,826.01
10719.8,8707.69,541.24,825.53
10766.58,8692.58,540.3,824.09
10714.07,8679.2,539.47,822.82
10704.71,8711.18,541.45,825.86
10761.41,8693.77,540.37,824.21
10723.71,8700.86,540.81,824.88
10729.35,8713.69,541.61,826.09
10747.86,8712.47,541.53,825.98
10719.05,8735.95,542.99,828.21
10764.02,8759.02,544.43,830.39
10796.65,8791.41,546.44,833.46
10830.79,8864.83,551.0,840.42
10883.18,8938.46,555.58,847.4
10936.7,9041.09,561.96,857.13
11029.28,9207.47,572.3,872.91
11110.83,9370.73,582.45,888.38
11246.55,9578.71,595.38,908.1
11452.01,9832.73,611.17,932.18
11595.59,10123.44,629.23,959.74
11825.92,10486.57,651.81,994.17
12051.16,10851.42,674.48,1028.76
12265.76,11184.45,695.18,1060.33
12297.11,11278.67,701.04,1069.27
12297.2,11350.61,705.51,1076.09
12339.94,11305.31,702.7,1071.79
12331.27,11309.95,702.98,1072.23
12357.91,11345.53,705.2,1075.6
12313.21,11336.54,704.64,1074.75
12350.84,11362.71,706.26,1077.23
12410.47,11359.59,706.07,1076.94
12416.85,11369.99,706.72,1077.92
12452.28,11387.52,707.81,1079.59
12418.16,11386.03,707.71,1079.44
12420.16,11371.79,706.83,1078.09
12373.73,11344.57,705.14,1075.51
12363.6,11322.54,703.77,1073.42
12346.67,11343.64,705.08,1075.43
12316.32,11323.65,703.84,1073.53
12332.42,11314.5,703.27,1072.66
12316.28,11329.62,704.21,1074.1
12360.03,11326.06,703.99,1073.76
12437.91,11350.68,705.52,1076.09
12495.39,11427.98,710.32,1083.42
12608.74,11451.33,711.77,1085.63
12670.31,11515.06,715.73,1091.68
12848.39,11574.88,719.45,1097.35
12977.65,11653.92,724.36,1104.84
13156.05,11748.05,730.21,1113.77
13369.32,11819.06,734.63,1120.5
13549.55,11928.26,741.42,1130.85
13716.51,12026.15,747.5,1140.13
13890.86,12103.93,752.33,1147.5
14068.68,12209.97,758.93,1157.56
14256.09,12292.24,764.04,1165.36
14420.25,12351.97,767.75,1171.02
14527.77,12433.4,772.81,1178.74
14625.56,12469.58,775.06,1182.17
14724.35,12522.5,778.35,1187.19
14775.45,12543.24,779.64,1189.15
14824.29,12559.04,780.62,1190.65
14857.28,12584.95,782.23,1193.11
14817.44,12603.83,783.41,1194.9
14855.37,12590.73,782.59,1193.65
14836.98,12580.46,781.95,1192.68
14818.56,12566.95,781.11,1191.4
14818.06,12581.45,782.02,1192.77
14844.69,12595.12,782.87,1194.07
14863.8,12589.35,782.51,1193.52
14815.38,12590.37,782.57,1193.62
14852.55,12593.85,782.79,1193.95
14874.99,12620.73,784.46,1196.5
14888.27,12612.54,783.95,1195.72
14898.16,12600.4,783.19,1194.57
14919.58,12602.32,783.31,1194.75
14915.59,12636.91,785.46,1198.03
14935.85,12628.04,784.91,1197.19
14912.02,12622.72,784.58,1196.69
14836.99,12596.47,782.95,1194.2
14822.6,12586.61,782.34,1193.26
14799.91,12588.75,782.47,1193.47
14785.89,12554.42,780.34,1190.21
14733.1,12514.35,777.85,1186.41
14654.54,12512.74,777.74,1186.26
14602.93,12457.2,774.29,1181.0
14505.34,12443.18,773.42,1179.67
14432.61,12396.19,770.5,1175.21
14339.45,12331.92,766.51,1169.12
14278.93,12257.85,761.9,1162.1
14175.45,12231.68,760.28,1159.62
14077.31,12199.63,758.28,1156.58
14014.49,12157.4,755.66,1152.57
13916.13,12125.97,753.7,1149.59
13859.58,12071.57,750.32,1144.44
13785.31,12058.39,749.5,1143.19
13729.66,12023.76,747.35,1139.9
13688.39,12003.09,746.07,1137.94
13603.6,11990.58,745.29,1136.76
13600.81,11952.68,742.93,1133.16
13566.72,11950.07,742.77,1132.92
13594.46,11953.35,742.98,1133.23
13558.09,11949.97,742.77,1132.91
13567.77,11950.3,742.79,1132.94
13583.88,11927.22,741.35,1130.75
13531.31,11934.88,741.83,1131.48
13541.76,11948.37,742.67,1132.76
13547.82,11927.47,741.37,1130.77
13507.59,11926.49,741.31,1130.68
13506.35,11916.16,740.66,1129.7
13439.05,11884.51,738.7,1126.7
13414.85,11864.7,737.46,1124.82
13385.16,11846.24,736.32,1123.07
13302.29,11799.63,733.42,1118.65
13234.39,11765.17,731.28,1115.39
13136.77,11739.28,729.67,1112.93
13036.61,11659.12,724.69,1105.33
12886.07,11606.32,721.41,1100.33
12646.22,11484.76,713.85,1088.8
12433.17,11372.12,706.85,1078.12
12348.56,11317.39,703.45,1072.94
12321.29,11311.84,703.1,1072.41
12297.22,11325.86,703.97,1073.74
12310.98,11317.77,703.47,1072.97
12335.77,11323.17,703.81,1073.48
12352.31,11313.82,703.22,1072.6
12370.71,11334.09,704.48,1074.52
12411.02,11358.44,706.0,1076.83
12444.9,11384.13,707.59,1079.26
12436.2,11386.37,707.73,1079.48
12426.57,11383.21,707.54,1079.18
12413.75,11369.46,706.68,1077.87
12414.14,11336.52,704.64,1074.75
12373.34,11313.28,703.19,1072.55
12342.32,11330.81,704.28,1074.21
12359.89,11311.18,703.06,1072.35
12316.31,11320.95,703.67,1073.27
12341.42,11348.98,705.41,1075.93
12360.19,11330.3,704.25,1074.16
12417.22,11365.05,706.41,1077.45
12508.32,11375.45,707.06,1078.44
12565.08,11436.11,710.83,1084.19
12726.99,11513.03,715.61,1091.48
12848.25,11578.81,719.7,1097.72
12988.22,11627.92,722.75,1102.38
13158.78,11741.76,729.82,1113.17
13388.07,11824.06,734.94,1120.97
13527.78,11954.2,743.03,1133.31
13721.62,12029.81,747.73,1140.48
13868.89,12125.35,753.67,1149.53
14093.08,12195.48,758.03,1156.18
14242.26,12272.78,762.83,1163.51
14379.59,12367.53,768.72,1172.49
14550.87,12421.57,772.08,1177.62
14655.71,12455.23,774.17,1180.81
14734.27,12521.56,778.29,1187.1
14799.11,12536.12,779.2,1188.48
14821.93,12574.61,781.59,1192.13
14844.41,12568.74,781.23,1191.57
14858.95,12587.71,782.4,1193.37
14828.02,12584.55,782.21,1193.07
14786.96,12575.03,781.62,1192.17
14816.63,12573.18,781.5,1191.99
14843.62,12582.73,782.09,1192.9
14794.22,12599.57,783.14,1194.49
14796.35,12584.72,782.22,1193.08
14860.14,12587.5,782.39,1193.35
14812.62,12569.67,781.28,1191.66
14875.41,12573.22,781.5,1191.99
14868.5,12610.57,783.83,1195.54
14879.34,12606.47,783.57,1195.15
14891.02,12624.61,784.7,1196.87
14912.46,12620.51,784.44,1196.48
14880.98,12638.47,785.56,1198.18
14871.94,12609.82,783.78,1195.46
14850.62,12625.08,784.73,1196.91
14843.65,12582.83,782.1,1192.91
14798.79,12565.08,781.0,1191.22
14756.45,12550.76,780.11,1189.86
14705.57,12533.39,779.03,1188.22
14666.68,12511.11,777.64,1186.11
14584.38,12455.03,774.16,1180.79
14492.78,12410.29,771.38,1176.55
14411.64,12389.38,770.08,1174.57
14321.98,12333.56,766.61,1169.27
14245.63,12299.61,764.5,1166.05
14200.39,12259.07,761.98,1162.21
14098.18,12217.04,759.36,1158.23
13996.48,12170.04,756.44,1153.77
13919.47,12126.98,753.77,1149.69
13890.26,12088.23,751.36,1146.02
13770.62,12035.71,748.09,1141.04
13708.74,12020.59,747.15,1139.6
13723.59,12014.26,746.76,1139.0
13616.9,11993.71,745.48,1137.05
13605.15,11962.77,743.56,1134.12
13600.41,11958.85,743.32,1133.75
13567.81,11956.28,743.16,1133.51
13539.36,11968.92,743.94,1134.7
13568.62,11947.29,742.6,1132.65
13542.79,11943.17,742.34,1132.26
13518.83,11896.31,739.43,1127.82
13523.45,11936.12,741.9,1131.59
13524.45,11939.47,742.11,1131.91
13567.12,11932.29,741.67,1131.23
13517.1,11895.8,739.4,1127.77
13483.6,11880.99,738.48,1126.37
13438.92,11854.81,736.85,1123.89
13347.41,11848.51,736.46,1123.29
13293.58,11810.42,734.09,1119.68
13243.01,11758.37,730.86,1114.74
13153.09,11719.66,728.45,1111.07
13016.74,11676.51,725.77,1106.98
12894.01,11597.97,720.89,1099.54
12674.64,11497.63,714.65,1090.02
12412.79,11368.35,706.61,1077.77
12345.11,11337.62,704.7,1074.85
12310.25,11312.76,703.16,1072.5
12348.51,11319.37,703.57,1073.12
12319.26,11320.03,703.61,1073.19
12331.65,11326.55,704.02,1073.8
12317.22,11343.15,705.05,1075.38
12379.14,11351.9,705.59,1076.21
12428.17,11374.8,707.01,1078.38
12444.35,11373.18,706.91,1078.23
12450.47,11382.61,707.5,1079.12
12457.17,11353.17,705.67,1076.33
12413.5,11369.74,706.7,1077.9
12377.74,11334.81,704.53,1074.59
12375.67,11309.05,702.93,1072.15
12330.82,11318.48,703.51,1073.04
12340.2,11315.77,703.35,1072.78
12294.52,11328.39,704.13,1073.98
12344.56,11327.91,704.1,1073.93
12344.28,11319.11,703.55,1073.1
12403.67,11360.22,706.11,1077.0
12470.21,11403.39,708.79,1081.09
12601.56,11452.0,711.81,1085.7
12689.73,11518.3,715.93,1091.98
12854.42,11581.96,719.89,1098.02
12973.84,11659.49,724.71,1105.37
13185.01,11748.19,730.22,1113.78
13339.72,11810.32,734.08,1119.67
13550.95,11921.25,740.98,1130.19
13744.06,12002.46,746.03,1137.88
13904.9,12111.86,752.83,1148.26
14084.1,12212.39,759.08,1157.79
14244.98,12277.64,763.13,1163.97
14357.02,12350.18,767.64,1170.85
14483.36,12435.65,772.95,1178.95
14644.89,12478.5,775.62,1183.01
14723.87,12519.67,778.18,1186.92
14729.91,12530.74,778.86,1187.97
14786.66,12587.0,782.36,1193.3
14856.06,12584.78,782.22,1193.09
14840.34,12579.74,781.91,1192.61
14831.29,12583.65,782.15,1192.98
14836.28,12571.44,781.39,1191.83
14841.22,12583.24,782.13,1192.94
14813.41,12574.59,781.59,1192.12
14824.72,12565.6,781.03,1191.27
14848.29,12596.8,782.97,1194.23
14871.42,12582.73,782.1,1192.9
14873.84,12589.82,782.54,1193.57
14843.57,12619.93,784.41,1196.42
14849.99,12608.23,783.68,1195.31
14930.69,12646.4,786.05,1198.93
14913.19,12619.21,784.36,1196.35
14919.22,12640.67,785.7,1198.39
14901.99,12613.45,784.0,1195.81
14877.59,12610.17,783.8,1195.5
14898.83,12618.88,784.34,1196.32
14870.11,12613.75,784.02,1195.84
14816.04,12560.09,780.69,1190.75
14784.15,12561.5,780.78,1190.88
14724.35,12506.87,777.38,1185.7
14665.23,12499.2,776.9,1184.98
14597.73,12457.4,774.31,1181.01
14524.16,12426.21,772.37,1178.06
14420.58,12366.0,768.62,1172.35
14328.68,12341.28,767.09,1170.01
14247.7,12264.82,762.33,1162.76
14207.78,12255.66,761.77,1161.89
14083.92,12195.91,758.05,1156.22
14002.84,12168.02,756.32,1153.58
13927.72,12117.68,753.19,1148.81
13830.46,12068.1,750.11,1144.11
13811.27,12067.56,750.07,1144.06
13724.31,12026.45,747.52,1140.16
13644.83,12026.22,747.5,1140.14
13670.66,11991.41,745.34,1136.84
13600.28,11969.96,744.01,1134.8
13598.21,11971.8,744.12,1134.98
13582.23,11938.97,742.08,1131.87
13567.83,11940.86,742.2,1132.04
13549.75,11952.12,742.9,1133.11
13559.11,11920.42,740.93,1130.11
13575.82,11935.04,741.84,1131.49
13532.54,11924.94,741.21,1130.54
13515.09,11916.78,740.7,1129.76
13549.5,11920.81,740.95,1130.14
13490.97,11905.18,739.98,1128.66
13476.98,11881.83,738.53,1126.45
13382.03,11868.71,737.71,1125.2
13376.67,11832.55,735.47,1121.78
13313.82,11814.09,734.32,1120.03
13210.12,11786.9,732.63,1117.45
13118.17,11715.9,728.22,1110.72
13010.06,11669.81,725.35,1106.35
12886.13,11615.57,721.98,1101.21
12694.68,11505.33,715.13,1090.75
12438.95,11362.65,706.26,1077.23
12321.46,11316.82,703.41,1072.88
12327.23,11323.87,703.85,1073.55
12346.45,11340.36,704.87,1075.11
12303.48,11324.06,703.86,1073.57
12331.07,11322.17,703.74,1073.39
12363.56,11321.41,703.7,1073.32
12345.93,11354.35,705.74,1076.44
12415.28,11365.47,706.43,1077.49
12449.01,11362.34,706.24,1077.2
12450.46,11375.65,707.07,1078.46
12465.09,11388.23,707.85,1079.65
12402.24,11364.62,706.38,1077.41
12366.47,11349.06,705.41,1075.94
12360.38,11332.5,704.39,1074.37
12368.04,11321.42,703.7,1073.32
12313.64,11320.69,703.65,1073.25
12304.37,11331.11,704.3,1074.24
12341.19,11308.95,702.92,1072.14
12375.03,11329.29,704.19,1074.06
12393.54,11378.05,707.22,1078.69
12459.07,11382.57,707.5,1079.12
12612.06,11465.04,712.62,1086.93
12698.86,11511.83,715.53,1091.37
12832.65,11571.66,719.25,1097.04
13024.29,11644.36,723.77,1103.93
13157.77,11735.31,729.42,1112.56
13367.03,11829.26,735.26,1121.46
13532.83,11932.17,741.66,1131.22
13739.49,12023.53,747.34,1139.88
13900.13,12127.79,753.82,1149.77
14095.15,12216.62,759.34,1158.19
14252.58,12299.99,764.52,1166.09
14414.81,12356.54,768.04,1171.45
14511.54,12440.19,773.24,1179.38
14586.66,12468.45,774.99,1182.06
14680.63,12527.32,778.65,1187.64
14753.58,12552.9,780.24,1190.07
14824.47,12559.49,780.65,1190.69
14841.01,12577.04,781.74,1192.36
14865.21,12591.79,782.66,1193.75
14846.68,12593.71,782.78,1193.94
14812.13,12572.91,781.48,1191.97
14808.78,12560.79,780.73,1190.82
14835.79,12595.97,782.92,1194.15
14857.02,12568.55,781.21,1191.55
14841.28,12570.06,781.31,1191.7
14853.5,12591.96,782.67,1193.77
14860.1,12595.59,782.89,1194.12
14876.03,12596.84,782.97,1194.23
14881.52,12603.66,783.4,1194.88
14908.45,12612.84,783.97,1195.75
14902.53,12630.49,785.06,1197.42
14918.49,12642.2,785.79,1198.53
14907.71,12644.14,785.91,1198.72
14893.18,12607.98,783.66,1195.29
14906.88,12606.79,783.59,1195.18
14859.16,12566.4,781.08,1191.35
14826.78,12566.24,781.07,1191.33
14716.33,12552.58,780.22,1190.04
14725.55,12526.36,778.59,1187.55
14678.87,12481.54,775.81,1183.3
14571.99,12458.74,774.39,1181.14
14510.02,12414.15,771.62,1176.91
14442.89,12377.01,769.31,1173.39
14344.93,12327.48,766.23,1168.7
14257.01,12287.93,763.77,1164.95
14178.33,12239.96,760.79,1160.4
14090.28,12197.36,758.14,1156.36
13959.43,12180.93,757.12,1154.8
13917.59,12120.09,753.34,1149.04
13862.04,12061.56,749.7,1143.49
13799.4,12070.89,750.28,1144.37
13726.51,12040.07,748.37,1141.45
13663.83,12013.1,746.69,1138.89
13684.92,11970.06,744.01,1134.81
13595.85,11956.57,743.18,1133.53
13573.25,11946.2,742.53,1132.55
13550.93,11929.52,741.49,1130.97
13561.21,11938.62,742.06,1131.83
13578.22,11955.26,743.09,1133.41
13560.81,11936.15,741.91,1131.6
13524.76,11928.63,741.44,1130.88
13523.86,11903.16,739.86,1128.47
13522.16,11941.54,742.24,1132.11
13510.81,11914.07,740.53,1129.5
13487.79,11906.15,740.04,1128.75
13451.74,11908.05,740.16,1128.93
13412.77,11872.64,737.96,1125.58
13362.74,11850.08,736.56,1123.44
13320.92,11799.73,733.43,1118.66
13228.37,11773.38,731.79,1116.17
13137.44,11737.38,729.55,1112.75
12990.1,11656.55,724.53,1105.09
12893.94,11600.0,721.01,1099.73
12693.84,11504.86,715.1,1090.71
12403.96,11372.89,706.9,1078.2
12310.93,11310.89,703.04,1072.32
12285.27,11260.03,699.88,1067.5
12319.79,11253.49,699.47,1066.88
12301.18,11263.75,700.11,1067.85
12287.36,11276.37,700.9,1069.05
12305.02,11280.74,701.17,1069.46
12156.87,11014.59,684.63,1044.23
11955.01,10702.66,665.24,1014.66
11742.49,10409.77,647.03,986.89
11573.36,10137.43,630.1,961.07
11498.14,9909.87,615.96,939.5
11338.14,9736.97,605.21,923.11
11243.57,9590.98,596.14,909.27
11255.9,9508.56,591.02,901.45
11148.47,9428.69,586.05,893.88
11133.76,9352.71,581.33,886.68
11071.87,9304.75,578.35,882.13
11043.82,9242.17,574.46,876.2
11048.77,9232.23,573.84,875.25
11048.79,9214.64,572.75,873.59
11042.28,9209.03,572.4,873.06
11057.54,9244.94,574.63,876.46
11028.71,9256.73,575.36,877.58
11060.44,9291.15,577.5,880.84
11122.14,9288.83,577.36,880.62
11118.51,9319.12,579.24,883.49
11141.42,9353.31,581.37,886.73
11151.9,9379.57,583.0,889.22
11124.53,9383.73,583.26,889.62
11148.43,9391.37,583.73,890.34
11166.37,9417.17,585.34,892.79
11179.12,9430.53,586.17,894.05
11189.51,9460.91,588.05,896.93
11207.39,9455.21,587.7,896.39
11185.43,9467.79,588.48,897.59
11175.8,9474.94,588.93,898.26
11208.32,9495.22,590.19,900.19
11192.17,9500.02,590.49,900.64
11229.58,9490.57,589.9,899.75
11215.7,9492.44,590.01,899.92
11224.52,9508.18,590.99,901.42
11220.43,9506.57,590.89,901.26
11223.91,9517.05,591.54,902.26
11241.76,9533.49,592.57,903.82
11247.52,9525.35,592.06,903.04
11226.0,9537.45,592.81,904.19
11226.87,9543.32,593.18,904.75
11267.41,9526.31,592.12,903.13
11209.1,9520.1,591.73,902.55
11238.47,9505.84,590.85,901.19
11220.32,9497.5,590.33,900.4
11228.07,9489.56,589.83,899.65
11164.94,9493.52,590.08,900.03
11183.02,9467.47,588.46,897.56
11193.42,9450.7,587.42,895.97
11163.32,9390.58,583.68,890.27
11144.75,9394.04,583.9,890.59
11141.2,9313.94,578.92,883.0
11137.06,9279.58,576.78,879.74
11061.64,9255.58,575.29,877.47
11024.47,9173.52,570.19,869.69
11002.42,9119.44,566.83,864.56
10955.32,9066.06,563.51,859.5
10920.24,9005.75,559.76,853.78
10895.74,8948.58,556.21,848.36
10850.72,8899.79,553.18,843.74
10798.56,8852.47,550.24,839.25
10817.8,8830.02,548.84,837.12
10789.71,8794.6,546.64,833.77
10766.94,8773.35,545.32,831.75
10766.81,8751.17,543.94,829.65
10756.73,8756.16,544.25,830.12
10736.5,8732.09,542.75,827.84
10760.69,8742.09,543.38,828.79
10727.9,8737.93,543.12,828.39
10734.53,8721.37,542.09,826.82
10753.67,8719.23,541.95,826.62
10763.89,8714.25,541.64,826.15
10722.18,8723.45,542.22,827.02
10735.87,8698.59,540.67,824.66
10758.12,8705.85,541.12,825.35
10769.38,8713.35,541.59,826.06
10763.15,8680.95,539.57,822.99
10721.12,8693.69,540.37,824.2
10750.73,8686.7,539.93,823.54
10704.04,8704.09,541.01,825.18
10734.13,8699.1,540.7,824.71
10747.19,8697.41,540.6,824.55
10762.38,8704.54,541.04,825.23
10715.87,8716.46,541.78,826.36
10702.23,8688.62,540.05,823.72
10722.68,8712.88,541.56,826.02
10745.33,8699.16,540.71,824.72
10743.14,8704.7,541.05,825.24
10758.96,8751.83,543.98,829.71
10735.34,8705.92,541.13,825.36
10755.11,8704.09,541.01,825.18
10737.27,8703.46,540.97,825.12
10742.03,8694.94,540.44,824.32
10703.64,8679.3,539.47,822.83
10732.29,8706.4,541.16,825.4
10736.08,8710.87,541.43,825.83
10719.37,8707.87,541.25,825.54
10727.7,8687.86,540.0,823.65
10718.86,8691.36,540.22,823.98
10744.55,8701.92,540.88,824.98
