tick,uranium,lignite,hard coal,natural gas,oil,biomass,co2
13557,0.9,1.8,11.88,33.84,60.0,20.7,87
13558,0.9,1.8,11.88,33.84,60.0,20.7,87
13559,0.9,1.8,11.88,33.84,60.0,20.7,87
13560,0.9,1.8,11.88,33.84,60.0,20.7,87
13561,0.9,1.8,11.88,33.84,60.0,20.7,87
13562,0.9,1.8,11.88,33.84,60.0,20.7,87
13563,0.9,1.8,11.88,33.84,60.0,20.7,87
13564,0.9,1.8,11.88,33.84,60.0,20.7,87
13565,0.9,1.8,11.88,33.84,60.0,20.7,87
13566,0.9,1.8,11.88,33.84,60.0,20.7,87
13567,0.9,1.8,11.88,33.84,60.0,20.7,87
13568,0.9,1.8,11.88,33.84,60.0,20.7,87
13569,0.9,1.8,11.88,33.84,60.0,20.7,87
13570,0.9,1.8,11.88,33.84,60.0,20.7,87
13571,0.9,1.8,11.88,33.84,60.0,20.7,87
13572,0.9,1.8,11.88,33.84,60.0,20.7,87
13573,0.9,1.8,11.88,33.84,60.0,20.7,87
13574,0.9,1.8,11.88,33.84,60.0,20.7,87
13575,0.9,1.8,11.88,33.84,60.0,20.7,87
13576,0.9,1.8,11.88,33.84,60.0,20.7,87
13577,0.9,1.8,11.88,33.84,60.0,20.7,87
13578,0.9,1.8,11.88,33.84,60.0,20.7,87
13579,0.9,1.8,11.88,33.84,60.0,20.7,87
13580,0.9,1.8,11.88,33.84,60.0,20.7,87
13581,0.9,1.8,11.88,33.84,60.0,20.7,87
13582,0.9,1.8,11.88,33.84,60.0,20.7,87
13583,0.9,1.8,11.88,33.84,60.0,20.7,87
13584,0.9,1.8,11.88,33.84,60.0,20.7,87
13585,0.9,1.8,11.88,33.84,60.0,20.7,87
13586,0.9,1.8,11.88,33.84,60.0,20.7,87
13587,0.9,1.8,11.88,33.84,60.0,20.7,87
13588,0.9,1.8,11.88,33.84,60.0,20.7,87
13589,0.9,1.8,11.88,33.84,60.0,20.7,87
13590,0.9,1.8,11.88,33.84,60.0,20.7,87
13591,0.9,1.8,11.88,33.84,60.0,20.7,87
13592,0.9,1.8,11.88,33.84,60.0,20.7,87
13593,0.9,1.8,11.88,33.84,60.0,20.7,87
13594,0.9,1.8,11.88,33.84,60.0,20.7,87
13595,0.9,1.8,11.88,33.84,60.0,20.7,87
13596,0.9,1.8,11.88,33.84,60.0,20.7,87
13597,0.9,1.8,11.88,33.84,60.0,20.7,87
13598,0.9,1.8,11.88,33.84,60.0,20.7,87
13599,0.9,1.8,11.88,33.84,60.0,20.7,87
13600,0.9,1.8,11.88,33.84,60.0,20.7,87
13601,0.9,1.8,11.88,33.84,60.0,20.7,87
13602,0.9,1.8,11.88,33.84,60.0,20.7,87
13603,0.9,1.8,11.88,33.84,60.0,20.7,87
13604,0.9,1.8,11.88,33.84,60.0,20.7,87
13605,0.9,1.8,11.88,33.84,60.0,20.7,87
13606,0.9,1.8,11.88,33.84,60.0,20.7,87
13607,0.9,1.8,11.88,33.84,60.0,20.7,87
13608,0.9,1.8,11.88,33.84,60.0,20.7,87
13609,0.9,1.8,11.88,33.84,60.0,20.7,87
13610,0.9,1.8,11.88,33.84,60.0,20.7,87
13611,0.9,1.8,11.88,33.84,60.0,20.7,87
13612,0.9,1.8,11.88,33.84,60.0,20.7,87
13613,0.9,1.8,11.88,33.84,60.0,20.7,87
13614,0.9,1.8,11.88,33.84,60.0,20.7,87
13615,0.9,1.8,11.88,33.84,60.0,20.7,87
13616,0.9,1.8,11.88,33.84,60.0,20.7,87
13617,0.9,1.8,11.88,33.84,60.0,20.7,87
13618,0.9,1.8,11.88,33.84,60.0,20.7,87
13619,0.9,1.8,11.88,33.84,60.0,20.7,87
13620,0.9,1.8,11.88,33.84,60.0,20.7,87
13621,0.9,1.8,11.88,33.84,60.0,20.7,87
13622,0.9,1.8,11.88,33.84,60.0,20.7,87
13623,0.9,1.8,11.88,33.84,60.0,20.7,87
13624,0.9,1.8,11.88,33.84,60.0,20.7,87
13625,0.9,1.8,11.88,33.84,60.0,20.7,87
13626,0.9,1.8,11.88,33.84,60.0,20.7,87
13627,0.9,1.8,11.88,33.84,60.0,20.7,87
13628,0.9,1.8,11.88,33.84,60.0,20.7,87
13629,0.9,1.8,11.88,33.84,60.0,20.7,87
13630,0.9,1.8,11.88,33.84,60.0,20.7,87
13631,0.9,1.8,11.88,33.84,60.0,20.7,87
13632,0.9,1.8,11.88,33.84,60.0,20.7,87
13633,0.9,1.8,11.88,33.84,60.0,20.7,87
13634,0.9,1.8,11.88,33.84,60.0,20.7,87
13635,0.9,1.8,11.88,33.84,60.0,20.7,87
13636,0.9,1.8,11.88,33.84,60.0,20.7,87
13637,0.9,1.8,11.88,33.84,60.0,20.7,87
13638,0.9,1.8,11.88,33.84,60.0,20.7,87
13639,0.9,1.8,11.88,33.84,60.0,20.7,87
13640,0.9,1.8,11.88,33.84,60.0,20.7,87
13641,0.9,1.8,11.88,33.84,60.0,20.7,87
13642,0.9,1.8,11.88,33.84,60.0,20.7,87
13643,0.9,1.8,11.88,33.84,60.0,20.7,87
13644,0.9,1.8,11.88,33.84,60.0,20.7,87
13645,0.9,1.8,11.88,33.84,60.0,20.7,87
13646,0.9,1.8,11.88,33.84,60.0,20.7,87
13647,0.9,1.8,11.88,33.84,60.0,20.7,87
13648,0.9,1.8,11.88,33.84,60.0,20.7,87
13649,0.9,1.8,11.88,33.84,60.0,20.7,87
13650,0.9,1.8,11.88,33.84,60.0,20.7,87
13651,0.9,1.8,11.88,33.84,60.0,20.7,87
13652,0.9,1.8,11.88,33.84,60.0,20.7,87
13653,0.9,1.8,11.88,33.84,60.0,20.7,87
13654,0.9,1.8,11.88,33.84,60.0,20.7,87
13655,0.9,1.8,11.88,33.84,60.0,20.7,87
13656,0.9,1.8,11.88,33.84,60.0,20.7,87
13657,0.9,1.8,11.88,33.84,60.0,20.7,87
13658,0.9,1.8,11.88,33.84,60.0,20.7,87
13659,0.9,1.8,11.88,33.84,60.0,20.7,87
13660,0.9,1.8,11.88,33.84,60.0,20.7,87
13661,0.9,1.8,11.88,33.84,60.0,20.7,87
13662,0.9,1.8,11.88,33.84,60.0,20.7,87
13663,0.9,1.8,11.88,33.84,60.0,20.7,87
13664,0.9,1.8,11.88,33.84,60.0,20.7,87
13665,0.9,1.8,11.88,33.84,60.0,20.7,87
13666,0.9,1.8,11.88,33.84,60.0,20.7,87
13667,0.9,1.8,11.88,33.84,60.0,20.7,87
13668,0.9,1.8,11.88,33.84,60.0,20.7,87
13669,0.9,1.8,11.88,33.84,60.0,20.7,87
13670,0.9,1.8,11.88,33.84,60.0,20.7,87
13671,0.9,1.8,11.88,33.84,60.0,20.7,87
13672,0.9,1.8,11.88,33.84,60.0,20.7,87
13673,0.9,1.8,11.88,33.84,60.0,20.7,87
13674,0.9,1.8,11.88,33.84,60.0,20.7,87
13675,0.9,1.8,11.88,33.84,60.0,20.7,87
13676,0.9,1.8,11.88,33.84,60.0,20.7,87
13677,0.9,1.8,11.88,33.84,60.0,20.7,87
13678,0.9,1.8,11.88,33.84,60.0,20.7,87
13679,0.9,1.8,11.88,33.84,60.0,20.7,87
13680,0.9,1.8,11.88,33.84,60.0,20.7,87
13681,0.9,1.8,11.88,33.84,60.0,20.7,87
13682,0.9,1.8,11.88,33.84,60.0,20.7,87
13683,0.9,1.8,11.88,33.84,60.0,20.7,87
13684,0.9,1.8,11.88,33.84,60.0,20.7,87
13685,0.9,1.8,11.88,33.84,60.0,20.7,87
13686,0.9,1.8,11.88,33.84,60.0,20.7,87
13687,0.9,1.8,11.88,33.84,60.0,20.7,87
13688,0.9,1.8,11.88,33.84,60.0,20.7,87
13689,0.9,1.8,11.88,33.84,60.0,20.7,87
13690,0.9,1.8,11.88,33.84,60.0,20.7,87
13691,0.9,1.8,11.88,33.84,60.0,20.7,87
13692,0.9,1.8,11.88,33.84,60.0,20.7,87
13693,0.9,1.8,11.88,33.84,60.0,20.7,87
13694,0.9,1.8,11.88,33.84,60.0,20.7,87
13695,0.9,1.8,11.88,33.84,60.0,20.7,87
13696,0.9,1.8,11.88,33.84,60.0,20.7,87
13697,0.9,1.8,11.88,33.84,60.0,20.7,87
13698,0.9,1.8,11.88,33.84,60.0,20.7,87
13699,0.9,1.8,11.88,33.84,60.0,20.7,87
13700,0.9,1.8,11.88,33.84,60.0,20.7,87
13701,0.9,1.8,11.88,33.84,60.0,20.7,87
13702,0.9,1.8,11.88,33.84,60.0,20.7,87
13703,0.9,1.8,11.88,33.84,60.0,20.7,87
13704,0.9,1.8,11.88,33.84,60.0,20.7,87
13705,0.9,1.8,11.88,33.84,60.0,20.7,87
13706,0.9,1.8,11.88,33.84,60.0,20.7,87
13707,0.9,1.8,11.88,33.84,60.0,20.7,87
13708,0.9,1.8,11.88,33.84,60.0,20.7,87
13709,0.9,1.8,11.88,33.84,60.0,20.7,87
13710,0.9,1.8,11.88,33.84,60.0,20.7,87
13711,0.9,1.8,11.88,33.84,60.0,20.7,87
13712,0.9,1.8,11.88,33.84,60.0,20.7,87
13713,0.9,1.8,11.88,33.84,60.0,20.7,87
13714,0.9,1.8,11.88,33.84,60.0,20.7,87
13715,0.9,1.8,11.88,33.84,60.0,20.7,87
13716,0.9,1.8,11.88,33.84,60.0,20.7,87
13717,0.9,1.8,11.88,33.84,60.0,20.7,87
13718,0.9,1.8,11.88,33.84,60.0,20.7,87
13719,0.9,1.8,11.88,33.84,60.0,20.7,87
13720,0.9,1.8,11.88,33.84,60.0,20.7,87
13721,0.9,1.8,11.88,33.84,60.0,20.7,87
13722,0.9,1.8,11.88,33.84,60.0,20.7,87
13723,0.9,1.8,11.88,33.84,60.0,20.7,87
13724,0.9,1.8,11.88,33.84,60.0,20.7,87
13725,0.9,1.8,11.88,33.84,60.0,20.7,87
13726,0.9,1.8,11.88,33.84,60.0,20.7,87
13727,0.9,1.8,11.88,33.84,60.0,20.7,87
13728,0.9,1.8,11.88,33.84,60.0,20.7,87
13729,0.9,1.8,11.88,33.84,60.0,20.7,87
13730,0.9,1.8,11.88,33.84,60.0,20.7,87
13731,0.9,1.8,11.88,33.84,60.0,20.7,87
13732,0.9,1.8,11.88,33.84,60.0,20.7,87
13733,0.9,1.8,11.88,33.84,60.0,20.7,87
13734,0.9,1.8,11.88,33.84,60.0,20.7,87
13735,0.9,1.8,11.88,33.84,60.0,20.7,87
13736,0.9,1.8,11.88,33.84,60.0,20.7,87
13737,0.9,1.8,11.88,33.84,60.0,20.7,87
13738,0.9,1.8,11.88,33.84,60.0,20.7,87
13739,0.9,1.8,11.88,33.84,60.0,20.7,87
13740,0.9,1.8,11.88,33.84,60.0,20.7,87
13741,0.9,1.8,11.88,33.84,60.0,20.7,87
13742,0.9,1.8,11.88,33.84,60.0,20.7,87
13743,0.9,1.8,11.88,33.84,60.0,20.7,87
13744,0.9,1.8,11.88,33.84,60.0,20.7,87
13745,0.9,1.8,11.88,33.84,60.0,20.7,87
13746,0.9,1.8,11.88,33.84,60.0,20.7,87
13747,0.9,1.8,11.88,33.84,60.0,20.7,87
13748,0.9,1.8,11.88,33.84,60.0,20.7,87
13749,0.9,1.8,11.88,33.84,60.0,20.7,87
13750,0.9,1.8,11.88,33.84,60.0,20.7,87
13751,0.9,1.8,11.88,33.84,60.0,20.7,87
13752,0.9,1.8,11.88,33.84,60.0,20.7,87
13753,0.9,1.8,11.88,33.84,60.0,20.7,87
13754,0.9,1.8,11.88,33.84,60.0,20.7,87
13755,0.9,1.8,11.88,33.84,60.0,20.7,87
13756,0.9,1.8,11.88,33.84,60.0,20.7,87
13757,0.9,1.8,11.88,33.84,60.0,20.7,87
13758,0.9,1.8,11.88,33.84,60.0,20.7,87
13759,0.9,1.8,11.88,33.84,60.0,20.7,87
13760,0.9,1.8,11.88,33.84,60.0,20.7,87
13761,0.9,1.8,11.88,33.84,60.0,20.7,87
13762,0.9,1.8,11.88,33.84,60.0,20.7,87
13763,0.9,1.8,11.88,33.84,60.0,20.7,87
13764,0.9,1.8,11.88,33.84,60.0,20.7,87
13765,0.9,1.8,11.88,33.84,60.0,20.7,87
13766,0.9,1.8,11.88,33.84,60.0,20.7,87
13767,0.9,1.8,11.88,33.84,60.0,20.7,87
13768,0.9,1.8,11.88,33.84,60.0,20.7,87
13769,0.9,1.8,11.88,33.84,60.0,20.7,87
13770,0.9,1.8,11.88,33.84,60.0,20.7,87
13771,0.9,1.8,11.88,33.84,60.0,20.7,87
13772,0.9,1.8,11.88,33.84,60.0,20.7,87
13773,0.9,1.8,11.88,33.84,60.0,20.7,87
13774,0.9,1.8,11.88,33.84,60.0,20.7,87
13775,0.9,1.8,11.88,33.84,60.0,20.7,87
13776,0.9,1.8,11.88,33.84,60.0,20.7,87
13777,0.9,1.8,11.88,33.84,60.0,20.7,87
13778,0.9,1.8,11.88,33.84,60.0,20.7,87
13779,0.9,1.8,11.88,33.84,60.0,20.7,87
13780,0.9,1.8,11.88,33.84,60.0,20.7,87
13781,0.9,1.8,11.88,33.84,60.0,20.7,87
13782,0.9,1.8,11.88,33.84,60.0,20.7,87
13783,0.9,1.8,11.88,33.84,60.0,20.7,87
13784,0.9,1.8,11.88,33.84,60.0,20.7,87
13785,0.9,1.8,11.88,33.84,60.0,20.7,87
13786,0.9,1.8,11.88,33.84,60.0,20.7,87
13787,0.9,1.8,11.88,33.84,60.0,20.7,87
13788,0.9,1.8,11.88,33.84,60.0,20.7,87
13789,0.9,1.8,11.88,33.84,60.0,20.7,87
13790,0.9,1.8,11.88,33.84,60.0,20.7,87
13791,0.9,1.8,11.88,33.84,60.0,20.7,87
13792,0.9,1.8,11.88,33.84,60.0,20.7,87
13793,0.9,1.8,11.88,33.84,60.0,20.7,87
13794,0.9,1.8,11.88,33.84,60.0,20.7,87
13795,0.9,1.8,11.88,33.84,60.0,20.7,87
13796,0.9,1.8,11.88,33.84,60.0,20.7,87
13797,0.9,1.8,11.88,33.84,60.0,20.7,87
13798,0.9,1.8,11.88,33.84,60.0,20.7,87
13799,0.9,1.8,11.88,33.84,60.0,20.7,87
13800,0.9,1.8,11.88,33.84,60.0,20.7,87
13801,0.9,1.8,11.88,33.84,60.0,20.7,87
13802,0.9,1.8,11.88,33.84,60.0,20.7,87
13803,0.9,1.8,11.88,33.84,60.0,20.7,87
13804,0.9,1.8,11.88,33.84,60.0,20.7,87
13805,0.9,1.8,11.88,33.84,60.0,20.7,87
13806,0.9,1.8,11.88,33.84,60.0,20.7,87
13807,0.9,1.8,11.88,33.84,60.0,20.7,87
13808,0.9,1.8,11.88,33.84,60.0,20.7,87
13809,0.9,1.8,11.88,33.84,60.0,20.7,87
13810,0.9,1.8,11.88,33.84,60.0,20.7,87
13811,0.9,1.8,11.88,33.84,60.0,20.7,87
13812,0.9,1.8,11.88,33.84,60.0,20.7,87
13813,0.9,1.8,11.88,33.84,60.0,20.7,87
13814,0.9,1.8,11.88,33.84,60.0,20.7,87
13815,0.9,1.8,11.88,33.84,60.0,20.7,87
13816,0.9,1.8,11.88,33.84,60.0,20.7,87
13817,0.9,1.8,11.88,33.84,60.0,20.7,87
13818,0.9,1.8,11.88,33.84,60.0,20.7,87
13819,0.9,1.8,11.88,33.84,60.0,20.7,87
13820,0.9,1.8,11.88,33.84,60.0,20.7,87
13821,0.9,1.8,11.88,33.84,60.0,20.7,87
13822,0.9,1.8,11.88,33.84,60.0,20.7,87
13823,0.9,1.8,11.88,33.84,60.0,20.7,87
13824,0.9,1.8,11.88,33.84,60.0,20.7,87
13825,0.9,1.8,11.88,33.84,60.0,20.7,87
13826,0.9,1.8,11.88,33.84,60.0,20.7,87
13827,0.9,1.8,11.88,33.84,60.0,20.7,87
13828,0.9,1.8,11.88,33.84,60.0,20.7,87
13829,0.9,1.8,11.88,33.84,60.0,20.7,87
13830,0.9,1.8,11.88,33.84,60.0,20.7,87
13831,0.9,1.8,11.88,33.84,60.0,20.7,87
13832,0.9,1.8,11.88,33.84,60.0,20.7,87
13833,0.9,1.8,11.88,33.84,60.0,20.7,87
13834,0.9,1.8,11.88,33.84,60.0,20.7,87
13835,0.9,1.8,11.88,33.84,60.0,20.7,87
13836,0.9,1.8,11.88,33.84,60.0,20.7,87
13837,0.9,1.8,11.88,33.84,60.0,20.7,87
13838,0.9,1.8,11.88,33.84,60.0,20.7,87
13839,0.9,1.8,11.88,33.84,60.0,20.7,87
13840,0.9,1.8,11.88,33.84,60.0,20.7,87
13841,0.9,1.8,11.88,33.84,60.0,20.7,87
13842,0.9,1.8,11.88,33.84,60.0,20.7,87
13843,0.9,1.8,11.88,33.84,60.0,20.7,87
13844,0.9,1.8,11.88,33.84,60.0,20.7,87
13845,0.9,1.8,11.88,33.84,60.0,20.7,87
13846,0.9,1.8,11.88,33.84,60.0,20.7,87
13847,0.9,1.8,11.88,33.84,60.0,20.7,87
13848,0.9,1.8,11.88,33.84,60.0,20.7,87
13849,0.9,1.8,11.88,33.84,60.0,20.7,87
13850,0.9,1.8,11.88,33.84,60.0,20.7,87
13851,0.9,1.8,11.88,33.84,60.0,20.7,87
13852,0.9,1.8,11.88,33.84,60.0,20.7,87
13853,0.9,1.8,11.88,33.84,60.0,20.7,87
13854,0.9,1.8,11.88,33.84,60.0,20.7,87
13855,0.9,1.8,11.88,33.84,60.0,20.7,87
13856,0.9,1.8,11.88,33.84,60.0,20.7,87
13857,0.9,1.8,11.88,33.84,60.0,20.7,87
13858,0.9,1.8,11.88,33.84,60.0,20.7,87
13859,0.9,1.8,11.88,33.84,60.0,20.7,87
13860,0.9,1.8,11.88,33.84,60.0,20.7,87
13861,0.9,1.8,11.88,33.84,60.0,20.7,87
13862,0.9,1.8,11.88,33.84,60.0,20.7,87
13863,0.9,1.8,11.88,33.84,60.0,20.7,87
13864,0.9,1.8,11.88,33.84,60.0,20.7,87
13865,0.9,1.8,11.88,33.84,60.0,20.7,87
13866,0.9,1.8,11.88,33.84,60.0,20.7,87
13867,0.9,1.8,11.88,33.84,60.0,20.7,87
13868,0.9,1.8,11.88,33.84,60.0,20.7,87
13869,0.9,1.8,11.88,33.84,60.0,20.7,87
13870,0.9,1.8,11.88,33.84,60.0,20.7,87
13871,0.9,1.8,11.88,33.84,60.0,20.7,87
13872,0.9,1.8,11.88,33.84,60.0,20.7,87
13873,0.9,1.8,11.88,33.84,60.0,20.7,87
13874,0.9,1.8,11.88,33.84,60.0,20.7,87
13875,0.9,1.8,11.88,33.84,60.0,20.7,87
13876,0.9,1.8,11.88,33.84,60.0,20.7,87
13877,0.9,1.8,11.88,33.84,60.0,20.7,87
13878,0.9,1.8,11.88,33.84,60.0,20.7,87
13879,0.9,1.8,11.88,33.84,60.0,20.7,87
13880,0.9,1.8,11.88,33.84,60.0,20.7,87
13881,0.9,1.8,11.88,33.84,60.0,20.7,87
13882,0.9,1.8,11.88,33.84,60.0,20.7,87
13883,0.9,1.8,11.88,33.84,60.0,20.7,87
13884,0.9,1.8,11.88,33.84,60.0,20.7,87
13885,0.9,1.8,11.88,33.84,60.0,20.7,87
13886,0.9,1.8,11.88,33.84,60.0,20.7,87
13887,0.9,1.8,11.88,33.84,60.0,20.7,87
13888,0.9,1.8,11.88,33.84,60.0,20.7,87
13889,0.9,1.8,11.88,33.84,60.0,20.7,87
13890,0.9,1.8,11.88,33.84,60.0,20.7,87
13891,0.9,1.8,11.88,33.84,60.0,20.7,87
13892,0.9,1.8,11.88,33.84,60.0,20.7,87
13893,0.9,1.8,11.88,33.84,60.0,20.7,87
13894,0.9,1.8,11.88,33.84,60.0,20.7,87
13895,0.9,1.8,11.88,33.84,60.0,20.7,87
13896,0.9,1.8,11.88,33.84,60.0,20.7,87
13897,0.9,1.8,11.88,33.84,60.0,20.7,87
13898,0.9,1.8,11.88,33.84,60.0,20.7,87
13899,0.9,1.8,11.88,33.84,60.0,20.7,87
13900,0.9,1.8,11.88,33.84,60.0,20.7,87
13901,0.9,1.8,11.88,33.84,60.0,20.7,87
13902,0.9,1.8,11.88,33.84,60.0,20.7,87
13903,0.9,1.8,11.88,33.84,60.0,20.7,87
13904,0.9,1.8,11.88,33.84,60.0,20.7,87
13905,0.9,1.8,11.88,33.84,60.0,20.7,87
13906,0.9,1.8,11.88,33.84,60.0,20.7,87
13907,0.9,1.8,11.88,33.84,60.0,20.7,87
13908,0.9,1.8,11.88,33.84,60.0,20.7,87
13909,0.9,1.8,11.88,33.84,60.0,20.7,87
13910,0.9,1.8,11.88,33.84,60.0,20.7,87
13911,0.9,1.8,11.88,33.84,60.0,20.7,87
13912,0.9,1.8,11.88,33.84,60.0,20.7,87
13913,0.9,1.8,11.88,33.84,60.0,20.7,87
13914,0.9,1.8,11.88,33.84,60.0,20.7,87
13915,0.9,1.8,11.88,33.84,60.0,20.7,87
13916,0.9,1.8,11.88,33.84,60.0,20.7,87
13917,0.9,1.8,11.88,33.84,60.0,20.7,87
13918,0.9,1.8,11.88,33.84,60.0,20.7,87
13919,0.9,1.8,11.88,33.84,60.0,20.7,87
13920,0.9,1.8,11.88,33.84,60.0,20.7,87
13921,0.9,1.8,11.88,33.84,60.0,20.7,87
13922,0.9,1.8,11.88,33.84,60.0,20.7,87
13923,0.9,1.8,11.88,33.84,60.0,20.7,87
13924,0.9,1.8,11.88,33.84,60.0,20.7,87
13925,0.9,1.8,11.88,33.84,60.0,20.7,87
13926,0.9,1.8,11.88,33.84,60.0,20.7,87
13927,0.9,1.8,11.88,33.84,60.0,20.7,87
13928,0.9,1.8,11.88,33.84,60.0,20.7,87
13929,0.9,1.8,11.88,33.84,60.0,20.7,87
13930,0.9,1.8,11.88,33.84,60.0,20.7,87
13931,0.9,1.8,11.88,33.84,60.0,20.7,87
13932,0.9,1.8,11.88,33.84,60.0,20.7,87
13933,0.9,1.8,11.88,33.84,60.0,20.7,87
13934,0.9,1.8,11.88,33.84,60.0,20.7,87
13935,0.9,1.8,11.88,33.84,60.0,20.7,87
13936,0.9,1.8,11.88,33.84,60.0,20.7,87
13937,0.9,1.8,11.88,33.84,60.0,20.7,87
13938,0.9,1.8,11.88,33.84,60.0,20.7,87
13939,0.9,1.8,11.88,33.84,60.0,20.7,87
13940,0.9,1.8,11.88,33.84,60.0,20.7,87
13941,0.9,1.8,11.88,33.84,60.0,20.7,87
13942,0.9,1.8,11.88,33.84,60.0,20.7,87
13943,0.9,1.8,11.88,33.84,60.0,20.7,87
13944,0.9,1.8,11.88,33.84,60.0,20.7,87
13945,0.9,1.8,11.88,33.84,60.0,20.7,87
13946,0.9,1.8,11.88,33.84,60.0,20.7,87
13947,0.9,1.8,11.88,33.84,60.0,20.7,87
13948,0.9,1.8,11.88,33.84,60.0,20.7,87
13949,0.9,1.8,11.88,33.84,60.0,20.7,87
13950,0.9,1.8,11.88,33.84,60.0,20.7,87
13951,0.9,1.8,11.88,33.84,60.0,20.7,87
13952,0.9,1.8,11.88,33.84,60.0,20.7,87
13953,0.9,1.8,11.88,33.84,60.0,20.7,87
13954,0.9,1.8,11.88,33.84,60.0,20.7,87
13955,0.9,1.8,11.88,33.84,60.0,20.7,87
13956,0.9,1.8,11.88,33.84,60.0,20.7,87
13957,0.9,1.8,11.88,33.84,60.0,20.7,87
13958,0.9,1.8,11.88,33.84,60.0,20.7,87
13959,0.9,1.8,11.88,33.84,60.0,20.7,87
13960,0.9,1.8,11.88,33.84,60.0,20.7,87
13961,0.9,1.8,11.88,33.84,60.0,20.7,87
13962,0.9,1.8,11.88,33.84,60.0,20.7,87
13963,0.9,1.8,11.88,33.84,60.0,20.7,87
13964,0.9,1.8,11.88,33.84,60.0,20.7,87
13965,0.9,1.8,11.88,33.84,60.0,20.7,87
13966,0.9,1.8,11.88,33.84,60.0,20.7,87
13967,0.9,1.8,11.88,33.84,60.0,20.7,87
13968,0.9,1.8,11.88,33.84,60.0,20.7,87
13969,0.9,1.8,11.88,33.84,60.0,20.7,87
13970,0.9,1.8,11.88,33.84,60.0,20.7,87
13971,0.9,1.8,11.88,33.84,60.0,20.7,87
13972,0.9,1.8,11.88,33.84,60.0,20.7,87
13973,0.9,1.8,11.88,33.84,60.0,20.7,87
13974,0.9,1.8,11.88,33.84,60.0,20.7,87
13975,0.9,1.8,11.88,33.84,60.0,20.7,87
13976,0.9,1.8,11.88,33.84,60.0,20.7,87
13977,0.9,1.8,11.88,33.84,60.0,20.7,87
13978,0.9,1.8,11.88,33.84,60.0,20.7,87
13979,0.9,1.8,11.88,33.84,60.0,20.7,87
13980,0.9,1.8,11.88,33.84,60.0,20.7,87
13981,0.9,1.8,11.88,33.84,60.0,20.7,87
13982,0.9,1.8,11.88,33.84,60.0,20.7,87
13983,0.9,1.8,11.88,33.84,60.0,20.7,87
13984,0.9,1.8,11.88,33.84,60.0,20.7,87
13985,0.9,1.8,11.88,33.84,60.0,20.7,87
13986,0.9,1.8,11.88,33.84,60.0,20.7,87
13987,0.9,1.8,11.88,33.84,60.0,20.7,87
13988,0.9,1.8,11.88,33.84,60.0,20.7,87
13989,0.9,1.8,11.88,33.84,60.0,20.7,87
13990,0.9,1.8,11.88,33.84,60.0,20.7,87
13991,0.9,1.8,11.88,33.84,60.0,20.7,87
13992,0.9,1.8,11.88,33.84,60.0,20.7,87
13993,0.9,1.8,11.88,33.84,60.0,20.7,87
13994,0.9,1.8,11.88,33.84,60.0,20.7,87
13995,0.9,1.8,11.88,33.84,60.0,20.7,87
13996,0.9,1.8,11.88,33.84,60.0,20.7,87
13997,0.9,1.8,11.88,33.84,60.0,20.7,87
13998,0.9,1.8,11.88,33.84,60.0,20.7,87
13999,0.9,1.8,11.88,33.84,60.0,20.7,87
14000,0.9,1.8,11.88,33.84,60.0,20.7,87
14001,0.9,1.8,11.88,33.84,60.0,20.7,87
14002,0.9,1.8,11.88,33.84,60.0,20.7,87
14003,0.9,1.8,11.88,33.84,60.0,20.7,87
14004,0.9,1.8,11.88,33.84,60.0,20.7,87
14005,0.9,1.8,11.88,33.84,60.0,20.7,87
14006,0.9,1.8,11.88,33.84,60.0,20.7,87
14007,0.9,1.8,11.88,33.84,60.0,20.7,87
14008,0.9,1.8,11.88,33.84,60.0,20.7,87
14009,0.9,1.8,11.88,33.84,60.0,20.7,87
14010,0.9,1.8,11.88,33.84,60.0,20.7,87
14011,0.9,1.8,11.88,33.84,60.0,20.7,87
14012,0.9,1.8,11.88,33.84,60.0,20.7,87
14013,0.9,1.8,11.88,33.84,60.0,20.7,87
14014,0.9,1.8,11.88,33.84,60.0,20.7,87
14015,0.9,1.8,11.88,33.84,60.0,20.7,87
14016,0.9,1.8,11.88,33.84,60.0,20.7,87
14017,0.9,1.8,11.88,33.84,60.0,20.7,87
14018,0.9,1.8,11.88,33.84,60.0,20.7,87
14019,0.9,1.8,11.88,33.84,60.0,20.7,87
14020,0.9,1.8,11.88,33.84,60.0,20.7,87
14021,0.9,1.8,11.88,33.84,60.0,20.7,87
14022,0.9,1.8,11.88,33.84,60.0,20.7,87
14023,0.9,1.8,11.88,33.84,60.0,20.7,87
14024,0.9,1.8,11.88,33.84,60.0,20.7,87
14025,0.9,1.8,11.88,33.84,60.0,20.7,87
14026,0.9,1.8,11.88,33.84,60.0,20.7,87
14027,0.9,1.8,11.88,33.84,60.0,20.7,87
14028,0.9,1.8,11.88,33.84,60.0,20.7,87
14029,0.9,1.8,11.88,33.84,60.0,20.7,87
14030,0.9,1.8,11.88,33.84,60.0,20.7,87
14031,0.9,1.8,11.88,33.84,60.0,20.7,87
14032,0.9,1.8,11.88,33.84,60.0,20.7,87
14033,0.9,1.8,11.88,33.84,60.0,20.7,87
14034,0.9,1.8,11.88,33.84,60.0,20.7,87
14035,0.9,1.8,11.88,33.84,60.0,20.7,87
14036,0.9,1.8,11.88,33.84,60.0,20.7,87
14037,0.9,1.8,11.88,33.84,60.0,20.7,87
