tick,uranium,lignite,hard coal,natural gas,oil,biomass,co2
10818,0.9,1.8,11.88,33.84,60.0,20.7,87
10819,0.9,1.8,11.88,33.84,60.0,20.7,87
10820,0.9,1.8,11.88,33.84,60.0,20.7,87
10821,0.9,1.8,11.88,33.84,60.0,20.7,87
10822,0.9,1.8,11.88,33.84,60.0,20.7,87
10823,0.9,1.8,11.88,33.84,60.0,20.7,87
10824,0.9,1.8,11.88,33.84,60.0,20.7,87
10825,0.9,1.8,11.88,33.84,60.0,20.7,87
10826,0.9,1.8,11.88,33.84,60.0,20.7,87
10827,0.9,1.8,11.88,33.84,60.0,20.7,87
10828,0.9,1.8,11.88,33.84,60.0,20.7,87
10829,0.9,1.8,11.88,33.84,60.0,20.7,87
10830,0.9,1.8,11.88,33.84,60.0,20.7,87
10831,0.9,1.8,11.88,33.84,60.0,20.7,87
10832,0.9,1.8,11.88,33.84,60.0,20.7,87
10833,0.9,1.8,11.88,33.84,60.0,20.7,87
10834,0.9,1.8,11.88,33.84,60.0,20.7,87
10835,0.9,1.8,11.88,33.84,60.0,20.7,87
10836,0.9,1.8,11.88,33.84,60.0,20.7,87
10837,0.9,1.8,11.88,33.84,60.0,20.7,87
10838,0.9,1.8,11.88,33.84,60.0,20.7,87
10839,0.9,1.8,11.88,33.84,60.0,20.7,87
10840,0.9,1.8,11.88,33.84,60.0,20.7,87
10841,0.9,1.8,11.88,33.84,60.0,20.7,87
10842,0.9,1.8,11.88,33.84,60.0,20.7,87
10843,0.9,1.8,11.88,33.84,60.0,20.7,87
10844,0.9,1.8,11.88,33.84,60.0,20.7,87
10845,0.9,1.8,11.88,33.84,60.0,20.7,87
10846,0.9,1.8,11.88,33.84,60.0,20.7,87
10847,0.9,1.8,11.88,33.84,60.0,20.7,87
10848,0.9,1.8,11.88,33.84,60.0,20.7,87
10849,0.9,1.8,11.88,33.84,60.0,20.7,87
10850,0.9,1.8,11.88,33.84,60.0,20.7,87
10851,0.9,1.8,11.88,33.84,60.0,20.7,87
10852,0.9,1.8,11.88,33.84,60.0,20.7,87
10853,0.9,1.8,11.88,33.84,60.0,20.7,87
10854,0.9,1.8,11.88,33.84,60.0,20.7,87
10855,0.9,1.8,11.88,33.84,60.0,20.7,87
10856,0.9,1.8,11.88,33.84,60.0,20.7,87
10857,0.9,1.8,11.88,33.84,60.0,20.7,87
10858,0.9,1.8,11.88,33.84,60.0,20.7,87
10859,0.9,1.8,11.88,33.84,60.0,20.7,87
10860,0.9,1.8,11.88,33.84,60.0,20.7,87
10861,0.9,1.8,11.88,33.84,60.0,20.7,87
10862,0.9,1.8,11.88,33.84,60.0,20.7,87
10863,0.9,1.8,11.88,33.84,60.0,20.7,87
10864,0.9,1.8,11.88,33.84,60.0,20.7,87
10865,0.9,1.8,11.88,33.84,60.0,20.7,87
10866,0.9,1.8,11.88,33.84,60.0,20.7,87
10867,0.9,1.8,11.88,33.84,60.0,20.7,87
10868,0.9,1.8,11.88,33.84,60.0,20.7,87
10869,0.9,1.8,11.88,33.84,60.0,20.7,87
10870,0.9,1.8,11.88,33.84,60.0,20.7,87
10871,0.9,1.8,11.88,33.84,60.0,20.7,87
10872,0.9,1.8,11.88,33.84,60.0,20.7,87
10873,0.9,1.8,11.88,33.84,60.0,20.7,87
10874,0.9,1.8,11.88,33.84,60.0,20.7,87
10875,0.9,1.8,11.88,33.84,60.0,20.7,87
10876,0.9,1.8,11.88,33.84,60.0,20.7,87
10877,0.9,1.8,11.88,33.84,60.0,20.7,87
10878,0.9,1.8,11.88,33.84,60.0,20.7,87
10879,0.9,1.8,11.88,33.84,60.0,20.7,87
10880,0.9,1.8,11.88,33.84,60.0,20.7,87
10881,0.9,1.8,11.88,33.84,60.0,20.7,87
10882,0.9,1.8,11.88,33.84,60.0,20.7,87
10883,0.9,1.8,11.88,33.84,60.0,20.7,87
10884,0.9,1.8,11.88,33.84,60.0,20.7,87
10885,0.9,1.8,11.88,33.84,60.0,20.7,87
10886,0.9,1.8,11.88,33.84,60.0,20.7,87
10887,0.9,1.8,11.88,33.84,60.0,20.7,87
10888,0.9,1.8,11.88,33.84,60.0,20.7,87
10889,0.9,1.8,11.88,33.84,60.0,20.7,87
10890,0.9,1.8,11.88,33.84,60.0,20.7,87
10891,0.9,1.8,11.88,33.84,60.0,20.7,87
10892,0.9,1.8,11.88,33.84,60.0,20.7,87
10893,0.9,1.8,11.88,33.84,60.0,20.7,87
10894,0.9,1.8,11.88,33.84,60.0,20.7,87
10895,0.9,1.8,11.88,33.84,60.0,20.7,87
10896,0.9,1.8,11.88,33.84,60.0,20.7,87
10897,0.9,1.8,11.88,33.84,60.0,20.7,87
10898,0.9,1.8,11.88,33.84,60.0,20.7,87
10899,0.9,1.8,11.88,33.84,60.0,20.7,87
10900,0.9,1.8,11.88,33.84,60.0,20.7,87
10901,0.9,1.8,11.88,33.84,60.0,20.7,87
10902,0.9,1.8,11.88,33.84,60.0,20.7,87
10903,0.9,1.8,11.88,33.84,60.0,20.7,87
10904,0.9,1.8,11.88,33.84,60.0,20.7,87
10905,0.9,1.8,11.88,33.84,60.0,20.7,87
10906,0.9,1.8,11.88,33.84,60.0,20.7,87
10907,0.9,1.8,11.88,33.84,60.0,20.7,87
10908,0.9,1.8,11.88,33.84,60.0,20.7,87
10909,0.9,1.8,11.88,33.84,60.0,20.7,87
10910,0.9,1.8,11.88,33.84,60.0,20.7,87
10911,0.9,1.8,11.88,33.84,60.0,20.7,87
10912,0.9,1.8,11.88,33.84,60.0,20.7,87
10913,0.9,1.8,11.88,33.84,60.0,20.7,87
10914,0.9,1.8,11.88,33.84,60.0,20.7,87
10915,0.9,1.8,11.88,33.84,60.0,20.7,87
10916,0.9,1.8,11.88,33.84,60.0,20.7,87
10917,0.9,1.8,11.88,33.84,60.0,20.7,87
10918,0.9,1.8,11.88,33.84,60.0,20.7,87
10919,0.9,1.8,11.88,33.84,60.0,20.7,87
10920,0.9,1.8,11.88,33.84,60.0,20.7,87
10921,0.9,1.8,11.88,33.84,60.0,20.7,87
10922,0.9,1.8,11.88,33.84,60.0,20.7,87
10923,0.9,1.8,11.88,33.84,60.0,20.7,87
10924,0.9,1.8,11.88,33.84,60.0,20.7,87
10925,0.9,1.8,11.88,33.84,60.0,20.7,87
10926,0.9,1.8,11.88,33.84,60.0,20.7,87
10927,0.9,1.8,11.88,33.84,60.0,20.7,87
10928,0.9,1.8,11.88,33.84,60.0,20.7,87
10929,0.9,1.8,11.88,33.84,60.0,20.7,87
10930,0.9,1.8,11.88,33.84,60.0,20.7,87
10931,0.9,1.8,11.88,33.84,60.0,20.7,87
10932,0.9,1.8,11.88,33.84,60.0,20.7,87
10933,0.9,1.8,11.88,33.84,60.0,20.7,87
10934,0.9,1.8,11.88,33.84,60.0,20.7,87
10935,0.9,1.8,11.88,33.84,60.0,20.7,87
10936,0.9,1.8,11.88,33.84,60.0,20.7,87
10937,0.9,1.8,11.88,33.84,60.0,20.7,87
10938,0.9,1.8,11.88,33.84,60.0,20.7,87
10939,0.9,1.8,11.88,33.84,60.0,20.7,87
10940,0.9,1.8,11.88,33.84,60.0,20.7,87
10941,0.9,1.8,11.88,33.84,60.0,20.7,87
10942,0.9,1.8,11.88,33.84,60.0,20.7,87
10943,0.9,1.8,11.88,33.84,60.0,20.7,87
10944,0.9,1.8,11.88,33.84,60.0,20.7,87
10945,0.9,1.8,11.88,33.84,60.0,20.7,87
10946,0.9,1.8,11.88,33.84,60.0,20.7,87
10947,0.9,1.8,11.88,33.84,60.0,20.7,87
10948,0.9,1.8,11.88,33.84,60.0,20.7,87
10949,0.9,1.8,11.88,33.84,60.0,20.7,87
10950,0.9,1.8,11.88,33.84,60.0,20.7,87
10951,0.9,1.8,11.88,33.84,60.0,20.7,87
10952,0.9,1.8,11.88,33.84,60.0,20.7,87
10953,0.9,1.8,11.88,33.84,60.0,20.7,87
10954,0.9,1.8,11.88,33.84,60.0,20.7,87
10955,0.9,1.8,11.88,33.84,60.0,20.7,87
10956,0.9,1.8,11.88,33.84,60.0,20.7,87
10957,0.9,1.8,11.88,33.84,60.0,20.7,87
10958,0.9,1.8,11.88,33.84,60.0,20.7,87
10959,0.9,1.8,11.88,33.84,60.0,20.7,87
10960,0.9,1.8,11.88,33.84,60.0,20.7,87
10961,0.9,1.8,11.88,33.84,60.0,20.7,87
10962,0.9,1.8,11.88,33.84,60.0,20.7,87
10963,0.9,1.8,11.88,33.84,60.0,20.7,87
10964,0.9,1.8,11.88,33.84,60.0,20.7,87
10965,0.9,1.8,11.88,33.84,60.0,20.7,87
10966,0.9,1.8,11.88,33.84,60.0,20.7,87
10967,0.9,1.8,11.88,33.84,60.0,20.7,87
10968,0.9,1.8,11.88,33.84,60.0,20.7,87
10969,0.9,1.8,11.88,33.84,60.0,20.7,87
10970,0.9,1.8,11.88,33.84,60.0,20.7,87
10971,0.9,1.8,11.88,33.84,60.0,20.7,87
10972,0.9,1.8,11.88,33.84,60.0,20.7,87
10973,0.9,1.8,11.88,33.84,60.0,20.7,87
10974,0.9,1.8,11.88,33.84,60.0,20.7,87
10975,0.9,1.8,11.88,33.84,60.0,20.7,87
10976,0.9,1.8,11.88,33.84,60.0,20.7,87
10977,0.9,1.8,11.88,33.84,60.0,20.7,87
10978,0.9,1.8,11.88,33.84,60.0,20.7,87
10979,0.9,1.8,11.88,33.84,60.0,20.7,87
10980,0.9,1.8,11.88,33.84,60.0,20.7,87
10981,0.9,1.8,11.88,33.84,60.0,20.7,87
10982,0.9,1.8,11.88,33.84,60.0,20.7,87
10983,0.9,1.8,11.88,33.84,60.0,20.7,87
10984,0.9,1.8,11.88,33.84,60.0,20.7,87
10985,0.9,1.8,11.88,33.84,60.0,20.7,87
10986,0.9,1.8,11.88,33.84,60.0,20.7,87
10987,0.9,1.8,11.88,33.84,60.0,20.7,87
10988,0.9,1.8,11.88,33.84,60.0,20.7,87
10989,0.9,1.8,11.88,33.84,60.0,20.7,87
10990,0.9,1.8,11.88,33.84,60.0,20.7,87
10991,0.9,1.8,11.88,33.84,60.0,20.7,87
10992,0.9,1.8,11.88,33.84,60.0,20.7,87
10993,0.9,1.8,11.88,33.84,60.0,20.7,87
10994,0.9,1.8,11.88,33.84,60.0,20.7,87
10995,0.9,1.8,11.88,33.84,60.0,20.7,87
10996,0.9,1.8,11.88,33.84,60.0,20.7,87
10997,0.9,1.8,11.88,33.84,60.0,20.7,87
10998,0.9,1.8,11.88,33.84,60.0,20.7,87
10999,0.9,1.8,11.88,33.84,60.0,20.7,87
11000,0.9,1.8,11.88,33.84,60.0,20.7,87
11001,0.9,1.8,11.88,33.84,60.0,20.7,87
11002,0.9,1.8,11.88,33.84,60.0,20.7,87
11003,0.9,1.8,11.88,33.84,60.0,20.7,87
11004,0.9,1.8,11.88,33.84,60.0,20.7,87
11005,0.9,1.8,11.88,33.84,60.0,20.7,87
11006,0.9,1.8,11.88,33.84,60.0,20.7,87
11007,0.9,1.8,11.88,33.84,60.0,20.7,87
11008,0.9,1.8,11.88,33.84,60.0,20.7,87
11009,0.9,1.8,11.88,33.84,60.0,20.7,87
11010,0.9,1.8,11.88,33.84,60.0,20.7,87
11011,0.9,1.8,11.88,33.84,60.0,20.7,87
11012,0.9,1.8,11.88,33.84,60.0,20.7,87
11013,0.9,1.8,11.88,33.84,60.0,20.7,87
11014,0.9,1.8,11.88,33.84,60.0,20.7,87
11015,0.9,1.8,11.88,33.84,60.0,20.7,87
11016,0.9,1.8,11.88,33.84,60.0,20.7,87
11017,0.9,1.8,11.88,33.84,60.0,20.7,87
11018,0.9,1.8,11.88,33.84,60.0,20.7,87
11019,0.9,1.8,11.88,33.84,60.0,20.7,87
11020,0.9,1.8,11.88,33.84,60.0,20.7,87
11021,0.9,1.8,11.88,33.84,60.0,20.7,87
11022,0.9,1.8,11.88,33.84,60.0,20.7,87
11023,0.9,1.8,11.88,33.84,60.0,20.7,87
11024,0.9,1.8,11.88,33.84,60.0,20.7,87
11025,0.9,1.8,11.88,33.84,60.0,20.7,87
11026,0.9,1.8,11.88,33.84,60.0,20.7,87
11027,0.9,1.8,11.88,33.84,60.0,20.7,87
11028,0.9,1.8,11.88,33.84,60.0,20.7,87
11029,0.9,1.8,11.88,33.84,60.0,20.7,87
11030,0.9,1.8,11.88,33.84,60.0,20.7,87
11031,0.9,1.8,11.88,33.84,60.0,20.7,87
11032,0.9,1.8,11.88,33.84,60.0,20.7,87
11033,0.9,1.8,11.88,33.84,60.0,20.7,87
11034,0.9,1.8,11.88,33.84,60.0,20.7,87
11035,0.9,1.8,11.88,33.84,60.0,20.7,87
11036,0.9,1.8,11.88,33.84,60.0,20.7,87
11037,0.9,1.8,11.88,33.84,60.0,20.7,87
11038,0.9,1.8,11.88,33.84,60.0,20.7,87
11039,0.9,1.8,11.88,33.84,60.0,20.7,87
11040,0.9,1.8,11.88,33.84,60.0,20.7,87
11041,0.9,1.8,11.88,33.84,60.0,20.7,87
11042,0.9,1.8,11.88,33.84,60.0,20.7,87
11043,0.9,1.8,11.88,33.84,60.0,20.7,87
11044,0.9,1.8,11.88,33.84,60.0,20.7,87
11045,0.9,1.8,11.88,33.84,60.0,20.7,87
11046,0.9,1.8,11.88,33.84,60.0,20.7,87
11047,0.9,1.8,11.88,33.84,60.0,20.7,87
11048,0.9,1.8,11.88,33.84,60.0,20.7,87
11049,0.9,1.8,11.88,33.84,60.0,20.7,87
11050,0.9,1.8,11.88,33.84,60.0,20.7,87
11051,0.9,1.8,11.88,33.84,60.0,20.7,87
11052,0.9,1.8,11.88,33.84,60.0,20.7,87
11053,0.9,1.8,11.88,33.84,60.0,20.7,87
11054,0.9,1.8,11.88,33.84,60.0,20.7,87
11055,0.9,1.8,11.88,33.84,60.0,20.7,87
11056,0.9,1.8,11.88,33.84,60.0,20.7,87
11057,0.9,1.8,11.88,33.84,60.0,20.7,87
11058,0.9,1.8,11.88,33.84,60.0,20.7,87
11059,0.9,1.8,11.88,33.84,60.0,20.7,87
11060,0.9,1.8,11.88,33.84,60.0,20.7,87
11061,0.9,1.8,11.88,33.84,60.0,20.7,87
11062,0.9,1.8,11.88,33.84,60.0,20.7,87
11063,0.9,1.8,11.88,33.84,60.0,20.7,87
11064,0.9,1.8,11.88,33.84,60.0,20.7,87
11065,0.9,1.8,11.88,33.84,60.0,20.7,87
11066,0.9,1.8,11.88,33.84,60.0,20.7,87
11067,0.9,1.8,11.88,33.84,60.0,20.7,87
11068,0.9,1.8,11.88,33.84,60.0,20.7,87
11069,0.9,1.8,11.88,33.84,60.0,20.7,87
11070,0.9,1.8,11.88,33.84,60.0,20.7,87
11071,0.9,1.8,11.88,33.84,60.0,20.7,87
11072,0.9,1.8,11.88,33.84,60.0,20.7,87
11073,0.9,1.8,11.88,33.84,60.0,20.7,87
11074,0.9,1.8,11.88,33.84,60.0,20.7,87
11075,0.9,1.8,11.88,33.84,60.0,20.7,87
11076,0.9,1.8,11.88,33.84,60.0,20.7,87
11077,0.9,1.8,11.88,33.84,60.0,20.7,87
11078,0.9,1.8,11.88,33.84,60.0,20.7,87
11079,0.9,1.8,11.88,33.84,60.0,20.7,87
11080,0.9,1.8,11.88,33.84,60.0,20.7,87
11081,0.9,1.8,11.88,33.84,60.0,20.7,87
11082,0.9,1.8,11.88,33.84,60.0,20.7,87
11083,0.9,1.8,11.88,33.84,60.0,20.7,87
11084,0.9,1.8,11.88,33.84,60.0,20.7,87
11085,0.9,1.8,11.88,33.84,60.0,20.7,87
11086,0.9,1.8,11.88,33.84,60.0,20.7,87
11087,0.9,1.8,11.88,33.84,60.0,20.7,87
11088,0.9,1.8,11.88,33.84,60.0,20.7,87
11089,0.9,1.8,11.88,33.84,60.0,20.7,87
11090,0.9,1.8,11.88,33.84,60.0,20.7,87
11091,0.9,1.8,11.88,33.84,60.0,20.7,87
11092,0.9,1.8,11.88,33.84,60.0,20.7,87
11093,0.9,1.8,11.88,33.84,60.0,20.7,87
11094,0.9,1.8,11.88,33.84,60.0,20.7,87
11095,0.9,1.8,11.88,33.84,60.0,20.7,87
11096,0.9,1.8,11.88,33.84,60.0,20.7,87
11097,0.9,1.8,11.88,33.84,60.0,20.7,87
11098,0.9,1.8,11.88,33.84,60.0,20.7,87
11099,0.9,1.8,11.88,33.84,60.0,20.7,87
11100,0.9,1.8,11.88,33.84,60.0,20.7,87
11101,0.9,1.8,11.88,33.84,60.0,20.7,87
11102,0.9,1.8,11.88,33.84,60.0,20.7,87
11103,0.9,1.8,11.88,33.84,60.0,20.7,87
11104,0.9,1.8,11.88,33.84,60.0,20.7,87
11105,0.9,1.8,11.88,33.84,60.0,20.7,87
11106,0.9,1.8,11.88,33.84,60.0,20.7,87
11107,0.9,1.8,11.88,33.84,60.0,20.7,87
11108,0.9,1.8,11.88,33.84,60.0,20.7,87
11109,0.9,1.8,11.88,33.84,60.0,20.7,87
11110,0.9,1.8,11.88,33.84,60.0,20.7,87
11111,0.9,1.8,11.88,33.84,60.0,20.7,87
11112,0.9,1.8,11.88,33.84,60.0,20.7,87
11113,0.9,1.8,11.88,33.84,60.0,20.7,87
11114,0.9,1.8,11.88,33.84,60.0,20.7,87
11115,0.9,1.8,11.88,33.84,60.0,20.7,87
11116,0.9,1.8,11.88,33.84,60.0,20.7,87
11117,0.9,1.8,11.88,33.84,60.0,20.7,87
11118,0.9,1.8,11.88,33.84,60.0,20.7,87
11119,0.9,1.8,11.88,33.84,60.0,20.7,87
11120,0.9,1.8,11.88,33.84,60.0,20.7,87
11121,0.9,1.8,11.88,33.84,60.0,20.7,87
11122,0.9,1.8,11.88,33.84,60.0,20.7,87
11123,0.9,1.8,11.88,33.84,60.0,20.7,87
11124,0.9,1.8,11.88,33.84,60.0,20.7,87
11125,0.9,1.8,11.88,33.84,60.0,20.7,87
11126,0.9,1.8,11.88,33.84,60.0,20.7,87
11127,0.9,1.8,11.88,33.84,60.0,20.7,87
11128,0.9,1.8,11.88,33.84,60.0,20.7,87
11129,0.9,1.8,11.88,33.84,60.0,20.7,87
11130,0.9,1.8,11.88,33.84,60.0,20.7,87
11131,0.9,1.8,11.88,33.84,60.0,20.7,87
11132,0.9,1.8,11.88,33.84,60.0,20.7,87
11133,0.9,1.8,11.88,33.84,60.0,20.7,87
11134,0.9,1.8,11.88,33.84,60.0,20.7,87
11135,0.9,1.8,11.88,33.84,60.0,20.7,87
11136,0.9,1.8,11.88,33.84,60.0,20.7,87
11137,0.9,1.8,11.88,33.84,60.0,20.7,87
11138,0.9,1.8,11.88,33.84,60.0,20.7,87
11139,0.9,1.8,11.88,33.84,60.0,20.7,87
11140,0.9,1.8,11.88,33.84,60.0,20.7,87
11141,0.9,1.8,11.88,33.84,60.0,20.7,87
11142,0.9,1.8,11.88,33.84,60.0,20.7,87
11143,0.9,1.8,11.88,33.84,60.0,20.7,87
11144,0.9,1.8,11.88,33.84,60.0,20.7,87
11145,0.9,1.8,11.88,33.84,60.0,20.7,87
11146,0.9,1.8,11.88,33.84,60.0,20.7,87
11147,0.9,1.8,11.88,33.84,60.0,20.7,87
11148,0.9,1.8,11.88,33.84,60.0,20.7,87
11149,0.9,1.8,11.88,33.84,60.0,20.7,87
11150,0.9,1.8,11.88,33.84,60.0,20.7,87
11151,0.9,1.8,11.88,33.84,60.0,20.7,87
11152,0.9,1.8,11.88,33.84,60.0,20.7,87
11153,0.9,1.8,11.88,33.84,60.0,20.7,87
11154,0.9,1.8,11.88,33.84,60.0,20.7,87
11155,0.9,1.8,11.88,33.84,60.0,20.7,87
11156,0.9,1.8,11.88,33.84,60.0,20.7,87
11157,0.9,1.8,11.88,33.84,60.0,20.7,87
11158,0.9,1.8,11.88,33.84,60.0,20.7,87
11159,0.9,1.8,11.88,33.84,60.0,20.7,87
11160,0.9,1.8,11.88,33.84,60.0,20.7,87
11161,0.9,1.8,11.88,33.84,60.0,20.7,87
11162,0.9,1.8,11.88,33.84,60.0,20.7,87
11163,0.9,1.8,11.88,33.84,60.0,20.7,87
11164,0.9,1.8,11.88,33.84,60.0,20.7,87
11165,0.9,1.8,11.88,33.84,60.0,20.7,87
11166,0.9,1.8,11.88,33.84,60.0,20.7,87
11167,0.9,1.8,11.88,33.84,60.0,20.7,87
11168,0.9,1.8,11.88,33.84,60.0,20.7,87
11169,0.9,1.8,11.88,33.84,60.0,20.7,87
11170,0.9,1.8,11.88,33.84,60.0,20.7,87
11171,0.9,1.8,11.88,33.84,60.0,20.7,87
11172,0.9,1.8,11.88,33.84,60.0,20.7,87
11173,0.9,1.8,11.88,33.84,60.0,20.7,87
11174,0.9,1.8,11.88,33.84,60.0,20.7,87
11175,0.9,1.8,11.88,33.84,60.0,20.7,87
11176,0.9,1.8,11.88,33.84,60.0,20.7,87
11177,0.9,1.8,11.88,33.84,60.0,20.7,87
11178,0.9,1.8,11.88,33.84,60.0,20.7,87
11179,0.9,1.8,11.88,33.84,60.0,20.7,87
11180,0.9,1.8,11.88,33.84,60.0,20.7,87
11181,0.9,1.8,11.88,33.84,60.0,20.7,87
11182,0.9,1.8,11.88,33.84,60.0,20.7,87
11183,0.9,1.8,11.88,33.84,60.0,20.7,87
11184,0.9,1.8,11.88,33.84,60.0,20.7,87
11185,0.9,1.8,11.88,33.84,60.0,20.7,87
11186,0.9,1.8,11.88,33.84,60.0,20.7,87
11187,0.9,1.8,11.88,33.84,60.0,20.7,87
11188,0.9,1.8,11.88,33.84,60.0,20.7,87
11189,0.9,1.8,11.88,33.84,60.0,20.7,87
11190,0.9,1.8,11.88,33.84,60.0,20.7,87
11191,0.9,1.8,11.88,33.84,60.0,20.7,87
11192,0.9,1.8,11.88,33.84,60.0,20.7,87
11193,0.9,1.8,11.88,33.84,60.0,20.7,87
11194,0.9,1.8,11.88,33.84,60.0,20.7,87
11195,0.9,1.8,11.88,33.84,60.0,20.7,87
11196,0.9,1.8,11.88,33.84,60.0,20.7,87
11197,0.9,1.8,11.88,33.84,60.0,20.7,87
11198,0.9,1.8,11.88,33.84,60.0,20.7,87
11199,0.9,1.8,11.88,33.84,60.0,20.7,87
11200,0.9,1.8,11.88,33.84,60.0,20.7,87
11201,0.9,1.8,11.88,33.84,60.0,20.7,87
11202,0.9,1.8,11.88,33.84,60.0,20.7,87
11203,0.9,1.8,11.88,33.84,60.0,20.7,87
11204,0.9,1.8,11.88,33.84,60.0,20.7,87
11205,0.9,1.8,11.88,33.84,60.0,20.7,87
11206,0.9,1.8,11.88,33.84,60.0,20.7,87
11207,0.9,1.8,11.88,33.84,60.0,20.7,87
11208,0.9,1.8,11.88,33.84,60.0,20.7,87
11209,0.9,1.8,11.88,33.84,60.0,20.7,87
11210,0.9,1.8,11.88,33.84,60.0,20.7,87
11211,0.9,1.8,11.88,33.84,60.0,20.7,87
11212,0.9,1.8,11.88,33.84,60.0,20.7,87
11213,0.9,1.8,11.88,33.84,60.0,20.7,87
11214,0.9,1.8,11.88,33.84,60.0,20.7,87
11215,0.9,1.8,11.88,33.84,60.0,20.7,87
11216,0.9,1.8,11.88,33.84,60.0,20.7,87
11217,0.9,1.8,11.88,33.84,60.0,20.7,87
11218,0.9,1.8,11.88,33.84,60.0,20.7,87
11219,0.9,1.8,11.88,33.84,60.0,20.7,87
11220,0.9,1.8,11.88,33.84,60.0,20.7,87
11221,0.9,1.8,11.88,33.84,60.0,20.7,87
11222,0.9,1.8,11.88,33.84,60.0,20.7,87
11223,0.9,1.8,11.88,33.84,60.0,20.7,87
11224,0.9,1.8,11.88,33.84,60.0,20.7,87
11225,0.9,1.8,11.88,33.84,60.0,20.7,87
11226,0.9,1.8,11.88,33.84,60.0,20.7,87
11227,0.9,1.8,11.88,33.84,60.0,20.7,87
11228,0.9,1.8,11.88,33.84,60.0,20.7,87
11229,0.9,1.8,11.88,33.84,60.0,20.7,87
11230,0.9,1.8,11.88,33.84,60.0,20.7,87
11231,0.9,1.8,11.88,33.84,60.0,20.7,87
11232,0.9,1.8,11.88,33.84,60.0,20.7,87
11233,0.9,1.8,11.88,33.84,60.0,20.7,87
11234,0.9,1.8,11.88,33.84,60.0,20.7,87
11235,0.9,1.8,11.88,33.84,60.0,20.7,87
11236,0.9,1.8,11.88,33.84,60.0,20.7,87
11237,0.9,1.8,11.88,33.84,60.0,20.7,87
11238,0.9,1.8,11.88,33.84,60.0,20.7,87
11239,0.9,1.8,11.88,33.84,60.0,20.7,87
11240,0.9,1.8,11.88,33.84,60.0,20.7,87
11241,0.9,1.8,11.88,33.84,60.0,20.7,87
11242,0.9,1.8,11.88,33.84,60.0,20.7,87
11243,0.9,1.8,11.88,33.84,60.0,20.7,87
11244,0.9,1.8,11.88,33.84,60.0,20.7,87
11245,0.9,1.8,11.88,33.84,60.0,20.7,87
11246,0.9,1.8,11.88,33.84,60.0,20.7,87
11247,0.9,1.8,11.88,33.84,60.0,20.7,87
11248,0.9,1.8,11.88,33.84,60.0,20.7,87
11249,0.9,1.8,11.88,33.84,60.0,20.7,87
11250,0.9,1.8,11.88,33.84,60.0,20.7,87
11251,0.9,1.8,11.88,33.84,60.0,20.7,87
11252,0.9,1.8,11.88,33.84,60.0,20.7,87
11253,0.9,1.8,11.88,33.84,60.0,20.7,87
11254,0.9,1.8,11.88,33.84,60.0,20.7,87
11255,0.9,1.8,11.88,33.84,60.0,20.7,87
11256,0.9,1.8,11.88,33.84,60.0,20.7,87
11257,0.9,1.8,11.88,33.84,60.0,20.7,87
11258,0.9,1.8,11.88,33.84,60.0,20.7,87
11259,0.9,1.8,11.88,33.84,60.0,20.7,87
11260,0.9,1.8,11.88,33.84,60.0,20.7,87
11261,0.9,1.8,11.88,33.84,60.0,20.7,87
11262,0.9,1.8,11.88,33.84,60.0,20.7,87
11263,0.9,1.8,11.88,33.84,60.0,20.7,87
11264,0.9,1.8,11.88,33.84,60.0,20.7,87
11265,0.9,1.8,11.88,33.84,60.0,20.7,87
11266,0.9,1.8,11.88,33.84,60.0,20.7,87
11267,0.9,1.8,11.88,33.84,60.0,20.7,87
11268,0.9,1.8,11.88,33.84,60.0,20.7,87
11269,0.9,1.8,11.88,33.84,60.0,20.7,87
11270,0.9,1.8,11.88,33.84,60.0,20.7,87
11271,0.9,1.8,11.88,33.84,60.0,20.7,87
11272,0.9,1.8,11.88,33.84,60.0,20.7,87
11273,0.9,1.8,11.88,33.84,60.0,20.7,87
11274,0.9,1.8,11.88,33.84,60.0,20.7,87
11275,0.9,1.8,11.88,33.84,60.0,20.7,87
11276,0.9,1.8,11.88,33.84,60.0,20.7,87
11277,0.9,1.8,11.88,33.84,60.0,20.7,87
11278,0.9,1.8,11.88,33.84,60.0,20.7,87
11279,0.9,1.8,11.88,33.84,60.0,20.7,87
11280,0.9,1.8,11.88,33.84,60.0,20.7,87
11281,0.9,1.8,11.88,33.84,60.0,20.7,87
11282,0.9,1.8,11.88,33.84,60.0,20.7,87
11283,0.9,1.8,11.88,33.84,60.0,20.7,87
11284,0.9,1.8,11.88,33.84,60.0,20.7,87
11285,0.9,1.8,11.88,33.84,60.0,20.7,87
11286,0.9,1.8,11.88,33.84,60.0,20.7,87
11287,0.9,1.8,11.88,33.84,60.0,20.7,87
11288,0.9,1.8,11.88,33.84,60.0,20.7,87
11289,0.9,1.8,11.88,33.84,60.0,20.7,87
11290,0.9,1.8,11.88,33.84,60.0,20.7,87
11291,0.9,1.8,11.88,33.84,60.0,20.7,87
11292,0.9,1.8,11.88,33.84,60.0,20.7,87
11293,0.9,1.8,11.88,33.84,60.0,20.7,87
11294,0.9,1.8,11.88,33.84,60.0,20.7,87
11295,0.9,1.8,11.88,33.84,60.0,20.7,87
11296,0.9,1.8,11.88,33.84,60.0,20.7,87
11297,0.9,1.8,11.88,33.84,60.0,20.7,87
11298,0.9,1.8,11.88,33.84,60.0,20.7,87
