tick,Elec_x,Iron_steel
8950,161.6,0
8951,161.9,0
8952,163.6,0
8953,165.2,0
8954,169.1,0
8955,173.6,0
8956,177.6,0
8957,181.5,0
8958,184.7,7.723.823.585
8959,188.4,665.661.445
8960,193.2,1.208.129.043
8961,195.7,1.518.221.193
8962,198.2,178.905.627
8963,201.3,2.029.018.836
8964,204.4,2.158.911.221
8965,207.6,2.211.907.131
8966,209.7,2.388.165.241
8967,211.2,224.877.187
8968,214.3,2.264.242.301
8969,216,2.249.774.372
8970,217.5,2.289.509.913
8971,216.1,2.289.897.243
8972,215.6,2.181.877.634
8973,213.5,2.409.536.765
8974,211.6,2.465.950.296
8975,208.1,241.892.383
8976,208.4,2.523.275.193
8977,206.1,2.611.108.054
8978,204.2,258.499.743
8979,201.9,2.556.745.095
8980,199.3,2.482.901.697
8981,197.4,2.448.269.803
8982,196.3,2.433.961.363
8983,194.2,2.344.624.749
8984,193.3,2.209.947.695
8985,193.1,2.032.801.004
8986,191.3,1.864.585.695
8987,189.8,1.549.139.272
8988,190.2,1.305.394.538
8989,189.4,1.082.770.703
8990,189.7,6.950.302.019
8991,189.4,3.824.773.643
8992,191.1,1.027.564.731
8993,193.5,0
8994,195.1,0
8995,197.7,0
8996,203.5,0
8997,203.6,0
8998,204.3,0
8999,205.4,0
9000,207.6,0
9001,208.7,0
9002,211.4,0
9003,213.9,0
9004,217.9,0
9005,219.5,0
9006,217.1,0
9007,214.9,0
9008,213.6,0
9009,210.4,0
9010,209.2,0
9011,207.8,0
9012,209.7,0
9013,207,0
9014,203.4,0
9015,200,0
9016,194.9,0
9017,191.4,0
9018,187.2,0
9019,184.6,0
9020,181.2,0
9021,177.3,0
9022,175.9,0
9023,173.5,0
9024,171.7,0
9025,170.6,0
9026,169,0
9027,167.3,0
9028,166.7,0
9029,166.2,0
9030,166.2,0
9031,166.1,0
9032,166,0
9033,166,0
9034,167,0
9035,168.2,0
9036,170.9,0
9037,173.4,0
9038,177.1,0
9039,180.2,0
9040,186.3,0
9041,190.9,0
9042,197.9,0
9043,206.6,0
9044,223.4,0
9045,234.6,0
9046,243.5,0
9047,249,0
9048,256.8,0
9049,260.7,0
9050,264,0
9051,268.2,0
9052,273,0
9053,273.4,0
9054,274.1,0
9055,273.8,0
9056,273,0
9057,273.5,0
9058,274.8,0
9059,276.6,0
9060,278.7,0
9061,280.6,0
9062,282,0
9063,284.3,0
9064,284.1,0
9065,284.9,0
9066,286.2,0
9067,286.9,0
9068,284.2,0
9069,282.9,0
9070,284.3,0
9071,284.5,0
9072,284.1,0
9073,282.4,0
9074,280.6,0
9075,278.5,0
9076,278.3,0
9077,278.5,0
9078,276.7,0
9079,274.9,0
9080,275.3,0
9081,272.9,0
9082,271.6,0
9083,268.2,0
9084,265,0
9085,263.6,0
9086,260.8,0
9087,259.4,0
9088,258.5,0
9089,258,0
9090,260.3,0
9091,260.7,0
9092,259.6,0
9093,259.9,0
9094,260.2,0
9095,261.8,0
9096,261.2,0
9097,260.5,0
9098,260.8,0
9099,261.6,0
9100,263.5,0
9101,262.1,0
9102,260.3,0
9103,256.5,0
9104,253.7,0
9105,249.6,0
9106,243.8,0
9107,239.6,0
9108,235.1,0
9109,231.5,0
9110,226,0
9111,220.7,0
9112,214.9,0
9113,209.3,0
9114,205.4,0
9115,200.9,0
9116,197.1,0
9117,193,0
9118,191,0
9119,189.1,0
9120,186.7,0
9121,185.6,0
9122,183.8,0
9123,183.3,0
9124,181.9,0
9125,180.6,0
9126,182,0
9127,182.5,0
9128,183.6,0
9129,184.7,0
9130,184.4,0
9131,186.4,0
9132,189.4,0
9133,190.5,0
9134,193.2,0
9135,195.6,0
9136,202,0
9137,206.1,0
9138,211.8,0
9139,219.7,0
9140,234.1,0
9141,243.2,0
9142,251.1,0
9143,255.6,0
9144,263.2,0
9145,266.7,0
9146,269.4,0
9147,272.7,0
9148,278.4,0
9149,279.4,0
9150,279.9,0
9151,279.8,0
9152,278,0
9153,278.8,0
9154,280.9,0
9155,282.4,0
9156,284,0
9157,284.5,0
9158,286.2,0
9159,287.7,0
9160,289.4,0
9161,289.4,0
9162,289.6,0
9163,288.2,0
9164,286.8,0
9165,285.6,0
9166,285.3,0
9167,283.9,0
9168,283.7,0
9169,283.1,0
9170,281,0
9171,278.5,0
9172,277.6,0
9173,277.7,0
9174,276.7,0
9175,276.3,0
9176,275.6,0
9177,273.5,0
9178,272.4,0
9179,270.4,0
9180,269.4,0
9181,268,0
9182,266.7,0
9183,265,0
9184,265.7,0
9185,267.3,0
9186,267.5,0
9187,266.6,0
9188,267.1,0
9189,267.5,0
9190,267.7,0
9191,268.4,0
9192,269,0
9193,268,0
9194,267.7,0
9195,268.9,0
9196,269.2,0
9197,269.3,0
9198,266.1,0
9199,261.6,0
9200,256.4,0
9201,250.6,0
9202,245.5,0
9203,246.1,0
9204,243.4,0
9205,238.8,0
9206,234.1,0
9207,228,0
9208,221.7,0
9209,218.4,0
9210,216,0
9211,211,0
9212,206.4,0
9213,203.2,0
9214,200.9,0
9215,197.1,0
9216,194.4,0
9217,192.5,0
9218,192.3,0
9219,190.7,0
9220,188.6,0
9221,188.8,0
9222,189.3,0
9223,190.4,0
9224,191.3,0
9225,191.7,0
9226,193.2,0
9227,193.7,0
9228,196.7,0
9229,197.3,0
9230,199.5,0
9231,201.3,0
9232,207.3,0
9233,210.6,0
9234,216.9,0
9235,223.3,0
9236,237.9,0
9237,246.2,0
9238,253,0
9239,257.8,0
9240,266.2,0
9241,270.7,0
9242,273.2,0
9243,277.2,0
9244,280.9,0
9245,281.6,0
9246,281.5,7.746.607.725
9247,282.9,7.033.008.449
9248,281,1.122.711.301
9249,282.4,1.501.201.441
9250,284.2,1.874.063.898
9251,286.7,2.073.858.025
9252,287.5,2.260.574.055
9253,290,2.383.562.845
9254,291.4,2.235.055.818
9255,293.5,2.376.431.409
9256,295,230.787.393
9257,297.9,2.239.225.315
9258,298.7,2.241.982.196
9259,298.3,2.336.627.515
9260,295.1,2.407.827.954
9261,292.8,2.232.002.743
9262,292.8,2.375.223.849
9263,292.6,245.419.368
9264,292.5,2.503.703.617
9265,292.4,2.540.545.572
9266,290.9,2.625.051.948
9267,289.1,2.610.196.689
9268,284.7,2.685.726.114
9269,282.6,2.596.867.967
9270,282.8,2.312.567.463
9271,281.5,2.258.910.813
9272,282.3,2.169.688.119
9273,278.9,211.279.612
9274,276.7,1.906.690.787
9275,273.7,160.922.105
9276,274.5,1.407.513.055
9277,274.2,103.911.629
9278,272.1,7.587.118.742
9279,271.7,4.021.400.775
9280,270,1.672.355.903
9281,271.5,0
9282,272.6,0
9283,271,0
9284,272.2,0
9285,272.8,0
9286,272.5,0
9287,271.8,0
9288,269.5,0
9289,269.2,0
9290,269.7,0
9291,266.6,0
9292,269.1,0
9293,269.8,0
9294,268.2,0
9295,264.7,0
9296,262.6,0
9297,259.8,0
9298,255.9,0
9299,251.1,0
9300,248,0
9301,244.2,0
9302,238.6,0
9303,233.9,0
9304,228.2,0
9305,222.9,0
9306,217.3,0
9307,213.7,0
9308,209.8,0
9309,206.4,0
9310,201.8,0
9311,200.4,0
9312,196.7,0
9313,195.6,0
9314,194.8,0
9315,193.9,0
9316,191.4,0
9317,190.2,0
9318,190.9,0
9319,190.6,0
9320,193.4,0
9321,193.8,0
9322,194.1,0
9323,195.6,0
9324,198.4,0
9325,199.2,0
9326,200.9,0
9327,203.2,0
9328,208.5,0
9329,211.8,0
9330,216.7,0
9331,221.9,0
9332,236.9,0
9333,245.6,0
9334,250.9,0
9335,254.8,0
9336,263.5,0
9337,267,0
9338,271.4,0
9339,274.2,0
9340,279.1,0
9341,281.6,0
9342,281.8,259.055.676
9343,283,5.517.635.273
9344,280.1,1.208.835.351
9345,283.3,1.613.595.605
9346,286.7,1.911.042.557
9347,288.3,2.162.078.216
9348,288,2.251.779.377
9349,289.9,2.335.579.445
9350,265.1,2.389.760.131
9351,264.7,227.447.238
9352,293.1,212.143.131
9353,295.1,2.232.025.527
9354,295.8,2.337.288.255
9355,296,2.148.476.084
9356,293.3,2.156.404.965
9357,293.3,2.398.851.003
9358,293.2,2.226.352.276
9359,293.4,2.455.788.569
9360,292.9,2.429.996.923
9361,292.1,2.470.415.988
9362,289.1,2.518.604.444
9363,286.8,2.598.553.993
9364,286.3,2.481.170.102
9365,285.4,2.447.495.142
9366,284.7,2.363.376.096
9367,285,2.337.379.392
9368,285.1,2.165.518.621
9369,282.9,20.030.677
9370,279.9,1.804.071.018
9371,277.8,1.654.493.137
9372,276.4,1.338.363.189
9373,274.7,9.923.176.654
9374,272.9,6.805.394.886
9375,269.1,3.370.230.043
9376,270,4.310.759.358
9377,269.1,0
9378,268.5,0
9379,267.9,0
9380,266.8,0
9381,266.1,0
9382,265.4,0
9383,267.1,0
9384,266.1,0
9385,264.1,0
9386,263.4,0
9387,264.5,0
9388,264.3,0
9389,264.4,0
9390,264.5,0
9391,261.9,0
9392,258.4,0
9393,254.1,0
9394,250.5,0
9395,246.6,0
9396,244.6,0
9397,239.7,0
9398,234.7,0
9399,229.6,0
9400,225.4,0
9401,220.6,0
9402,215.9,0
9403,211.9,0
9404,207.7,0
9405,204.2,0
9406,201,0
9407,198.5,0
9408,196.9,0
9409,195.1,0
9410,193.2,0
9411,192.4,0
9412,190.8,0
9413,190.3,0
9414,190.9,0
9415,191.5,0
9416,192.6,0
9417,192.3,0
9418,194.3,0
9419,194.6,0
9420,198.1,0
9421,199.3,0
9422,201.5,0
9423,204.2,0
9424,209.3,0
9425,212.7,0
9426,218,0
9427,224.7,0
9428,239.5,0
9429,247.5,0
9430,254,0
9431,258.1,0
9432,265.8,0
9433,270.6,0
9434,273.5,0
9435,275.5,0
9436,278.9,0
9437,279.2,0
9438,279.5,3.604.451.006
9439,279.7,467.644.481
9440,278.7,957.184.521
9441,278.6,1.573.244.892
9442,281.9,1.872.286.735
9443,282.2,1.904.138.963
9444,282.7,2.120.314.887
9445,282.4,2.379.006.016
9446,283.1,2.320.405.207
9447,284,2.286.661.896
9448,285.7,2.305.276.538
9449,287.6,232.366.334
9450,288.8,222.466.625
9451,290,2.262.191.729
9452,288.8,235.002.459
9453,288.1,2.440.887.742
9454,286.2,245.458.101
9455,286,2.337.105.982
9456,284.8,2.361.006.546
9457,282,2.661.802.767
9458,280.1,2.601.242.522
9459,276.1,2.623.753.252
9460,273.6,2.559.501.976
9461,271.2,2.468.547.688
9462,269.8,2.543.097.395
9463,268,2.436.011.936
9464,267.4,2.229.815.465
9465,265.3,210.630.264
9466,263.5,1.874.063.898
9467,261.4,1.649.093.296
9468,261,1.388.123.752
9469,259.5,1.109.291.442
9470,258.8,7.138.499.018
9471,255.8,3.619.944.222
9472,256.9,508.542.013
9473,256.8,0
9474,256.2,0
9475,256,0
9476,256.1,0
9477,256.2,0
9478,256.6,0
9479,255.8,0
9480,255.8,0
9481,254.3,0
9482,253.6,0
9483,254.4,0
9484,254.2,0
9485,254.4,0
9486,253.9,0
9487,251.1,0
9488,247.9,0
9489,245.3,0
9490,239.9,0
9491,237,0
9492,234.3,0
9493,230.1,0
9494,225,0
9495,221.8,0
9496,216.3,0
9497,211.9,0
9498,208.4,0
9499,205.1,0
9500,199.9,0
9501,195.5,0
9502,192.7,0
9503,190.5,0
9504,186.9,0
9505,184.6,0
9506,182.3,0
9507,182.4,0
9508,179.9,0
9509,178.9,0
9510,178.9,0
9511,179.8,0
9512,179.3,0
9513,178.6,0
9514,179.4,0
9515,179.4,0
9516,180.5,0
9517,179.7,0
9518,180.5,0
9519,182.1,0
9520,183.8,0
9521,184.1,0
9522,183.7,0
9523,184.9,0
9524,187.7,0
9525,188.7,0
9526,189.5,0
9527,191.4,0
9528,195.9,0
9529,199.2,0
9530,203.1,0
9531,207.3,0
9532,212.4,0
9533,216,0
9534,219.8,6.438.798.068
9535,222.8,6.830.457.441
9536,226.6,1.062.219.408
9537,229.4,1.356.203.171
9538,231.8,1.711.111.726
9539,233.6,199.233.637
9540,235.7,2.261.234.795
9541,236.9,2.322.911.463
9542,237,241.309.109
9543,236.2,2.344.032.361
9544,236.8,22.152.564
9545,237.1,2.202.747.907
9546,237.9,2.308.078.987
9547,236.4,2.382.560.342
9548,235.4,2.323.868.397
9549,235.3,2.374.107.426
9550,234.2,2.403.362.263
9551,232.7,2.458.066.984
9552,229.6,2.478.549.926
9553,226.9,257.889.128
9554,224.8,2.561.506.981
9555,222.4,2.621.019.155
9556,219.1,2.580.805.148
9557,215.9,2.526.647.246
9558,214.5,2.573.081.324
9559,212.3,239.520.554
9560,211.5,22.698.472
9561,210.8,1.853.489.819
9562,210.4,1.878.529.589
9563,208.5,1.699.924.713
9564,207.8,1.292.202.521
9565,209.1,1.056.591.725
9566,208,7.970.120.142
9567,208.1,4.225.546.673
9568,209.1,8.555.444.708
9569,210.6,0
9570,211.4,0
9571,212.8,0
9572,214.7,0
9573,215.5,0
9574,216.7,0
9575,216.3,0
9576,216.9,0
9577,216.6,0
9578,215.9,0
9579,215.4,0
9580,216,0
9581,216.2,0
9582,215.3,0
9583,213,0
9584,211.2,0
9585,208.6,0
9586,206.5,0
9587,204.8,0
9588,204,0
9589,202,0
9590,198.3,0
9591,195.6,0
9592,191.5,0
9593,188.6,0
9594,185.8,0
9595,181.9,0
9596,177.7,0
9597,174.6,0
9598,172.4,0
9599,168.6,0
9600,166.2,0
9601,164,0
9602,162.3,0
9603,160.5,0
9604,158.5,0
9605,158.4,0
9606,156.9,0
9607,156.3,0
9608,156,0
9609,155.9,0
9610,156,0
9611,156.5,0
9612,156.7,0
9613,157.3,0
9614,159.1,0
9615,159.8,0
9616,160.3,0
9617,159.5,0
9618,159.6,0
9619,160.2,0
9620,159.9,0
9621,159.6,0
9622,159.1,0
9623,159,0
9624,161.3,0
9625,164.6,0
9626,168.6,0
9627,172.9,0
9628,177.4,0
9629,182.1,0
9630,186,0
9631,188.4,0
9632,192.6,0
9633,195.2,0
9634,197.9,0
9635,200,0
9636,202.7,0
9637,204.8,0
9638,207,0
9639,209.5,0
9640,213.7,0
9641,215.2,0
9642,216.9,0
9643,215.8,0
9644,214.4,0
9645,214.1,0
9646,212.5,0
9647,210.5,0
9648,207,0
9649,205.4,0
9650,204,0
9651,202.2,0
9652,200,0
9653,197.3,0
9654,195.2,0
9655,194.5,0
9656,193.6,0
9657,191.8,0
9658,190.1,0
9659,188,0
9660,187.9,0
9661,187.5,0
9662,187.6,0
9663,187,0
9664,189.6,0
9665,191.4,0
9666,193.2,0
9667,195.3,0
9668,201.2,0
9669,202.6,0
9670,202.9,0
9671,204.3,0
9672,205.8,0
9673,207,0
9674,206.6,0
9675,207,0
9676,210.4,0
9677,212.3,0
9678,213.6,0
9679,212.9,0
9680,212.6,0
9681,211.3,0
9682,209.2,0
9683,209.6,0
9684,212.3,0
9685,210.1,0
9686,205.9,0
9687,202,0
9688,198.5,0
9689,194.8,0
9690,190.5,0
9691,187.1,0
9692,183,0
9693,181.2,0
9694,179.1,0
9695,177.1,0
9696,174.8,0
9697,173.7,0
9698,172.6,0
9699,171.9,0
9700,171.5,0
9701,169.9,0
9702,170.2,0
9703,171.8,0
9704,172.6,0
9705,173.9,0
9706,174.6,0
9707,176.2,0
9708,180.3,0
9709,182.2,0
9710,185.1,0
9711,188,0
9712,194.9,0
9713,199.3,0
9714,205.7,0
9715,214.2,0
9716,230.7,0
9717,238.3,0
9718,245.2,0
9719,250.5,0
9720,257,0
9721,260.5,0
9722,265.1,0
9723,269.9,0
9724,273.4,0
9725,275.6,0
9726,276.9,0
9727,276.8,0
9728,276.8,0
9729,277.5,0
9730,279.5,0
9731,280.2,0
9732,280.8,0
9733,281.1,0
9734,283,0
9735,283.7,0
9736,285.1,0
9737,286.3,0
9738,288.2,0
9739,288,0
9740,284.5,0
9741,282.5,0
9742,283,0
9743,282.4,0
9744,282.7,0
9745,281.5,0
9746,279.7,0
9747,277.3,0
9748,275.9,0
9749,274.7,0
9750,273.5,0
9751,273.1,0
9752,271.9,0
9753,270.4,0
9754,268.3,0
9755,265.9,0
9756,263.1,0
9757,262.5,0
9758,261.2,0
9759,259.7,0
9760,258.9,0
9761,259,0
9762,258.2,0
9763,259.4,0
9764,259.1,0
9765,258.5,0
9766,259.2,0
9767,260.1,0
9768,259.6,0
9769,259.9,0
9770,260,0
9771,260,0
9772,260.6,0
9773,260.4,0
9774,261.2,0
9775,259.4,0
9776,256.8,0
9777,252.3,0
9778,247.8,0
9779,242.6,0
9780,239.3,0
9781,234.3,0
9782,228.9,0
9783,225.3,0
9784,218.8,0
9785,213.7,0
9786,208.8,0
9787,204.5,0
9788,197.8,0
9789,195.9,0
9790,193.4,0
9791,192,0
9792,188.7,0
9793,188.1,0
9794,185.9,0
9795,185.1,0
9796,182.7,0
9797,182.2,0
9798,181.9,0
9799,182.8,0
9800,184.3,0
9801,184.8,0
9802,184.5,0
9803,185.8,0
9804,187.3,0
9805,189,0
9806,191.9,0
9807,195,0
9808,200.4,0
9809,203.9,0
9810,209.7,0
9811,217.1,0
9812,229.4,0
9813,238.6,0
9814,246,0
9815,252,0
9816,259.6,0
9817,263.7,0
9818,266.6,0
9819,270.7,0
9820,276.2,0
9821,277.9,0
9822,278.6,0
9823,278.3,0
9824,277.2,0
9825,277.7,0
9826,279.3,0
9827,281,0
9828,283,0
9829,283.6,0
9830,285.2,0
9831,285.5,0
9832,286.5,0
9833,287.4,0
9834,287.4,0
9835,288.6,0
9836,284.8,0
9837,283.2,0
9838,283.7,0
9839,282.9,0
9840,284.6,0
9841,283.6,0
9842,284,0
9843,280.9,0
9844,279.9,0
9845,279.7,0
9846,277.8,0
9847,276.9,0
9848,276.1,0
9849,273.9,0
9850,271.5,0
9851,269.5,0
9852,266.3,0
9853,265.7,0
9854,263.3,0
9855,261.9,0
9856,259.5,0
9857,260.8,0
9858,260.9,0
9859,262.3,0
9860,261,0
9861,260,0
9862,262.1,0
9863,263,0
9864,264.4,0
9865,262.4,0
9866,262.3,0
9867,262.2,0
9868,261.5,0
9869,262.9,0
9870,263.1,0
9871,260,0
9872,256.3,0
9873,252,0
9874,248.3,0
9875,244.7,0
9876,241.6,0
9877,236,0
9878,229.9,0
9879,225.1,0
9880,218.5,0
9881,213.7,0
9882,208.8,0
9883,205.5,0
9884,198.5,0
9885,196.3,0
9886,193.4,0
9887,191.6,0
9888,189.8,0
9889,188.1,0
9890,187.5,0
9891,186.4,0
9892,184,0
9893,183.2,0
9894,184.2,0
9895,184.7,0
9896,185.5,0
9897,187.1,0
9898,187.8,0
9899,187.9,0
9900,190.7,0
9901,193.6,0
9902,197.2,0
9903,199.7,0
9904,205.2,0
9905,209.5,0
9906,214.9,0
9907,221.7,0
9908,233.3,0
9909,242.3,0
9910,248.7,0
9911,254.1,0
9912,261.3,0
9913,264.6,0
9914,268.2,0
9915,270.9,0
9916,276.4,0
9917,277.6,0
9918,278.6,0
9919,278.2,0
9920,276.9,0
9921,278.8,0
9922,279.3,0
9923,279.2,0
9924,280.7,0
9925,282.7,0
9926,284.8,0
9927,286.3,0
9928,288.5,0
9929,291.7,0
9930,293.2,0
9931,294.7,0
9932,294.2,0
9933,293,0
9934,294.4,0
9935,292.6,0
9936,291,0
9937,289,0
9938,288,0
9939,283.6,0
9940,282.5,0
9941,280.4,0
9942,281,0
9943,278.7,0
9944,278.1,0
9945,275.3,0
9946,273.8,0
9947,271.4,0
9948,270.4,0
9949,269,0
9950,266.4,0
9951,264.4,0
9952,264.3,0
9953,265.8,0
9954,266.5,0
9955,266.2,0
9956,265.7,0
9957,265.5,0
9958,265.6,0
9959,266,0
9960,266.4,0
9961,264.5,0
9962,264,0
9963,263.6,0
9964,263.3,0
9965,263.3,0
9966,263.3,0
9967,260.6,0
9968,257.2,0
9969,253.4,0
9970,250,0
9971,244.7,0
9972,241.9,0
9973,238.1,0
9974,233.5,0
9975,228.3,0
9976,221,0
9977,215.7,0
9978,211.4,0
9979,207.2,0
9980,203.4,0
9981,200.4,0
9982,197.8,0
9983,195.8,0
9984,193.6,0
9985,191.2,0
9986,189.4,0
9987,189.5,0
9988,187.7,0
9989,186.4,0
9990,187.3,0
9991,188,0
9992,188.2,0
9993,188.3,0
9994,189.4,0
9995,190.2,0
9996,192.6,0
9997,193.8,0
9998,197.4,0
9999,198.2,0
10000,204.4,0
10001,209,0
10002,214.5,0
10003,221.2,0
10004,233.8,0
10005,242.5,0
10006,249.6,0
10007,256,0
10008,263.5,0
10009,267.8,0
10010,271.2,0
10011,274.5,0
10012,278.6,0
10013,279.4,0
10014,280.4,2.134.873.952
10015,280,6.358.142.211
10016,279.5,1.193.182.647
10017,280.3,1.591.859.535
10018,282.7,178.124.131
10019,283.6,2.111.953.107
10020,284.3,2.162.488.331
10021,284.8,227.012.061
10022,285.7,2.389.350.016
10023,288,2.205.413.651
10024,289.6,2.303.863.922
10025,291.2,232.086.089
10026,291.3,2.377.388.342
10027,291.7,2.209.492.012
10028,289,2.302.496.873
10029,288.5,2.281.922.794
10030,287.9,239.069.428
10031,288.3,2.405.298.914
10032,287.9,2.527.148.497
10033,286.8,251.208.818
10034,285.2,2.563.170.223
10035,281.1,2.648.109.498
10036,279.6,2.610.538.451
10037,279.5,2.613.773.799
10038,278.6,2.492.949.502
10039,275.6,2.480.258.736
10040,277.2,2.248.657.949
10041,274.3,2.114.459.363
10042,273.7,1.772.720.041
10043,270.1,1.600.449.156
10044,268.3,1.460.600.102
10045,266.6,113.811.338
10046,266.8,7.344.695.489
10047,264.1,4.929.348.768
10048,263,6.855.747.837
10049,261.5,0
10050,261.8,0
10051,261.6,0
10052,261.9,0
10053,260.8,0
10054,261.2,0
10055,261.8,0
10056,261.7,0
10057,260.1,0
10058,260,0
10059,260.6,0
10060,260.7,0
10061,260.9,0
10062,262,0
10063,261.5,0
10064,258.4,0
10065,254.1,0
10066,248.8,0
10067,244.5,0
10068,242.5,0
10069,237.7,0
10070,232.1,0
10071,227,0
10072,221.1,0
10073,216.1,0
10074,211.3,0
10075,208,0
10076,203.2,0
10077,199.3,0
10078,197.1,0
10079,194.6,0
10080,192.2,0
10081,190,0
10082,188.7,0
10083,187.5,0
10084,185.5,0
10085,185.8,0
10086,186.6,0
10087,186.2,0
10088,187.3,0
10089,187.6,0
10090,188.4,0
10091,189,0
10092,192.4,0
10093,194,0
10094,196.1,0
10095,198.1,0
10096,204,0
10097,207.3,0
10098,212.3,0
10099,218.8,0
10100,230.5,0
10101,239.7,0
10102,246.6,0
10103,252.6,0
10104,260.3,0
10105,264.4,0
10106,268.7,0
10107,272.7,0
10108,277.7,0
10109,280.9,0
10110,281.7,7.145.106.419
10111,282.2,6.070.834.201
10112,282.1,1.161.239.282
10113,283.1,1.359.347.383
10114,285.7,1.885.364.831
10115,286.8,1.982.288.564
10116,287,2.223.846.021
10117,288.2,2.231.455.923
10118,288.5,2.378.755.391
10119,289.6,2.315.916.732
10120,290.1,2.239.726.566
10121,292.5,2.248.156.698
10122,293.3,2.258.363.993
10123,291.5,2.225.190.285
10124,289.6,234.617.407
10125,288.4,2.375.383.338
10126,288.3,2.383.494.492
10127,287.4,2.432.936.077
10128,284.4,248.253.715
10129,282.3,2.503.635.264
10130,278.6,2.619.743.244
10131,275.7,2.631.841.622
10132,272.3,2.648.861.375
10133,270.7,2.568.752.337
10134,272.1,2.466.314.842
10135,270.4,2.418.946.615
10136,270.9,2.270.416.803
10137,269.8,2.130.772.807
10138,267.5,1.820.133.837
10139,265.1,1.572.447.447
10140,265.3,1.306.078.062
10141,263.5,1.087.008.553
10142,262.9,6.501.454.454
10143,261.3,3.744.345.628
10144,260.2,2.393.701.787
10145,259.1,0
10146,258.9,0
10147,259.1,0
10148,258.8,0
10149,257.3,0
10150,257.6,0
10151,257.4,0
10152,256.4,0
10153,253.9,0
10154,252.5,0
10155,251.6,0
10156,251.1,0
10157,249,0
10158,249.2,0
10159,235,0
10160,232.4,0
10161,228.4,0
10162,223.6,0
10163,218.7,0
10164,216.4,0
10165,211.9,0
10166,207,0
10167,203.5,0
10168,196.3,0
10169,191.4,0
10170,186.2,0
10171,183.3,0
10172,177.3,0
10173,172.5,0
10174,170.5,0
10175,168.4,0
10176,166,0
10177,163.9,0
10178,161.9,0
10179,159.9,0
10180,158.4,0
10181,156.3,0
10182,155.5,0
10183,155.9,0
10184,155.4,0
10185,154.6,0
10186,154.1,0
10187,155.4,0
10188,158.2,0
10189,157.5,0
10190,158.2,0
10191,158.7,0
10192,160.1,0
10193,158.1,0
10194,159.9,0
10195,159.7,0
10196,162.3,0
10197,163.7,0
10198,164,0
10199,165.7,0
10200,170.2,0
10201,172.9,0
10202,178.2,0
10203,183.1,0
10204,188.2,0
10205,193.6,0
10206,197.4,4.194.560.242
10207,203,6.326.244.414
10208,206.1,9.938.214.187
10209,208.9,1.532.256.224
10210,234.7,1.687.552.925
10211,235.6,2.038.610.959
10212,214.9,2.070.189.778
10213,216.1,2.318.947.022
10214,215.9,2.351.095.445
10215,217.4,2.410.265.857
10216,217.1,2.285.545.473
10217,217.1,2.286.069.508
10218,217.3,2.250.047.782
10219,214.7,2.391.013.258
10220,213,2.284.497.402
10221,212.2,2.367.181.048
10222,210.5,2.292.175.658
10223,207.3,2.334.030.123
10224,204.8,2.438.905.521
10225,201.9,2.623.365.922
10226,197.8,2.442.118.085
10227,194.3,2.480.144.816
10228,190.5,2.612.315.614
10229,189.2,2.470.028.657
10230,189.1,2.412.863.249
10231,188.3,2.306.780.291
10232,186.8,2.243.759.359
10233,186.8,2.034.942.713
10234,185,1.887.164.778
10235,183.5,1.679.806.317
10236,182.7,1.386.733.919
10237,182.9,1.124.761.873
10238,184.8,8.251.959.958
10239,186.3,4.550.220.673
10240,188.8,1.188.648.603
10241,188.5,0
10242,190.6,0
10243,192.7,0
10244,196.6,0
10245,199.2,0
10246,201.1,0
10247,201.8,0
10248,203.8,0
10249,202.8,0
10250,202.2,0
10251,200.1,0
10252,200.7,0
10253,199.2,0
10254,199.7,0
10255,198.7,0
10256,196.5,0
10257,193.5,0
10258,190,0
10259,188.1,0
10260,189,0
10261,185.7,0
10262,181,0
10263,178.3,0
10264,174.4,0
10265,170.9,0
10266,169,0
10267,165.2,0
10268,163,0
10269,158.7,0
10270,157.4,0
10271,156.6,0
10272,153.2,0
10273,151,0
10274,150.2,0
10275,149.4,0
10276,147.6,0
10277,145.9,0
10278,146.1,0
10279,145.5,0
10280,144.6,0
10281,143.5,0
10282,144.6,0
10283,144.7,0
10284,146,0
10285,146.8,0
10286,148.5,0
10287,150,0
10288,151.3,0
10289,151,0
10290,151,0
10291,150.4,0
10292,149.3,0
10293,148.9,0
10294,150.2,0
10295,151.7,0
10296,153.9,0
10297,156.5,0
10298,160.3,0
10299,163.9,0
10300,167.6,0
10301,171.3,0
10302,174.2,7.277.254.433
10303,176.5,704.303.347
10304,180.3,9.503.492.789
10305,181.6,1.516.808.577
10306,183.7,1.882.288.972
10307,184.1,2.079.371.786
10308,186.2,2.263.444.857
10309,189,2.366.907.638
10310,190,2.345.809.524
10311,191.8,2.307.965.067
10312,193.2,2.287.823.887
10313,196.8,2.356.426.933
10314,197.2,2.295.000.891
10315,196,2.227.650.972
10316,192.4,2.303.613.296
10317,191,2.346.584.185
10318,188.6,2.311.291.551
10319,184.7,2.583.835.438
10320,182,2.623.479.843
10321,178.4,2.517.738.647
10322,175.8,2.572.306.663
10323,173.8,2.648.018.362
10324,171.5,2.663.420.441
10325,170.1,253.899.625
10326,168.8,2.450.388.728
10327,168,2.328.174.599
10328,167.9,2.296.504.644
10329,167.9,2.104.092.579
10330,166.3,1.772.742.825
10331,165.8,1.632.301.384
10332,163.8,1.373.541.902
10333,163.1,1.089.993.275
10334,165.3,7.697.393.982
10335,167.9,3.333.775.419
