,Iron_steel,Olefin,Methanol,Ammonia
1945,46018.53,155001.22,9634.29,14694.77
1946,46832.88,156054.47,9699.76,14794.63
1947,47445.13,157231.94,9772.94,14906.25
1948,48095.77,158600.79,9858.03,15036.03
1949,48740.89,159704.47,9926.63,15140.66
1950,49282.68,160793.19,9994.3,15243.88
1951,49646.89,161757.35,10054.23,15335.28
1952,50130.79,162636.71,10108.88,15418.65
1953,50457.27,163388.66,10155.62,15489.94
1954,50769.09,163991.3,10193.08,15547.07
1955,50870.71,164122.63,10201.24,15559.52
1956,51143.54,164528.11,10226.45,15597.96
1957,51236.2,164498.76,10224.62,15595.18
1958,51194.96,164696.15,10236.89,15613.89
1959,51265.33,164816.68,10244.38,15625.32
1960,51217.1,164717.46,10238.22,15615.91
1961,51169.2,164749.39,10240.2,15618.94
1962,51114.11,164867.96,10247.57,15630.18
1963,51203.46,164806.07,10243.72,15624.31
1964,51259.66,164969.22,10253.86,15639.78
1965,51172.43,164849.54,10246.43,15628.43
1966,51328.47,164820.3,10244.61,15625.66
1967,51303.94,164923.23,10251.01,15635.42
1968,51450.46,165266.08,10272.32,15667.92
1969,51502.28,165018.49,10256.93,15644.45
1970,51454.59,165138.42,10264.38,15655.82
1971,51416.09,165189.1,10267.53,15660.63
1972,51460.53,165359.36,10278.11,15676.77
1973,51430.36,165234.72,10270.37,15664.95
1974,51370.01,164924.81,10251.1,15635.57
1975,51313.25,164817.64,10244.44,15625.41
1976,51119.26,164574.35,10229.32,15602.35
1977,51056.82,164303.64,10212.49,15576.68
1978,50927.49,163969.73,10191.74,15545.03
1979,50663.63,163678.78,10173.66,15517.44
1980,50342.74,163140.44,10140.19,15466.4
1981,50118.31,162708.53,10113.35,15425.46
1982,49857.01,161975.46,10067.78,15355.96
1983,49655.27,161376.5,10030.55,15299.18
1984,49309.93,160941.7,10003.53,15257.96
1985,48973.55,160213.1,9958.24,15188.88
1986,48660.27,159791.07,9932.01,15148.87
1987,48355.7,159275.39,9899.96,15099.98
1988,47970.84,158482.61,9850.68,15024.82
1989,47812.74,158258.25,9836.74,15003.55
1990,47643.66,157650.29,9798.95,14945.92
1991,47255.49,157729.02,9803.84,14953.38
1992,47212.12,157108.63,9765.28,14894.56
1993,47225.54,156752.17,9743.12,14860.77
1994,46978.49,156494.62,9727.12,14836.35
1995,47013.31,156302.01,9715.14,14818.09
1996,46844.83,156498.04,9727.33,14836.68
1997,46900.95,156494.45,9727.1,14836.34
1998,46776.98,156434.96,9723.41,14830.7
1999,46888.79,156222.63,9710.21,14810.57
2000,46773.2,156203.92,9709.05,14808.79
2001,46777.26,155993.57,9695.97,14788.85
2002,46747.11,156108.81,9703.13,14799.78
2003,46730.75,156075.3,9701.05,14796.6
2004,46534.84,155996.01,9696.12,14789.08
2005,46571.28,155806.54,9684.35,14771.12
2006,46497.06,155304.28,9653.13,14723.5
2007,46177.31,154807.45,9622.25,14676.4
2008,45948.68,154577.12,9607.93,14654.57
2009,45708.31,154471.71,9601.38,14644.57
2010,45338.81,153422.02,9536.13,14545.06
2011,44972.95,152533.44,9480.9,14460.82
2012,44552.13,151662.43,9426.76,14378.24
2013,43705.67,150441.84,9350.9,14262.52
2014,42852.02,148753.38,9245.95,14102.45
2015,42619.99,148141.25,9207.9,14044.42
2016,42636.42,148009.35,9199.7,14031.91
2017,42519.56,148104.44,9205.61,14040.93
2018,42659.32,148205.72,9211.91,14050.53
2019,42488.76,148129.68,9207.18,14043.32
2020,42676.99,148166.5,9209.47,14046.81
2021,42685.75,148268.94,9215.84,14056.52
2022,42706.58,148868.24,9253.09,14113.34
2023,42945.17,148852.85,9252.13,14111.88
2024,43106.53,148808.9,9249.4,14107.71
2025,42917.12,148820.47,9250.12,14108.81
2026,42907.62,148885.82,9254.18,14115.01
2027,42684.99,148487.36,9229.41,14077.23
2028,42725.47,148143.09,9208.02,14044.59
2029,42638.32,148223.64,9213.02,14052.23
2030,42548.6,148250.92,9214.72,14054.81
2031,42532.92,147928.13,9194.65,14024.21
2032,42654.99,148041.92,9201.73,14035.0
2033,42695.5,148483.43,9229.17,14076.86
2034,42877.48,148905.49,9255.4,14116.87
2035,43050.27,149302.7,9280.09,14154.53
2036,43406.46,149734.32,9306.92,14195.45
2037,43940.38,150562.88,9358.42,14274.0
2038,44339.46,151570.8,9421.07,14369.55
2039,44823.29,152240.59,9462.7,14433.05
2040,45520.19,153601.04,9547.26,14562.03
2041,46102.84,154815.66,9622.76,14677.18
2042,46819.07,156048.36,9699.38,14794.05
2043,47488.3,157155.98,9768.22,14899.05
2044,47982.9,158774.43,9868.82,15052.49
2045,48600.11,159813.85,9933.43,15151.03
2046,49216.21,160835.69,9996.94,15247.9
2047,49773.21,161830.99,10058.8,15342.26
2048,50174.31,162817.4,10120.12,15435.78
2049,50538.67,163517.16,10163.61,15502.12
2050,50738.29,163907.98,10187.9,15539.17
2051,51023.7,164214.38,10206.95,15568.22
2052,51131.02,164533.74,10226.8,15598.5
2053,51217.8,164582.13,10229.8,15603.08
2054,51251.8,164658.06,10234.52,15610.28
2055,51314.41,164724.76,10238.67,15616.61
2056,51317.7,164521.97,10226.07,15597.38
2057,51270.65,164662.99,10234.83,15610.75
2058,51154.6,164728.61,10238.91,15616.97
2059,51259.76,164866.04,10247.45,15630.0
2060,51230.06,164983.42,10254.75,15641.13
2061,51279.54,164780.37,10242.13,15621.88
2062,51222.31,164737.73,10239.48,15617.83
2063,51238.36,164974.65,10254.2,15640.3
2064,51296.13,165192.87,10267.77,15660.98
2065,51411.13,165130.16,10263.87,15655.04
2066,51401.89,165124.67,10263.53,15654.52
2067,51484.59,165032.72,10257.81,15645.8
2068,51499.87,165049.9,10258.88,15647.43
2069,51455.21,165159.02,10265.66,15657.77
2070,51273.1,164705.72,10237.49,15614.8
2071,51311.31,164725.61,10238.72,15616.69
2072,51241.29,164259.43,10209.75,15572.49
2073,50896.86,164082.48,10198.75,15555.71
2074,50897.68,163867.29,10185.37,15535.31
2075,50737.09,163670.8,10173.16,15516.69
2076,50494.85,163046.17,10134.34,15457.47
2077,50153.33,162707.94,10113.31,15425.4
2078,49843.62,161912.58,10063.88,15350.0
2079,49482.86,161490.46,10037.64,15309.98
2080,49276.79,160910.4,10001.58,15254.99
2081,49050.0,160141.64,9953.8,15182.11
2082,48778.69,159746.16,9929.22,15144.61
2083,48360.76,159014.16,9883.72,15075.22
2084,48113.35,158664.35,9861.98,15042.05
2085,47861.59,157887.81,9813.71,14968.43
2086,47569.57,157740.31,9804.54,14954.45
2087,47311.39,157312.17,9777.93,14913.86
2088,47285.4,157199.96,9770.96,14903.22
2089,47151.79,156865.57,9750.17,14871.52
2090,47112.97,156654.68,9737.06,14851.53
2091,46993.85,156135.02,9704.76,14802.26
2092,46816.1,156394.21,9720.87,14826.83
2093,46859.71,156537.78,9729.8,14840.44
2094,46916.97,156182.33,9707.7,14806.75
2095,46800.62,156448.77,9724.27,14832.01
2096,46800.88,156092.0,9702.09,14798.18
2097,46851.14,156084.73,9701.64,14797.49
2098,46796.06,156520.48,9728.72,14838.8
2099,46672.3,155936.61,9692.43,14783.45
2100,46691.05,156086.62,9701.76,14797.67
2101,46600.41,155601.4,9671.6,14751.67
2102,46404.46,155125.46,9642.01,14706.55
2103,46163.86,155279.72,9651.6,14721.17
2104,45873.55,154611.0,9610.04,14657.78
2105,45685.96,154225.56,9586.08,14621.24
2106,45266.49,153530.09,9542.85,14555.3
2107,44923.28,152487.31,9478.04,14456.44
2108,44482.73,151590.61,9422.3,14371.43
2109,43741.83,150113.0,9330.46,14231.35
2110,42861.1,148656.85,9239.95,14093.3
2111,42739.43,147993.81,9198.74,14030.44
2112,42710.4,148374.19,9222.38,14066.5
2113,42566.78,148210.28,9212.19,14050.96
2114,42557.28,148165.45,9209.41,14046.71
2115,42603.53,148108.17,9205.85,14041.28
2116,42678.99,148254.34,9214.93,14055.14
2117,42615.14,148242.23,9214.18,14053.99
2118,42874.35,148710.42,9243.28,14098.38
2119,42982.39,148854.35,9252.23,14112.02
2120,42903.82,148870.76,9253.25,14113.58
2121,43017.24,149068.92,9265.56,14132.36
2122,42865.93,148781.17,9247.68,14105.08
2123,42904.22,148645.75,9239.26,14092.25
2124,42781.64,148452.27,9227.23,14073.9
2125,42516.2,148121.3,9206.66,14042.53
2126,42538.35,147980.4,9197.9,14029.17
2127,42494.71,148054.88,9202.53,14036.23
2128,42660.21,147969.99,9197.26,14028.18
2129,42669.11,148159.76,9209.05,14046.17
2130,42884.34,148721.99,9244.0,14099.47
2131,43072.67,149265.43,9277.78,14150.99
2132,43488.28,149903.33,9317.43,14211.47
2133,43872.67,150767.88,9371.16,14293.43
2134,44263.96,151632.21,9424.89,14375.38
2135,45010.42,152501.77,9478.94,14457.81
2136,45539.42,153734.9,9555.58,14574.72
2137,46093.17,154953.0,9631.29,14690.2
2138,46725.05,156100.57,9702.62,14799.0
2139,47492.04,157221.69,9772.31,14905.28
2140,48007.21,158488.75,9851.06,15025.4
2141,48609.59,159587.65,9919.37,15129.59
2142,49303.37,160807.79,9995.21,15245.26
2143,49684.51,161752.63,10053.93,15334.83
2144,50070.2,162901.17,10125.32,15443.72
2145,50683.98,163291.5,10149.58,15480.73
2146,50812.93,164051.77,10196.84,15552.8
2147,51056.36,164319.83,10213.5,15578.22
2148,51232.93,164523.13,10226.14,15597.49
2149,51285.11,164882.42,10248.47,15631.55
2150,51202.75,164661.52,10234.74,15610.61
2151,51231.83,164759.71,10240.84,15619.92
2152,51125.21,164603.7,10231.15,15605.13
2153,51238.84,164584.71,10229.96,15603.33
2154,51201.84,164784.68,10242.39,15622.29
2155,51258.64,164809.58,10243.94,15624.65
2156,51255.01,164689.62,10236.49,15613.27
2157,51289.99,164899.4,10249.53,15633.16
2158,51269.01,164996.67,10255.57,15642.38
2159,51369.44,165001.39,10255.86,15642.83
2160,51337.53,165186.19,10267.35,15660.35
2161,51358.02,165044.75,10258.56,15646.94
2162,51467.07,165374.47,10279.05,15678.2
2163,51497.61,165438.11,10283.01,15684.23
2164,51582.66,165310.99,10275.11,15672.18
2165,51490.94,164953.34,10252.88,15638.28
2166,51380.0,165180.61,10267.0,15659.82
2167,51226.07,164611.99,10231.66,15605.91
2168,51225.1,164740.3,10239.64,15618.08
2169,50921.62,164185.63,10205.16,15565.49
2170,50894.96,164045.72,10196.46,15552.23
2171,50692.97,163453.15,10159.63,15496.05
2172,50439.58,163043.12,10134.15,15457.18
2173,49945.71,162575.47,10105.08,15412.84
2174,49846.31,162076.01,10074.03,15365.49
2175,49503.25,161530.99,10040.16,15313.82
2176,49308.75,160801.45,9994.81,15244.66
2177,48883.08,160441.05,9972.41,15210.49
2178,48686.68,159984.07,9944.01,15167.17
2179,48439.2,158928.47,9878.39,15067.09
2180,48116.3,158794.78,9870.08,15054.42
2181,47727.74,158324.81,9840.87,15009.86
2182,47649.17,158096.77,9826.7,14988.24
2183,47404.77,157331.95,9779.16,14915.74
2184,47173.55,157109.03,9765.3,14894.6
2185,47067.16,156914.33,9753.2,14876.14
2186,47035.01,156728.94,9741.68,14858.57
2187,47001.2,156523.14,9728.89,14839.06
2188,46860.02,156316.67,9716.05,14819.48
2189,46964.36,156467.11,9725.41,14833.74
2190,46782.74,156375.36,9719.7,14825.05
2191,46757.54,156119.93,9703.83,14800.83
2192,46797.1,156354.11,9718.38,14823.03
2193,46822.47,156068.51,9700.63,14795.96
2194,46781.03,156201.72,9708.91,14808.58
2195,46732.38,156096.84,9702.39,14798.64
2196,46596.86,155957.21,9693.71,14785.4
2197,46489.52,155772.3,9682.22,14767.87
2198,46326.25,155295.45,9652.58,14722.67
2199,46102.84,154952.71,9631.28,14690.17
2200,45864.65,154499.86,9603.13,14647.24
2201,45627.11,154113.09,9579.09,14610.57
2202,45374.42,153209.12,9522.9,14524.87
2203,45032.69,152652.61,9488.31,14472.11
2204,44588.63,151450.33,9413.58,14358.13
2205,43619.26,150453.73,9351.64,14263.65
2206,43051.22,148715.23,9243.58,14098.83
2207,42696.6,148190.35,9210.95,14049.07
2208,42559.92,148143.55,9208.04,14044.64
2209,42580.88,147934.95,9195.08,14024.86
2210,42604.96,148331.32,9219.72,14062.44
2211,42659.36,148107.47,9205.8,14041.22
2212,42583.69,148359.53,9221.47,14065.11
2213,42710.28,148482.72,9229.13,14076.79
2214,42917.54,148688.51,9241.92,14096.3
2215,42968.41,148743.5,9245.34,14101.51
2216,43028.57,149042.06,9263.89,14129.82
2217,42992.43,148885.03,9254.13,14114.93
2218,42865.47,148896.63,9254.85,14116.03
2219,42777.72,148240.02,9214.04,14053.78
2220,42678.02,148111.94,9206.08,14041.64
2221,42537.61,148204.16,9211.81,14050.38
2222,42490.09,148052.28,9202.37,14035.98
2223,42503.77,148145.27,9208.15,14044.8
2224,42580.99,148294.38,9217.42,14058.94
2225,42766.8,148484.78,9229.25,14076.99
2226,43053.5,148560.17,9233.94,14084.13
2227,43190.24,148809.24,9249.42,14107.75
2228,43512.3,149813.76,9311.86,14202.98
2229,44011.71,150308.69,9342.62,14249.9
2230,44398.86,151310.64,9404.9,14344.89
2231,44919.06,152558.94,9482.49,14463.23
2232,45515.66,153587.63,9546.43,14560.76
2233,46192.0,155038.38,9636.6,14698.29
2234,46623.54,156301.45,9715.11,14818.04
2235,47412.31,157488.13,9788.87,14930.54
2236,48039.34,158457.37,9849.11,15022.43
2237,48631.04,159620.54,9921.41,15132.7
2238,49179.76,160688.51,9987.79,15233.95
2239,49761.05,161977.67,10067.92,15356.17
2240,50099.04,162568.22,10104.63,15412.16
2241,50443.36,163285.25,10149.2,15480.13
2242,50779.71,164015.52,10194.59,15549.37
2243,51023.26,164094.9,10199.52,15556.89
2244,51065.52,164518.74,10225.86,15597.07
2245,51179.53,164868.05,10247.58,15630.19
2246,51167.26,164741.04,10239.68,15618.15
2247,51190.9,164739.99,10239.62,15618.05
2248,51305.08,164729.97,10238.99,15617.1
2249,51272.28,164632.59,10232.94,15607.87
2250,51150.12,164825.94,10244.96,15626.2
2251,51199.58,164569.68,10229.03,15601.9
2252,51105.12,164921.36,10250.89,15635.24
2253,51385.65,164814.56,10244.25,15625.12
2254,51438.51,164873.05,10247.89,15630.66
2255,51306.26,165058.73,10259.43,15648.27
2256,51465.63,165167.26,10266.17,15658.56
2257,51482.56,165054.68,10259.18,15647.88
2258,51512.98,165013.73,10256.63,15644.0
2259,51497.0,165042.12,10258.4,15646.69
2260,51418.31,165433.47,10282.72,15683.79
2261,51486.02,165147.5,10264.95,15656.68
2262,51401.53,165258.3,10271.83,15667.19
2263,51325.37,164594.95,10230.6,15604.3
2264,51241.19,164578.99,10229.61,15602.79
2265,50978.28,164562.92,10228.61,15601.26
2266,50831.95,164063.94,10197.6,15553.96
2267,50600.33,163354.5,10153.5,15486.7
2268,50379.8,163106.82,10138.1,15463.22
2269,50152.32,162473.81,10098.76,15403.21
2270,49819.1,162052.55,10072.58,15363.27
2271,49547.39,161441.73,10034.61,15305.36
2272,49276.03,160896.06,10000.69,15253.63
2273,48923.86,160500.12,9976.08,15216.09
2274,48607.97,159580.52,9918.92,15128.91
2275,48404.67,159132.76,9891.09,15086.46
2276,47988.34,158626.34,9859.62,15038.45
2277,47869.65,158099.38,9826.86,14988.49
2278,47668.19,157576.82,9794.38,14938.95
2279,47386.26,157461.39,9787.21,14928.01
2280,47268.41,157153.94,9768.1,14898.86
2281,47092.54,156671.89,9738.13,14853.16
2282,47014.81,156416.62,9722.27,14828.96
2283,46884.91,156571.62,9731.9,14843.65
2284,46822.43,156673.22,9738.22,14853.28
2285,46975.89,156128.34,9704.35,14801.63
2286,46898.8,156209.92,9709.42,14809.36
2287,46829.16,156431.11,9723.17,14830.33
2288,46719.25,156272.75,9713.32,14815.32
2289,46875.52,155957.32,9693.72,14785.41
2290,46784.26,156123.53,9704.05,14801.17
2291,46833.22,156320.35,9716.28,14819.83
2292,46679.23,155891.81,9689.65,14779.2
2293,46498.58,155691.08,9677.17,14760.17
2294,46293.34,155032.83,9636.26,14697.77
2295,46193.83,154890.23,9627.39,14684.25
2296,46023.21,154554.62,9606.53,14652.43
2297,45696.49,153799.9,9559.62,14580.88
2298,45409.65,153667.88,9551.42,14568.37
2299,44957.06,152660.84,9488.82,14472.89
2300,44404.81,151908.1,9442.03,14401.53
2301,43744.41,150574.37,9359.14,14275.09
2302,42880.66,148769.36,9246.94,14103.97
2303,42662.25,147921.0,9194.21,14023.54
2304,42418.3,147451.42,9165.02,13979.02
2305,42533.43,147293.74,9155.22,13964.07
2306,42584.24,147530.49,9169.94,13986.52
2307,42494.82,147730.29,9182.36,14005.46
2308,42460.96,147887.66,9192.14,14020.38
2309,41988.47,144054.0,8953.85,13656.93
2310,41306.91,140124.69,8709.62,13284.41
2311,40595.42,136381.98,8476.99,12929.59
2312,40068.85,132842.24,8256.97,12594.01
2313,39618.75,129602.47,8055.6,12286.86
2314,39284.58,127487.53,7924.14,12086.36
2315,38998.62,125633.99,7808.93,11910.63
2316,38817.5,124265.36,7723.87,11780.88
2317,38644.29,123549.1,7679.35,11712.98
2318,38462.08,122383.83,7606.92,11602.51
2319,38353.87,121297.67,7539.41,11499.53
2320,38333.99,121108.74,7527.66,11481.62
2321,38116.49,120895.73,7514.42,11461.43
2322,38121.32,120580.44,7494.83,11431.54
2323,38269.67,120732.98,7504.31,11446.0
2324,38080.54,121187.89,7532.58,11489.13
2325,38296.75,121280.72,7538.35,11497.93
2326,38289.72,121573.31,7556.54,11525.66
2327,38377.96,121882.03,7575.73,11554.93
2328,38436.64,122195.19,7595.19,11584.62
2329,38396.79,122306.86,7602.13,11595.21
2330,38411.02,122908.4,7639.52,11652.24
2331,38456.15,122906.95,7639.43,11652.1
2332,38470.16,123274.85,7662.3,11686.98
2333,38613.89,123543.13,7678.97,11712.41
2334,38612.92,123407.12,7670.52,11699.52
2335,38700.92,123564.52,7680.3,11714.44
2336,38735.31,123963.41,7705.1,11752.26
2337,38591.81,123695.38,7688.44,11726.85
2338,38578.28,124118.46,7714.74,11766.96
2339,38673.06,124102.47,7713.74,11765.44
2340,38631.77,124320.35,7727.28,11786.1
2341,38780.65,124655.25,7748.1,11817.85
2342,38783.31,124447.1,7735.16,11798.11
2343,38800.49,124620.72,7745.95,11814.57
2344,38886.55,124819.95,7758.34,11833.46
2345,38837.66,124822.04,7758.47,11833.66
2346,38883.13,124702.93,7751.06,11822.37
2347,38874.67,124895.82,7763.05,11840.65
2348,38965.45,124873.01,7761.64,11838.49
2349,38877.07,124936.12,7765.56,11844.47
2350,38796.84,124786.05,7756.23,11830.25
2351,38720.89,124477.41,7737.05,11800.99
2352,38726.93,124743.06,7753.56,11826.17
2353,38781.01,124654.28,7748.04,11817.75
2354,38719.1,124463.88,7736.21,11799.7
2355,38740.94,124246.34,7722.68,11779.08
2356,38564.83,123727.61,7690.44,11729.9
2357,38690.47,123813.05,7695.75,11738.0
2358,38611.21,123203.79,7657.88,11680.24
2359,38522.45,122626.39,7621.99,11625.5
2360,38338.34,122026.21,7584.69,11568.6
2361,38304.06,121272.57,7537.85,11497.15
2362,38158.09,120866.58,7512.61,11458.66
2363,38112.22,120326.79,7479.06,11407.49
2364,37923.85,119632.94,7435.93,11341.71
2365,37791.1,118546.89,7368.43,11238.75
2366,37602.36,117979.23,7333.14,11184.93
2367,37676.96,117231.81,7286.69,11114.07
2368,37474.78,116448.5,7238.0,11039.81
2369,37451.06,115909.0,7204.47,10988.66
2370,37401.41,115448.08,7175.82,10944.97
2371,37375.66,115502.08,7179.17,10950.09
2372,37275.18,114807.44,7136.0,10884.23
2373,37250.74,114558.26,7120.51,10860.61
2374,37160.67,114434.76,7112.83,10848.9
2375,37224.16,114329.23,7106.27,10838.9
2376,37072.12,114435.3,7112.87,10848.95
2377,37175.29,114233.38,7100.32,10829.81
2378,37009.4,113840.35,7075.89,10792.55
2379,37220.36,114130.06,7093.89,10820.01
2380,37191.46,113743.91,7069.89,10783.4
2381,36853.73,113922.54,7081.0,10800.34
2382,37102.89,114002.65,7085.98,10807.93
2383,37005.92,113879.44,7078.32,10796.25
2384,36967.48,114002.06,7085.94,10807.88
2385,37029.29,113837.89,7075.73,10792.31
2386,37068.57,113943.82,7082.32,10802.36
2387,37088.85,113893.13,7079.17,10797.55
2388,36956.14,113857.25,7076.94,10794.15
2389,36956.88,113951.18,7082.78,10803.05
2390,37078.7,113675.99,7065.67,10776.97
2391,37202.65,113757.86,7070.76,10784.73
2392,37113.17,113908.02,7080.09,10798.96
2393,36911.56,113868.37,7077.63,10795.2
2394,37047.59,113879.21,7078.3,10796.23
2395,37177.11,114062.65,7089.7,10813.62
2396,37096.52,113768.59,7071.43,10785.74
2397,37032.3,113765.3,7071.22,10785.43
2398,36994.75,113677.94,7065.79,10777.15
2399,37238.07,113749.77,7070.26,10783.96
2400,37116.72,113876.78,7078.15,10796.0
2401,36942.95,113744.14,7069.91,10783.43
2402,37023.65,113834.95,7075.55,10792.04
2403,37083.62,113561.92,7058.58,10766.15
2404,36957.2,113955.59,7083.05,10803.47
2405,37128.71,114112.85,7092.82,10818.38
2406,37147.03,113940.22,7082.09,10802.02
2407,37088.35,113686.46,7066.32,10777.96
2408,37133.69,113978.29,7084.46,10805.62
2409,37074.5,114017.82,7086.92,10809.37
2410,37070.85,113674.89,7065.6,10776.86
2411,37156.42,113759.05,7070.83,10784.84
2412,37037.18,113837.67,7075.72,10792.29
2413,37019.45,113828.61,7075.16,10791.43
2414,36981.6,113875.36,7078.06,10795.87
2415,37010.54,113903.75,7079.83,10798.56
2416,37146.27,113985.84,7084.93,10806.34
2417,37033.19,113992.83,7085.36,10807.0
2418,37048.45,113839.42,7075.83,10792.46
2419,37017.8,113958.73,7083.25,10803.77
2420,36978.62,114033.87,7087.92,10810.89
2421,37060.21,113884.64,7078.64,10796.75
2422,37150.41,113786.27,7072.53,10787.42
2423,36936.77,113833.56,7075.47,10791.9
2424,37126.72,114034.09,7087.93,10810.92
2425,37069.75,113960.71,7083.37,10803.96
2426,37062.07,113767.26,7071.34,10785.62
2427,37113.61,114148.85,7095.06,10821.79
2428,37024.6,113743.74,7069.88,10783.39
2429,37136.64,113747.98,7070.15,10783.79
2430,37017.55,113779.4,7072.1,10786.77
2431,37128.03,113868.51,7077.64,10795.22
2432,37103.12,114039.61,7088.27,10811.44
2433,37064.9,113913.03,7080.4,10799.44
2434,36988.5,113838.97,7075.8,10792.42
2435,37212.45,114038.82,7088.22,10811.36
2436,37101.31,113833.62,7075.47,10791.91
2437,37206.2,113867.44,7077.57,10795.12
2438,37059.3,114119.3,7093.23,10818.99
2439,36984.39,113968.3,7083.84,10804.68
2440,37094.15,113776.82,7071.94,10786.52
2441,36945.1,113793.09,7072.95,10788.07
2442,37186.9,113838.94,7075.8,10792.41
2443,37144.67,114026.65,7087.47,10810.21
2444,37093.12,113895.2,7079.3,10797.75
2445,37211.43,114048.33,7088.81,10812.26
2446,36998.93,114143.73,7094.74,10821.31
2447,37079.95,113941.21,7082.16,10802.11
2448,37037.62,113889.37,7078.93,10797.19
2449,36894.21,113828.98,7075.18,10791.47
2450,36975.44,113857.45,7076.95,10794.17
2451,37083.18,113940.28,7082.1,10802.02
2452,37108.06,113816.98,7074.43,10790.33
2453,37108.44,113886.31,7078.74,10796.9
2454,37243.86,113782.88,7072.31,10787.1
2455,37096.28,113854.93,7076.79,10793.93
2456,37199.89,114237.26,7100.56,10830.18
2457,37146.33,113740.17,7069.66,10783.05
2458,37043.87,113854.05,7076.74,10793.85
2459,36976.45,113955.7,7083.06,10803.48
2460,37029.96,113980.66,7084.61,10805.85
2461,37138.44,113978.37,7084.47,10805.63
2462,37063.36,113969.15,7083.89,10804.76
2463,37098.1,114083.31,7090.99,10815.58
2464,37022.13,113618.74,7062.11,10771.54
2465,37036.04,113975.32,7084.28,10805.34
2466,37039.29,113717.9,7068.28,10780.94
2467,37048.07,113770.4,7071.54,10785.92
2468,36959.63,113930.04,7081.46,10801.05
2469,37047.71,113699.88,7067.16,10779.23
2470,37027.51,113858.21,7077.0,10794.24
2471,37079.06,114020.93,7087.11,10809.67
2472,37031.95,113888.44,7078.88,10797.11
2473,37152.1,113830.51,7075.28,10791.61
2474,37021.71,114030.02,7087.68,10810.53
2475,37165.61,114072.04,7090.29,10814.51
2476,37139.37,113924.09,7081.09,10800.49
2477,36837.83,113963.46,7083.54,10804.22
2478,37132.99,114115.85,7093.01,10818.67
2479,37107.16,113891.63,7079.07,10797.41
2480,37151.27,113890.47,7079.0,10797.3
2481,37134.39,114484.31,7115.91,10853.6
2482,37345.41,114666.17,7127.22,10870.84
2483,37156.95,115117.91,7155.3,10913.67
2484,37390.16,115851.41,7200.89,10983.2
2485,37575.49,116964.8,7270.09,11088.76
2486,37849.8,118454.77,7362.7,11230.01
2487,38096.43,120058.94,7462.41,11382.1
2488,38467.35,122422.32,7609.31,11606.15
2489,38786.6,125456.97,7797.93,11893.85
2490,39451.86,128498.08,7986.96,12182.16
2491,40111.51,132733.42,8250.21,12583.69
2492,40818.58,137055.11,8518.83,12993.41
2493,41694.17,142119.41,8833.61,13473.52
2494,42245.67,146343.38,9096.15,13873.97
2495,42475.99,147563.6,9172.0,13989.65
2496,42520.76,148175.33,9210.02,14047.65
2497,42567.54,148130.73,9207.25,14043.42
2498,42550.72,148308.53,9218.3,14060.28
2499,42593.0,148232.55,9213.58,14053.07
2500,42579.93,148315.72,9218.75,14060.96
2501,42746.69,148367.65,9221.97,14065.88
2502,42808.43,148630.89,9238.34,14090.84
2503,42818.35,148858.9,9252.51,14112.45
2504,43043.58,148704.9,9242.94,14097.85
2505,43131.01,149309.29,9280.5,14155.15
2506,42894.2,148887.43,9254.28,14115.16
2507,42847.9,148614.51,9237.32,14089.29
2508,42673.95,148260.06,9215.29,14055.68
2509,42607.62,147943.02,9195.58,14025.62
2510,42564.73,148192.36,9211.08,14049.26
2511,42523.0,148037.0,9201.42,14034.53
2512,42623.56,148044.73,9201.9,14035.27
2513,42747.13,148169.95,9209.69,14047.14
2514,42826.67,148758.04,9246.24,14102.89
2515,43103.64,149634.74,9300.73,14186.01
2516,43528.68,149726.17,9306.41,14194.68
2517,43862.22,150756.87,9370.48,14292.39
2518,44334.27,151678.03,9427.73,14379.72
2519,44952.82,152508.31,9479.34,14458.43
2520,45507.89,153737.33,9555.73,14574.95
2521,46258.45,154788.32,9621.06,14674.59
2522,46698.33,155978.21,9695.02,14787.39
2523,47297.69,157294.87,9776.86,14912.22
2524,48068.18,158488.13,9851.02,15025.35
2525,48676.76,160006.06,9945.37,15169.25
2526,49214.65,160996.15,10006.91,15263.12
2527,49765.4,161818.54,10058.03,15341.08
2528,50061.91,162689.12,10112.14,15423.62
2529,50457.13,163241.21,10146.46,15475.96
2530,50831.7,163746.53,10177.87,15523.86
2531,50979.69,164397.48,10218.33,15585.58
2532,51232.28,164617.03,10231.97,15606.39
2533,51181.41,164501.28,10224.78,15595.42
2534,51116.81,164708.49,10237.66,15615.06
2535,51143.16,164594.95,10230.6,15604.3
2536,51160.47,164647.2,10233.85,15609.25
2537,51206.48,164445.53,10221.31,15590.13
2538,51258.35,164657.47,10234.49,15610.23
2539,51330.73,164639.3,10233.36,15608.5
2540,51196.94,164724.68,10238.66,15616.6
2541,51180.35,165272.11,10272.69,15668.5
2542,51296.13,164821.24,10244.67,15625.75
2543,51411.89,165042.54,10258.42,15646.73
2544,51372.8,165242.87,10270.87,15665.72
2545,51411.81,164987.95,10255.03,15641.56
2546,51472.03,165124.07,10263.49,15654.46
2547,51495.06,165260.25,10271.95,15667.37
2548,51496.47,165079.53,10260.72,15650.24
2549,51433.82,165000.06,10255.78,15642.71
2550,51401.23,165135.36,10264.19,15655.53
2551,51241.63,164865.73,10247.43,15629.97
