,Price
2016-01-01 00:00:00,30.76
2016-01-01 00:15:00,36.502399999999994
2016-01-01 00:30:00,30.23
2016-01-01 00:45:00,29.64
2016-01-01 01:00:00,27.07
2016-01-01 01:15:00,26.708571428571428
2016-01-01 01:30:00,26.892799999999998
2016-01-01 01:45:00,29.64
2016-01-01 02:00:00,37.0578354978355
2016-01-01 02:15:00,35.3496
2016-01-01 02:30:00,25.66857142857143
2016-01-01 02:45:00,36.7
2016-01-01 03:00:00,37.7344
2016-01-01 03:15:00,37.27
2016-01-01 03:30:00,37.09
2016-01-01 03:45:00,36.88
2016-01-01 04:00:00,34.6896
2016-01-01 04:15:00,35.3496
2016-01-01 04:30:00,35.6488
2016-01-01 04:45:00,36.502399999999994
2016-01-01 05:00:00,25.153846104782414
2016-01-01 05:15:00,35.38
2016-01-01 05:30:00,36.46
2016-01-01 05:45:00,35.3496
2016-01-01 06:00:00,35.3496
2016-01-01 06:15:00,35.3496
2016-01-01 06:30:00,35.912800000000004
2016-01-01 06:45:00,36.5728
2016-01-01 07:00:00,27.068800000000003
2016-01-01 07:15:00,34.276
2016-01-01 07:30:00,37.7344
2016-01-01 07:45:00,37.7344
2016-01-01 08:00:00,34.6896
2016-01-01 08:15:00,34.276
2016-01-01 08:30:00,37.0578354978355
2016-01-01 08:45:00,36.502399999999994
2016-01-01 09:00:00,34.1528
2016-01-01 09:15:00,29.57
2016-01-01 09:30:00,34.6896
2016-01-01 09:45:00,34.915
2016-01-01 10:00:00,34.6896
2016-01-01 10:15:00,35.3496
2016-01-01 10:30:00,35.6488
2016-01-01 10:45:00,37.232800000000005
2016-01-01 11:00:00,36.502399999999994
2016-01-01 11:15:00,37.65
2016-01-01 11:30:00,37.7344
2016-01-01 11:45:00,37.82
2016-01-01 12:00:00,37.85916666666667
2016-01-01 12:15:00,38.55588636363636
2016-01-01 12:30:00,38.55588636363636
2016-01-01 12:45:00,38.58
2016-01-01 13:00:00,37.7344
2016-01-01 13:15:00,37.7344
2016-01-01 13:30:00,38.58
2016-01-01 13:45:00,38.64107142857143
2016-01-01 14:00:00,38.64107142857143
2016-01-01 14:15:00,38.97
2016-01-01 14:30:00,38.97
2016-01-01 14:45:00,39.12
2016-01-01 15:00:00,38.58
2016-01-01 15:15:00,38.931200000000004
