,timestamp,bidQuantity,electrolyzer_consumption,compressor_consumption,produced_h2,electrolyzer_to_plant_h2,electrolyzer_to_storage_h2,storage_to_plant_h2,SOC,isRunning,isStandBy,isIdle,isColdStarted,PFC,h2demand
2620,2030-01-28 07:00:00,166.970106340234,166.8,0.17010634023402324,788.2088208820882,752.77,35.43882088208818,0.0,2179.3458055805604,1.0,0.0,0.0,0.0,100.88,752.77
2621,2030-01-28 07:15:00,166.940490340234,166.8,0.1404903402340229,788.2088208820882,758.94,29.268820882088107,0.0,2208.6146264626486,1.0,0.0,0.0,0.0,100.91,758.94
2622,2030-01-28 07:30:00,166.917930340234,166.8,0.11793034023402323,788.2088208820882,763.64,24.568820882088175,0.0,2233.183447344737,1.0,0.0,0.0,0.0,101.27,763.64
2623,2030-01-28 07:45:00,166.890714340234,166.8,0.09071434023402343,788.2088208820882,769.31,18.898820882088216,0.0,2252.0822682268254,1.0,0.0,0.0,0.0,102.21,769.31
2624,2030-01-28 08:00:00,166.87487434023402,166.8,0.0748743402340231,788.2088208820882,772.61,15.598820882088148,0.0,2267.6810891089135,1.0,0.0,0.0,0.0,102.6,772.61
2625,2030-01-28 08:15:00,166.86522634023402,166.8,0.06522634023402316,788.2088208820882,774.62,13.588820882088157,0.0,2281.2699099910014,1.0,0.0,0.0,0.0,101.83,774.62
2626,2030-01-28 08:30:00,166.852554340234,166.8,0.052554340234023215,788.2088208820882,777.26,10.948820882088171,0.0,2292.2187308730895,1.0,0.0,0.0,0.0,100.16,777.26
2627,2030-01-28 08:45:00,166.837194340234,166.8,0.037194340234023,788.2088208820882,780.46,7.7488208820881255,0.0,2299.9675517551777,1.0,0.0,0.0,0.0,96.82,780.46
2628,2030-01-28 09:00:00,166.83868234023402,166.8,0.03868234023402328,788.2088208820882,780.15,8.058820882088185,0.0,2308.026372637266,1.0,0.0,0.0,0.0,93.55,780.15
2629,2030-01-28 09:15:00,166.830714340234,166.8,0.030714340234023436,788.2088208820882,781.81,6.398820882088216,0.0,2314.4251935193543,1.0,0.0,0.0,0.0,92.19,781.81
2630,2030-01-28 09:30:00,166.825962340234,166.8,0.02596234023402339,788.2088208820882,782.8,5.408820882088207,0.0,2319.8340144014423,1.0,0.0,0.0,0.0,91.99,782.8
2631,2030-01-28 09:45:00,166.833066340234,166.8,0.03306634023402293,788.2088208820882,781.32,6.888820882088112,0.0,2326.7228352835305,1.0,0.0,0.0,0.0,91.66,781.32
2632,2030-01-28 10:00:00,166.824810340234,166.8,0.02481034023402335,788.2088208820882,783.04,5.168820882088198,0.0,2331.8916561656188,1.0,0.0,0.0,0.0,91.1,783.04
2633,2030-01-28 10:15:00,166.83393034023402,166.8,0.03393034023402324,788.2088208820882,781.14,7.0688208820881755,0.0,2338.960477047707,1.0,0.0,0.0,0.0,90.49,781.14
2634,2030-01-28 10:30:00,166.83359434023401,166.8,0.033594340234023,788.2088208820882,781.21,6.9988208820881255,0.0,2345.9592979297954,1.0,0.0,0.0,0.0,90.49,781.21
2635,2030-01-28 10:45:00,166.833546340234,166.8,0.033546340234023045,788.2088208820882,781.22,6.988820882088135,0.0,2352.9481188118834,1.0,0.0,0.0,0.0,89.62,781.22
2636,2030-01-28 11:00:00,166.836714340234,166.8,0.03671434023402344,788.2088208820882,780.56,7.648820882088216,0.0,2360.5969396939718,1.0,0.0,0.0,0.0,89.53,780.56
2637,2030-01-28 11:15:00,166.82884234023402,166.8,0.028842340234022955,788.2088208820882,782.2,6.008820882088116,0.0,2366.6057605760598,1.0,0.0,0.0,0.0,89.53,782.2
2638,2030-01-28 11:30:00,166.83047434023402,166.8,0.03047434023402311,788.2088208820882,781.86,6.348820882088148,0.0,2372.954581458148,1.0,0.0,0.0,0.0,87.38,781.86
2639,2030-01-28 11:45:00,166.82466634023402,166.8,0.024666340234022935,788.2088208820882,783.07,5.138820882088112,0.0,2378.093402340236,1.0,0.0,0.0,0.0,87.18,783.07
2640,2030-01-28 12:00:00,166.824906340234,166.8,0.02490634023402326,788.2088208820882,783.02,5.18882088208818,0.0,2383.2822232223243,1.0,0.0,0.0,0.0,0.001,783.02
2641,2030-01-28 12:15:00,166.821066340234,166.8,0.021066340234022936,788.2088208820882,783.82,4.388820882088112,0.0,2387.6710441044124,1.0,0.0,0.0,0.0,0.001,783.82
2642,2030-01-28 12:30:00,166.820154340234,166.8,0.020154340234023217,788.2088208820882,784.01,4.198820882088171,0.0,2391.8698649865005,1.0,0.0,0.0,0.0,0.001,784.01
2643,2030-01-28 12:45:00,166.82010634023402,166.8,0.020106340234023263,788.2088208820882,784.02,4.18882088208818,0.0,2396.058685868589,1.0,0.0,0.0,0.0,0.001,784.02
2644,2030-01-28 13:00:00,166.82231434023402,166.8,0.022314340234023438,788.2088208820882,783.56,4.648820882088216,0.0,2400.707506750677,1.0,0.0,0.0,0.0,0.001,783.56
2645,2030-01-28 13:15:00,166.823370340234,166.8,0.023370340234023023,788.2088208820882,783.34,4.86882088208813,0.0,2405.5763276327652,1.0,0.0,0.0,0.0,0.001,783.34
2646,2030-01-28 13:30:00,166.82121034023402,166.8,0.02121034023402335,788.2088208820882,783.79,4.418820882088198,0.0,2409.9951485148536,1.0,0.0,0.0,0.0,87.38,783.79
2647,2030-01-28 13:45:00,166.82865034023402,166.8,0.02865034023402313,788.2088208820882,782.24,5.968820882088153,0.0,2415.9639693969416,1.0,0.0,0.0,0.0,87.38,782.24
2648,2030-01-28 14:00:00,166.835466340234,166.8,0.03546634023402293,788.2088208820882,780.82,7.388820882088112,0.0,2423.3527902790297,1.0,0.0,0.0,0.0,89.05,780.82
2649,2030-01-28 14:15:00,166.838970340234,166.8,0.03897034023402302,788.2088208820882,780.09,8.11882088208813,0.0,2431.471611161118,1.0,0.0,0.0,0.0,89.53,780.09
2650,2030-01-28 14:30:00,166.849338340234,166.8,0.04933834023402341,788.2088208820882,777.93,10.278820882088212,0.0,2441.7504320432063,1.0,0.0,0.0,0.0,89.53,777.93
2651,2030-01-28 14:45:00,166.853514340234,166.8,0.05351434023402343,788.2088208820882,777.06,11.148820882088216,0.0,2452.8992529252946,1.0,0.0,0.0,0.0,89.62,777.06
2652,2030-01-28 15:00:00,166.863498340234,166.8,0.06349834023402308,788.2088208820882,774.98,13.228820882088144,0.0,2466.128073807383,1.0,0.0,0.0,0.0,90.49,774.98
