,timestamp,bidQuantity,electrolyzer_consumption,compressor_consumption,produced_h2,electrolyzer_to_plant_h2,electrolyzer_to_storage_h2,storage_to_plant_h2,SOC,isRunning,isStandBy,isIdle,isColdStarted,PFC,h2demand
18,2030-01-01 04:30:00,256.20835303690365,254.39999999999995,1.80835303690369,1202.160216021602,825.42,376.7402160216021,0.0,7164.804104410442,1.0,0.0,0.0,0.0,0.001,825.42
19,2030-01-01 04:45:00,256.2034090369036,254.39999999999995,1.8034090369036897,1202.160216021602,826.45,375.71021602160204,0.0,7540.514320432044,1.0,0.0,0.0,0.0,0.001,826.45
20,2030-01-01 05:00:00,256.2096490369036,254.39999999999995,1.80964903690369,1202.160216021602,825.15,377.0102160216021,0.0,7917.524536453646,1.0,0.0,0.0,0.0,0.001,825.15
21,2030-01-01 05:15:00,256.21305703690365,254.39999999999995,1.8130570369036896,1202.160216021602,824.44,377.720216021602,0.0,8295.244752475248,1.0,0.0,0.0,0.0,0.001,824.44
22,2030-01-01 05:30:00,256.2114730369036,254.39999999999995,1.81147303690369,1202.160216021602,824.77,377.3902160216021,0.0,8672.63496849685,1.0,0.0,0.0,0.0,0.001,824.77
23,2030-01-01 05:45:00,256.22040103690364,254.39999999999995,1.82040103690369,1202.160216021602,822.91,379.2502160216021,0.0,9051.885184518453,1.0,0.0,0.0,0.0,0.001,822.91
24,2030-01-01 06:00:00,256.2113290369039,254.4000000000002,1.8113290369036954,1202.1602160216032,824.8,377.36021602160326,0.0,9429.245400540056,1.0,0.0,0.0,0.0,0.001,824.8
25,2030-01-01 06:15:00,256.21368103690384,254.40000000000015,1.8136810369036944,1202.160216021603,824.31,377.85021602160305,0.0,9807.095616561659,1.0,0.0,0.0,0.0,0.001,824.31
26,2030-01-01 06:30:00,256.1983690369037,254.40000000000006,1.798369036903692,1202.1602160216025,827.5,374.66021602160254,0.0,10181.755832583262,1.0,0.0,0.0,0.0,0.001,827.5
27,2030-01-01 06:45:00,256.20475303690375,254.40000000000006,1.8047530369036917,1202.1602160216025,826.17,375.99021602160246,0.0,10557.746048604864,1.0,0.0,0.0,0.0,0.001,826.17
