,industry_demand,optimalBidamount,elecStandByCons,elecCons,comprCons,prodH2,elecToPlantUse_kg,elecToStorage_kg,storageToPlantUse_kg,currentSOC,price,all_isRunning,isIdle,isStandBy,isColdStarted,isHotStarted
181,217.3,41.386,0.0,41.386,0.0,217.3,217.3,0.0,0.0,487.984,21.76,1.0,0.0,0.0,0.0,0.0
182,214.9,10.0,0.0,10.0,0.0,52.505,52.505,0.0,162.395,325.589,23.68,1.0,0.0,0.0,0.0,0.0
183,214.3,10.0,0.0,10.0,0.0,52.505,52.505,0.0,161.795,163.795,22.06,1.0,0.0,0.0,0.0,0.0
184,216.3,10.0,0.0,10.0,0.0,52.505,52.505,0.0,163.795,0.0,24.43,1.0,0.0,0.0,0.0,0.0
185,214.4,71.421,0.0,71.173,0.248,373.695,214.4,159.295,0.0,159.295,19.65,1.0,0.0,0.0,0.0,0.0
186,211.8,10.0,0.0,10.0,0.0,52.505,52.505,0.0,159.295,0.0,23.84,1.0,0.0,0.0,0.0,0.0
187,208.9,69.241,0.0,69.002,0.239,362.295,208.9,153.395,0.0,153.395,19.39,1.0,0.0,0.0,0.0,0.0
188,205.9,10.0,0.0,10.0,0.0,52.505,52.505,0.0,153.395,0.0,23.68,1.0,0.0,0.0,0.0,0.0
189,203.1,66.869,0.0,66.64,0.229,349.895,203.1,146.795,0.0,146.795,19.28,1.0,0.0,0.0,0.0,0.0
190,199.3,10.0,0.0,10.0,0.0,52.505,52.505,0.0,146.795,0.0,22.06,1.0,0.0,0.0,0.0,0.0
191,195.5,37.234,0.0,37.234,0.0,195.5,195.5,0.0,0.0,0.0,19.01,1.0,0.0,0.0,0.0,0.0
192,192.4,36.644,0.0,36.644,0.0,192.4,192.4,0.0,0.0,0.0,19.01,1.0,0.0,0.0,0.0,0.0
193,188.8,35.958,0.0,35.958,0.0,188.8,188.8,0.0,0.0,0.0,17.89,1.0,0.0,0.0,0.0,0.0
194,184.8,35.196,0.0,35.196,0.0,184.8,184.8,0.0,0.0,0.0,17.89,1.0,0.0,0.0,0.0,0.0
195,182.0,34.663,0.0,34.663,0.0,182.0,182.0,0.0,0.0,0.0,17.89,1.0,0.0,0.0,0.0,0.0
196,178.9,34.073,0.0,34.073,0.0,178.9,178.9,0.0,0.0,0.0,17.89,1.0,0.0,0.0,0.0,0.0
197,177.2,33.749,0.0,33.749,0.0,177.2,177.2,0.0,0.0,0.0,16.84,1.0,0.0,0.0,0.0,0.0
198,174.8,503.818,0.0,500.0,3.818,2625.263,174.8,2450.463,0.0,2450.463,13.3,1.0,0.0,0.0,0.0,0.0
