,industry_demand,optimalBidamount,elecCons,elecStartUpCost,comprCons,prodH2,elecToPlantUse_kg,elecToStorage_kg,storageToPlantUse_kg,currentSOC,price,isRunning,isStarted
251,206.2,68.726,68.726,0.0,0.0,206.2,206.2,0.0,0.0,3308.11,26.17,1.0,0.0
252,208.2,301.078,300.0,0.0,1.078,900.09,208.2,691.89,0.0,4000.0,26.17,1.0,0.0
253,208.1,69.36,69.36,0.0,0.0,208.1,208.1,0.0,0.0,4000.0,26.57,1.0,0.0
254,209.2,69.726,69.726,0.0,0.0,209.2,209.2,0.0,0.0,4000.0,26.57,1.0,0.0
255,209.4,69.793,69.793,0.0,0.0,209.4,209.4,0.0,0.0,4000.0,26.57,1.0,0.0
256,211.2,10.0,10.0,0.0,0.0,30.003,30.003,0.0,181.197,3818.803,26.57,1.0,0.0
257,213.7,10.0,10.0,0.0,0.0,30.003,30.003,0.0,183.697,3635.106,26.64,1.0,0.0
258,218.3,10.0,10.0,0.0,0.0,30.003,30.003,0.0,188.297,3446.809,26.71,1.0,0.0
259,223.9,10.0,10.0,0.0,0.0,30.003,30.003,0.0,193.897,3252.912,27.21,1.0,0.0
260,229.7,10.0,10.0,0.0,0.0,30.003,30.003,0.0,199.697,3053.215,27.87,1.0,0.0
261,231.2,10.399,10.399,0.0,0.0,31.2,31.2,0.0,200.0,2853.215,27.87,1.0,0.0
262,234.7,11.566,11.566,0.0,0.0,34.7,34.7,0.0,200.0,2653.215,27.87,1.0,0.0
263,236.5,12.165,12.165,0.0,0.0,36.5,36.5,0.0,200.0,2453.215,28.49,1.0,0.0
264,238.6,12.865,12.865,0.0,0.0,38.6,38.6,0.0,200.0,2253.215,28.49,1.0,0.0
265,237.4,12.465,12.465,0.0,0.0,37.4,37.4,0.0,200.0,2053.215,28.49,1.0,0.0
266,236.7,12.232,12.232,0.0,0.0,36.7,36.7,0.0,200.0,1853.215,27.87,1.0,0.0
267,236.3,12.099,12.099,0.0,0.0,36.3,36.3,0.0,200.0,1653.215,27.87,1.0,0.0
268,235.5,11.832,11.832,0.0,0.0,35.5,35.5,0.0,200.0,1453.215,27.87,1.0,0.0
269,233.3,11.099,11.099,0.0,0.0,33.3,33.3,0.0,200.0,1253.215,27.87,1.0,0.0
270,231.1,10.366,10.366,0.0,0.0,31.1,31.1,0.0,200.0,1053.215,27.21,1.0,0.0
271,229.5,10.0,10.0,0.0,0.0,30.003,30.003,0.0,199.497,853.718,27.21,1.0,0.0
272,228.9,10.0,10.0,0.0,0.0,30.003,30.003,0.0,198.897,654.821,27.21,1.0,0.0
273,225.1,10.0,10.0,0.0,0.0,30.003,30.003,0.0,195.097,459.724,26.71,1.0,0.0
274,221.4,73.793,73.793,0.0,0.0,221.4,221.4,0.0,0.0,459.724,26.57,1.0,0.0
275,217.7,44.719,44.719,0.0,0.0,134.17,134.17,0.0,83.53,376.194,26.57,1.0,0.0
276,218.7,10.0,10.0,0.0,0.0,30.003,30.003,0.0,188.697,187.497,26.57,1.0,0.0
277,217.5,10.0,10.0,0.0,0.0,30.003,30.003,0.0,187.497,0.0,26.57,1.0,0.0
278,215.7,260.75,259.871,0.0,0.879,779.691,215.7,563.991,0.0,563.991,26.17,1.0,0.0
279,216.5,10.0,10.0,0.0,0.0,30.003,30.003,0.0,186.497,377.494,26.57,1.0,0.0
280,220.1,10.0,10.0,0.0,0.0,30.003,30.003,0.0,190.097,187.397,26.64,1.0,0.0
281,217.4,10.0,10.0,0.0,0.0,30.003,30.003,0.0,187.397,0.0,26.57,1.0,0.0
282,213.0,70.993,70.993,0.0,0.0,213.0,213.0,0.0,0.0,0.0,26.17,1.0,0.0
283,210.1,70.026,70.026,0.0,0.0,210.1,210.1,0.0,0.0,0.0,26.04,1.0,0.0
284,207.0,68.993,68.993,0.0,0.0,207.0,207.0,0.0,0.0,0.0,25.91,1.0,0.0
285,205.1,68.36,68.36,0.0,0.0,205.1,205.1,0.0,0.0,0.0,25.59,1.0,0.0
286,201.4,67.127,67.127,0.0,0.0,201.4,201.4,0.0,0.0,0.0,25.52,1.0,0.0
287,196.7,65.56,65.56,0.0,0.0,196.7,196.7,0.0,0.0,0.0,25.15,1.0,0.0
