,industry_demand,optimalBidamount,elecStandByCons,elecCons,comprCons,prodH2,elecToPlantUse_kg,elecToStorage_kg,storageToPlantUse_kg,currentSOC,price,isRunning,isIdle,isStandBy,isColdStarted
200,55900.23,11829.553,0.0,11829.553,0.0,55900.23,55900.23,0.0,0.0,0.0,56.6896,1.0,0.0,0.0,0.0
201,55993.28,11849.245,0.0,11849.245,0.0,55993.28,55993.28,0.0,0.0,0.0,56.559185208081445,1.0,0.0,0.0,0.0
202,55648.41,11776.264,0.0,11776.264,0.0,55648.41,55648.41,0.0,0.0,0.0,56.69840000000001,1.0,0.0,0.0,0.0
203,55555.31,11756.562,0.0,11756.562,0.0,55555.31,55555.31,0.0,0.0,0.0,56.98,1.0,0.0,0.0,0.0
204,55460.16,11736.426,0.0,11736.426,0.0,55460.16,55460.16,0.0,0.0,0.0,55.22,1.0,0.0,0.0,0.0
205,55282.93,11698.921,0.0,11698.921,0.0,55282.93,55282.93,0.0,0.0,0.0,53.9,1.0,0.0,0.0,0.0
206,55339.84,11710.964,0.0,11710.964,0.0,55339.84,55339.84,0.0,0.0,0.0,53.91,1.0,0.0,0.0,0.0
207,55254.5,11692.905,0.0,11692.905,0.0,55254.5,55254.5,0.0,0.0,0.0,53.91,1.0,0.0,0.0,0.0
208,55377.42,11718.917,0.0,11718.917,0.0,55377.42,55377.42,0.0,0.0,0.0,57.78,1.0,0.0,0.0,0.0
209,55523.16,11749.758,0.0,11749.758,0.0,55523.16,55523.16,0.0,0.0,0.0,57.78,1.0,0.0,0.0,0.0
210,55813.3,11811.157,0.0,11811.157,0.0,55813.3,55813.3,0.0,0.0,0.0,58.59,1.0,0.0,0.0,0.0
211,55981.38,11846.726,0.0,11846.726,0.0,55981.38,55981.38,0.0,0.0,0.0,59.9896,1.0,0.0,0.0,0.0
212,56395.0,11934.256,0.0,11934.256,0.0,56395.0,56395.0,0.0,0.0,0.0,78.07,1.0,0.0,0.0,0.0
213,56860.57,12032.78,0.0,12032.78,0.0,56860.57,56860.57,0.0,0.0,0.0,76.07,1.0,0.0,0.0,0.0
214,57541.83,12176.947,0.0,12176.947,0.0,57541.83,57541.83,0.0,0.0,0.0,84.43,1.0,0.0,0.0,0.0
215,58306.89,12338.849,0.0,12338.849,0.0,58306.89,58306.89,0.0,0.0,0.0,87.93,1.0,0.0,0.0,0.0
216,58960.11,12477.082,0.0,12477.082,0.0,58960.11,58960.11,0.0,0.0,0.0,105.36,1.0,0.0,0.0,0.0
217,59967.38,12690.24,0.0,12690.24,0.0,59967.38,59967.38,0.0,0.0,0.0,134.31,1.0,0.0,0.0,0.0
218,60611.49,12826.546,0.0,12826.546,0.0,60611.49,60611.49,0.0,0.0,0.0,295.5966666666667,1.0,0.0,0.0,0.0
219,61530.35,13020.994,0.0,13020.994,0.0,61530.35,61530.35,0.0,0.0,0.0,138.66,1.0,0.0,0.0,0.0
220,62331.0,13190.427,0.0,13190.427,0.0,62331.0,62331.0,0.0,0.0,0.0,138.67,1.0,0.0,0.0,0.0
221,63175.48,13369.135,0.0,13369.135,0.0,63175.48,63175.48,0.0,0.0,0.0,138.68,1.0,0.0,0.0,0.0
222,63975.74,13538.485,0.0,13538.485,0.0,63975.74,63975.74,0.0,0.0,0.0,138.69,1.0,0.0,0.0,0.0
223,64593.16,13669.143,0.0,13669.143,0.0,64593.16,64593.16,0.0,0.0,0.0,138.71,1.0,0.0,0.0,0.0
224,65062.95,13768.56,0.0,13768.56,0.0,65062.95,65062.95,0.0,0.0,0.0,138.72,1.0,0.0,0.0,0.0
225,65465.55,13853.757,0.0,13853.757,0.0,65465.55,65465.55,0.0,0.0,0.0,138.73,1.0,0.0,0.0,0.0
226,66172.41,14003.342,0.0,14003.342,0.0,66172.41,66172.41,0.0,0.0,0.0,138.74,1.0,0.0,0.0,0.0
227,66320.91,14034.768,0.0,14034.768,0.0,66320.91,66320.91,0.0,0.0,0.0,138.76,1.0,0.0,0.0,0.0
228,66260.57,14021.999,0.0,14021.999,0.0,66260.57,66260.57,0.0,0.0,0.0,138.77,1.0,0.0,0.0,0.0
229,66621.83,14098.448,0.0,14098.448,0.0,66621.83,66621.83,0.0,0.0,0.0,138.78,1.0,0.0,0.0,0.0
230,66626.25,14099.384,0.0,14099.384,0.0,66626.25,66626.25,0.0,0.0,0.0,138.79,1.0,0.0,0.0,0.0
231,66568.29,14087.118,0.0,14087.118,0.0,66568.29,66568.29,0.0,0.0,0.0,138.81,1.0,0.0,0.0,0.0
232,66591.95,14092.125,0.0,14092.125,0.0,66591.95,66591.95,0.0,0.0,0.0,138.82,1.0,0.0,0.0,0.0
233,66407.57,14053.107,0.0,14053.107,0.0,66407.57,66407.57,0.0,0.0,0.0,138.83,1.0,0.0,0.0,0.0
234,66383.74,14048.064,0.0,14048.064,0.0,66383.74,66383.74,0.0,0.0,0.0,138.84,1.0,0.0,0.0,0.0
235,66519.14,14076.717,0.0,14076.717,0.0,66519.14,66519.14,0.0,0.0,0.0,138.86,1.0,0.0,0.0,0.0
236,66495.59,14071.733,0.0,14071.733,0.0,66495.59,66495.59,0.0,0.0,0.0,138.87,1.0,0.0,0.0,0.0
237,66548.34,14082.896,0.0,14082.896,0.0,66548.34,66548.34,0.0,0.0,0.0,138.88,1.0,0.0,0.0,0.0
238,66576.87,14088.934,0.0,14088.934,0.0,66576.87,66576.87,0.0,0.0,0.0,138.89,1.0,0.0,0.0,0.0
239,66653.41,14105.131,0.0,14105.131,0.0,66653.41,66653.41,0.0,0.0,0.0,138.91,1.0,0.0,0.0,0.0
240,66690.37,14112.953,0.0,14112.953,0.0,66690.37,66690.37,0.0,0.0,0.0,138.92,1.0,0.0,0.0,0.0
241,66918.26,14161.178,0.0,14161.178,0.0,66918.26,66918.26,0.0,0.0,0.0,138.93,1.0,0.0,0.0,0.0
242,66783.74,14132.711,0.0,14132.711,0.0,66783.74,66783.74,0.0,0.0,0.0,138.94,1.0,0.0,0.0,0.0
243,66927.17,14163.064,0.0,14163.064,0.0,66927.17,66927.17,0.0,0.0,0.0,138.96,1.0,0.0,0.0,0.0
244,66790.76,14134.197,0.0,14134.197,0.0,66790.76,66790.76,0.0,0.0,0.0,138.97,1.0,0.0,0.0,0.0
245,66667.48,14108.109,0.0,14108.109,0.0,66667.48,66667.48,0.0,0.0,0.0,138.98,1.0,0.0,0.0,0.0
246,66707.28,14116.531,0.0,14116.531,0.0,66707.28,66707.28,0.0,0.0,0.0,138.99,1.0,0.0,0.0,0.0
247,66688.92,14112.646,0.0,14112.646,0.0,66688.92,66688.92,0.0,0.0,0.0,139.01,1.0,0.0,0.0,0.0
248,66480.46,14068.532,0.0,14068.532,0.0,66480.46,66480.46,0.0,0.0,0.0,139.02,1.0,0.0,0.0,0.0
249,66246.43,14019.006,0.0,14019.006,0.0,66246.43,66246.43,0.0,0.0,0.0,139.03,1.0,0.0,0.0,0.0
250,66110.02,13990.139,0.0,13990.139,0.0,66110.02,66110.02,0.0,0.0,0.0,139.04,1.0,0.0,0.0,0.0
251,65803.12,13925.194,0.0,13925.194,0.0,65803.12,65803.12,0.0,0.0,0.0,139.06,1.0,0.0,0.0,0.0
252,65604.04,13883.064,0.0,13883.064,0.0,65604.04,65604.04,0.0,0.0,0.0,139.07,1.0,0.0,0.0,0.0
253,65156.1,13788.272,0.0,13788.272,0.0,65156.1,65156.1,0.0,0.0,0.0,139.08,1.0,0.0,0.0,0.0
254,64543.67,13658.67,0.0,13658.67,0.0,64543.67,64543.67,0.0,0.0,0.0,139.09,1.0,0.0,0.0,0.0
255,64308.38,13608.878,0.0,13608.878,0.0,64308.38,64308.38,0.0,0.0,0.0,139.11,1.0,0.0,0.0,0.0
256,63862.58,13514.538,0.0,13514.538,0.0,63862.58,63862.58,0.0,0.0,0.0,139.12,1.0,0.0,0.0,0.0
257,63686.06,13477.183,0.0,13477.183,0.0,63686.06,63686.06,0.0,0.0,0.0,139.13,1.0,0.0,0.0,0.0
258,63164.07,13366.72,0.0,13366.72,0.0,63164.07,63164.07,0.0,0.0,0.0,139.14,1.0,0.0,0.0,0.0
259,62711.33,13270.912,0.0,13270.912,0.0,62711.33,62711.33,0.0,0.0,0.0,139.16,1.0,0.0,0.0,0.0
260,62752.15,13279.55,0.0,13279.55,0.0,62752.15,62752.15,0.0,0.0,0.0,139.17,1.0,0.0,0.0,0.0
261,62127.09,13147.276,0.0,13147.276,0.0,62127.09,62127.09,0.0,0.0,0.0,139.18,1.0,0.0,0.0,0.0
262,61849.14,13088.456,0.0,13088.456,0.0,61849.14,61849.14,0.0,0.0,0.0,139.19,1.0,0.0,0.0,0.0
263,61640.58,13044.321,0.0,13044.321,0.0,61640.58,61640.58,0.0,0.0,0.0,139.2,1.0,0.0,0.0,0.0
264,61527.91,13020.478,0.0,13020.478,0.0,61527.91,61527.91,0.0,0.0,0.0,139.22,1.0,0.0,0.0,0.0
265,61293.46,12970.864,0.0,12970.864,0.0,61293.46,61293.46,0.0,0.0,0.0,139.23,1.0,0.0,0.0,0.0
266,61028.1,12914.708,0.0,12914.708,0.0,61028.1,61028.1,0.0,0.0,0.0,139.24,1.0,0.0,0.0,0.0
267,60920.77,12891.995,0.0,12891.995,0.0,60920.77,60920.77,0.0,0.0,0.0,139.25,1.0,0.0,0.0,0.0
268,60822.33,12871.164,0.0,12871.164,0.0,60822.33,60822.33,0.0,0.0,0.0,139.27,1.0,0.0,0.0,0.0
269,60852.27,12877.499,0.0,12877.499,0.0,60852.27,60852.27,0.0,0.0,0.0,139.28,1.0,0.0,0.0,0.0
270,60853.64,12877.789,0.0,12877.789,0.0,60853.64,60853.64,0.0,0.0,0.0,139.29,1.0,0.0,0.0,0.0
271,60705.25,12846.387,0.0,12846.387,0.0,60705.25,60705.25,0.0,0.0,0.0,139.3,1.0,0.0,0.0,0.0
272,60684.8,12842.06,0.0,12842.06,0.0,60684.8,60684.8,0.0,0.0,0.0,139.32,1.0,0.0,0.0,0.0
273,60546.79,12812.854,0.0,12812.854,0.0,60546.79,60546.79,0.0,0.0,0.0,139.33,1.0,0.0,0.0,0.0
274,60703.55,12846.027,0.0,12846.027,0.0,60703.55,60703.55,0.0,0.0,0.0,139.34,1.0,0.0,0.0,0.0
275,60684.16,12841.924,0.0,12841.924,0.0,60684.16,60684.16,0.0,0.0,0.0,139.35,1.0,0.0,0.0,0.0
276,60507.73,12804.588,0.0,12804.588,0.0,60507.73,60507.73,0.0,0.0,0.0,139.37,1.0,0.0,0.0,0.0
277,60167.52,12732.593,0.0,12732.593,0.0,60167.52,60167.52,0.0,0.0,0.0,139.38,1.0,0.0,0.0,0.0
278,60353.77,12772.007,0.0,12772.007,0.0,60353.77,60353.77,0.0,0.0,0.0,139.39,1.0,0.0,0.0,0.0
279,59858.13,12667.12,0.0,12667.12,0.0,59858.13,59858.13,0.0,0.0,0.0,139.4,1.0,0.0,0.0,0.0
280,59650.61,12623.205,0.0,12623.205,0.0,59650.61,59650.61,0.0,0.0,0.0,139.42,1.0,0.0,0.0,0.0
281,59399.8,12570.129,0.0,12570.129,0.0,59399.8,59399.8,0.0,0.0,0.0,139.43,1.0,0.0,0.0,0.0
282,59008.3,12487.28,0.0,12487.28,0.0,59008.3,59008.3,0.0,0.0,0.0,139.44,1.0,0.0,0.0,0.0
283,58524.01,12384.795,0.0,12384.795,0.0,58524.01,58524.01,0.0,0.0,0.0,139.45,1.0,0.0,0.0,0.0
284,57711.74,12212.903,0.0,12212.903,0.0,57711.74,57711.74,0.0,0.0,0.0,139.47,1.0,0.0,0.0,0.0
285,56796.09,12019.134,0.0,12019.134,0.0,56796.09,56796.09,0.0,0.0,0.0,127.97,1.0,0.0,0.0,0.0
286,55843.16,11817.476,0.0,11817.476,0.0,55843.16,55843.16,0.0,0.0,0.0,102.49,1.0,0.0,0.0,0.0
287,55319.06,11706.567,0.0,11706.567,0.0,55319.06,55319.06,0.0,0.0,0.0,99.74,1.0,0.0,0.0,0.0
288,55093.39,11658.811,0.0,11658.811,0.0,55093.39,55093.39,0.0,0.0,0.0,91.3088,1.0,0.0,0.0,0.0
289,55175.93,11676.278,0.0,11676.278,0.0,55175.93,55175.93,0.0,0.0,0.0,87.8,1.0,0.0,0.0,0.0
290,55072.09,11654.303,0.0,11654.303,0.0,55072.09,55072.09,0.0,0.0,0.0,85.8,1.0,0.0,0.0,0.0
291,55273.88,11697.006,0.0,11697.006,0.0,55273.88,55273.88,0.0,0.0,0.0,80.78098039215686,1.0,0.0,0.0,0.0
292,55051.89,11650.029,0.0,11650.029,0.0,55051.89,55051.89,0.0,0.0,0.0,84.73,1.0,0.0,0.0,0.0
293,54457.01,11524.141,0.0,11524.141,0.0,54457.01,54457.01,0.0,0.0,0.0,73.2746875,1.0,0.0,0.0,0.0
294,53675.03,11358.659,0.0,11358.659,0.0,53675.03,53675.03,0.0,0.0,0.0,66.91,1.0,0.0,0.0,0.0
295,52815.69,11176.806,0.0,11176.806,0.0,52815.69,52815.69,0.0,0.0,0.0,63.59995833333334,1.0,0.0,0.0,0.0
296,52133.52,11032.446,0.0,11032.446,0.0,52133.52,52133.52,0.0,0.0,0.0,62.06,1.0,0.0,0.0,0.0
297,51429.07,10883.371,0.0,10883.371,0.0,51429.07,51429.07,0.0,0.0,0.0,59.54392857142857,1.0,0.0,0.0,0.0
298,50928.98,10777.542,0.0,10777.542,0.0,50928.98,50928.98,0.0,0.0,0.0,58.845312500000006,1.0,0.0,0.0,0.0
299,50724.53,10734.277,0.0,10734.277,0.0,50724.53,50724.53,0.0,0.0,0.0,58.8,1.0,0.0,0.0,0.0
300,50198.68,10622.997,0.0,10622.997,0.0,50198.68,50198.68,0.0,0.0,0.0,60.59,1.0,0.0,0.0,0.0
301,50110.74,10604.387,0.0,10604.387,0.0,50110.74,50110.74,0.0,0.0,0.0,57.99,1.0,0.0,0.0,0.0
302,49747.5,10527.519,0.0,10527.519,0.0,49747.5,49747.5,0.0,0.0,0.0,56.918400000000005,1.0,0.0,0.0,0.0
303,49753.78,10528.848,0.0,10528.848,0.0,49753.78,49753.78,0.0,0.0,0.0,55.73652777777778,1.0,0.0,0.0,0.0
304,49664.58,10509.971,0.0,10509.971,0.0,49664.58,49664.58,0.0,0.0,0.0,59.72,1.0,0.0,0.0,0.0
305,49426.9,10459.674,0.0,10459.674,0.0,49426.9,49426.9,0.0,0.0,0.0,57.98,1.0,0.0,0.0,0.0
306,49656.49,10508.259,0.0,10508.259,0.0,49656.49,49656.49,0.0,0.0,0.0,57.98,1.0,0.0,0.0,0.0
307,49695.12,10516.434,0.0,10516.434,0.0,49695.12,49695.12,0.0,0.0,0.0,60.19200000000001,1.0,0.0,0.0,0.0
308,49524.85,10480.402,0.0,10480.402,0.0,49524.85,49524.85,0.0,0.0,0.0,84.68,1.0,0.0,0.0,0.0
309,49631.79,10503.032,0.0,10503.032,0.0,49631.79,49631.79,0.0,0.0,0.0,78.3,1.0,0.0,0.0,0.0
310,49610.24,10498.472,0.0,10498.472,0.0,49610.24,49610.24,0.0,0.0,0.0,80.04,1.0,0.0,0.0,0.0
311,49689.8,10515.308,0.0,10515.308,0.0,49689.8,49689.8,0.0,0.0,0.0,84.67,1.0,0.0,0.0,0.0
312,49902.5,10560.32,0.0,10560.32,0.0,49902.5,49902.5,0.0,0.0,0.0,85.72,1.0,0.0,0.0,0.0
313,49869.52,10553.34,0.0,10553.34,0.0,49869.52,49869.52,0.0,0.0,0.0,88.4,1.0,0.0,0.0,0.0
314,50008.65,10582.783,0.0,10582.783,0.0,50008.65,50008.65,0.0,0.0,0.0,91.212,1.0,0.0,0.0,0.0
315,49804.47,10539.575,0.0,10539.575,0.0,49804.47,49804.47,0.0,0.0,0.0,101.77,1.0,0.0,0.0,0.0
316,50107.89,10603.784,0.0,10603.784,0.0,50107.89,50107.89,0.0,0.0,0.0,102.39,1.0,0.0,0.0,0.0
317,50092.12,10600.447,0.0,10600.447,0.0,50092.12,50092.12,0.0,0.0,0.0,118.62,1.0,0.0,0.0,0.0
318,50187.44,10620.618,0.0,10620.618,0.0,50187.44,50187.44,0.0,0.0,0.0,134.04,1.0,0.0,0.0,0.0
319,50161.29,10615.084,0.0,10615.084,0.0,50161.29,50161.29,0.0,0.0,0.0,134.03,1.0,0.0,0.0,0.0
320,50226.29,10628.84,0.0,10628.84,0.0,50226.29,50226.29,0.0,0.0,0.0,134.01,1.0,0.0,0.0,0.0
321,50158.22,10614.435,0.0,10614.435,0.0,50158.22,50158.22,0.0,0.0,0.0,134.0,1.0,0.0,0.0,0.0
322,50285.72,10641.416,0.0,10641.416,0.0,50285.72,50285.72,0.0,0.0,0.0,133.99,1.0,0.0,0.0,0.0
323,50307.62,10646.051,0.0,10646.051,0.0,50307.62,50307.62,0.0,0.0,0.0,134.39,1.0,0.0,0.0,0.0
324,50424.9,10670.869,0.0,10670.869,0.0,50424.9,50424.9,0.0,0.0,0.0,133.96,1.0,0.0,0.0,0.0
325,50230.53,10629.737,0.0,10629.737,0.0,50230.53,50230.53,0.0,0.0,0.0,133.95,1.0,0.0,0.0,0.0
326,50264.88,10637.006,0.0,10637.006,0.0,50264.88,50264.88,0.0,0.0,0.0,134.36,1.0,0.0,0.0,0.0
327,50198.19,10622.893,0.0,10622.893,0.0,50198.19,50198.19,0.0,0.0,0.0,133.92,1.0,0.0,0.0,0.0
328,50517.26,10690.414,0.0,10690.414,0.0,50517.26,50517.26,0.0,0.0,0.0,102.33,1.0,0.0,0.0,0.0
329,50332.76,10651.371,0.0,10651.371,0.0,50332.76,50332.76,0.0,0.0,0.0,105.58,1.0,0.0,0.0,0.0
330,50375.44,10660.403,0.0,10660.403,0.0,50375.44,50375.44,0.0,0.0,0.0,102.32,1.0,0.0,0.0,0.0
331,50519.83,10690.958,0.0,10690.958,0.0,50519.83,50519.83,0.0,0.0,0.0,102.32,1.0,0.0,0.0,0.0
332,50303.76,10645.234,0.0,10645.234,0.0,50303.76,50303.76,0.0,0.0,0.0,99.56,1.0,0.0,0.0,0.0
333,50435.29,10673.068,0.0,10673.068,0.0,50435.29,50435.29,0.0,0.0,0.0,99.56,1.0,0.0,0.0,0.0
334,50335.23,10651.893,0.0,10651.893,0.0,50335.23,50335.23,0.0,0.0,0.0,92.17,1.0,0.0,0.0,0.0
335,50509.33,10688.736,0.0,10688.736,0.0,50509.33,50509.33,0.0,0.0,0.0,92.17,1.0,0.0,0.0,0.0
336,50331.23,10651.047,0.0,10651.047,0.0,50331.23,50331.23,0.0,0.0,0.0,87.62,1.0,0.0,0.0,0.0
337,50424.3,10670.742,0.0,10670.742,0.0,50424.3,50424.3,0.0,0.0,0.0,87.62,1.0,0.0,0.0,0.0
338,50233.96,10630.463,0.0,10630.463,0.0,50233.96,50233.96,0.0,0.0,0.0,85.61,1.0,0.0,0.0,0.0
339,50234.65,10630.609,0.0,10630.609,0.0,50234.65,50234.65,0.0,0.0,0.0,81.93,1.0,0.0,0.0,0.0
340,50187.11,10620.548,0.0,10620.548,0.0,50187.11,50187.11,0.0,0.0,0.0,85.6,1.0,0.0,0.0,0.0
341,50331.31,10651.064,0.0,10651.064,0.0,50331.31,50331.31,0.0,0.0,0.0,84.55,1.0,0.0,0.0,0.0
342,50039.6,10589.332,0.0,10589.332,0.0,50039.6,50039.6,0.0,0.0,0.0,80.58098039215686,1.0,0.0,0.0,0.0
343,49936.38,10567.489,0.0,10567.489,0.0,49936.38,49936.38,0.0,0.0,0.0,79.99,1.0,0.0,0.0,0.0
344,49782.29,10534.881,0.0,10534.881,0.0,49782.29,49782.29,0.0,0.0,0.0,87.58,1.0,0.0,0.0,0.0
345,49874.4,10554.373,0.0,10554.373,0.0,49874.4,49874.4,0.0,0.0,0.0,87.57,1.0,0.0,0.0,0.0
346,49633.02,10503.292,0.0,10503.292,0.0,49633.02,49633.02,0.0,0.0,0.0,85.15,1.0,0.0,0.0,0.0
347,49453.9,10465.387,0.0,10465.387,0.0,49453.9,49453.9,0.0,0.0,0.0,85.15,1.0,0.0,0.0,0.0
348,49193.47,10410.275,0.0,10410.275,0.0,49193.47,49193.47,0.0,0.0,0.0,84.51,1.0,0.0,0.0,0.0
349,49092.45,10388.898,0.0,10388.898,0.0,49092.45,49092.45,0.0,0.0,0.0,84.5,1.0,0.0,0.0,0.0
350,48951.49,10359.068,0.0,10359.068,0.0,48951.49,48951.49,0.0,0.0,0.0,81.87,1.0,0.0,0.0,0.0
351,48918.07,10351.995,0.0,10351.995,0.0,48918.07,48918.07,0.0,0.0,0.0,79.86,1.0,0.0,0.0,0.0
352,48725.76,10311.299,0.0,10311.299,0.0,48725.76,48725.76,0.0,0.0,0.0,79.85,1.0,0.0,0.0,0.0
353,48658.74,10297.116,0.0,10297.116,0.0,48658.74,48658.74,0.0,0.0,0.0,84.48,1.0,0.0,0.0,0.0
354,48561.83,10276.608,0.0,10276.608,0.0,48561.83,48561.83,0.0,0.0,0.0,87.52,1.0,0.0,0.0,0.0
355,48505.52,10264.692,0.0,10264.692,0.0,48505.52,48505.52,0.0,0.0,0.0,86.9398795738768,1.0,0.0,0.0,0.0
356,48204.79,10201.052,0.0,10201.052,0.0,48204.79,48204.79,0.0,0.0,0.0,84.47,1.0,0.0,0.0,0.0
357,48300.0,10221.2,0.0,10221.2,0.0,48300.0,48300.0,0.0,0.0,0.0,84.46,1.0,0.0,0.0,0.0
358,48310.5,10223.422,0.0,10223.422,0.0,48310.5,48310.5,0.0,0.0,0.0,85.51,1.0,0.0,0.0,0.0
359,48402.44,10242.878,0.0,10242.878,0.0,48402.44,48402.44,0.0,0.0,0.0,85.5,1.0,0.0,0.0,0.0
360,48348.44,10231.451,0.0,10231.451,0.0,48348.44,48348.44,0.0,0.0,0.0,79.82,1.0,0.0,0.0,0.0
361,48178.94,10195.581,0.0,10195.581,0.0,48178.94,48178.94,0.0,0.0,0.0,71.16045454545454,1.0,0.0,0.0,0.0
362,48160.54,10191.688,0.0,10191.688,0.0,48160.54,48160.54,0.0,0.0,0.0,68.2,1.0,0.0,0.0,0.0
363,48162.3,10192.06,0.0,10192.06,0.0,48162.3,48162.3,0.0,0.0,0.0,68.19,1.0,0.0,0.0,0.0
364,48240.98,10208.71,0.0,10208.71,0.0,48240.98,48240.98,0.0,0.0,0.0,65.5,1.0,0.0,0.0,0.0
365,48121.26,10183.375,0.0,10183.375,0.0,48121.26,48121.26,0.0,0.0,0.0,63.35995833333333,1.0,0.0,0.0,0.0
366,48004.59,10158.686,0.0,10158.686,0.0,48004.59,48004.59,0.0,0.0,0.0,61.93607142857143,1.0,0.0,0.0,0.0
367,48093.16,10177.429,0.0,10177.429,0.0,48093.16,48093.16,0.0,0.0,0.0,60.5869696969697,1.0,0.0,0.0,0.0
368,48208.49,10201.835,0.0,10201.835,0.0,48208.49,48208.49,0.0,0.0,0.0,84.41,1.0,0.0,0.0,0.0
369,48139.02,10187.134,0.0,10187.134,0.0,48139.02,48139.02,0.0,0.0,0.0,61.83,1.0,0.0,0.0,0.0
370,48155.12,10190.541,0.0,10190.541,0.0,48155.12,48155.12,0.0,0.0,0.0,59.63,1.0,0.0,0.0,0.0
371,48044.01,10167.028,0.0,10167.028,0.0,48044.01,48044.01,0.0,0.0,0.0,57.78,1.0,0.0,0.0,0.0
372,48022.32,10162.438,0.0,10162.438,0.0,48022.32,48022.32,0.0,0.0,0.0,56.849375,1.0,0.0,0.0,0.0
373,48140.61,10187.47,0.0,10187.47,0.0,48140.61,48140.61,0.0,0.0,0.0,55.516527777777775,1.0,0.0,0.0,0.0
374,48138.09,10186.937,0.0,10186.937,0.0,48138.09,48138.09,0.0,0.0,0.0,54.77,1.0,0.0,0.0,0.0
375,48066.54,10171.795,0.0,10171.795,0.0,48066.54,48066.54,0.0,0.0,0.0,53.78544117647059,1.0,0.0,0.0,0.0
376,48113.04,10181.636,0.0,10181.636,0.0,48113.04,48113.04,0.0,0.0,0.0,53.9,1.0,0.0,0.0,0.0
377,48288.32,10218.728,0.0,10218.728,0.0,48288.32,48288.32,0.0,0.0,0.0,53.3,1.0,0.0,0.0,0.0
378,48264.85,10213.762,0.0,10213.762,0.0,48264.85,48264.85,0.0,0.0,0.0,52.72916666666666,1.0,0.0,0.0,0.0
379,48078.39,10174.303,0.0,10174.303,0.0,48078.39,48078.39,0.0,0.0,0.0,49.7949537037037,1.0,0.0,0.0,0.0
380,48202.46,10200.559,0.0,10200.559,0.0,48202.46,48202.46,0.0,0.0,0.0,44.86,1.0,0.0,0.0,0.0
381,48138.31,10186.983,0.0,10186.983,0.0,48138.31,48138.31,0.0,0.0,0.0,44.05,1.0,0.0,0.0,0.0
382,48067.42,10171.982,0.0,10171.982,0.0,48067.42,48067.42,0.0,0.0,0.0,43.350646942582486,1.0,0.0,0.0,0.0
383,48224.34,10205.189,0.0,10205.189,0.0,48224.34,48224.34,0.0,0.0,0.0,42.95,1.0,0.0,0.0,0.0
384,48096.26,10178.085,0.0,10178.085,0.0,48096.26,48096.26,0.0,0.0,0.0,43.05,1.0,0.0,0.0,0.0
385,48229.63,10206.308,0.0,10206.308,0.0,48229.63,48229.63,0.0,0.0,0.0,42.42,1.0,0.0,0.0,0.0
386,48193.44,10198.65,0.0,10198.65,0.0,48193.44,48193.44,0.0,0.0,0.0,42.3,1.0,0.0,0.0,0.0
387,48125.48,10184.268,0.0,10184.268,0.0,48125.48,48125.48,0.0,0.0,0.0,42.09,1.0,0.0,0.0,0.0
388,48143.82,10188.149,0.0,10188.149,0.0,48143.82,48143.82,0.0,0.0,0.0,42.09,1.0,0.0,0.0,0.0
389,48188.92,10197.693,0.0,10197.693,0.0,48188.92,48188.92,0.0,0.0,0.0,42.08,1.0,0.0,0.0,0.0
390,48249.01,10210.41,0.0,10210.41,0.0,48249.01,48249.01,0.0,0.0,0.0,41.721954022988506,1.0,0.0,0.0,0.0
391,48139.44,10187.222,0.0,10187.222,0.0,48139.44,48139.44,0.0,0.0,0.0,41.37,1.0,0.0,0.0,0.0
392,48041.38,10166.471,0.0,10166.471,0.0,48041.38,48041.38,0.0,0.0,0.0,41.36,1.0,0.0,0.0,0.0
393,48199.5,10199.932,0.0,10199.932,0.0,48199.5,48199.5,0.0,0.0,0.0,40.924375,1.0,0.0,0.0,0.0
394,48121.7,10183.468,0.0,10183.468,0.0,48121.7,48121.7,0.0,0.0,0.0,41.2632,1.0,0.0,0.0,0.0
395,48168.17,10193.302,0.0,10193.302,0.0,48168.17,48168.17,0.0,0.0,0.0,40.78,1.0,0.0,0.0,0.0
396,48082.28,10175.126,0.0,10175.126,0.0,48082.28,48082.28,0.0,0.0,0.0,41.2544,1.0,0.0,0.0,0.0
397,48122.08,10183.549,0.0,10183.549,0.0,48122.08,48122.08,0.0,0.0,0.0,40.67731182795699,1.0,0.0,0.0,0.0
398,48157.23,10190.987,0.0,10190.987,0.0,48157.23,48157.23,0.0,0.0,0.0,40.61,1.0,0.0,0.0,0.0
399,48031.21,10164.319,0.0,10164.319,0.0,48031.21,48031.21,0.0,0.0,0.0,39.9,1.0,0.0,0.0,0.0
400,48099.82,10178.838,0.0,10178.838,0.0,48099.82,48099.82,0.0,0.0,0.0,39.81150537634409,1.0,0.0,0.0,0.0
401,47977.91,10153.04,0.0,10153.04,0.0,47977.91,47977.91,0.0,0.0,0.0,42.0288,1.0,0.0,0.0,0.0
402,48135.9,10186.473,0.0,10186.473,0.0,48135.9,48135.9,0.0,0.0,0.0,42.02,1.0,0.0,0.0,0.0
403,47950.06,10147.146,0.0,10147.146,0.0,47950.06,47950.06,0.0,0.0,0.0,42.02,1.0,0.0,0.0,0.0
404,48091.02,10176.976,0.0,10176.976,0.0,48091.02,48091.02,0.0,0.0,0.0,42.0112,1.0,0.0,0.0,0.0
