Anwendung,Raumwärme,Warmwasser,Prozesswärme,Klimakälte,Prozesskälte,Beleuchtung,IKT,Mechanische Antriebe,Total,
2020-01-01 00:00:00,0,0,600297,4698,0,11847,7149,1153713,1777907,
2020-01-01 00:15:00,0,0,600297,4698,0,11847,7149,1151917,1776111,
2020-01-01 00:30:00,0,0,600297,4698,0,11847,7149,1154471,1778665,
2020-01-01 00:45:00,0,0,600297,4698,0,11847,7149,1153429,1777623,
2020-01-01 01:00:00,0,0,600297,4698,0,11847,7149,1165979,1790173,
2020-01-01 01:15:00,0,0,600297,4698,0,11847,7149,1156822,1781016,
2020-01-01 01:30:00,0,0,600297,4698,0,11847,7149,1159898,1784092,
2020-01-01 01:45:00,0,0,600297,4698,0,11847,7149,1161404,1785598,
2020-01-01 02:00:00,0,0,600297,4698,0,11847,7149,1151225,1775419,
2020-01-01 02:15:00,0,0,600297,4698,0,11847,7149,1157763,1781957,
2020-01-01 02:30:00,0,0,600297,4698,0,11847,7149,1158693,1782887,
2020-01-01 02:45:00,0,0,600297,4698,0,11847,7149,1155031,1779225,
2020-01-01 03:00:00,0,0,600297,4698,0,11847,7149,1155133,1779327,
2020-01-01 03:15:00,0,0,600297,4698,0,11847,7149,1152209,1776403,
2020-01-01 03:30:00,0,0,600297,4698,0,11847,7149,1153273,1777467,
2020-01-01 03:45:00,0,0,600297,4698,0,11847,7149,1147024,1771218,
2020-01-01 04:00:00,0,0,600297,4698,0,11847,7149,1153648,1777842,
2020-01-01 04:15:00,0,0,600297,4698,0,11847,7149,1154971,1779165,
2020-01-01 04:30:00,0,0,600297,4698,0,11847,7149,1157524,1781718,
2020-01-01 04:45:00,0,0,600297,4698,0,11847,7149,1154478,1778672,
2020-01-01 05:00:00,0,0,600297,4698,0,11847,7149,1151871,1776065,
2020-01-01 05:15:00,0,0,600297,4698,0,11847,7149,1156720,1780914,
2020-01-01 05:30:00,0,0,600297,4698,0,11847,7149,1159796,1783990,
2020-01-01 05:45:00,0,0,600297,4698,0,11847,7149,1153016,1777210,
2020-01-01 06:00:00,0,0,600297,4698,0,11847,7149,1151788,1775982,
2020-01-01 06:15:00,0,0,600297,4698,0,11847,7149,1157121,1781315,
2020-01-01 06:30:00,0,0,600297,4698,0,11847,7149,1156501,1780695,
2020-01-01 06:45:00,0,0,600297,4698,0,11847,7149,1155485,1779679,
2020-01-01 07:00:00,0,0,600297,4698,0,11847,7149,1156066,1780260,
2020-01-01 07:15:00,0,0,600297,4698,0,11847,7149,1156644,1780838,
2020-01-01 07:30:00,0,0,600297,4698,0,11847,7149,1158780,1782974,
2020-01-01 07:45:00,0,0,600297,4698,0,11847,7149,1157052,1781246,
2020-01-01 08:00:00,0,0,600297,4698,0,11847,7149,1155509,1779703,
2020-01-01 08:15:00,0,0,600297,4698,0,11847,7149,1162001,1786195,
2020-01-01 08:30:00,0,0,600297,4698,0,11847,7149,1156256,1780450,
2020-01-01 08:45:00,0,0,600297,4698,0,11847,7149,1161678,1785872,
2020-01-01 09:00:00,0,0,600297,4698,0,11847,7149,1157995,1782189,
2020-01-01 09:15:00,0,0,600297,4698,0,11847,7149,1148732,1772926,
2020-01-01 09:30:00,0,0,600297,4698,0,11847,7149,1154100,1778294,
2020-01-01 09:45:00,0,0,600297,4698,0,11847,7149,1162191,1786385,
2020-01-01 10:00:00,0,0,600297,4698,0,11847,7149,1155720,1779914,
2020-01-01 10:15:00,0,0,600297,4698,0,11847,7149,1161773,1785967,
2020-01-01 10:30:00,0,0,600297,4698,0,11847,7149,1155648,1779842,
2020-01-01 10:45:00,0,0,600297,4698,0,11847,7149,1155479,1779673,
2020-01-01 11:00:00,0,0,600297,4698,0,11847,7149,1154520,1778714,
2020-01-01 11:15:00,0,0,600297,4698,0,11847,7149,1159130,1783324,
2020-01-01 11:30:00,0,0,600297,4698,0,11847,7149,1155784,1779978,
2020-01-01 11:45:00,0,0,600297,4698,0,11847,7149,1158541,1782735,
2020-01-01 12:00:00,0,0,600297,4698,0,11847,7149,1153105,1777299,
2020-01-01 12:15:00,0,0,600297,4698,0,11847,7149,1156732,1780926,
2020-01-01 12:30:00,0,0,600297,4698,0,11847,7149,1154242,1778436,
2020-01-01 12:45:00,0,0,600297,4698,0,11847,7149,1156164,1780358,
2020-01-01 13:00:00,0,0,600297,4698,0,11847,7149,1149514,1773708,
2020-01-01 13:15:00,0,0,600297,4698,0,11847,7149,1154410,1778604,
2020-01-01 13:30:00,0,0,600297,4698,0,11847,7149,1158098,1782292,
2020-01-01 13:45:00,0,0,600297,4698,0,11847,7149,1158790,1782984,
2020-01-01 14:00:00,0,0,600297,4698,0,11847,7149,1157563,1781757,
2020-01-01 14:15:00,0,0,600297,4698,0,11847,7149,1154312,1778506,
2020-01-01 14:30:00,0,0,600297,4698,0,11847,7149,1155653,1779847,
2020-01-01 14:45:00,0,0,600297,4698,0,11847,7149,1166227,1790421,
2020-01-01 15:00:00,0,0,600297,4698,0,11847,7149,1154207,1778401,
2020-01-01 15:15:00,0,0,600297,4698,0,11847,7149,1153170,1777364,
2020-01-01 15:30:00,0,0,600297,4698,0,11847,7149,1150548,1774742,
2020-01-01 15:45:00,0,0,600297,4698,0,11847,7149,1158356,1782550,
2020-01-01 16:00:00,0,0,600297,4698,0,11847,7149,1152988,1777182,
2020-01-01 16:15:00,0,0,600297,4698,0,11847,7149,1152288,1776482,
2020-01-01 16:30:00,0,0,600297,4698,0,11847,7149,1155873,1780067,
2020-01-01 16:45:00,0,0,600297,4698,0,11847,7149,1156672,1780866,
2020-01-01 17:00:00,0,0,600297,4698,0,11847,7149,1154496,1778690,
2020-01-01 17:15:00,0,0,600297,4698,0,11847,7149,1153236,1777430,
2020-01-01 17:30:00,0,0,600297,4698,0,11847,7149,1156290,1780484,
2020-01-01 17:45:00,0,0,600297,4698,0,11847,7149,1160840,1785034,
2020-01-01 18:00:00,0,0,600297,4698,0,11847,7149,1157197,1781391,
2020-01-01 18:15:00,0,0,600297,4698,0,11847,7149,1156248,1780442,
2020-01-01 18:30:00,0,0,600297,4698,0,11847,7149,1156953,1781147,
2020-01-01 18:45:00,0,0,600297,4698,0,11847,7149,1154639,1778833,
2020-01-01 19:00:00,0,0,600297,4698,0,11847,7149,1158382,1782576,
2020-01-01 19:15:00,0,0,600297,4698,0,11847,7149,1159406,1783600,
2020-01-01 19:30:00,0,0,600297,4698,0,11847,7149,1157046,1781240,
2020-01-01 19:45:00,0,0,600297,4698,0,11847,7149,1155854,1780048,
2020-01-01 20:00:00,0,0,600501,4698,0,11847,7149,1157579,1781773,
2020-01-01 20:15:00,0,0,601114,4698,0,11847,7149,1155200,1780211,
2020-01-01 20:30:00,0,0,601931,4698,0,12051,7149,1160934,1786967,
2020-01-01 20:45:00,0,0,603565,4902,0,12051,7149,1163074,1790740,
2020-01-01 21:00:00,0,0,605607,4902,0,12051,7353,1162554,1792263,
2020-01-01 21:15:00,0,0,608467,4902,0,12255,7353,1173283,1806056,
2020-01-01 21:30:00,0,0,612143,4902,0,12459,7353,1179410,1816268,
2020-01-01 21:45:00,0,0,616841,5106,0,12459,7557,1186580,1828544,
2020-01-01 22:00:00,0,0,622764,5106,0,12868,7762,1202862,1851158,
2020-01-01 22:15:00,0,0,629913,5311,0,13072,7762,1213238,1869295,
2020-01-01 22:30:00,0,0,638696,5311,0,13481,7966,1226635,1892088,
2020-01-01 22:45:00,0,0,648909,5515,0,13889,8374,1248755,1925442,
2020-01-01 23:00:00,0,0,661164,5719,0,14298,8579,1274694,1964453,
2020-01-01 23:15:00,0,0,674236,5923,0,14910,8987,1300064,2004120,
2020-01-01 23:30:00,0,0,684857,6128,0,15319,9191,1318517,2034012,
2020-01-01 23:45:00,0,0,687716,6128,0,15319,9191,1321607,2039961,
2020-01-02 00:00:00,0,0,689555,4902,0,12459,7557,1324229,2038907,
2020-01-02 00:15:00,0,0,689555,4902,0,12459,7557,1326089,2040767,
2020-01-02 00:30:00,0,0,689555,4902,0,12459,7557,1326489,2041167,
2020-01-02 00:45:00,0,0,689555,4902,0,12459,7557,1328652,2043330,
2020-01-02 01:00:00,0,0,689555,4902,0,12459,7557,1330235,2044913,
2020-01-02 01:15:00,0,0,691802,5106,0,12664,7557,1328609,2045533,
2020-01-02 01:30:00,0,0,693844,5106,0,12664,7557,1336931,2056306,
2020-01-02 01:45:00,0,0,695682,5106,0,12664,7557,1344375,2065588,
2020-01-02 02:00:00,0,0,696499,5106,0,12868,7762,1345170,2067201,
2020-01-02 02:15:00,0,0,696091,5106,0,12868,7762,1338706,2060328,
2020-01-02 02:30:00,0,0,694661,5106,0,12664,7557,1335495,2055687,
2020-01-02 02:45:00,0,0,693027,5106,0,12664,7557,1340063,2058213,
2020-01-02 03:00:00,0,0,691189,5106,0,12664,7557,1331130,2047646,
2020-01-02 03:15:00,0,0,689963,4902,0,12459,7557,1326628,2041510,
2020-01-02 03:30:00,0,0,689146,4902,0,12459,7557,1327790,2041855,
2020-01-02 03:45:00,0,0,688942,4902,0,12459,7557,1326077,2040142,
2020-01-02 04:00:00,0,0,689759,4902,0,12459,7557,1328009,2042686,
2020-01-02 04:15:00,0,0,691597,5106,0,12664,7557,1332376,2049096,
2020-01-02 04:30:00,0,0,694457,5106,0,12664,7557,1341435,2061219,
2020-01-02 04:45:00,0,0,698542,5106,0,12868,7762,1342775,2067053,
2020-01-02 05:00:00,0,0,703648,5311,0,13072,7966,1350997,2080789,
2020-01-02 05:15:00,0,0,710184,5311,0,13481,7966,1364101,2101247,
2020-01-02 05:30:00,0,0,717946,5515,0,13685,8170,1385870,2131390,
2020-01-02 05:45:00,0,0,726729,5719,0,14093,8579,1395602,2150518,
2020-01-02 06:00:00,0,0,736328,5719,0,14502,8783,1414052,2179384,
2020-01-02 06:15:00,0,0,746337,5923,0,14910,8987,1434395,2210757,
2020-01-02 06:30:00,0,0,756958,6128,0,15523,9191,1459254,2247258,
2020-01-02 06:45:00,0,0,767579,6332,0,15932,9600,1477453,2276895,
2020-01-02 07:00:00,0,0,777996,6536,0,16340,9804,1498481,2309158,
2020-01-02 07:15:00,0,0,787800,6740,0,16749,10008,1515279,2336576,
2020-01-02 07:30:00,0,0,796991,6945,0,17157,10417,1536043,2367349,
2020-01-02 07:45:00,0,0,805161,6945,0,17566,10621,1550510,2390598,
2020-01-02 08:00:00,0,0,812106,7149,0,17770,10621,1563068,2410918,
2020-01-02 08:15:00,0,0,817825,7149,0,18178,10825,1576143,2430325,
2020-01-02 08:30:00,0,0,822523,7353,0,18383,11030,1587001,2446085,
2020-01-02 08:45:00,0,0,825791,7353,0,18383,11030,1589085,2451846,
2020-01-02 09:00:00,0,0,828038,7353,0,18587,11030,1590444,2455656,
2020-01-02 09:15:00,0,0,829263,7353,0,18587,11234,1595345,2461782,
2020-01-02 09:30:00,0,0,829672,7353,0,18587,11234,1602093,2468939,
2020-01-02 09:45:00,0,0,829467,7353,0,18587,11234,1598346,2464987,
2020-01-02 10:00:00,0,0,829263,7353,0,18587,11234,1595164,2461601,
2020-01-02 10:15:00,0,0,829059,7353,0,18587,11234,1598112,2464345,
2020-01-02 10:30:00,0,0,829059,7353,0,18587,11234,1597001,2463438,
2020-01-02 10:45:00,0,0,829263,7353,0,18587,11234,1594079,2460516,
2020-01-02 11:00:00,0,0,829672,7353,0,18587,11234,1595924,2462769,
2020-01-02 11:15:00,0,0,830080,7353,0,18587,11234,1600360,2467818,
2020-01-02 11:30:00,0,0,830693,7557,0,18587,11234,1600845,2469120,
2020-01-02 11:45:00,0,0,831510,7557,0,18791,11234,1598167,2467055,
2020-01-02 12:00:00,0,0,832327,7557,0,18791,11234,1605463,2475168,
2020-01-02 12:15:00,0,0,832940,7557,0,18791,11234,1605461,2475778,
2020-01-02 12:30:00,0,0,833348,7557,0,18791,11234,1605264,2476194,
2020-01-02 12:45:00,0,0,833552,7557,0,18791,11234,1604288,2475423,
2020-01-02 13:00:00,0,0,833348,7557,0,18791,11234,1603293,2474223,
2020-01-02 13:15:00,0,0,832735,7557,0,18791,11234,1603718,2474035,
2020-01-02 13:30:00,0,0,831918,7557,0,18791,11234,1600319,2469616,
2020-01-02 13:45:00,0,0,830284,7557,0,18587,11234,1598457,2466119,
2020-01-02 14:00:00,0,0,828446,7353,0,18587,11234,1596333,2461953,
2020-01-02 14:15:00,0,0,825995,7353,0,18383,11030,1591874,2454839,
2020-01-02 14:30:00,0,0,823136,7353,0,18383,11030,1582433,2442129,
2020-01-02 14:45:00,0,0,819663,7353,0,18178,10825,1573821,2429842,
2020-01-02 15:00:00,0,0,815987,7149,0,17974,10825,1567169,2419104,
2020-01-02 15:15:00,0,0,811697,7149,0,17770,10621,1564047,2411489,
2020-01-02 15:30:00,0,0,807000,7149,0,17566,10621,1555435,2397771,
2020-01-02 15:45:00,0,0,802302,6945,0,17361,10417,1546802,2384031,
2020-01-02 16:00:00,0,0,797400,6945,0,17157,10417,1535766,2367685,
2020-01-02 16:15:00,0,0,792498,6740,0,16953,10213,1534104,2360507,
2020-01-02 16:30:00,0,0,787596,6740,0,16749,10008,1516543,2337636,
2020-01-02 16:45:00,0,0,782898,6536,0,16544,10008,1508451,2324437,
2020-01-02 17:00:00,0,0,778404,6536,0,16340,9804,1497377,2308462,
2020-01-02 17:15:00,0,0,774319,6536,0,16136,9804,1493280,2300075,
2020-01-02 17:30:00,0,0,770643,6332,0,16136,9600,1484902,2287817,
2020-01-02 17:45:00,0,0,767579,6332,0,15932,9600,1473885,2273123,
2020-01-02 18:00:00,0,0,764924,6332,0,15727,9396,1471170,2267753,
2020-01-02 18:15:00,0,0,762881,6332,0,15727,9396,1471662,2265998,
2020-01-02 18:30:00,0,0,761247,6332,0,15727,9396,1462943,2255440,
2020-01-02 18:45:00,0,0,760022,6332,0,15523,9396,1464880,2256152,
2020-01-02 19:00:00,0,0,759205,6128,0,15523,9396,1456466,2246921,
2020-01-02 19:15:00,0,0,758796,6128,0,15523,9396,1461307,2251149,
2020-01-02 19:30:00,0,0,758592,6128,0,15523,9396,1460876,2250310,
2020-01-02 19:45:00,0,0,758388,6128,0,15523,9396,1464861,2254090,
2020-01-02 20:00:00,0,0,757979,6128,0,15523,9396,1460088,2249114,
2020-01-02 20:15:00,0,0,757775,6128,0,15523,9396,1453962,2242783,
2020-01-02 20:30:00,0,0,757162,6128,0,15523,9191,1451458,2239462,
2020-01-02 20:45:00,0,0,756141,6128,0,15523,9191,1458926,2246114,
2020-01-02 21:00:00,0,0,754915,6128,0,15319,9191,1451552,2237106,
2020-01-02 21:15:00,0,0,753077,6128,0,15319,9191,1450134,2233645,
2020-01-02 21:30:00,0,0,750626,6128,0,15115,9191,1444017,2225077,
2020-01-02 21:45:00,0,0,747562,5923,0,15115,8987,1440869,2218661,
2020-01-02 22:00:00,0,0,743886,5923,0,14910,8987,1432046,2205753,
2020-01-02 22:15:00,0,0,739392,5923,0,14706,8783,1420895,2189700,
2020-01-02 22:30:00,0,0,733877,5719,0,14502,8579,1408433,2171314,
2020-01-02 22:45:00,0,0,727546,5719,0,14093,8579,1396429,2152365,
2020-01-02 23:00:00,0,0,720397,5515,0,13889,8374,1387135,2135310,
2020-01-02 23:15:00,0,0,708550,5311,0,13276,7966,1362779,2098086,
2020-01-02 23:30:00,0,0,694457,5106,0,12664,7557,1335670,2055658,
2020-01-02 23:45:00,0,0,689555,4902,0,12459,7557,1329637,2044315,
2020-01-03 00:00:00,0,0,689555,4902,0,12459,7557,1325318,2039996,
2020-01-03 00:15:00,0,0,689555,4902,0,12459,7557,1333596,2048274,
2020-01-03 00:30:00,0,0,689555,4902,0,12459,7557,1328850,2043528,
2020-01-03 00:45:00,0,0,689555,4902,0,12459,7557,1330392,2045070,
2020-01-03 01:00:00,0,0,689555,4902,0,12459,7557,1333400,2048078,
2020-01-03 01:15:00,0,0,691802,5106,0,12664,7557,1338147,2055071,
2020-01-03 01:30:00,0,0,693844,5106,0,12664,7557,1335206,2054581,
2020-01-03 01:45:00,0,0,695682,5106,0,12664,7557,1343294,2064507,
2020-01-03 02:00:00,0,0,696499,5106,0,12868,7762,1342627,2064658,
2020-01-03 02:15:00,0,0,696091,5106,0,12868,7762,1346429,2068051,
2020-01-03 02:30:00,0,0,694661,5106,0,12664,7557,1335279,2055471,
2020-01-03 02:45:00,0,0,693027,5106,0,12664,7557,1333517,2051667,
2020-01-03 03:00:00,0,0,691189,5106,0,12664,7557,1331884,2048400,
2020-01-03 03:15:00,0,0,689963,4902,0,12459,7557,1326645,2041527,
2020-01-03 03:30:00,0,0,689146,4902,0,12459,7557,1329538,2043603,
2020-01-03 03:45:00,0,0,688942,4902,0,12459,7557,1326629,2040694,
2020-01-03 04:00:00,0,0,689759,4902,0,12459,7557,1330296,2044973,
2020-01-03 04:15:00,0,0,691597,5106,0,12664,7557,1333774,2050494,
2020-01-03 04:30:00,0,0,694457,5106,0,12664,7557,1341498,2061282,
2020-01-03 04:45:00,0,0,698542,5106,0,12868,7762,1343544,2067822,
2020-01-03 05:00:00,0,0,703648,5311,0,13072,7966,1353526,2083318,
2020-01-03 05:15:00,0,0,710184,5311,0,13481,7966,1363973,2101119,
2020-01-03 05:30:00,0,0,717946,5515,0,13685,8170,1381062,2126582,
2020-01-03 05:45:00,0,0,726729,5719,0,14093,8579,1400187,2155103,
2020-01-03 06:00:00,0,0,736328,5719,0,14502,8783,1414416,2179748,
2020-01-03 06:15:00,0,0,746337,5923,0,14910,8987,1441150,2217512,
2020-01-03 06:30:00,0,0,756958,6128,0,15523,9191,1454025,2242029,
2020-01-03 06:45:00,0,0,767579,6332,0,15932,9600,1476922,2276364,
2020-01-03 07:00:00,0,0,777996,6536,0,16340,9804,1495711,2306388,
2020-01-03 07:15:00,0,0,787800,6740,0,16749,10008,1516712,2338009,
2020-01-03 07:30:00,0,0,796991,6945,0,17157,10417,1536713,2368019,
2020-01-03 07:45:00,0,0,805161,6945,0,17566,10621,1551065,2391153,
2020-01-03 08:00:00,0,0,812106,7149,0,17770,10621,1561257,2409107,
2020-01-03 08:15:00,0,0,817825,7149,0,18178,10825,1570224,2424406,
2020-01-03 08:30:00,0,0,822523,7353,0,18383,11030,1591311,2450395,
2020-01-03 08:45:00,0,0,825791,7353,0,18383,11030,1593460,2456221,
2020-01-03 09:00:00,0,0,828038,7353,0,18587,11030,1589012,2454224,
2020-01-03 09:15:00,0,0,829263,7353,0,18587,11234,1600965,2467402,
2020-01-03 09:30:00,0,0,829672,7353,0,18587,11234,1600717,2467563,
2020-01-03 09:45:00,0,0,829467,7353,0,18587,11234,1598808,2465449,
2020-01-03 10:00:00,0,0,829263,7353,0,18587,11234,1599875,2466312,
2020-01-03 10:15:00,0,0,829059,7353,0,18587,11234,1593353,2459586,
2020-01-03 10:30:00,0,0,829059,7353,0,18587,11234,1592484,2458921,
2020-01-03 10:45:00,0,0,829263,7353,0,18587,11234,1597219,2463656,
2020-01-03 11:00:00,0,0,829672,7353,0,18587,11234,1595951,2462796,
2020-01-03 11:15:00,0,0,830080,7353,0,18587,11234,1597467,2464925,
2020-01-03 11:30:00,0,0,830693,7557,0,18587,11234,1597895,2466170,
2020-01-03 11:45:00,0,0,831510,7557,0,18791,11234,1599870,2468758,
2020-01-03 12:00:00,0,0,832327,7557,0,18791,11234,1600401,2470106,
2020-01-03 12:15:00,0,0,832940,7557,0,18791,11234,1608101,2478418,
2020-01-03 12:30:00,0,0,833348,7557,0,18791,11234,1602786,2473716,
2020-01-03 12:45:00,0,0,833552,7557,0,18791,11234,1607814,2478949,
2020-01-03 13:00:00,0,0,833348,7557,0,18791,11234,1603042,2473972,
2020-01-03 13:15:00,0,0,832735,7557,0,18791,11234,1599158,2469475,
2020-01-03 13:30:00,0,0,831918,7557,0,18791,11234,1601427,2470724,
2020-01-03 13:45:00,0,0,830284,7557,0,18587,11234,1602391,2470053,
2020-01-03 14:00:00,0,0,828446,7353,0,18587,11234,1596625,2462245,
2020-01-03 14:15:00,0,0,825995,7353,0,18383,11030,1590539,2453504,
2020-01-03 14:30:00,0,0,823136,7353,0,18383,11030,1588422,2448118,
2020-01-03 14:45:00,0,0,819663,7353,0,18178,10825,1580700,2436721,
2020-01-03 15:00:00,0,0,815987,7149,0,17974,10825,1577114,2429049,
2020-01-03 15:15:00,0,0,811697,7149,0,17770,10621,1565064,2412506,
2020-01-03 15:30:00,0,0,807000,7149,0,17566,10621,1547421,2389757,
2020-01-03 15:45:00,0,0,802302,6945,0,17361,10417,1543536,2380765,
2020-01-03 16:00:00,0,0,797400,6945,0,17157,10417,1532176,2364095,
2020-01-03 16:15:00,0,0,792498,6740,0,16953,10213,1530639,2357042,
2020-01-03 16:30:00,0,0,787596,6740,0,16749,10008,1516500,2337593,
2020-01-03 16:45:00,0,0,782898,6536,0,16544,10008,1504683,2320669,
2020-01-03 17:00:00,0,0,778404,6536,0,16340,9804,1510666,2321751,
2020-01-03 17:15:00,0,0,774319,6536,0,16136,9804,1491950,2298745,
2020-01-03 17:30:00,0,0,770643,6332,0,16136,9600,1485487,2288402,
2020-01-03 17:45:00,0,0,767579,6332,0,15932,9600,1480943,2280181,
2020-01-03 18:00:00,0,0,764924,6332,0,15727,9396,1479488,2276071,
2020-01-03 18:15:00,0,0,762881,6332,0,15727,9396,1472979,2267315,
2020-01-03 18:30:00,0,0,761247,6332,0,15727,9396,1464933,2257430,
2020-01-03 18:45:00,0,0,760022,6332,0,15523,9396,1462243,2253515,
2020-01-03 19:00:00,0,0,759205,6128,0,15523,9396,1459469,2249924,
2020-01-03 19:15:00,0,0,758796,6128,0,15523,9396,1460970,2250812,
2020-01-03 19:30:00,0,0,758592,6128,0,15523,9396,1461224,2250658,
2020-01-03 19:45:00,0,0,758388,6128,0,15523,9396,1456015,2245244,
2020-01-03 20:00:00,0,0,757979,6128,0,15523,9396,1455678,2244704,
2020-01-03 20:15:00,0,0,757775,6128,0,15523,9396,1450848,2239669,
2020-01-03 20:30:00,0,0,757162,6128,0,15523,9191,1457179,2245183,
2020-01-03 20:45:00,0,0,756141,6128,0,15523,9191,1457493,2244681,
2020-01-03 21:00:00,0,0,754915,6128,0,15319,9191,1452283,2237837,
2020-01-03 21:15:00,0,0,753077,6128,0,15319,9191,1441711,2225222,
2020-01-03 21:30:00,0,0,750626,6128,0,15115,9191,1450956,2232016,
2020-01-03 21:45:00,0,0,747562,5923,0,15115,8987,1435940,2213732,
2020-01-03 22:00:00,0,0,743886,5923,0,14910,8987,1432046,2205753,
2020-01-03 22:15:00,0,0,739392,5923,0,14706,8783,1427391,2196196,
2020-01-03 22:30:00,0,0,733877,5719,0,14502,8579,1418625,2181506,
2020-01-03 22:45:00,0,0,727546,5719,0,14093,8579,1407290,2163226,
2020-01-03 23:00:00,0,0,720397,5515,0,13889,8374,1384809,2132984,
2020-01-03 23:15:00,0,0,708550,5311,0,13276,7966,1363255,2098562,
2020-01-03 23:30:00,0,0,694457,5106,0,12664,7557,1342587,2062575,
2020-01-03 23:45:00,0,0,689555,4902,0,12459,7557,1328371,2043049,
2020-01-04 00:00:00,0,0,687716,6128,0,15319,9191,1321978,2040332,
2020-01-04 00:15:00,0,0,687716,6128,0,15319,9191,1324989,2043343,
2020-01-04 00:30:00,0,0,687716,6128,0,15319,9191,1321201,2039555,
2020-01-04 00:45:00,0,0,687716,6128,0,15319,9191,1328562,2046916,
2020-01-04 01:00:00,0,0,687716,6128,0,15319,9191,1320464,2038818,
2020-01-04 01:15:00,0,0,678729,5923,0,14910,8987,1307751,2016505,
2020-01-04 01:30:00,0,0,668517,5923,0,14706,8783,1289438,1987367,
2020-01-04 01:45:00,0,0,658304,5719,0,14298,8579,1268304,1954999,
2020-01-04 02:00:00,0,0,648909,5515,0,13889,8374,1252815,1929502,
2020-01-04 02:15:00,0,0,641351,5311,0,13481,8170,1234676,1902988,
2020-01-04 02:30:00,0,0,635428,5311,0,13276,7966,1222357,1884337,
2020-01-04 02:45:00,0,0,630934,5311,0,13072,7966,1219393,1876676,
2020-01-04 03:00:00,0,0,627258,5106,0,13072,7762,1203887,1857289,
2020-01-04 03:15:00,0,0,624398,5106,0,12868,7762,1203539,1853673,
2020-01-04 03:30:00,0,0,621947,5106,0,12664,7557,1192740,1840219,
2020-01-04 03:45:00,0,0,620109,5106,0,12664,7557,1194807,1840244,
2020-01-04 04:00:00,0,0,618884,5106,0,12664,7557,1192778,1836989,
2020-01-04 04:15:00,0,0,618271,5106,0,12664,7557,1184721,1828319,
2020-01-04 04:30:00,0,0,618067,5106,0,12664,7557,1193300,1836490,
2020-01-04 04:45:00,0,0,618271,5106,0,12664,7557,1194505,1838103,
2020-01-04 05:00:00,0,0,618679,5106,0,12664,7557,1187886,1831892,
2020-01-04 05:15:00,0,0,619292,5106,0,12664,7557,1191174,1835793,
2020-01-04 05:30:00,0,0,619905,5106,0,12664,7557,1189775,1835211,
2020-01-04 05:45:00,0,0,620722,5106,0,12664,7557,1191860,1838113,
2020-01-04 06:00:00,0,0,621539,5106,0,12664,7557,1198802,1845872,
2020-01-04 06:15:00,0,0,622356,5106,0,12868,7762,1196782,1844670,
2020-01-04 06:30:00,0,0,622969,5106,0,12868,7762,1201244,1849948,
2020-01-04 06:45:00,0,0,623581,5106,0,12868,7762,1193184,1842501,
2020-01-04 07:00:00,0,0,624194,5106,0,12868,7762,1203639,1853569,
2020-01-04 07:15:00,0,0,624603,5106,0,12868,7762,1202655,1853198,
2020-01-04 07:30:00,0,0,625011,5106,0,12868,7762,1205724,1856675,
2020-01-04 07:45:00,0,0,625420,5106,0,12868,7762,1204361,1855516,
2020-01-04 08:00:00,0,0,625828,5106,0,12868,7762,1206324,1858092,
2020-01-04 08:15:00,0,0,626237,5106,0,12868,7762,1203432,1855608,
2020-01-04 08:30:00,0,0,626441,5106,0,12868,7762,1207879,1860259,
2020-01-04 08:45:00,0,0,626849,5106,0,12868,7762,1208270,1861060,
2020-01-04 09:00:00,0,0,627258,5106,0,13072,7762,1212139,1865337,
2020-01-04 09:15:00,0,0,627462,5106,0,13072,7762,1204845,1858451,
2020-01-04 09:30:00,0,0,627871,5106,0,13072,7762,1205689,1859499,
2020-01-04 09:45:00,0,0,628075,5106,0,13072,7762,1203052,1857067,
2020-01-04 10:00:00,0,0,628279,5106,0,13072,7762,1214487,1868910,
2020-01-04 10:15:00,0,0,628483,5311,0,13072,7762,1207553,1862181,
2020-01-04 10:30:00,0,0,628688,5311,0,13072,7762,1208905,1863533,
2020-01-04 10:45:00,0,0,628688,5311,0,13072,7762,1214172,1869004,
2020-01-04 11:00:00,0,0,628688,5311,0,13072,7762,1206290,1860918,
2020-01-04 11:15:00,0,0,628483,5311,0,13072,7762,1211293,1865717,
2020-01-04 11:30:00,0,0,628483,5106,0,13072,7762,1207643,1862066,
2020-01-04 11:45:00,0,0,628279,5106,0,13072,7762,1214198,1868417,
2020-01-04 12:00:00,0,0,628075,5106,0,13072,7762,1207905,1861920,
2020-01-04 12:15:00,0,0,627666,5106,0,13072,7762,1211709,1865315,
2020-01-04 12:30:00,0,0,627258,5106,0,13072,7762,1205174,1858372,
2020-01-04 12:45:00,0,0,626645,5106,0,12868,7762,1205812,1858397,
2020-01-04 13:00:00,0,0,626032,5106,0,12868,7762,1204691,1856459,
2020-01-04 13:15:00,0,0,625215,5106,0,12868,7762,1210768,1861923,
2020-01-04 13:30:00,0,0,624398,5106,0,12868,7762,1200944,1850874,
2020-01-04 13:45:00,0,0,623173,5106,0,12868,7762,1198404,1847313,
2020-01-04 14:00:00,0,0,621743,5106,0,12664,7557,1194213,1841488,
2020-01-04 14:15:00,0,0,620313,5106,0,12664,7557,1199003,1844644,
2020-01-04 14:30:00,0,0,618475,5106,0,12664,7557,1192036,1835634,
2020-01-04 14:45:00,0,0,616637,5106,0,12459,7557,1187340,1828895,
