,Iron_steel
15105,50294.63
15106,50181.92
15107,50224.1
15108,50349.94
15109,50358.29
15110,50223.64
15111,50425.74
15112,50377.05
15113,50368.75
15114,50415.14
15115,50389.0
15116,50385.65
15117,50562.02
15118,50243.02
15119,50460.97
15120,50352.51
15121,50425.36
15122,50214.04
15123,50391.76
15124,50192.66
15125,50148.24
15126,49976.12
15127,50037.48
15128,49836.24
15129,49816.56
15130,49672.12
15131,49428.3
15132,49258.45
15133,49168.19
15134,48944.0
15135,48856.22
15136,48689.07
15137,48560.68
15138,48518.3
15139,48335.87
15140,48375.69
15141,48369.8
15142,48149.26
15143,48249.63
15144,48212.54
15145,48114.71
15146,48057.8
15147,48202.38
15148,48094.79
15149,48197.49
15150,48063.18
15151,48123.12
15152,48084.35
15153,47965.16
15154,48093.73
15155,48130.2
15156,48231.44
15157,48304.11
15158,48038.91
15159,48216.22
15160,48149.42
15161,47953.89
15162,47892.33
15163,48109.57
15164,48178.51
15165,48164.64
15166,48051.69
15167,48057.61
15168,48179.62
15169,48172.78
15170,48091.81
15171,47943.94
15172,48194.43
15173,48019.36
15174,48144.31
15175,48197.13
15176,48161.88
15177,48216.11
15178,48203.87
15179,48171.53
15180,48076.86
15181,48241.23
15182,48218.79
15183,48119.3
15184,48200.16
15185,48044.85
15186,48149.93
15187,48096.89
15188,48089.97
15189,48206.19
15190,48179.02
15191,48195.38
15192,48001.79
15193,48283.29
15194,47983.78
15195,48167.07
15196,48138.34
15197,48039.56
15198,48156.07
15199,48111.84
15200,48245.53
15201,48115.09
15202,48143.53
15203,48050.91
15204,48100.6
15205,48021.42
15206,48332.87
15207,48141.45
15208,48190.7
15209,48143.88
15210,48138.82
15211,48202.87
15212,48230.68
15213,48065.8
15214,48121.87
15215,48066.24
15216,48164.91
15217,48012.58
15218,47939.02
15219,48199.65
15220,48142.09
15221,48196.7
15222,48005.55
15223,48237.9
15224,48167.72
15225,48075.46
15226,48164.75
15227,48149.83
15228,48088.65
15229,48080.92
15230,48113.71
15231,48133.34
15232,48151.45
15233,48169.32
15234,48185.94
15235,48103.22
15236,48074.24
15237,48154.99
15238,48016.6
15239,48055.86
15240,48071.94
15241,47968.48
15242,48156.26
15243,47996.84
15244,48109.65
15245,48145.53
15246,48057.32
15247,48262.77
15248,48267.72
15249,48139.2
15250,48372.15
15251,48297.51
15252,48606.86
15253,48577.36
15254,49001.06
15255,49409.3
15256,50011.61
15257,50553.12
15258,51270.57
15259,51972.1
15260,52972.16
15261,54187.94
15262,54938.4
15263,55301.92
15264,55167.48
15265,55346.93
15266,55284.03
15267,55200.38
15268,55215.12
15269,55343.93
15270,55577.42
15271,55800.88
15272,55741.14
15273,55666.23
15274,55739.06
15275,55472.97
15276,55240.56
15277,55248.37
15278,55235.01
15279,55129.39
15280,55262.99
15281,55262.43
15282,55696.43
15283,55946.33
15284,56444.85
15285,56953.28
15286,57501.55
15287,58170.99
15288,59056.88
15289,59946.53
15290,60671.93
15291,61618.52
15292,62365.92
15293,63201.91
15294,63883.83
15295,64642.62
15296,65283.78
15297,65693.15
15298,66060.21
15299,66448.52
15300,66553.74
15301,66550.76
15302,66728.16
15303,66572.96
15304,66585.69
15305,66540.74
15306,66466.88
15307,66497.89
15308,66651.57
15309,66633.49
15310,66585.5
15311,66724.78
15312,66792.18
15313,66847.08
15314,66837.48
15315,66861.41
15316,67024.8
15317,66913.42
15318,66882.14
15319,66747.71
15320,66451.09
15321,66344.55
15322,66169.16
15323,65777.3
15324,65469.36
15325,65319.32
15326,64654.05
15327,64348.11
15328,63958.83
15329,63604.74
15330,63181.5
15331,62652.72
15332,62500.76
15333,62177.14
15334,61899.88
15335,61630.65
15336,61303.44
15337,61290.7
15338,61071.81
15339,60837.89
15340,60740.7
15341,60749.38
15342,60883.79
15343,60710.07
15344,60890.66
15345,60813.02
15346,60851.24
15347,60749.08
15348,60344.52
15349,60360.15
15350,60124.47
15351,59972.03
15352,59724.94
15353,59085.54
15354,58838.15
15355,58390.39
15356,57644.53
15357,56694.16
15358,55574.18
15359,55089.92
15360,55121.72
15361,55218.31
15362,55191.63
15363,55248.45
15364,55208.17
15365,55475.94
15366,55557.45
15367,55817.81
15368,55629.49
15369,55638.98
15370,55737.19
15371,55573.86
15372,55446.72
15373,55253.72
15374,55102.41
15375,55151.26
15376,55168.27
15377,55416.19
15378,55597.67
15379,56041.84
15380,56311.2
15381,56987.8
15382,57637.74
15383,58353.3
15384,59004.19
15385,59700.9
15386,60763.71
15387,61460.8
15388,62347.4
15389,63097.56
15390,63916.03
15391,64712.63
15392,65209.92
15393,65671.38
15394,65963.35
15395,66336.23
15396,66511.57
15397,66552.2
15398,66688.85
15399,66832.29
15400,66544.38
15401,66591.42
15402,66670.88
15403,66520.22
15404,66604.72
15405,66773.33
15406,66814.18
15407,66743.7
15408,66765.71
15409,66807.13
15410,66729.7
15411,66875.17
15412,66937.08
15413,67102.14
15414,66733.62
15415,66873.76
15416,66531.0
15417,66180.16
15418,66232.71
15419,65917.61
15420,65323.68
15421,65143.28
15422,64913.68
15423,64410.78
15424,63831.66
15425,63561.1
15426,63248.62
15427,62847.98
15428,62576.46
15429,62202.88
15430,61866.01
15431,61557.91
15432,61426.77
15433,61235.77
15434,61099.95
15435,60868.87
15436,60795.77
15437,60880.82
15438,60968.0
15439,60842.27
15440,60742.95
15441,60795.99
15442,60691.61
15443,60561.42
15444,60614.7
15445,60497.18
15446,60063.43
15447,60015.36
15448,59563.06
15449,59234.38
15450,58726.56
15451,58277.2
15452,57672.97
15453,56721.6
15454,55592.1
15455,55260.94
15456,55295.27
15457,55207.82
15458,55019.8
15459,55148.13
15460,55082.9
15461,55262.4
15462,55643.28
15463,55665.53
15464,55709.56
15465,55819.7
15466,55532.09
15467,55447.18
15468,55404.11
15469,55334.82
15470,55264.72
15471,55233.18
15472,55224.85
15473,55482.86
15474,55771.69
15475,55966.28
15476,56352.1
15477,56867.93
15478,57443.48
15479,58218.86
15480,59007.63
15481,59755.27
15482,60667.66
15483,61741.22
15484,62325.96
15485,63122.83
15486,63827.6
15487,64524.51
15488,65230.52
15489,65626.62
15490,66033.83
15491,66321.68
15492,66368.85
15493,66627.57
15494,66712.43
15495,66551.6
15496,66524.06
15497,66537.52
15498,66591.94
15499,66674.66
15500,66585.72
15501,66647.98
15502,66669.09
15503,66752.57
15504,66690.15
15505,66870.22
15506,66918.86
15507,67077.35
15508,67039.75
15509,66880.66
15510,66766.17
15511,66690.88
15512,66556.93
15513,66265.34
15514,65937.4
15515,65855.3
15516,65456.6
15517,65287.42
15518,64863.89
15519,64480.85
15520,63939.47
15521,63489.82
15522,63136.11
15523,62732.41
15524,62387.79
15525,62153.81
15526,61872.5
15527,61424.82
15528,61360.53
15529,61099.12
15530,61015.37
15531,60919.88
15532,60998.6
15533,60874.25
15534,60777.12
15535,60924.78
15536,60832.94
15537,60767.82
15538,60769.41
15539,60676.47
15540,60400.78
15541,60597.15
15542,60196.46
15543,59791.52
15544,59554.27
15545,59278.85
15546,58870.46
15547,58333.97
15548,57766.67
15549,56876.96
15550,55736.11
15551,55336.66
15552,55226.17
15553,55373.99
15554,55130.18
15555,55166.62
15556,55081.68
15557,55459.37
15558,55530.28
15559,55661.71
15560,55953.68
15561,55629.22
15562,55634.79
15563,55597.92
15564,55459.64
15565,55207.3
15566,55081.54
15567,55239.8
15568,55280.0
15569,55260.1
15570,55679.15
15571,55814.75
15572,56313.52
15573,56991.26
15574,57501.66
15575,58222.19
15576,58979.78
15577,59885.19
15578,60696.23
15579,61750.63
15580,62550.96
15581,63208.86
15582,63948.74
15583,64687.76
15584,65175.21
15585,65633.94
15586,66027.99
15587,66301.3
15588,66451.12
15589,66593.94
15590,66656.09
15591,66536.49
15592,66466.12
15593,66554.06
15594,66500.81
15595,66523.92
15596,66595.29
15597,66577.34
15598,66555.5
15599,66771.66
15600,66903.5
15601,66912.99
15602,66801.42
15603,66939.29
15604,66816.02
15605,66808.8
15606,66884.23
15607,66641.41
15608,66528.84
15609,66372.5
15610,66080.32
15611,65852.27
15612,65437.68
15613,65072.43
15614,64739.96
15615,64295.04
15616,64016.89
15617,63553.4
15618,63195.1
15619,62767.18
15620,62344.64
15621,62222.37
15622,61806.48
15623,61516.3
15624,61328.74
15625,61125.07
15626,61066.92
15627,61010.82
15628,60913.94
15629,60990.85
15630,60783.28
15631,60715.1
15632,60798.96
15633,60666.85
15634,60894.17
15635,60615.73
15636,60673.09
15637,60408.46
15638,60231.74
15639,59909.85
15640,59626.59
15641,59319.84
15642,58970.37
15643,58322.91
15644,57775.54
15645,56713.89
15646,55633.03
15647,55286.22
15648,55343.04
15649,55239.96
15650,55383.62
15651,55196.71
15652,55282.92
15653,55311.87
15654,55581.91
15655,55710.27
15656,55761.09
15657,55687.02
15658,55462.12
15659,55381.75
15660,55299.38
15661,55129.07
15662,55256.34
15663,55246.86
15664,55293.27
15665,55377.89
15666,55724.62
15667,55904.45
15668,56409.47
15669,56825.25
15670,57592.73
15671,58141.06
15672,58987.35
15673,59844.67
15674,60799.1
15675,61586.64
15676,62335.42
15677,63140.35
15678,64038.95
15679,64690.98
15680,65146.55
15681,65750.03
15682,66177.7
15683,66286.78
15684,66523.65
15685,66695.5
15686,66560.04
15687,66781.96
15688,66465.09
15689,66497.54
15690,66518.19
15691,66619.46
15692,66587.37
15693,66581.18
15694,66620.21
15695,66809.15
15696,66764.47
15697,66887.55
15698,66860.44
15699,66936.81
15700,66946.81
15701,66915.29
15702,66721.37
15703,66735.24
15704,66520.49
15705,66357.01
15706,66028.18
15707,65767.81
15708,65564.84
15709,65220.41
15710,64822.74
15711,64508.29
15712,63977.34
15713,63704.71
15714,63208.91
15715,62872.96
15716,62516.33
15717,62015.94
15718,61833.03
15719,61784.26
15720,61418.3
15721,61330.34
15722,61121.88
15723,61008.15
15724,60894.71
15725,60953.86
15726,60766.2
15727,60864.71
15728,60942.89
15729,60726.13
15730,60723.78
15731,60665.6
15732,60462.09
15733,60358.66
15734,60135.99
15735,59852.56
15736,59538.97
15737,59390.91
15738,58866.24
15739,58331.81
15740,57661.32
15741,56812.3
15742,55558.04
15743,55170.54
15744,55168.27
15745,55291.7
15746,55147.15
15747,55228.85
15748,55142.59
15749,54498.45
15750,53714.18
15751,52781.43
15752,51966.1
15753,51428.31
15754,51004.94
15755,50599.68
15756,50479.4
15757,50153.78
15758,49812.4
15759,49736.03
15760,49749.55
15761,49653.17
15762,49556.82
15763,49796.69
15764,49545.74
15765,49700.51
15766,49707.4
15767,49869.06
15768,49741.68
15769,49908.05
15770,49916.18
15771,50081.41
15772,50044.78
15773,50028.78
15774,50035.75
15775,50084.93
15776,50192.41
15777,50435.58
15778,50152.81
15779,50309.28
15780,50390.68
15781,50339.21
15782,50287.46
15783,50322.28
15784,50564.91
15785,50346.86
15786,50507.68
15787,50412.98
15788,50480.43
15789,50368.21
15790,50285.44
15791,50379.89
15792,50319.93
15793,50337.18
15794,50222.99
15795,50410.74
15796,50243.51
15797,50099.5
15798,49951.0
15799,49949.0
15800,49870.2
15801,49694.42
15802,49622.27
15803,49492.75
15804,49405.68
15805,49022.1
15806,48874.87
15807,48821.26
15808,48620.24
15809,48656.82
15810,48379.69
15811,48381.96
15812,48334.3
15813,48210.95
15814,48276.72
15815,48251.99
15816,48188.81
15817,48213.81
15818,48152.75
15819,48104.27
15820,48052.91
15821,48214.08
15822,48180.67
15823,48125.6
15824,47928.45
15825,48208.81
15826,48061.94
15827,48292.89
15828,48081.43
15829,48124.14
15830,48067.64
15831,48156.96
15832,48203.14
15833,47969.78
15834,48166.24
15835,48121.01
15836,48161.53
15837,48204.87
15838,48074.0
15839,48213.54
15840,48002.55
15841,48039.56
15842,48121.17
15843,48048.31
15844,48202.38
15845,48105.19
15846,48148.93
15847,48134.63
15848,48114.33
15849,48106.73
15850,48068.78
15851,48096.24
15852,48164.75
15853,48094.22
15854,48030.5
15855,48061.56
15856,48293.81
15857,48145.66
15858,48271.1
15859,48194.7
15860,48151.85
15861,48219.87
15862,48221.9
15863,48130.44
15864,48149.26
15865,48142.93
15866,48079.57
15867,48235.68
15868,48129.2
15869,48073.08
15870,47973.08
15871,48027.04
15872,48114.06
15873,48191.4
15874,48194.65
15875,48073.83
15876,48154.56
15877,48242.96
15878,48200.41
15879,48174.67
15880,48077.59
15881,48238.17
15882,48008.66
15883,48008.12
15884,48173.78
15885,48081.78
15886,48156.48
15887,48061.32
15888,48277.13
15889,48188.86
15890,48014.85
15891,48218.49
15892,48072.59
15893,48150.37
15894,48220.71
15895,48216.9
15896,48147.74
15897,48022.01
15898,48063.24
15899,48085.67
15900,47991.87
15901,48078.38
15902,48114.01
15903,48068.54
15904,48133.34
15905,48211.87
15906,48066.83
15907,48139.39
15908,48009.2
15909,48102.62
15910,48012.52
15911,48015.17
15912,48012.71
15913,48213.08
15914,48043.96
15915,48151.31
15916,48167.67
15917,48134.44
15918,48134.63
15919,48149.53
15920,48201.76
15921,48253.07
15922,48262.91
15923,48423.79
15924,48519.65
15925,48682.93
15926,49144.32
15927,49542.98
15928,49964.33
15929,50537.04
15930,51150.81
15931,52147.98
15932,53039.55
15933,54139.74
15934,54911.34
15935,55196.73
15936,55398.22
15937,55210.12
15938,55109.6
15939,55172.84
15940,55242.23
15941,55394.95
15942,55566.93
15943,55672.74
15944,55751.98
15945,55706.21
15946,55419.09
15947,55544.85
15948,55298.76
15949,55184.79
15950,55190.08
15951,55352.67
15952,55431.12
15953,55472.32
15954,55537.09
15955,55884.28
15956,56250.91
15957,56976.77
15958,57612.2
15959,58265.74
15960,58988.0
15961,59929.04
15962,60712.07
15963,61598.0
15964,62419.88
15965,63170.9
15966,64067.88
15967,64643.56
15968,65091.02
15969,65602.45
15970,66191.05
15971,66304.06
15972,66462.58
15973,66517.81
15974,66633.97
15975,66580.1
15976,66639.17
15977,66749.57
15978,66524.27
15979,66576.69
15980,66471.69
15981,66679.5
15982,66748.33
15983,66754.33
15984,66844.51
15985,66906.18
15986,66914.88
15987,66882.04
15988,66842.51
15989,66782.58
15990,66820.67
15991,66714.24
15992,66403.46
15993,66322.14
15994,66068.29
15995,65829.1
15996,65528.0
15997,65181.97
15998,64795.38
15999,64341.95
16000,64008.51
16001,63555.54
16002,63311.77
16003,62839.63
16004,62432.85
16005,62049.22
16006,61783.48
16007,61387.38
16008,61343.5
16009,61189.6
16010,60962.87
16011,60896.53
16012,60878.95
16013,60865.79
16014,61022.94
16015,60836.81
16016,60894.98
16017,60642.03
16018,60678.77
16019,60738.84
16020,60485.94
16021,60408.73
16022,60221.71
16023,59899.31
16024,59757.03
16025,59237.93
16026,58712.66
16027,58237.43
16028,57885.7
16029,56866.42
16030,55602.7
16031,55305.76
16032,55223.25
16033,55076.65
16034,55159.16
16035,55284.05
16036,55169.92
16037,55230.69
16038,55486.48
16039,55650.74
16040,55718.27
16041,55711.7
16042,55778.61
16043,55510.06
16044,55307.71
16045,55222.55
16046,55064.22
16047,55200.76
16048,55233.04
16049,55322.31
16050,55717.62
16051,55891.37
16052,56238.61
16053,56894.7
16054,57495.63
16055,58293.75
16056,59086.16
16057,59826.42
16058,60730.75
16059,61650.42
16060,62541.1
16061,63300.93
16062,64096.89
16063,64477.76
16064,65133.49
16065,65509.13
16066,66092.06
16067,66195.54
16068,66384.59
16069,66727.46
16070,66545.93
16071,66643.46
16072,66724.21
16073,66571.74
16074,66510.38
16075,66678.2
16076,66552.09
16077,66588.72
16078,66776.04
16079,66750.22
16080,66831.67
16081,67009.53
16082,66969.95
16083,66873.09
16084,66771.47
16085,66903.23
16086,66819.29
16087,66582.91
16088,66591.72
16089,66397.73
16090,65930.04
16091,65981.92
16092,65487.34
16093,65042.72
16094,64726.47
16095,64367.52
16096,63842.85
16097,63616.31
16098,63189.26
16099,62795.78
16100,62473.13
16101,62277.25
16102,61865.58
16103,61564.45
16104,61444.45
16105,61062.78
16106,60896.31
16107,61024.8
16108,61031.99
16109,60770.36
16110,60781.96
16111,60759.22
16112,60715.7
16113,60612.13
16114,60780.36
16115,60720.67
16116,60451.14
16117,60431.57
16118,60311.43
16119,59831.23
16120,59629.43
16121,59424.7
16122,58878.21
16123,58412.18
16124,57731.85
16125,56757.36
16126,55675.18
16127,55195.57
16128,55233.47
16129,55142.23
16130,55044.81
16131,55141.5
16132,55306.06
16133,55426.6
16134,55641.63
16135,55661.88
16136,55723.35
16137,55875.31
16138,55645.55
16139,55347.04
16140,55371.21
16141,55208.49
16142,55185.22
16143,55125.53
16144,55193.46
16145,55328.85
16146,55482.05
16147,55862.22
16148,56305.55
16149,57002.59
16150,57585.35
16151,58127.35
16152,58933.09
16153,59774.95
16154,60702.67
16155,61500.59
16156,62447.05
16157,63048.68
16158,63988.35
16159,64679.65
16160,65250.69
16161,65675.33
16162,66070.75
16163,66348.04
16164,66606.62
16165,66635.79
16166,66564.63
16167,66720.56
16168,66595.94
16169,66612.94
16170,66575.72
16171,66582.45
16172,66627.43
16173,66633.57
16174,66695.85
16175,66642.0
16176,66886.42
16177,66883.9
16178,66809.94
16179,66985.58
16180,66900.37
16181,66968.06
16182,66754.57
16183,66671.98
16184,66531.14
16185,66230.31
16186,66055.53
16187,65874.03
16188,65459.14
16189,65147.69
16190,64754.37
16191,64359.09
16192,63896.19
16193,63491.71
16194,63271.76
16195,62837.28
16196,62586.35
16197,61977.6
16198,61882.93
16199,61720.51
16200,61293.73
16201,61141.32
16202,61003.15
16203,60948.97
16204,61011.58
16205,60824.78
16206,60899.07
16207,60757.22
16208,60855.92
16209,60817.7
16210,60794.88
16211,60686.5
16212,60429.14
16213,60374.37
16214,60028.85
16215,59992.6
16216,59491.5
16217,59284.02
16218,58929.96
16219,58253.44
16220,57754.67
16221,56826.46
16222,55456.53
16223,55276.29
16224,55150.4
16225,55250.48
16226,55047.37
16227,55113.28
16228,55112.06
16229,55290.57
16230,55682.99
16231,55693.24
16232,55762.39
16233,55695.78
16234,55716.78
16235,55404.76
16236,55352.77
16237,55084.17
16238,55220.93
16239,55160.48
16240,55237.1
16241,55357.29
16242,55602.75
16243,55785.85
16244,56383.97
16245,57049.55
16246,57490.76
16247,58202.75
16248,59027.66
16249,59856.38
16250,60695.26
16251,61784.69
16252,62358.46
16253,63047.84
16254,63909.65
16255,64741.4
16256,65299.64
16257,65542.14
16258,66036.48
16259,66333.68
16260,66617.29
16261,66555.5
16262,66497.13
16263,66573.23
16264,66472.42
16265,66600.99
16266,66565.31
16267,66479.34
16268,66500.81
16269,66608.83
16270,66585.69
16271,66699.8
16272,66708.7
16273,66815.34
16274,66824.7
16275,67014.74
16276,66872.33
16277,66790.53
16278,66876.79
16279,66723.24
16280,66604.32
16281,66352.58
16282,66185.43
16283,65797.55
16284,65667.98
16285,65158.58
16286,64889.76
16287,64428.89
16288,63862.8
16289,63443.59
16290,63182.17
16291,62830.49
16292,62476.51
16293,62273.57
16294,61900.69
16295,61626.17
16296,61461.61
16297,61132.64
16298,61095.98
16299,61002.31
16300,60773.82
16301,60912.07
16302,60769.03
16303,60871.38
16304,60675.28
16305,60744.3
16306,60850.43
16307,60733.3
16308,60616.38
16309,60355.96
16310,60263.4
16311,59916.09
16312,59621.29
16313,59265.26
16314,58814.63
16315,58253.19
16316,57817.71
16317,56770.64
16318,55473.34
16319,55297.6
16320,55179.51
16321,55278.05
16322,55210.98
16323,55183.14
16324,55124.91
16325,55339.8
16326,55524.57
16327,55643.66
16328,55853.9
16329,55674.93
16330,55641.39
16331,55433.77
16332,55242.85
16333,55235.07
16334,55298.25
16335,55113.88
16336,55323.31
16337,55433.9
16338,55672.39
16339,55861.39
16340,56439.99
16341,56937.63
16342,57475.33
16343,58340.92
16344,58993.19
16345,59893.01
16346,60734.7
16347,61592.94
16348,62394.98
16349,63243.22
16350,63912.25
16351,64499.8
16352,65199.05
16353,65815.12
16354,66127.69
16355,66375.4
16356,66493.8
16357,66424.81
16358,66669.58
16359,66604.86
16360,66629.16
16361,66607.67
16362,66539.71
16363,66644.11
16364,66642.38
16365,66748.81
16366,66540.41
16367,66812.42
16368,66813.91
16369,66904.88
16370,66978.03
16371,67144.4
16372,66885.2
16373,66881.79
16374,66777.06
16375,66696.31
16376,66580.42
16377,66354.58
16378,66139.83
16379,65891.01
16380,65650.95
16381,65237.82
16382,64798.79
16383,64335.84
16384,63981.97
16385,63664.94
16386,63274.33
16387,62933.22
16388,62512.82
16389,62141.51
16390,61825.78
16391,61468.83
16392,61560.74
16393,61155.4
16394,60958.27
16395,61062.59
16396,60886.85
16397,60863.19
16398,60659.82
16399,60789.36
16400,60698.1
16401,60706.21
16402,60764.71
16403,60618.59
16404,60520.27
16405,60362.37
16406,60184.21
16407,60062.81
16408,59750.86
16409,59391.45
16410,58811.23
16411,58138.11
16412,57739.8
16413,56691.16
16414,55782.5
16415,55353.04
16416,55244.53
16417,55313.17
16418,55252.26
16419,55165.13
16420,55093.76
16421,54484.5
16422,53673.38
16423,52819.04
16424,52110.13
16425,51424.37
16426,50965.63
16427,50590.32
16428,50307.58
16429,49871.04
16430,49909.42
16431,49677.02
16432,49511.97
16433,49582.96
16434,49521.84
16435,49727.27
16436,49661.01
16437,49627.98
16438,49791.83
16439,49883.42
16440,49848.49
16441,49719.94
16442,50030.43
16443,49976.93
16444,50143.89
16445,50089.09
16446,50163.14
16447,50182.68
16448,50236.67
16449,50237.37
16450,50267.7
16451,50257.89
16452,50334.75
16453,50494.95
16454,50386.87
16455,50398.33
16456,50400.38
16457,50468.35
16458,50440.69
16459,50349.07
16460,50226.42
16461,50414.04
16462,50260.13
16463,50369.24
16464,50282.54
16465,50372.7
16466,50306.31
16467,50332.23
16468,50267.84
16469,50100.31
16470,50156.3
16471,50062.52
16472,49939.3
16473,49597.24
16474,49610.13
16475,49383.97
16476,49261.18
16477,49146.56
16478,49040.29
16479,48943.89
16480,48648.6
16481,48504.24
16482,48450.55
16483,48345.2
16484,48281.62
16485,48379.59
16486,48357.39
16487,48244.5
16488,48102.62
16489,48273.15
16490,48156.42
16491,48253.61
16492,48280.86
16493,48304.27
16494,48099.54
16495,48092.76
16496,48175.4
16497,47948.02
16498,48154.53
16499,48185.0
16500,48303.13
16501,48049.5
16502,48098.0
16503,48139.23
16504,48144.26
16505,48003.84
16506,48344.17
16507,48326.36
16508,48137.01
16509,48035.18
16510,48068.72
16511,48088.11
16512,48147.8
16513,48042.56
16514,48045.07
16515,47835.69
16516,48167.97
16517,48110.49
16518,48119.36
16519,48045.77
16520,48068.24
16521,48135.9
16522,48139.44
16523,48025.69
16524,48136.34
16525,48093.24
16526,48165.64
16527,48112.33
16528,48136.2
16529,48212.76
16530,48036.12
16531,48177.32
16532,48098.57
16533,48049.02
16534,48112.68
16535,48121.79
16536,48091.57
16537,48100.57
16538,48052.13
16539,48068.72
16540,48288.32
16541,48109.3
16542,48042.29
16543,48071.05
16544,48120.44
16545,48268.86
16546,48155.75
16547,48077.97
16548,48085.84
16549,48110.63
16550,48074.51
16551,48176.16
16552,47998.36
16553,47974.11
16554,48132.79
16555,48067.35
16556,47926.64
16557,47957.81
16558,48162.18
16559,48132.88
16560,48096.24
16561,48119.01
16562,48121.74
16563,48253.5
16564,48176.75
16565,48119.06
16566,48204.92
16567,48174.89
16568,48163.37
16569,48082.51
16570,48024.15
16571,48026.34
16572,47989.84
16573,48184.62
16574,47960.13
16575,48138.77
16576,48052.91
16577,48103.95
16578,48172.48
16579,48190.67
16580,48164.67
16581,47956.62
16582,48005.71
16583,48198.92
16584,48102.79
16585,48030.42
16586,48210.79
16587,48040.07
16588,48136.8
16589,48097.08
16590,48083.19
16591,47924.55
16592,48173.78
16593,48224.9
16594,48273.18
16595,48377.34
16596,48569.47
16597,48758.84
16598,49152.99
16599,49579.18
16600,50147.29
16601,50577.4
16602,51250.97
16603,52005.02
16604,53201.59
16605,54060.72
16606,54899.58
16607,55235.53
16608,55408.22
16609,55178.43
16610,55142.69
16611,55233.15
16612,55099.74
16613,55442.34
16614,55500.51
16615,55673.56
16616,55787.8
16617,55760.93
16618,55527.49
16619,55563.31
16620,55348.1
16621,55202.74
16622,55174.97
16623,55279.46
16624,55304.79
16625,55405.52
16626,55649.6
16627,55912.45
16628,56336.94
16629,56785.24
16630,57456.05
16631,58296.99
16632,59032.17
16633,59770.0
16634,60563.47
16635,61533.55
16636,62591.41
16637,63367.89
16638,64016.22
16639,64754.27
16640,65144.77
16641,65646.41
16642,66019.69
16643,66254.93
16644,66414.89
16645,66578.5
16646,66764.47
16647,66612.43
16648,66612.75
16649,66592.96
16650,66534.76
16651,66648.44
16652,66732.24
16653,66814.34
16654,66842.73
16655,66787.28
16656,66746.54
16657,66866.52
16658,66887.63
16659,66908.23
16660,66881.79
16661,66891.96
16662,66741.19
16663,66696.56
16664,66482.5
16665,66522.73
16666,66018.23
16667,65724.86
16668,65425.76
16669,65148.63
16670,64748.94
16671,64299.02
16672,63885.46
16673,63465.57
16674,63116.37
16675,62770.8
16676,62428.34
16677,62089.04
16678,61731.49
16679,61392.41
16680,61379.92
16681,61134.94
16682,61196.03
16683,60890.25
16684,60839.16
16685,60926.64
16686,60935.94
16687,60800.85
16688,60731.7
16689,60687.77
16690,60626.76
16691,60692.26
16692,60648.27
16693,60372.13
16694,60137.5
16695,59893.79
16696,59433.89
16697,59245.55
16698,58793.36
16699,58287.42
16700,57755.69
16701,56687.48
16702,55650.52
16703,55224.42
16704,55175.51
16705,55247.02
16706,55239.91
16707,55192.25
16708,55296.52
16709,55361.56
16710,55595.46
16711,55621.33
16712,55807.91
16713,55814.1
16714,55635.41
16715,55596.4
16716,55525.74
16717,55177.49
16718,55279.03
16719,55148.18
16720,55370.13
16721,55319.36
16722,55561.5
16723,56064.92
16724,56343.21
16725,57007.89
16726,57477.38
16727,58162.63
16728,58906.74
16729,60004.49
16730,60893.25
16731,61613.78
16732,62443.88
16733,63040.73
16734,64110.27
16735,64602.2
16736,65312.0
16737,65648.51
16738,66040.91
16739,66355.74
16740,66515.27
16741,66468.1
16742,66620.11
16743,66526.62
16744,66607.18
16745,66488.15
16746,66601.8
16747,66502.21
16748,66568.34
16749,66657.87
16750,66691.53
16751,66892.69
16752,66838.38
16753,66916.04
16754,66883.71
16755,66880.55
16756,66955.19
16757,67018.69
16758,66705.78
16759,66708.1
16760,66453.85
16761,66249.01
16762,65982.81
16763,65726.07
16764,65375.28
16765,65072.24
16766,64860.29
16767,64595.01
16768,63830.17
16769,63655.05
16770,63334.56
16771,62678.75
16772,62534.88
16773,62228.34
16774,61652.69
16775,61471.51
16776,61517.27
16777,61169.97
16778,60958.03
16779,60916.45
16780,60803.45
16781,60779.74
16782,60794.42
16783,60779.93
16784,60866.38
16785,60793.12
16786,60672.23
16787,60597.29
16788,60717.64
16789,60567.8
16790,60228.39
16791,59896.79
16792,59766.11
16793,59209.7
16794,58856.26
16795,58422.89
16796,57773.51
16797,56666.34
16798,55629.06
16799,55172.11
16800,55160.91
16801,55250.02
16802,55368.1
16803,55292.62
16804,55026.61
16805,55384.75
16806,55557.23
16807,55740.14
16808,55822.24
16809,55777.72
16810,55647.04
16811,55483.37
16812,55473.8
16813,55254.88
16814,55251.13
16815,55151.18
16816,55080.46
16817,55350.75
16818,55706.73
16819,55944.16
16820,56397.46
16821,56948.36
16822,57563.08
16823,58164.33
16824,58940.39
16825,59901.52
16826,60680.12
16827,61608.35
16828,62459.48
16829,63313.04
16830,63931.87
16831,64583.39
16832,65149.36
16833,65473.15
16834,66039.07
16835,66517.41
16836,66581.53
16837,66747.46
16838,66582.26
16839,66672.66
16840,66589.23
16841,66697.64
16842,66522.43
16843,66473.72
16844,66756.49
16845,66616.19
16846,66759.95
16847,66721.19
16848,66796.18
16849,66939.51
16850,66882.6
16851,66790.07
16852,66870.65
16853,66758.95
