,Iron_steel
3424,64061.28
3425,63719.17
3426,63148.33
3427,62977.93
3428,62493.27
3429,62057.84
3430,61616.0
3431,61587.16
3432,61309.93
3433,61214.14
3434,61112.63
3435,60909.34
3436,60846.92
3437,60891.88
3438,60917.07
3439,60695.26
3440,60695.72
3441,60833.78
3442,60774.93
3443,60591.86
3444,60665.28
3445,60339.44
3446,60224.25
3447,59922.23
3448,59596.61
3449,59202.4
3450,58864.62
3451,58296.29
3452,57789.59
3453,56740.96
3454,55751.09
3455,55169.38
3456,55235.15
3457,55221.25
3458,55384.29
3459,55275.81
3460,55391.59
3461,55345.74
3462,55613.51
3463,55686.56
3464,55612.16
3465,55709.73
3466,55718.78
3467,55482.83
3468,55372.83
3469,55239.39
3470,55102.04
3471,55226.8
3472,55340.91
3473,55348.34
3474,55649.68
3475,55981.2
3476,56250.73
3477,56893.67
3478,57580.89
3479,58131.19
3480,58916.09
3481,59711.69
3482,60638.89
3483,61641.95
3484,62415.96
3485,63168.63
3486,63980.53
3487,64653.94
3488,65222.19
3489,65697.93
3490,66135.09
3491,66251.1
3492,66563.28
3493,66540.44
3494,66555.17
3495,66569.45
3496,66745.43
3497,66390.08
3498,66417.38
3499,66506.29
3500,66499.08
3501,66765.12
3502,66608.91
3503,66746.92
3504,66885.82
3505,66856.73
3506,67044.18
3507,66930.53
3508,66726.16
3509,66951.76
3510,66708.07
3511,66764.87
3512,66463.26
3513,66406.65
3514,66065.81
3515,65912.23
3516,65521.67
3517,65112.89
3518,64776.24
3519,64386.01
3520,63944.15
3521,63542.53
3522,63209.23
3523,62859.9
3524,62532.71
3525,62200.2
3526,61856.57
3527,61525.74
3528,61377.83
3529,61242.75
3530,60973.84
3531,60918.86
3532,60904.85
3533,60972.63
3534,60964.92
3535,60815.26
3536,60772.47
3537,60852.08
3538,60836.16
3539,60513.7
3540,60465.85
3541,60294.0
3542,60150.61
3543,60013.23
3544,59501.8
3545,59197.54
3546,58811.44
3547,58255.06
3548,57725.69
3549,56864.88
3550,55540.66
3551,55009.39
3552,55126.26
3553,55204.28
3554,55294.06
3555,55307.09
3556,55233.37
3557,55398.0
3558,55616.22
3559,55624.41
3560,55578.26
3561,55785.31
3562,55546.98
3563,55452.15
3564,55312.68
3565,55268.02
3566,55081.73
3567,55282.97
3568,55157.81
3569,55420.63
3570,55642.28
3571,56032.75
3572,56208.58
3573,56873.85
3574,57585.71
3575,58000.65
3576,59095.75
3577,59815.83
3578,60734.38
3579,61713.62
3580,62414.44
3581,63350.94
3582,63865.42
3583,64520.13
3584,65098.0
3585,65715.86
3586,66061.29
3587,66110.66
3588,66550.55
3589,66620.13
3590,66629.08
3591,66665.39
3592,66579.96
3593,66604.21
3594,66591.32
3595,66655.9
3596,66578.04
3597,66713.43
3598,66763.39
3599,66854.22
3600,66927.62
3601,66793.23
3602,66995.58
3603,66920.91
3604,66875.33
3605,66784.15
3606,66845.11
3607,66642.25
3608,66495.32
3609,66285.54
3610,66116.85
3611,65784.12
3612,65532.54
3613,65111.38
3614,64791.3
3615,64531.86
3616,63942.85
3617,63614.5
3618,63239.51
3619,62860.66
3620,62339.23
3621,62121.8
3622,61851.63
3623,61565.23
3624,61519.0
3625,61177.92
3626,61244.75
3627,60972.54
3628,60966.98
3629,60821.21
3630,60824.29
3631,60845.65
3632,60762.09
3633,60900.88
3634,60631.32
3635,60705.34
3636,60554.74
3637,60376.18
3638,60271.15
3639,59919.93
3640,59473.63
3641,59437.62
3642,58967.29
3643,58403.5
3644,57752.29
3645,56676.56
3646,55613.57
3647,55272.05
3648,55139.23
3649,55277.3
3650,55320.63
3651,55055.43
3652,55381.48
3653,54453.98
3654,53727.51
3655,52822.23
3656,52128.81
3657,51496.87
3658,51019.7
3659,50623.38
3660,50171.79
3661,50209.66
3662,49945.08
3663,49850.44
3664,49600.75
3665,49645.2
3666,49561.66
3667,49595.59
3668,49666.04
3669,49722.05
3670,49716.75
3671,49707.43
3672,49902.75
3673,49866.76
3674,49929.54
3675,50032.29
3676,50130.24
3677,50081.52
3678,50195.06
3679,50157.67
3680,50238.78
3681,50160.22
3682,50262.54
3683,50366.05
3684,50324.77
3685,50272.97
3686,50249.21
3687,50618.36
3688,50413.77
3689,50559.61
3690,50333.88
3691,50347.61
3692,50248.91
3693,50286.03
3694,50425.52
3695,50497.57
3696,50355.1
3697,50417.04
3698,50433.2
3699,50282.73
3700,50238.29
3701,50006.69
3702,50044.11
3703,49918.91
3704,49898.23
3705,49901.85
3706,49614.57
3707,49509.68
3708,49336.8
3709,49295.43
3710,49031.37
3711,48724.1
3712,48826.24
3713,48679.82
3714,48511.67
3715,48439.9
3716,48370.34
3717,48302.84
3718,48262.8
3719,48286.67
3720,48323.81
3721,48171.48
3722,48162.23
3723,48070.45
3724,48171.67
3725,48094.35
3726,48137.74
3727,48127.52
3728,48355.82
3729,47958.16
3730,47962.91
3731,48034.77
3732,48140.04
3733,48055.61
3734,48189.4
3735,48100.52
3736,48046.23
3737,48082.43
3738,48019.5
3739,47980.03
3740,48078.59
3741,48124.93
3742,48006.33
3743,48060.59
3744,48192.4
3745,48062.24
3746,48110.01
3747,48015.28
3748,48087.03
3749,48080.21
3750,47972.43
3751,48146.93
3752,48082.11
3753,48106.95
3754,48154.64
3755,48214.27
3756,48078.29
3757,48095.16
3758,48255.85
3759,48086.57
3760,48104.44
3761,48173.07
3762,48145.93
3763,48184.73
3764,48024.39
3765,48052.42
3766,48229.68
3767,48060.97
3768,48178.94
3769,48046.15
3770,48065.43
3771,48131.5
3772,48074.75
3773,48092.89
3774,48148.39
3775,48086.49
3776,48081.65
3777,47955.59
3778,48216.03
3779,47909.63
3780,48153.48
3781,48197.24
3782,47980.03
3783,48237.14
3784,48030.04
3785,48134.5
3786,48096.3
3787,48118.03
3788,48140.09
3789,48131.2
3790,48108.17
3791,48034.96
3792,48099.49
3793,48147.34
3794,48086.78
3795,48198.24
3796,48115.98
3797,48143.64
3798,47970.11
3799,48109.98
3800,48206.89
3801,48155.67
3802,48025.44
3803,48128.17
3804,48067.91
3805,48157.4
3806,48168.59
3807,48134.39
3808,48028.82
3809,48086.89
3810,48087.89
3811,48056.37
3812,47980.92
3813,48133.9
3814,48002.57
3815,48244.8
3816,48121.68
3817,48002.33
3818,48140.74
3819,48181.02
3820,48074.1
3821,47976.7
3822,48186.65
3823,48139.39
3824,47967.59
3825,48049.72
3826,48192.73
3827,48293.0
3828,48556.3
3829,48773.39
3830,49053.64
3831,49416.27
3832,49915.45
3833,50611.03
3834,51147.65
3835,52013.05
3836,53009.14
3837,54118.9
3838,55082.33
3839,55281.97
3840,55237.18
3841,55200.38
3842,55177.87
3843,55254.8
3844,55182.24
3845,55416.92
3846,55415.92
3847,55816.67
3848,55752.55
3849,55875.09
3850,55678.75
3851,55521.27
3852,55361.29
3853,55155.48
3854,55160.21
3855,55092.93
3856,55270.02
3857,55371.56
3858,55535.06
3859,56018.4
3860,56419.01
3861,56947.95
3862,57539.29
3863,58317.29
3864,58976.48
3865,59877.25
3866,60689.56
3867,61581.64
3868,62398.09
3869,63407.07
3870,63767.05
3871,64658.84
3872,65185.78
3873,65823.23
3874,66041.88
3875,66403.16
3876,66417.49
3877,66650.6
3878,66673.17
3879,66779.71
3880,66544.09
3881,66688.02
3882,66585.61
3883,66432.19
3884,66671.5
3885,66740.03
3886,66538.22
3887,66815.53
3888,66917.77
3889,66825.54
3890,66993.52
3891,66951.97
3892,67004.53
3893,66812.86
3894,66819.16
3895,66735.41
3896,66568.69
3897,66344.04
3898,66105.55
3899,65804.34
3900,65602.48
3901,65162.8
3902,64692.63
3903,64486.12
3904,63959.69
3905,63545.1
3906,63138.35
3907,62735.9
3908,62470.21
3909,61986.61
3910,61821.92
3911,61590.56
3912,61250.32
3913,61131.39
3914,61037.26
3915,61047.54
3916,60950.13
3917,60835.29
3918,60889.47
3919,60925.07
3920,60790.42
3921,60766.68
3922,60679.09
3923,60608.89
3924,60503.86
3925,60425.3
3926,60287.1
3927,59940.02
3928,59673.44
3929,59264.31
3930,58786.49
3931,58308.94
3932,57837.31
3933,56822.25
3934,55618.76
3935,55295.52
3936,55042.53
3937,55236.23
3938,55249.88
3939,55011.31
3940,55251.5
3941,55344.99
3942,55522.79
3943,55602.16
3944,55775.61
3945,55753.41
3946,55647.28
3947,55494.84
3948,55391.11
3949,55322.33
3950,55168.78
3951,55168.48
3952,55181.95
3953,55336.93
3954,55586.13
3955,56025.02
3956,56311.9
3957,57045.46
3958,57570.86
3959,58223.08
3960,59029.36
3961,59858.81
3962,60683.36
3963,61570.94
3964,62501.6
3965,63082.09
3966,63980.59
3967,64690.82
3968,65236.98
3969,65755.46
3970,66136.93
3971,66305.24
3972,66507.19
3973,66506.75
3974,66609.43
3975,66469.1
3976,66534.3
3977,66589.96
3978,66586.23
3979,66440.12
3980,66779.77
3981,66763.25
3982,66610.24
3983,66800.85
3984,66857.92
3985,66802.72
3986,66860.71
3987,66887.33
3988,66886.28
3989,66979.01
3990,66782.63
3991,66722.86
3992,66571.09
3993,66211.11
3994,66166.83
3995,65899.23
3996,65439.06
3997,65206.84
3998,64616.18
3999,64358.74
4000,64074.83
4001,63489.33
4002,63267.33
4003,62821.95
4004,62345.86
4005,62221.02
4006,61760.06
4007,61538.9
4008,61255.53
4009,61273.13
4010,61058.32
4011,60912.34
4012,61028.26
4013,60935.75
4014,60898.09
4015,60743.22
4016,60675.15
4017,60874.11
4018,60632.16
4019,60620.46
4020,60562.25
4021,60425.3
4022,60244.77
4023,59909.39
4024,59516.1
4025,59206.97
4026,58761.48
4027,58364.25
4028,57856.66
4029,56673.59
4030,55665.39
4031,55290.7
4032,55225.55
4033,55230.07
4034,55182.84
4035,55270.35
4036,55331.09
4037,55390.43
4038,55630.0
4039,55726.6
4040,55876.28
4041,55745.57
4042,55639.3
4043,55455.26
4044,55426.12
4045,55218.66
4046,55094.49
4047,55122.31
4048,55303.14
4049,55375.56
4050,55575.96
4051,55912.13
4052,56380.51
4053,56862.36
4054,57558.86
4055,58266.58
4056,59012.0
4057,59827.94
4058,60802.69
4059,61667.28
4060,62514.6
4061,63262.0
4062,63929.82
4063,64660.0
4064,65338.25
4065,65724.51
4066,66040.72
4067,66404.92
4068,66446.9
4069,66585.26
4070,66582.21
4071,66681.39
4072,66473.85
4073,66695.69
4074,66472.58
4075,66545.3
4076,66543.68
4077,66800.37
4078,66681.42
4079,66687.29
4080,66851.46
4081,66905.29
4082,66970.6
4083,66912.37
4084,67038.32
4085,66893.8
4086,66816.29
4087,66668.82
4088,66411.27
4089,66255.75
4090,66060.26
4091,65814.26
4092,65652.87
4093,65029.66
4094,64721.18
4095,64456.65
4096,64032.38
4097,63660.1
4098,63218.59
4099,62752.53
4100,62469.0
4101,62201.34
4102,61894.18
4103,61570.37
4104,61369.59
4105,61272.89
4106,61177.41
4107,60967.54
4108,60847.68
4109,60849.14
4110,60833.75
4111,60893.12
4112,60940.24
4113,60717.35
4114,60682.8
4115,60641.06
4116,60686.93
4117,60422.84
4118,60216.49
4119,59844.02
4120,59627.67
4121,59221.38
4122,58769.24
4123,58207.08
4124,57681.78
4125,56743.23
4126,55488.67
4127,55173.03
4128,55271.43
4129,55288.87
4130,55233.61
4131,55228.45
4132,55137.72
4133,55375.59
4134,55537.39
4135,55635.11
4136,55756.74
4137,55738.92
4138,55716.11
4139,55531.93
4140,55408.95
4141,55246.1
4142,55203.28
4143,55195.19
4144,55267.29
4145,55428.47
4146,55587.99
4147,55777.39
4148,56476.92
4149,57136.51
4150,57576.81
4151,58068.01
4152,58908.38
4153,59745.27
4154,60846.0
4155,61625.81
4156,62545.15
4157,63273.79
4158,63917.03
4159,64559.46
4160,65350.6
4161,65794.66
4162,66119.14
4163,66192.62
4164,66469.85
4165,66696.61
4166,66520.76
4167,66544.33
4168,66645.14
4169,66430.3
4170,66565.47
4171,66518.7
4172,66455.34
4173,66805.61
4174,66849.43
4175,66739.19
4176,66908.37
4177,67026.5
4178,66875.01
4179,66970.76
4180,66939.54
4181,66804.96
4182,66833.08
4183,66765.85
4184,66494.56
4185,66277.32
4186,66126.93
4187,65731.48
4188,65447.63
4189,65135.66
4190,64876.32
4191,64404.91
4192,63912.06
4193,63619.52
4194,63234.89
4195,62890.86
4196,62451.4
4197,62105.91
4198,61864.36
4199,61503.73
4200,61315.52
4201,61155.7
4202,60955.49
4203,60853.89
4204,60814.75
4205,60655.49
4206,60964.33
4207,60863.36
4208,60875.01
4209,60656.74
4210,60694.61
4211,60681.55
4212,60506.83
4213,60307.97
4214,60251.93
4215,59766.81
4216,59712.37
4217,59111.19
4218,58832.01
4219,58273.42
4220,57704.82
4221,56850.12
4222,55596.37
4223,55344.53
4224,55263.83
4225,55252.72
4226,55210.93
4227,55036.91
4228,55427.74
4229,55423.98
4230,55566.02
4231,55584.15
4232,55786.26
4233,55566.58
4234,55523.22
4235,55574.23
4236,55304.06
4237,55365.07
4238,55218.96
4239,55124.66
4240,55251.83
4241,55351.88
4242,55677.45
4243,55970.22
4244,56366.0
4245,56988.94
4246,57504.52
4247,58267.9
4248,59066.8
4249,59717.42
4250,60638.52
4251,61397.68
4252,62397.19
4253,63259.17
4254,64011.46
4255,64700.82
4256,65201.02
4257,65803.55
4258,66054.07
4259,66301.08
4260,66501.21
4261,66582.23
4262,66513.38
4263,66519.92
4264,66661.9
4265,66617.65
4266,66595.05
4267,66467.34
4268,66833.43
4269,66655.68
4270,66622.27
4271,66939.0
4272,66835.67
4273,66874.2
4274,67141.99
4275,66813.51
4276,66875.25
4277,66808.13
4278,66873.2
4279,66675.9
4280,66571.04
4281,66369.75
4282,66224.44
4283,65965.59
4284,65452.36
4285,65090.73
4286,64806.71
4287,64583.52
4288,63932.47
4289,63560.08
4290,63277.52
4291,62787.67
4292,62458.18
4293,62341.96
4294,61776.15
4295,61507.6
4296,61385.73
4297,61174.86
4298,61043.35
4299,61025.72
4300,60835.02
4301,60840.94
4302,60889.63
4303,60803.37
4304,60778.74
4305,60731.19
4306,60660.9
4307,60540.41
4308,60475.69
4309,60331.41
4310,60177.13
4311,59897.98
4312,59679.68
4313,59415.92
4314,58662.89
4315,58313.83
4316,57786.57
4317,56771.67
4318,55656.31
4319,55272.7
4320,55027.83
4321,55224.55
4322,55231.01
4323,55230.61
4324,55271.4
4325,54511.05
4326,53714.61
4327,52749.51
4328,51978.04
4329,51507.06
4330,51008.72
4331,50700.4
4332,50243.21
4333,50147.78
4334,49861.95
4335,49741.81
4336,49481.56
4337,49574.26
4338,49571.1
4339,49514.33
4340,49611.16
4341,49655.14
4342,49726.6
4343,49644.95
4344,49736.27
4345,49853.41
4346,49868.14
4347,49833.54
4348,50223.1
4349,50117.42
4350,50303.87
4351,50248.99
4352,50155.13
4353,50261.51
4354,50146.24
4355,50374.27
4356,50338.64
4357,50376.73
4358,50378.57
4359,50435.74
4360,50560.67
4361,50582.43
4362,50456.05
4363,50379.51
4364,50366.89
4365,50475.46
4366,50421.5
4367,50393.08
4368,50396.63
4369,50354.72
4370,50240.7
4371,50304.52
4372,50147.0
4373,50188.93
4374,50040.67
4375,49989.82
4376,49934.38
4377,49705.02
4378,49666.5
4379,49328.55
4380,49339.09
4381,49134.12
4382,49019.53
4383,48804.56
4384,48725.54
4385,48606.72
4386,48286.99
4387,48385.67
4388,48361.07
4389,48193.27
4390,48085.51
4391,48105.3
4392,48159.96
4393,48162.29
4394,48155.94
4395,48238.5
4396,48058.88
4397,48283.1
4398,48230.74
4399,48136.69
4400,48250.77
4401,48202.89
4402,48097.49
4403,48280.94
4404,48299.38
4405,48088.62
4406,48125.77
4407,48075.05
4408,48056.48
4409,48209.03
4410,48052.04
4411,48087.84
4412,48086.59
4413,48049.02
4414,48088.22
4415,48216.09
4416,48060.64
4417,47959.13
4418,48081.4
4419,48116.47
4420,48132.09
4421,48204.95
4422,48249.36
4423,48030.9
4424,47969.08
4425,48112.74
4426,48105.0
4427,48057.94
4428,48128.36
4429,48139.15
4430,48168.99
4431,48183.51
4432,48066.78
4433,48011.44
4434,48152.26
4435,48222.9
4436,48056.78
4437,48067.21
4438,48179.89
4439,48265.53
4440,48128.74
4441,48191.46
4442,48176.43
4443,48071.37
4444,48167.34
4445,48158.75
4446,48197.05
4447,48152.37
4448,48112.76
4449,48061.75
4450,48136.96
4451,48120.06
4452,48058.15
4453,48166.26
4454,48051.29
4455,48150.88
4456,48126.71
4457,48062.18
4458,48036.99
4459,48119.39
4460,48052.37
4461,48140.82
4462,48163.91
4463,48209.65
4464,47987.79
4465,47946.59
4466,48074.59
4467,48227.3
4468,48069.18
4469,48070.35
4470,48204.73
4471,48087.0
4472,48201.73
4473,48059.07
4474,48041.45
4475,48133.52
4476,48147.66
4477,48076.89
4478,48058.18
4479,48328.14
4480,48173.02
4481,48222.44
4482,48166.83
4483,48133.47
4484,48223.2
4485,48123.28
4486,48221.47
4487,48050.61
4488,48132.23
4489,48238.82
4490,48224.76
4491,48124.85
4492,48134.82
4493,48082.76
4494,48086.78
4495,48154.66
4496,48139.9
4497,48253.96
4498,48266.96
4499,48308.03
4500,48530.84
4501,48745.08
4502,48999.55
4503,49438.12
4504,50015.26
4505,50611.95
4506,51319.77
4507,51890.64
4508,53161.15
4509,54094.98
4510,54905.88
4511,55293.76
4512,55258.34
4513,55097.2
4514,55221.23
4515,55180.3
4516,55153.81
4517,55384.43
4518,55586.26
4519,55690.37
4520,55863.71
4521,55827.27
4522,55601.46
4523,55445.99
4524,55360.37
4525,55183.84
4526,55087.82
4527,55051.59
4528,55160.7
4529,55156.78
4530,55777.85
4531,55954.14
4532,56415.23
4533,57032.19
4534,57531.1
4535,58359.25
4536,59088.1
4537,59752.57
4538,60598.78
4539,61472.37
4540,62590.51
4541,63308.56
4542,64072.77
4543,64641.24
4544,65206.84
4545,65595.23
4546,65972.84
4547,66325.47
4548,66548.2
4549,66573.8
4550,66571.28
4551,66536.92
4552,66777.79
4553,66547.87
4554,66478.53
4555,66577.18
4556,66613.08
4557,66730.38
4558,66605.81
4559,66796.74
4560,66866.87
4561,66936.46
4562,66884.14
4563,66777.58
4564,66841.92
4565,66791.93
4566,66809.96
4567,66575.12
4568,66502.92
4569,66338.79
4570,66024.42
4571,65782.3
4572,65348.2
4573,65177.97
4574,64730.83
4575,64410.42
4576,64100.45
4577,63531.34
4578,63226.02
4579,62885.59
4580,62306.88
4581,62191.87
4582,61777.28
4583,61580.15
4584,61459.58
4585,61107.04
4586,61041.94
4587,60888.93
4588,60944.05
4589,60781.31
4590,60878.63
4591,60810.04
4592,60824.75
4593,60794.04
4594,60614.54
4595,60814.94
4596,60543.06
4597,60487.24
4598,60129.69
4599,59957.08
4600,59571.36
4601,59208.08
4602,58689.82
4603,58370.95
4604,57788.11
4605,56732.66
4606,55697.78
4607,55313.28
4608,55177.73
4609,55079.73
4610,55149.45
4611,55134.67
4612,55163.73
4613,55436.52
4614,55436.69
4615,55711.75
4616,55666.5
4617,55728.6
4618,55642.06
4619,55517.68
4620,55403.76
4621,55176.46
4622,55053.97
4623,55107.09
4624,55172.3
4625,55426.39
4626,55550.15
4627,55920.94
4628,56463.26
4629,56829.33
4630,57462.81
4631,58157.39
4632,58988.86
4633,59812.31
4634,60775.79
4635,61671.47
4636,62391.0
4637,63235.51
4638,63927.9
4639,64628.4
4640,65296.99
4641,65594.26
4642,66134.88
4643,66319.49
4644,66454.63
4645,66600.94
4646,66565.44
4647,66795.56
4648,66721.35
4649,66593.61
4650,66472.53
4651,66441.9
4652,66541.92
4653,66744.33
4654,66662.12
4655,66944.35
4656,66745.68
4657,66781.63
4658,66881.55
4659,66836.4
4660,66852.68
4661,66866.41
4662,66689.8
4663,66743.46
4664,66544.01
4665,66381.37
4666,66082.22
4667,65807.66
4668,65510.24
4669,65271.07
4670,64673.03
4671,64311.56
4672,63901.41
4673,63640.58
4674,63230.94
4675,62736.9
4676,62320.77
4677,62075.36
4678,61779.99
4679,61514.11
4680,61452.99
4681,61217.33
4682,61089.68
4683,61053.7
4684,60957.46
4685,60653.06
4686,60917.86
4687,60727.67
4688,60803.64
4689,60766.33
4690,60622.73
4691,60642.71
4692,60567.17
4693,60324.55
4694,60215.74
4695,59907.01
4696,59703.09
4697,59270.74
4698,58741.94
4699,58232.51
4700,57781.67
4701,56737.31
4702,55709.32
4703,55334.88
4704,55134.23
4705,55209.76
4706,55313.36
4707,55323.28
4708,55278.84
4709,55437.96
4710,55574.83
4711,55517.6
4712,55757.55
4713,55679.12
4714,55550.15
4715,55277.78
4716,55368.72
4717,55194.71
4718,55281.57
4719,55171.57
4720,55233.01
4721,55256.13
4722,55802.18
4723,55899.83
4724,56294.74
4725,56875.1
4726,57613.58
4727,58172.47
4728,59068.37
4729,59861.32
4730,60763.22
4731,61541.5
4732,62206.01
4733,63277.98
4734,63947.93
4735,64746.05
4736,65232.68
4737,65667.98
4738,66078.78
4739,66266.59
4740,66605.18
4741,66642.9
4742,66626.19
4743,66539.98
4744,66701.61
4745,66402.4
4746,66548.52
4747,66532.95
4748,66604.4
4749,66671.93
4750,66654.98
4751,66868.74
4752,66807.02
4753,66809.61
4754,66945.59
4755,66925.64
4756,66937.91
4757,66839.78
4758,66907.18
4759,66641.68
4760,66605.13
4761,66240.55
4762,66016.44
4763,65792.41
4764,65594.58
4765,65248.71
4766,64710.61
4767,64389.82
4768,64032.79
4769,63518.34
4770,63204.83
4771,62763.31
4772,62403.55
4773,61942.08
4774,61929.59
4775,61506.3
4776,61489.43
4777,61255.07
4778,61156.05
4779,60914.83
4780,60804.77
4781,60893.28
4782,60910.2
4783,60732.51
4784,60792.34
4785,60804.67
4786,60711.67
4787,60738.0
4788,60497.13
4789,60223.28
4790,60052.64
4791,59974.11
4792,59671.25
4793,59249.77
4794,58835.88
4795,58479.68
4796,57645.83
4797,56837.63
4798,55760.74
4799,55252.86
4800,55154.1
4801,55398.92
4802,55186.76
4803,55245.42
4804,55251.29
4805,55517.41
4806,55557.28
4807,55609.57
4808,55809.18
4809,55753.14
4810,55720.0
4811,55670.55
4812,55410.9
4813,55193.44
4814,55286.87
4815,55056.38
4816,55234.26
4817,55263.83
4818,55583.37
4819,56025.21
4820,56325.2
4821,56998.88
4822,57542.48
4823,58142.9
4824,59021.14
4825,59794.71
4826,60822.45
4827,61652.5
4828,62462.02
4829,63099.13
4830,63986.97
4831,64578.6
4832,65191.1
4833,65805.26
4834,65997.95
4835,66283.46
4836,66395.62
4837,66563.74
4838,66566.96
4839,66635.27
4840,66520.54
4841,66681.04
4842,66522.49
4843,66722.46
4844,66700.5
4845,66617.16
4846,66826.54
4847,66611.94
4848,66799.85
4849,66846.57
4850,66886.85
4851,66861.03
4852,66792.8
4853,66802.69
4854,66777.66
4855,66614.02
4856,66585.72
4857,66390.37
4858,66239.8
4859,65774.17
4860,65601.26
4861,65202.54
4862,64703.17
4863,64466.68
4864,64031.84
4865,63467.14
4866,63296.07
4867,62751.88
4868,62248.73
4869,62002.07
4870,61815.62
4871,61517.41
4872,61458.77
4873,61138.23
4874,61025.13
4875,61057.92
4876,60919.42
4877,60809.13
4878,60807.04
4879,60992.82
4880,60812.56
4881,60766.57
4882,60732.81
4883,60641.87
4884,60532.92
4885,60404.21
4886,60189.3
4887,59996.36
4888,59591.82
4889,59290.05
4890,58866.37
4891,58198.67
4892,57596.33
4893,56776.48
4894,55460.31
4895,55200.47
4896,55282.84
4897,55254.34
4898,55145.37
4899,55205.87
4900,55267.78
4901,55338.18
4902,55545.96
4903,55706.19
4904,55734.03
4905,55805.7
4906,55548.96
4907,55494.38
4908,55480.37
4909,55139.72
4910,55113.61
4911,55232.61
4912,55294.73
4913,55387.51
4914,55646.06
4915,55969.28
4916,56356.48
4917,56925.0
4918,57495.82
4919,58277.01
4920,59060.75
4921,59783.87
4922,60605.59
4923,61503.46
4924,62337.67
4925,63226.56
4926,63933.93
4927,64627.86
4928,65171.53
4929,65659.27
4930,66019.17
4931,66290.24
4932,66569.34
4933,66821.75
4934,66555.66
4935,66567.2
4936,66504.89
4937,66593.37
4938,66632.14
4939,66517.3
4940,66561.2
4941,66615.56
4942,66566.26
4943,66735.11
4944,66823.18
4945,66857.19
4946,66795.77
4947,66972.84
4948,66918.8
4949,66822.81
4950,66683.91
4951,66760.47
4952,66398.75
4953,66400.38
4954,65971.38
4955,65818.53
4956,65581.12
4957,65129.09
4958,64758.54
4959,64247.84
4960,63907.08
4961,63607.68
4962,63304.55
4963,62689.05
4964,62493.57
4965,62058.81
4966,61967.74
4967,61494.08
4968,61442.96
4969,61214.69
4970,61075.79
4971,60960.76
4972,60903.88
4973,60737.16
4974,60946.11
4975,60806.99
4976,60695.58
4977,60777.85
4978,60658.6
4979,60751.71
4980,60487.32
4981,60316.49
4982,60290.05
4983,59971.86
4984,59803.17
4985,59245.47
4986,58939.88
4987,58407.18
4988,57808.9
4989,56879.72
4990,55594.13
4991,55239.53
4992,55111.28
4993,55222.28
4994,55038.43
4995,55235.1
4996,55284.65
4997,54416.73
4998,53593.55
4999,53034.2
5000,52130.6
5001,51533.96
5002,50912.21
5003,50546.39
5004,50494.3
5005,50018.37
5006,49865.2
5007,49542.12
5008,49688.48
5009,49281.76
5010,49657.74
5011,49513.65
5012,49562.93
5013,49569.23
5014,49888.45
5015,49841.52
5016,50037.29
5017,49997.36
5018,49982.58
5019,50023.7
5020,50072.82
5021,50166.87
5022,50035.97
5023,50126.42
5024,50277.92
5025,50215.01
5026,50378.38
5027,50325.82
5028,50348.53
5029,50288.79
5030,50394.22
5031,50532.17
5032,50404.6
5033,50496.03
5034,50313.88
5035,50460.18
5036,50517.33
5037,50566.07
5038,50387.76
5039,50400.6
5040,50262.54
5041,50438.91
5042,50404.14
5043,50379.57
5044,50172.38
5045,50220.56
5046,50170.38
5047,49888.28
5048,49751.82
5049,49726.97
5050,49548.88
5051,49375.13
5052,49296.27
5053,49059.73
5054,49063.13
5055,48957.67
5056,48677.47
5057,48331.95
5058,48545.46
5059,48361.26
5060,48348.01
5061,48450.9
5062,48336.44
5063,48135.04
5064,48182.35
5065,48055.59
5066,48256.55
5067,48048.02
5068,48155.48
5069,48195.76
5070,48104.03
5071,48116.82
5072,48159.99
5073,48031.07
5074,48176.21
5075,48049.15
5076,48107.82
5077,48041.83
5078,48066.56
5079,48159.96
5080,48145.34
5081,48022.47
5082,48219.44
5083,48068.54
5084,48068.37
5085,48051.77
5086,47977.11
5087,48112.3
5088,48114.74
5089,48174.4
5090,48040.58
5091,48094.57
5092,48116.17
5093,48232.66
5094,48227.22
5095,48114.36
5096,48240.42
5097,48141.61
5098,48034.04
5099,48205.84
5100,48087.24
5101,48129.25
5102,48138.15
5103,48187.92
5104,48021.63
5105,47999.06
5106,48181.81
5107,48191.21
5108,48199.16
5109,47974.38
5110,48036.15
5111,48159.67
5112,48020.39
5113,48233.22
5114,48296.51
5115,47993.73
5116,48068.48
5117,48129.77
5118,48145.01
5119,48163.48
5120,48031.15
5121,48102.87
5122,48072.51
5123,48085.92
5124,48111.9
5125,48200.62
5126,48042.39
5127,48105.68
5128,48127.58
5129,47993.17
5130,48061.29
5131,48111.92
5132,48101.08
5133,48001.06
5134,48214.46
5135,48139.82
5136,47981.54
5137,48131.55
5138,48177.35
5139,48289.89
5140,48194.7
5141,48218.19
5142,48097.92
5143,48069.59
5144,48046.85
5145,48150.56
5146,48093.19
5147,48070.43
5148,48124.01
5149,48177.72
5150,47976.7
5151,48145.09
5152,48093.92
5153,48222.14
5154,48125.96
5155,48147.77
5156,48030.8
5157,48051.5
5158,48162.96
5159,48021.25
5160,48120.52
5161,48042.42
5162,48268.58
5163,48185.75
5164,48127.39
5165,48101.27
5166,48076.38
5167,48027.5
5168,48068.56
5169,48086.05
5170,48190.02
5171,48444.52
5172,48436.87
