,demand
7690,52569.18
7691,52454.99
7692,52914.24
7693,53158.59
7694,53145.07
7695,53301.66
7696,54091.83
7697,54274.15
7698,54797.11
7699,55447.29
7700,56878.15
7701,57946.37
7702,59443.56
7703,61014.17
7704,63279.8
7705,65245.32
7706,66589.41
7707,68136.72
7708,69494.74
7709,70424.25
7710,71346.64
7711,72035.45
7712,72612.39
7713,72904.48
7714,72954.36
7715,73077.53
7716,72654.89
7717,72836.17
7718,72873.94
7719,73091.59
7720,72914.15
7721,72929.02
7722,73078.86
7723,73238.38
7724,73245.49
7725,73120.34
7726,73135.68
7727,72808.04
7728,72409.82
7729,71994.63
7730,71845.78
7731,71750.52
7732,71431.53
7733,70954.37
7734,70449.61
7735,70097.22
7736,69521.98
7737,69271.17
7738,68863.19
7739,68482.28
7740,68433.31
7741,68162.26
7742,67735.73
7743,67302.45
7744,66986.22
7745,66849.56
7746,66360.66
7747,66211.66
7748,66787.01
7749,67145.38
7750,67508.62
7751,67862.44
7752,68145.3
7753,68249.77
7754,69349.96
7755,70565.08
7756,71753.28
7757,71448.2
7758,70936.72
7759,70467.36
7760,69309.1
7761,68073.57
7762,67233.16
7763,66191.32
7764,65449.8
7765,64321.25
7766,63474.42
7767,62580.81
7768,62306.270000000004
7769,61569.92
7770,60329.42
7771,59692.32
7772,58792.38
7773,57915.26
7774,57153.69
7775,56644.21
7776,55477.51
7777,54738.97
7778,53939.76
7779,53718.12
7780,52820.39
7781,52118.06
7782,51780.33
7783,51223.729999999996
7784,50909.33
7785,50492.21
7786,50616.33
7787,50706.229999999996
7788,50696.2
7789,50810.1
7790,50768.26
7791,50818.62
7792,50876.5
7793,50951.49
7794,50983.44
7795,51302.97
7796,51626.13
7797,51687.78
7798,51835.020000000004
7799,51818.82
7800,52084.17
7801,52275.81
7802,52878.38
7803,53616.7
7804,54831.2
7805,55595.06
7806,56692.38
7807,57887.270000000004
7808,58932.68
7809,59840.94
7810,60491.08
7811,61351.64
7812,62476.29
7813,62717.14
7814,63052.479999999996
7815,63471.479999999996
7816,63646.39
7817,63798.22
7818,63540.65
7819,63944.7
7820,63736.07
7821,63817.13
7822,64077.12
7823,63836.05
7824,63636.76
7825,63267.72
7826,63160.41
7827,62665.69
7828,62114.86
7829,61818.06
7830,61307.94
7831,60488.29
7832,60282.83
7833,59951.75
7834,59761.06
7835,59293.65
7836,59388.04
7837,59076.07
7838,58962.56
7839,58602.51
7840,58161.09
7841,58081.29
7842,57518.14
7843,57511.2
7844,58332.64
7845,58882.01
7846,59218.99
7847,60101.7
7848,60888.39
7849,61327.37
7850,62260.479999999996
7851,63063.47
7852,64077.74
7853,63704.87
7854,63613.46
7855,63150.04
7856,62083.86
7857,60841.25
7858,59726.15
7859,58810.0
7860,58081.29
7861,57312.12
7862,56869.3
7863,56303.5
7864,56671.33
7865,55975.33
7866,55006.94
7867,54332.65
7868,53044.979999999996
7869,52290.79
7870,51625.81
7871,50798.69
7872,49701.43
7873,48998.770000000004
7874,48872.16
7875,48253.21
7876,47694.0
7877,47371.92
7878,47105.020000000004
7879,46927.58
7880,46252.44
7881,46228.38
7882,46132.79
7883,46092.35
7884,46237.21
7885,46272.22
7886,46325.74
7887,46431.05
7888,46726.12
7889,46889.3
7890,47004.08
7891,47157.11
7892,47287.31
7893,46966.17
7894,47060.63
7895,47011.74
7896,46310.07
7897,46173.58
7898,46498.89
7899,47091.4
7900,48130.270000000004
7901,48506.3
7902,49632.76
7903,50493.14
7904,51368.18
7905,52181.04
7906,53146.8
7907,53774.479999999996
7908,54669.29
7909,55339.26
7910,55774.03
7911,56054.67
7912,56627.89
7913,56826.08
7914,57185.26
7915,57679.75
7916,58216.74
7917,58624.12
7918,58835.7
7919,58967.76
7920,58833.18
7921,58474.9
7922,58169.4
7923,57729.09
7924,57323.92
7925,57006.68
7926,56850.8
7927,56189.08
7928,55609.22
7929,55034.93
7930,54939.270000000004
7931,54750.770000000004
7932,54381.69
7933,54346.84
7934,54308.05
7935,54045.83
7936,54525.65
7937,54501.479999999996
7938,54903.11
7939,55100.35
7940,55742.520000000004
7941,55931.35
7942,56431.04
7943,57062.39
7944,58235.66
7945,59069.93
7946,60021.9
7947,61165.25
7948,62438.45
7949,63141.05
7950,62756.33
7951,62112.65
7952,61943.47
7953,60695.520000000004
7954,59883.24
7955,59072.18
7956,58685.44
7957,58430.56
7958,58326.32
7959,58053.86
7960,58672.01
7961,58502.54
7962,57857.85
7963,57059.89
7964,56099.17
7965,55322.39
7966,54261.31
7967,53503.84
7968,52740.88
7969,52259.770000000004
7970,51944.49
7971,51554.2
7972,51087.8
7973,51002.0
7974,50898.86
7975,50519.64
7976,50357.479999999996
7977,50379.729999999996
7978,50414.76
7979,50496.37
7980,50652.45
7981,50669.13
7982,51089.14
7983,51496.76
7984,52407.46
7985,52960.96
7986,53528.06
7987,54345.09
7988,55660.95
7989,56489.25
7990,57655.38
7991,59437.43
7992,61924.67
7993,63871.05
7994,65595.46
7995,66919.62
7996,68921.91
7997,70211.07
7998,71212.65
7999,72031.41
8000,73141.56
8001,73823.36
8002,74271.02
8003,74637.02
8004,74409.37
8005,74750.36
8006,75693.55
8007,75730.88
8008,76102.84
8009,76285.78
8010,76704.92
8011,76671.48
8012,77257.32
8013,77558.06
8014,77431.14
8015,77521.63
8016,77000.4
8017,76606.51
8018,76358.55
8019,76354.62
8020,76432.88
8021,76457.2
8022,76403.95
8023,75699.03
8024,75196.03
8025,75481.39
8026,75153.18
8027,74676.73
8028,74894.45
8029,74702.92
8030,74640.8
8031,73805.59
8032,73569.0
8033,72811.05
8034,72549.13
8035,72362.45
8036,72188.58
8037,72032.84
8038,72485.41
8039,72324.62
8040,72596.6
8041,72784.65
8042,73880.99
8043,74879.23
8044,75680.53
8045,75598.92
8046,75441.22
8047,74939.57
8048,73965.85
8049,72573.39
8050,71295.84
8051,70309.59
8052,69471.45
8053,68310.83
8054,67085.26
8055,65982.68
8056,65671.05
8057,64804.729999999996
8058,63433.05
8059,62291.03
8060,60772.86
8061,59385.26
8062,58571.29
8063,58071.41
8064,57682.05
8065,56857.729999999996
8066,56422.75
8067,56070.57
8068,55449.43
8069,55350.84
8070,55227.95
8071,55075.85
8072,55006.56
8073,54898.46
8074,54957.47
8075,55413.53
8076,55575.78
8077,55780.21
8078,55965.67
8079,56154.76
8080,56437.479999999996
8081,56860.88
8082,57355.72
8083,58004.47
8084,59250.31
8085,59992.91
8086,60842.67
8087,62055.96
8088,64715.87
8089,66967.12
8090,68361.09
8091,69888.37
8092,71391.05
8093,72457.39
8094,73288.65
8095,74239.09
8096,75177.4
8097,75638.59
8098,75973.26
8099,75886.07
8100,75726.22
8101,75836.62
8102,76168.67
8103,76371.41
8104,76551.67
8105,76817.5
8106,77231.77
8107,77399.26
8108,77922.66
8109,77929.32
8110,77935.95
8111,77591.07
8112,77029.96
8113,76725.89
8114,76497.82
8115,76468.91
8116,76641.48
8117,76198.57
8118,75817.37
8119,74991.75
8120,75291.4
8121,75109.5
8122,74707.62
8123,74138.77
8124,74213.16
8125,73518.11
8126,73423.48
8127,72804.21
8128,73206.02
8129,72461.51
8130,72090.98
8131,71930.07
8132,72201.85
8133,72350.46
8134,72541.45
8135,72757.95
8136,73197.33
8137,73334.44
8138,74010.93
8139,74850.22
8140,75684.23
8141,75470.89
8142,74877.31
8143,74284.12
8144,73336.15
8145,72118.29
8146,70844.76
8147,69677.34
8148,68832.44
8149,68069.6
8150,67117.02
8151,66172.26
8152,65594.18
8153,64767.979999999996
8154,63811.97
8155,62621.93
8156,61264.19
8157,59970.04
8158,59171.15
8159,58518.54
8160,57386.770000000004
8161,56301.979999999996
8162,56017.89
8163,55533.35
8164,55114.89
8165,54449.229999999996
8166,54226.53
8167,53971.16
8168,53762.22
8169,53718.63
8170,53830.05
8171,53873.01
8172,53808.4
8173,53959.71
8174,54353.51
8175,54550.87
8176,54998.04
8177,55401.65
8178,56142.19
8179,56719.58
8180,58230.229999999996
8181,59223.59
8182,60100.91
8183,61930.72
8184,64597.83
8185,66561.25
8186,68209.7
8187,69715.57
8188,71298.31
8189,72490.59
8190,73341.04
8191,74007.57
8192,74774.04
8193,75362.93
8194,75534.0
8195,75523.16
8196,75178.59
8197,75534.77
8198,75834.96
8199,76118.61
8200,76091.66
8201,76112.48
8202,76510.96
8203,76954.81
8204,77332.93
8205,77729.49
8206,77884.2
8207,77786.18
8208,77002.3
8209,76473.6
8210,76474.74
8211,76200.96
8212,76236.04
8213,75633.15
8214,75579.3
8215,74786.56
8216,74645.58
8217,74409.67
8218,74299.9
8219,74101.36
8220,74018.2
8221,73642.26
8222,73336.32
8223,72868.72
8224,72710.65
8225,72091.91
8226,71747.46
8227,71727.14
8228,72237.23
8229,72122.82
8230,72514.64
8231,72594.51
8232,73039.63
8233,73310.9
8234,73996.18
8235,75082.23
8236,75899.83
8237,76065.25
8238,75614.4
8239,75129.54
8240,73981.97
8241,72517.47
8242,71324.76
8243,70218.14
8244,69182.63
8245,68294.43
8246,67157.74
8247,66222.15
8248,65563.01
8249,64716.06
8250,63528.36
8251,62196.17
8252,60623.15
8253,59526.47
8254,58456.06
8255,57608.26
8256,56117.04
8257,55600.94
8258,55278.28
8259,54908.79
8260,54436.11
8261,53934.33
8262,53568.85
8263,53298.79
8264,52489.89
8265,52130.75
8266,52062.020000000004
8267,52267.35
8268,52517.4
8269,52545.42
8270,52822.72
8271,52755.82
8272,53188.36
8273,53451.66
8274,54013.28
8275,54801.56
8276,56786.35
8277,57530.020000000004
8278,58386.84
8279,59491.770000000004
8280,62156.14
8281,64287.72
8282,66381.11
8283,67212.34
8284,68725.92
8285,69767.23
8286,70429.1
8287,71013.77
8288,71887.31
8289,72150.95
8290,72446.1
8291,72435.59
8292,72021.07
8293,72447.51
8294,72699.73
8295,72784.65
8296,72840.46
8297,73043.73
8298,73170.74
8299,73505.93
8300,73930.67
8301,74246.2
8302,74397.38
8303,74396.16
8304,73855.95
8305,73504.75
8306,73211.87
8307,73026.52
8308,73288.74
8309,73174.01
8310,72928.79
8311,72311.64
8312,72197.05
8313,71926.96
8314,71656.64
8315,71337.86
8316,71218.56
8317,70828.08
8318,70471.9
8319,70165.75
8320,69860.4
8321,69653.16
8322,69483.83
8323,69345.99
8324,69636.78
8325,69507.75
8326,69982.22
8327,70423.85
8328,70585.3
8329,70509.42
8330,71152.04
8331,72150.91
8332,73011.33
8333,73092.03
8334,72895.31
8335,72183.19
8336,71276.46
8337,70086.74
8338,68846.86
8339,68013.33
8340,67192.15
8341,66512.21
8342,65528.729999999996
8343,64432.729999999996
8344,64095.25
8345,63050.36
8346,61949.95
8347,60621.21
8348,59294.46
8349,58216.44
8350,57413.25
8351,56608.520000000004
8352,55151.84
8353,54179.91
8354,53988.83
8355,53145.16
8356,52443.07
8357,51732.16
8358,51654.74
8359,51255.56
8360,50834.31
8361,50534.09
8362,50824.09
8363,50993.91
8364,51283.56
8365,51361.13
8366,51636.95
8367,51994.67
8368,52692.33
8369,53166.84
8370,53581.86
8371,54393.86
8372,56134.28
8373,57042.18
8374,57912.89
8375,58905.36
8376,61492.41
8377,63522.61
8378,65059.5
8379,66269.32
8380,67884.54
8381,68857.93
8382,69660.25
8383,70373.68
8384,71104.79
8385,71591.02
8386,71713.47
8387,71757.75
8388,71171.82
8389,71253.9
8390,71464.85
8391,71916.01
8392,71759.18
8393,71981.75
8394,72417.56
8395,72445.5
8396,72349.76
8397,72442.24
8398,72695.33
8399,72434.55
8400,71636.39
8401,71558.77
8402,71065.9
8403,70736.92
8404,70658.19
8405,69980.9
8406,69073.34
8407,68197.8
8408,68407.15
8409,68279.37
8410,67866.36
8411,67467.26
8412,67365.2
8413,67108.98
8414,66561.42
8415,65977.56
8416,66229.28
8417,65743.97
8418,65372.2
8419,65364.07
8420,65510.47
8421,65479.2
8422,66120.67
8423,66349.07
8424,66530.56
8425,66816.38
8426,67274.28
8427,68268.38
8428,69330.66
8429,70072.66
8430,69877.29
8431,69098.39
8432,68007.31
8433,67048.23
8434,66063.49
8435,64684.11
8436,64313.51
8437,63402.25
8438,62434.67
8439,61433.19
8440,61005.09
8441,60174.1
8442,59187.87
8443,58137.96
8444,57003.44
8445,56274.479999999996
8446,55425.61
8447,54608.21
8448,53791.11
8449,52927.729999999996
8450,52271.72
8451,51867.020000000004
8452,51380.59
8453,50860.39
8454,50671.31
8455,50130.33
8456,50024.24
8457,49846.2
8458,49463.74
8459,49626.770000000004
8460,49759.81
8461,49578.95
8462,49692.56
8463,49737.09
8464,50046.47
8465,50026.229999999996
8466,50091.79
8467,50480.49
8468,50863.729999999996
8469,50682.7
8470,50753.46
8471,50592.41
8472,50542.33
8473,50962.4
8474,51506.66
8475,52284.57
8476,53268.5
8477,54104.7
8478,55066.3
8479,56270.56
8480,57850.38
8481,58760.79
8482,59386.17
8483,60163.11
8484,60633.18
8485,60931.19
8486,61266.12
8487,61405.82
8488,61300.62
8489,61383.43
8490,61459.59
8491,61509.3
8492,61454.43
8493,61418.08
8494,61566.43
8495,61163.770000000004
8496,61003.29
8497,60861.15
8498,60516.53
8499,60008.8
8500,59667.46
8501,59163.7
8502,58678.79
8503,58115.25
8504,57655.54
8505,57223.21
8506,57071.770000000004
8507,56866.5
8508,56952.28
8509,56775.33
8510,56518.85
8511,55886.3
8512,55821.82
8513,55740.41
8514,55353.4
8515,55367.979999999996
8516,55852.18
8517,56183.83
8518,56843.47
8519,57088.4
8520,57880.86
8521,58101.16
8522,59006.17
8523,59876.62
8524,60832.7
8525,61339.33
8526,61385.16
8527,60980.94
8528,60053.97
8529,58831.39
8530,57905.31
8531,56923.96
8532,56237.54
8533,55547.22
8534,54734.39
8535,54382.47
8536,54792.18
8537,53969.87
8538,53015.61
8539,52343.46
8540,51407.09
8541,50569.92
8542,49848.47
8543,49278.55
8544,49235.08
8545,48746.76
8546,48136.51
8547,47825.24
8548,47268.85
8549,46898.57
8550,46686.75
8551,46183.69
8552,45703.270000000004
8553,45654.729999999996
8554,45580.99
8555,45441.979999999996
8556,45222.270000000004
8557,45519.58
8558,45708.5
8559,45979.79
8560,46405.81
8561,46344.29
8562,46785.86
8563,46916.24
8564,46661.22
8565,47042.92
8566,46982.76
8567,47024.01
8568,47167.75
8569,47351.16
8570,47915.17
8571,48600.78
8572,49590.94
8573,50562.07
8574,51364.39
8575,51965.9
8576,53361.8
8577,54242.95
8578,55043.67
8579,55926.15
8580,56614.979999999996
8581,57228.63
8582,58043.47
8583,58197.47
8584,59021.75
8585,59468.94
8586,59716.16
8587,59939.7
8588,59861.18
8589,59633.71
8590,59320.86
8591,58547.0
8592,58075.41
8593,57686.78
8594,57367.93
8595,56631.9
8596,56239.1
8597,56037.68
8598,55413.79
8599,54941.37
8600,54725.56
8601,54305.770000000004
8602,54255.53
8603,53897.74
8604,53636.91
8605,53841.97
8606,54211.08
8607,53882.5
8608,54447.41
8609,54571.67
8610,54952.6
8611,54707.44
8612,55551.91
8613,55556.72
8614,55821.79
8615,56384.54
8616,56712.43
8617,56965.66
8618,56981.46
8619,57701.79
8620,59049.76
8621,59398.78
8622,58589.53
8623,58094.95
8624,57951.61
8625,57375.68
8626,56963.44
8627,56721.770000000004
8628,57397.229999999996
8629,56705.56
8630,56320.5
8631,55516.94
8632,54691.62
8633,53625.74
8634,52742.3
8635,52058.479999999996
8636,50423.85
8637,49938.7
8638,49679.93
8639,49295.74
8640,48708.17
8641,48189.87
8642,47899.82
8643,47694.43
8644,47570.25
8645,47479.09
8646,47517.05
8647,47659.33
8648,47765.47
8649,47841.65
8650,48378.01
8651,48579.63
8652,49314.87
8653,50028.25
8654,50685.74
8655,51590.83
8656,52929.65
8657,53732.4
8658,55346.78
8659,57148.13
8660,60615.06
8661,63131.43
8662,65238.43
8663,66365.21
8664,67833.11
8665,68933.64
8666,69812.53
8667,70549.89
8668,71267.77
8669,71947.44
8670,72471.51
8671,72675.74
8672,72235.11
8673,72614.4
8674,72962.28
8675,73258.73
8676,73305.14
8677,73294.06
8678,73461.53
8679,73540.47
8680,73404.79
8681,74060.48
8682,73919.37
8683,74127.6
8684,73134.94
8685,72706.2
8686,72960.17
8687,72982.69
8688,73097.42
8689,72828.95
8690,72393.36
8691,71794.8
8692,71669.34
8693,71669.62
8694,71395.84
8695,71168.8
8696,71187.84
8697,70504.11
8698,69946.45
8699,69520.41
8700,69029.04
8701,68552.64
8702,68307.25
8703,67731.43
8704,67764.22
8705,67714.64
8706,67774.01
8707,67902.7
8708,68065.34
8709,68039.8
8710,68566.9
8711,68959.8
8712,69328.98
8713,69255.02
8714,69681.43
8715,70116.0
8716,70527.78
8717,70487.16
8718,70275.47
8719,69425.57
8720,68598.97
8721,67795.27
8722,66752.5
8723,66053.8
8724,65330.99
8725,64390.07
8726,63308.61
8727,62206.85
8728,60789.13
8729,59707.92
8730,58869.46
8731,58062.89
8732,57483.61
8733,56727.68
8734,56128.8
8735,55884.06
8736,55183.59
8737,54777.729999999996
8738,54683.09
8739,54335.57
8740,53497.49
8741,53564.39
8742,53855.17
8743,54235.72
8744,54105.09
8745,54495.8
8746,54481.99
8747,54733.75
8748,54896.34
8749,55610.12
8750,56117.95
8751,56767.3
8752,58346.93
8753,59128.86
8754,59951.479999999996
8755,61343.92
8756,64924.03
8757,67087.3
8758,68726.47
8759,69598.18
8760,70889.57
8761,71998.88
8762,72697.3
8763,73162.89
8764,73966.73
8765,74542.33
8766,74595.49
8767,74740.73
8768,74527.35
8769,74819.88
8770,74859.08
8771,75285.57
8772,75101.15
8773,75533.58
8774,75470.88
8775,75704.95
8776,75543.82
8777,75725.44
8778,75851.58
8779,76090.94
8780,75555.77
8781,75594.65
8782,75363.3
8783,75073.54
8784,75532.0
8785,75520.07
8786,75273.32
8787,74775.99
8788,74532.33
8789,74552.52
8790,74316.19
8791,73865.33
8792,73968.38
8793,73742.11
8794,72949.75
8795,72674.51
8796,72668.11
8797,72194.16
8798,71149.69
8799,70836.71
8800,70860.42
8801,70841.85
8802,71162.05
8803,71215.9
8804,71325.61
8805,70672.73
8806,70921.54
8807,71009.33
8808,71015.61
8809,71125.17
8810,70982.36
8811,71344.75
8812,71843.22
8813,71925.98
8814,71435.34
8815,70701.03
8816,69791.51
8817,68857.6
8818,68125.17
8819,66758.87
8820,65791.52
8821,64711.78
8822,63736.83
8823,62285.03
8824,60916.57
8825,59746.92
8826,58646.19
8827,57827.42
8828,56540.26
8829,56156.46
8830,55388.82
8831,54690.729999999996
8832,54161.05
8833,53651.229999999996
8834,53285.55
8835,53228.75
8836,53080.09
8837,52923.64
8838,52750.09
8839,52847.18
8840,52977.55
8841,53144.4
8842,52973.12
8843,53105.58
8844,53679.24
8845,53707.26
8846,54380.18
8847,55192.45
8848,56704.65
8849,57752.26
8850,59172.88
8851,60575.729999999996
8852,63842.89
8853,66283.3
8854,68027.77
8855,69299.7
8856,70710.51
8857,71191.12
8858,71903.92
8859,72525.89
8860,73310.91
8861,73801.48
8862,73905.47
8863,73977.03
8864,73800.72
8865,74025.92
8866,74655.57
8867,74930.17
8868,75105.38
8869,75425.05
8870,75622.61
8871,76114.76
8872,76337.82
8873,76592.19
8874,76823.09
8875,76685.83
8876,76035.9
8877,75987.23
8878,75779.41
8879,75829.8
8880,76027.66
8881,75923.82
8882,75609.15
8883,75127.1
8884,74851.17
8885,75024.75
8886,74706.09
8887,74341.41
8888,73909.75
8889,73648.88
8890,73303.48
8891,72961.59
8892,72527.0
8893,72330.98
8894,72067.51
8895,71858.79
8896,72036.06
8897,72175.88
8898,71806.07
8899,72012.0
8900,71566.02
8901,71345.93
8902,71409.64
8903,71441.75
8904,71875.71
8905,71894.96
8906,72126.38
8907,72370.29
8908,72395.24
8909,72068.87
8910,71224.66
8911,70184.71
8912,69358.5
8913,68451.69
8914,67676.08
8915,66663.55
8916,65494.32
8917,64589.42
8918,63593.49
8919,62442.95
8920,61059.8
8921,59795.04
8922,58857.38
8923,57766.59
8924,57525.99
8925,56695.29
8926,55740.72
8927,55320.62
8928,54720.62
8929,54604.59
8930,54209.7
8931,53948.08
8932,53436.79
8933,53077.38
8934,53217.67
8935,53117.88
8936,52968.3
8937,53123.07
8938,53030.11
8939,53447.32
8940,53867.020000000004
8941,54219.270000000004
8942,54807.46
8943,55300.270000000004
8944,56751.32
8945,57567.7
8946,58486.29
8947,59653.96
8948,62672.84
8949,64936.3
8950,67138.05
8951,68286.54
8952,69626.93
8953,70623.03
8954,71294.03
8955,71961.97
8956,72894.42
8957,73259.36
8958,73491.38
8959,73858.27
8960,73035.48
8961,73374.8
8962,73764.73
8963,73967.8
8964,74142.27
8965,74599.28
8966,74837.91
8967,74988.23
8968,74944.18
8969,75326.24
8970,75710.97
8971,75578.03
8972,75192.07
8973,75155.13
8974,75013.44
8975,75059.0
8976,74759.74
8977,74653.57
8978,74323.29
8979,73803.01
8980,73583.9
8981,73544.8
8982,73334.47
8983,73110.05
8984,73131.46
8985,72555.77
8986,72048.74
8987,71202.83
8988,71110.04
8989,70611.26
8990,70327.53
8991,70126.61
8992,70263.41
8993,70157.1
8994,70049.35
8995,70189.33
8996,70007.52
8997,69649.28
8998,69940.33
8999,70162.21
9000,70201.15
9001,69973.8
9002,69916.61
9003,70229.34
9004,70325.95
9005,70145.89
9006,69297.67
9007,68640.65
9008,67709.09
9009,67244.73
9010,66110.33
9011,65314.17
9012,64840.47
9013,63731.85
9014,62871.55
9015,61715.16
9016,60495.42
9017,59091.09
9018,58171.32
9019,57516.020000000004
9020,56350.22
9021,55844.12
9022,55366.43
9023,54838.93
9024,54133.75
9025,53600.14
9026,53162.46
9027,53188.14
9028,52468.08
9029,52246.479999999996
9030,52276.11
9031,52290.94
9032,52380.81
9033,52399.85
9034,52682.75
9035,52849.09
9036,53344.88
9037,53805.85
9038,54337.28
9039,54962.229999999996
9040,56285.04
9041,56714.479999999996
9042,57938.06
9043,59404.12
9044,62246.0
9045,64508.01
9046,66462.48
9047,67583.89
9048,69228.72
9049,70242.57
9050,71144.49
9051,71935.11
9052,72924.06
9053,73533.48
9054,74097.95
9055,74155.79
9056,74067.34
9057,74290.53
9058,74592.12
9059,74666.46
9060,74729.45
9061,74786.4
9062,74923.72
9063,74830.09
9064,75120.62
9065,75129.35
9066,75212.42
9067,75065.02
9068,74490.74
9069,74395.32
9070,74270.29
9071,74089.73
9072,74201.39
9073,73604.08
9074,72987.96
9075,72144.37
9076,71722.28
9077,71458.04
9078,71028.15
9079,70522.24
9080,70600.01
9081,69956.15
9082,69513.91
9083,68767.79
9084,68540.51
9085,68596.92
9086,68262.79
9087,68126.43
9088,68320.31
9089,68362.64
9090,68421.82
9091,68287.03
9092,68230.36
9093,67871.37
9094,68088.09
9095,67999.61
9096,68253.64
9097,67876.46
9098,67790.66
9099,67724.27
9100,67618.12
9101,67173.86
9102,66511.62
9103,65891.95
9104,64883.57
9105,63915.22
9106,62634.39
9107,61745.22
9108,61066.42
9109,60275.53
9110,59159.99
9111,58700.32
9112,57441.54
9113,56729.19
9114,55902.86
9115,55068.42
9116,54366.07
9117,53495.06
9118,52926.01
9119,52495.72
9120,51933.35
9121,51551.3
9122,51170.6
9123,51124.95
9124,50553.29
9125,50507.66
9126,50419.520000000004
9127,50447.41
9128,50187.2
9129,50411.61
9130,50316.55
9131,50140.06
9132,50104.53
9133,50366.11
9134,50426.79
9135,50515.96
9136,50836.25
9137,50752.63
9138,50751.14
9139,51106.229999999996
9140,51555.93
9141,52200.57
9142,52388.9
9143,52803.6
9144,53812.4
9145,54358.92
9146,55479.8
9147,56439.1
9148,57795.03
9149,58826.63
9150,59698.43
9151,60379.79
9152,61198.479999999996
9153,61800.03
9154,62329.9
9155,62641.79
9156,62615.99
9157,62645.32
9158,62729.51
9159,62882.33
9160,62399.92
9161,62344.72
9162,62424.16
9163,62401.14
9164,62511.78
9165,62025.78
9166,61730.5
9167,61653.83
9168,61466.63
9169,60889.75
9170,60502.75
9171,60218.38
9172,59724.49
9173,59178.15
9174,59015.85
9175,58734.39
9176,58698.11
9177,58322.74
9178,57969.75
9179,57676.729999999996
9180,57640.22
9181,57348.13
9182,56781.229999999996
9183,56525.79
9184,56758.84
9185,56578.54
9186,56737.92
9187,56950.29
9188,57445.78
9189,57332.49
9190,57725.55
9191,57753.29
9192,57487.5
9193,57582.49
9194,57604.62
9195,57616.770000000004
9196,57859.44
9197,58126.92
9198,58157.05
9199,57846.81
9200,57561.56
9201,57083.07
9202,56455.24
9203,56314.479999999996
9204,56187.69
9205,55477.7
9206,54815.729999999996
9207,53936.93
9208,52907.979999999996
9209,52093.17
9210,51370.18
9211,50405.35
9212,49284.57
9213,48484.05
9214,47723.39
9215,47336.08
9216,46752.95
9217,46203.29
9218,45756.22
9219,45406.79
9220,45192.0
9221,45088.86
9222,44663.35
9223,44592.81
9224,44863.520000000004
9225,44868.71
9226,44626.63
9227,44706.64
9228,45036.32
9229,44994.05
9230,45160.96
9231,45270.13
9232,45438.31
9233,45457.7
9234,45474.28
9235,45532.11
9236,45462.97
9237,45412.06
9238,45421.83
9239,45463.479999999996
9240,46167.44
9241,46804.11
9242,47473.54
9243,48709.07
9244,49859.63
9245,50932.24
9246,51838.74
9247,52631.0
9248,53652.479999999996
9249,54186.9
9250,54775.770000000004
9251,55081.05
9252,55435.31
9253,56106.63
9254,56406.35
9255,56735.03
9256,57488.01
9257,57849.83
9258,58001.88
9259,58091.55
9260,58284.37
9261,57662.55
9262,56988.13
9263,56582.28
9264,55765.97
9265,55199.26
9266,55022.17
9267,54773.7
9268,54191.44
9269,53894.51
9270,53553.729999999996
9271,53453.92
9272,53424.08
9273,53067.61
9274,52988.59
9275,52846.9
9276,52679.76
9277,52545.42
9278,52531.13
9279,52666.49
9280,53194.020000000004
9281,53562.520000000004
9282,53522.6
9283,53841.57
9284,54474.729999999996
9285,54595.07
9286,54632.89
9287,55100.09
9288,55493.68
9289,55570.07
9290,55824.01
9291,55958.05
9292,57006.520000000004
9293,57215.59
9294,57064.49
9295,56574.020000000004
9296,56441.47
9297,55876.2
9298,55149.229999999996
9299,55024.5
9300,55484.979999999996
9301,55034.270000000004
9302,54454.4
9303,53661.5
9304,52652.78
9305,51961.33
9306,51208.83
9307,50369.41
9308,49056.21
9309,48393.22
9310,48090.15
9311,47900.3
9312,47254.84
9313,47264.56
9314,46994.53
9315,47014.75
9316,46775.76
9317,46587.0
9318,46642.979999999996
9319,46810.01
9320,47197.62
9321,47055.83
9322,47298.64
9323,47686.520000000004
9324,48691.78
9325,48872.59
9326,49381.92
9327,50179.34
9328,52033.81
9329,53047.6
9330,54610.229999999996
9331,56646.88
9332,60218.58
9333,62825.47
9334,64499.91
9335,65868.16
9336,67318.57
9337,68874.52
9338,69926.38
9339,70735.13
9340,71623.95
9341,72094.48
9342,72464.5
9343,72693.97
9344,72097.63
9345,72454.31
9346,72961.1
9347,73053.09
9348,73338.88
9349,73477.02
9350,73852.46
9351,74175.5
9352,74013.57
9353,74473.5
9354,74337.5
9355,74441.69
9356,74430.32
9357,73947.77
9358,74014.02
9359,74006.98
9360,74041.47
9361,74067.9
9362,73517.54
9363,73124.07
9364,72789.76
9365,72667.79
9366,72482.42
9367,72179.08
9368,72086.5
9369,71956.1
9370,71426.07
9371,70903.68
9372,70459.16
9373,69947.96
9374,69623.3
9375,69241.8
9376,68781.94
9377,68983.25
9378,69318.41
9379,69282.42
9380,69350.2
9381,69233.48
9382,69481.29
9383,69292.82
9384,69459.94
9385,69320.89
9386,69276.74
9387,69240.75
9388,69497.34
9389,69562.75
9390,69185.68
9391,68303.9
9392,67759.02
9393,67015.39
9394,66121.69
9395,64881.96
9396,64197.75
9397,63193.07
9398,62021.76
9399,60743.78
9400,58997.96
9401,58013.36
9402,56968.520000000004
9403,56146.35
9404,55698.85
